Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,SMOTE Instances,Scale,Features,Folds,Model
RandomForestClassifier,0.9662,0.9663,0.9662,0.9662,0.9682,0.9682,0.9682,0.9681,0.9,0.9027,0.9,0.8998,0.9964,smote,5000,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,RandomForestClassifier()
DecisionTreeClassifier,0.9413,0.9415,0.9413,0.9413,0.9436,0.9436,0.9436,0.9436,0.9,0.9073,0.9,0.899,0.9562,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,DecisionTreeClassifier()
KNeighborsClassifier,0.9488,0.949,0.9488,0.9488,0.95,0.9502,0.95,0.95,0.8833,0.8874,0.8833,0.883,0.9866,smote,5000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,KNeighborsClassifier()
DecisionTreeClassifier,0.9408,0.9409,0.9408,0.9408,0.9483,0.9483,0.9483,0.9483,0.8833,0.888,0.8833,0.8829,0.9564,smote,5000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,DecisionTreeClassifier()
RandomForestClassifier,0.9635,0.9636,0.9635,0.9635,0.9554,0.9554,0.9554,0.9554,0.8833,0.8836,0.8833,0.8823,0.9934,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,RandomForestClassifier()
KNeighborsClassifier,0.9514,0.9515,0.9514,0.9514,0.9497,0.9497,0.9497,0.9496,0.8833,0.8827,0.8833,0.8815,0.988,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,KNeighborsClassifier()
RandomForestClassifier,0.9618,0.9619,0.9618,0.9618,0.9621,0.9622,0.9621,0.9621,0.8667,0.869,0.8667,0.8664,0.9923,smote,5000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,RandomForestClassifier()
KNeighborsClassifier,0.9521,0.9524,0.9521,0.952,0.9592,0.9592,0.9592,0.9591,0.85,0.8514,0.85,0.8504,0.9907,smote,5000,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,KNeighborsClassifier()
DecisionTreeClassifier,0.9525,0.9527,0.9525,0.9525,0.9615,0.9617,0.9615,0.9616,0.8333,0.836,0.8333,0.8335,0.9648,smote,5000,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,DecisionTreeClassifier()
RandomForestClassifier,0.8427,0.8432,0.8427,0.8428,0.8407,0.8408,0.8407,0.8407,0.8333,0.836,0.8333,0.8335,0.9564,smote,5000,no_scaled,"['storyPoints', 'polarity_mean', 'A']",10,RandomForestClassifier()
DecisionTreeClassifier,0.8072,0.8082,0.8072,0.8077,0.8125,0.8138,0.8125,0.813,0.8333,0.8338,0.8333,0.8322,0.861,smote,5000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'A']",10,DecisionTreeClassifier()
KNeighborsClassifier,0.8874,0.8888,0.8874,0.8878,0.8866,0.8856,0.8866,0.8855,0.8333,0.8383,0.8333,0.831,0.9624,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'A']",10,KNeighborsClassifier()
DecisionTreeClassifier,0.8956,0.899,0.8956,0.8964,0.9031,0.9073,0.9031,0.9039,0.8333,0.833,0.8333,0.8306,0.9792,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'A']",10,DecisionTreeClassifier()
DecisionTreeClassifier,0.8062,0.807,0.8062,0.8063,0.8074,0.8072,0.8074,0.8073,0.8167,0.8246,0.8167,0.813,0.8555,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'A']",10,DecisionTreeClassifier()
SVC,0.839,0.8437,0.839,0.8403,0.8333,0.8376,0.8333,0.8345,0.8,0.8109,0.8,0.8014,0.9251,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,SVC(probability=True)
MLPClassifier,0.8996,0.9022,0.8996,0.9,0.889,0.8911,0.889,0.8893,0.8,0.8014,0.8,0.7998,0.9792,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'A']",10,MLPClassifier()
MLPClassifier,0.9102,0.9107,0.9102,0.9104,0.9218,0.9223,0.9218,0.922,0.8,0.8124,0.8,0.7994,0.9823,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,MLPClassifier()
DecisionTreeClassifier,0.8196,0.8202,0.8196,0.8194,0.8119,0.8118,0.8119,0.8118,0.8,0.8016,0.8,0.7965,0.868,smote,5000,no_scaled,"['storyPoints', 'polarity_mean', 'A']",10,DecisionTreeClassifier()
RandomForestClassifier,0.8959,0.8986,0.8959,0.8964,0.9007,0.9045,0.9007,0.9016,0.8,0.8015,0.8,0.7962,0.9801,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'A']",10,RandomForestClassifier()
DecisionTreeClassifier,0.8999,0.9036,0.8999,0.9004,0.9106,0.9134,0.9106,0.9113,0.7833,0.8124,0.7833,0.7837,0.9829,smote,5000,no_scaled,"['storyPoints', 'polarity', 'stress', 'A']",10,DecisionTreeClassifier()
RandomForestClassifier,0.8979,0.8999,0.8979,0.8981,0.8967,0.8979,0.8967,0.8967,0.7833,0.7838,0.7833,0.7832,0.9794,smote,5000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'A']",10,RandomForestClassifier()
RandomForestClassifier,0.8373,0.8376,0.8373,0.837,0.841,0.8408,0.841,0.8409,0.7667,0.7667,0.7667,0.7667,0.9512,smote,5000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'A']",10,RandomForestClassifier()
SVC,0.8015,0.8055,0.8015,0.8024,0.7897,0.7941,0.7897,0.7906,0.7667,0.7667,0.7667,0.7667,0.9093,smote,5000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,SVC(probability=True)
MLPClassifier,0.839,0.8385,0.839,0.8384,0.8353,0.8351,0.8353,0.8342,0.7667,0.7709,0.7667,0.7664,0.9563,smote,5000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,MLPClassifier()
MLPClassifier,0.8915,0.893,0.8915,0.8918,0.8997,0.8998,0.8997,0.8997,0.7667,0.7738,0.7667,0.7662,0.9773,smote,5000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'A']",10,MLPClassifier()
RandomForestClassifier,0.9044,0.909,0.9044,0.9053,0.8966,0.902,0.8966,0.8978,0.7667,0.7889,0.7667,0.7661,0.9837,smote,5000,no_scaled,"['storyPoints', 'polarity', 'stress', 'A']",10,RandomForestClassifier()
SVC,0.8773,0.886,0.8773,0.8788,0.8645,0.8781,0.8645,0.8664,0.7667,0.7662,0.7667,0.7661,0.9591,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'A']",10,SVC(probability=True)
KNeighborsClassifier,0.8812,0.8847,0.8812,0.8813,0.892,0.8916,0.892,0.8915,0.7667,0.7672,0.7667,0.7659,0.961,smote,5000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'A']",10,KNeighborsClassifier()
KNeighborsClassifier,0.8328,0.8339,0.8328,0.8334,0.841,0.8414,0.841,0.8411,0.7667,0.7653,0.7667,0.7647,0.9421,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'A']",10,KNeighborsClassifier()
SVC,0.8312,0.8766,0.8312,0.8332,0.8303,0.8774,0.8303,0.8327,0.75,0.8,0.75,0.7543,0.8828,smote,5000,no_scaled,"['storyPoints', 'polarity', 'stress', 'A']",10,SVC(probability=True)
LogisticRegression,0.8067,0.8372,0.8067,0.81,0.8058,0.8418,0.8058,0.8099,0.75,0.7667,0.75,0.7532,0.8799,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'A']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
LogisticRegression,0.8124,0.8435,0.8124,0.8164,0.7979,0.8306,0.7979,0.8008,0.75,0.7761,0.75,0.7526,0.8863,smote,5000,no_scaled,"['storyPoints', 'polarity', 'stress', 'A']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
SVC,0.8498,0.8896,0.8498,0.8524,0.8769,0.8998,0.8769,0.8795,0.75,0.7748,0.75,0.7521,0.9396,smote,5000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'A']",10,SVC(probability=True)
KNeighborsClassifier,0.8401,0.8417,0.8401,0.8407,0.838,0.84,0.838,0.8386,0.75,0.7513,0.75,0.7503,0.946,smote,5000,no_scaled,"['storyPoints', 'polarity_mean', 'A']",10,KNeighborsClassifier()
DecisionTreeClassifier,0.8956,0.8988,0.8956,0.8964,0.901,0.906,0.901,0.9021,0.75,0.7513,0.75,0.7497,0.98,smote,5000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'A']",10,DecisionTreeClassifier()
MLPClassifier,0.8725,0.8765,0.8725,0.8723,0.8989,0.9001,0.8989,0.8991,0.75,0.7502,0.75,0.7488,0.9753,smote,5000,no_scaled,"['storyPoints', 'polarity', 'stress', 'A']",10,MLPClassifier()
KNeighborsClassifier,0.8407,0.8418,0.8407,0.8409,0.8363,0.8365,0.8363,0.8364,0.7333,0.7328,0.7333,0.7321,0.9431,smote,5000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'A']",10,KNeighborsClassifier()
MLPClassifier,0.7763,0.7791,0.7763,0.7752,0.7612,0.762,0.7612,0.7593,0.7333,0.7337,0.7333,0.7314,0.9214,smote,5000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'A']",10,MLPClassifier()
MLPClassifier,0.7719,0.7783,0.7719,0.773,0.8203,0.8237,0.8203,0.8204,0.7333,0.7338,0.7333,0.7309,0.9345,smote,5000,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,MLPClassifier()
RandomForestClassifier,0.7958,0.7996,0.7958,0.7946,0.7947,0.7982,0.7947,0.7938,0.7333,0.7389,0.7333,0.7296,0.9378,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'A']",10,RandomForestClassifier()
DecisionTreeClassifier,0.7946,0.7966,0.7946,0.7939,0.7937,0.7948,0.7937,0.793,0.7333,0.733,0.7333,0.7292,0.9376,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'A']",10,DecisionTreeClassifier()
DecisionTreeClassifier,0.7979,0.801,0.7979,0.7973,0.8029,0.8073,0.8029,0.8018,0.7167,0.7223,0.7167,0.7168,0.9406,smote,5000,no_scaled,"['storyPoints', 'polarity', 'A']",10,DecisionTreeClassifier()
KNeighborsClassifier,0.7578,0.7726,0.7578,0.7598,0.7618,0.7599,0.7618,0.7606,0.7167,0.7201,0.7167,0.7156,0.9097,smote,5000,MinMaxScaler,"['storyPoints', 'polarity', 'A']",10,KNeighborsClassifier()
RandomForestClassifier,0.8425,0.8428,0.8425,0.8426,0.838,0.8384,0.838,0.8381,0.7167,0.7162,0.7167,0.7153,0.9533,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'A']",10,RandomForestClassifier()
KNeighborsClassifier,0.7625,0.7708,0.7625,0.7621,0.7954,0.8087,0.7954,0.7933,0.7167,0.725,0.7167,0.7138,0.9053,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'A']",10,KNeighborsClassifier()
SVC,0.748,0.7552,0.748,0.7447,0.7642,0.77,0.7642,0.7612,0.7167,0.717,0.7167,0.7131,0.8742,smote,5000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'A']",10,SVC(probability=True)
KNeighborsClassifier,0.8863,0.8901,0.8863,0.8869,0.8758,0.8853,0.8758,0.8776,0.7,0.7142,0.7,0.7021,0.9656,smote,5000,no_scaled,"['storyPoints', 'polarity', 'stress', 'A']",10,KNeighborsClassifier()
