Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,SMOTE Instances,Scale,Features,Folds,Model
RandomForestClassifier,0.8839,0.8889,0.8839,0.8833,0.7826,0.782,0.7826,0.7822,0.9167,0.9194,0.9167,0.9165,0.97,smote,250,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,RandomForestClassifier()
DecisionTreeClassifier,0.8334,0.8367,0.8334,0.833,0.8333,0.8319,0.8333,0.8324,0.8833,0.8831,0.8833,0.8829,0.8751,smote,250,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,DecisionTreeClassifier()
RandomForestClassifier,0.7774,0.7878,0.7774,0.7781,0.7681,0.7785,0.7681,0.7675,0.8667,0.8677,0.8667,0.8661,0.9208,smote,250,MinMaxScaler,"['storyPoints', 'polarity_mean', 'A']",10,RandomForestClassifier()
KNeighborsClassifier,0.8025,0.8153,0.8025,0.8009,0.8333,0.839,0.8333,0.8335,0.85,0.8545,0.85,0.8511,0.9242,smote,250,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,KNeighborsClassifier()
KNeighborsClassifier,0.8443,0.86,0.8443,0.8467,0.8841,0.9023,0.8841,0.8877,0.85,0.8583,0.85,0.8497,0.9486,smote,250,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'A']",10,KNeighborsClassifier()
RandomForestClassifier,0.855,0.8621,0.855,0.8553,0.8841,0.8849,0.8841,0.8843,0.85,0.8526,0.85,0.8487,0.962,smote,250,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,RandomForestClassifier()
KNeighborsClassifier,0.7718,0.7856,0.7718,0.7701,0.7101,0.7153,0.7101,0.7113,0.8333,0.8333,0.8333,0.8333,0.9071,smote,250,MinMaxScaler,"['storyPoints', 'polarity_mean', 'A']",10,KNeighborsClassifier()
KNeighborsClassifier,0.8713,0.8812,0.8713,0.8706,0.8333,0.8517,0.8333,0.8372,0.8333,0.8333,0.8333,0.8323,0.956,smote,250,StandardScaler,"['storyPoints', 'polarity', 'stress', 'A']",10,KNeighborsClassifier()
RandomForestClassifier,0.8586,0.8702,0.8586,0.8585,0.8986,0.8987,0.8986,0.8985,0.8333,0.8371,0.8333,0.8307,0.9709,smote,250,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'A']",10,RandomForestClassifier()
DecisionTreeClassifier,0.8478,0.8536,0.8478,0.8477,0.7681,0.7691,0.7681,0.7686,0.8167,0.8535,0.8167,0.8166,0.886,smote,250,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,DecisionTreeClassifier()
RandomForestClassifier,0.866,0.8689,0.866,0.8649,0.9058,0.9058,0.9058,0.9048,0.8,0.8184,0.8,0.7982,0.9707,smote,250,StandardScaler,"['storyPoints', 'polarity', 'stress', 'A']",10,RandomForestClassifier()
DecisionTreeClassifier,0.7173,0.7222,0.7173,0.7178,0.8116,0.8131,0.8116,0.8098,0.8,0.8036,0.8,0.7975,0.7885,smote,250,MinMaxScaler,"['storyPoints', 'polarity_mean', 'A']",10,DecisionTreeClassifier()
DecisionTreeClassifier,0.8732,0.8815,0.8732,0.8742,0.8551,0.8711,0.8551,0.8564,0.7833,0.7839,0.7833,0.7827,0.9684,smote,250,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'A']",10,DecisionTreeClassifier()
KNeighborsClassifier,0.8224,0.8331,0.8224,0.823,0.8913,0.8943,0.8913,0.8914,0.7833,0.807,0.7833,0.7824,0.9437,smote,250,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,KNeighborsClassifier()
SVC,0.8244,0.8726,0.8244,0.824,0.8043,0.855,0.8043,0.8062,0.7667,0.7736,0.7667,0.7688,0.9252,smote,250,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'A']",10,SVC(probability=True)
KNeighborsClassifier,0.8061,0.8149,0.8061,0.8053,0.8116,0.8129,0.8116,0.8068,0.7667,0.7667,0.7667,0.7667,0.9138,smote,250,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,KNeighborsClassifier()
KNeighborsClassifier,0.741,0.756,0.741,0.7372,0.6884,0.7061,0.6884,0.6805,0.7667,0.7709,0.7667,0.7658,0.8821,smote,250,MinMaxScaler,"['storyPoints', 'polarity', 'A']",10,KNeighborsClassifier()
MLPClassifier,0.8244,0.8755,0.8244,0.8271,0.8696,0.8925,0.8696,0.8682,0.7667,0.779,0.7667,0.7654,0.9329,smote,250,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'A']",10,MLPClassifier()
SVC,0.7447,0.772,0.7447,0.7412,0.7319,0.7462,0.7319,0.729,0.7667,0.791,0.7667,0.7639,0.8631,smote,250,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,SVC(probability=True)
DecisionTreeClassifier,0.8713,0.877,0.8713,0.8702,0.8841,0.8859,0.8841,0.8845,0.75,0.7733,0.75,0.751,0.9598,smote,250,StandardScaler,"['storyPoints', 'polarity', 'stress', 'A']",10,DecisionTreeClassifier()
LogisticRegression,0.7952,0.8256,0.7952,0.797,0.8333,0.8586,0.8333,0.8331,0.75,0.7562,0.75,0.7491,0.8798,smote,250,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'A']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
