Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,SMOTE Instances,Scale,Features,Folds,Model
RandomForestClassifier,0.8842,0.8853,0.8842,0.8843,0.895,0.8955,0.895,0.895,0.9167,0.9165,0.9167,0.9162,0.9645,smote,1000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,RandomForestClassifier()
KNeighborsClassifier,0.8842,0.8847,0.8842,0.8845,0.9071,0.9073,0.9071,0.907,0.85,0.8576,0.85,0.8523,0.957,smote,1000,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,KNeighborsClassifier()
KNeighborsClassifier,0.8772,0.8787,0.8772,0.8773,0.864,0.8638,0.864,0.8638,0.85,0.862,0.85,0.8516,0.9561,smote,1000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,KNeighborsClassifier()
MLPClassifier,0.7244,0.742,0.7244,0.7284,0.7229,0.7329,0.7229,0.7252,0.85,0.8523,0.85,0.8508,0.8995,smote,1000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,MLPClassifier()
MLPClassifier,0.8562,0.8665,0.8562,0.8572,0.852,0.8664,0.852,0.8538,0.85,0.8625,0.85,0.8505,0.957,smote,1000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'A']",10,MLPClassifier()
DecisionTreeClassifier,0.9026,0.9033,0.9026,0.9022,0.9082,0.9091,0.9082,0.908,0.85,0.8539,0.85,0.8505,0.9268,smote,1000,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,DecisionTreeClassifier()
KNeighborsClassifier,0.7782,0.7815,0.7782,0.7789,0.8055,0.8055,0.8055,0.8052,0.85,0.8625,0.85,0.8505,0.9035,smote,1000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'A']",10,KNeighborsClassifier()
MLPClassifier,0.8397,0.8667,0.8397,0.84,0.8333,0.8735,0.8333,0.8354,0.85,0.8489,0.85,0.8491,0.9702,smote,1000,no_scaled,"['storyPoints', 'polarity', 'stress', 'A']",10,MLPClassifier()
RandomForestClassifier,0.8962,0.9032,0.8962,0.8975,0.8963,0.9047,0.8963,0.8979,0.8333,0.834,0.8333,0.8333,0.979,smote,1000,no_scaled,"['storyPoints', 'polarity', 'stress', 'A']",10,RandomForestClassifier()
DecisionTreeClassifier,0.8458,0.847,0.8458,0.8458,0.8709,0.8711,0.8709,0.8705,0.8333,0.8333,0.8333,0.8333,0.8845,smote,1000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,DecisionTreeClassifier()
DecisionTreeClassifier,0.8988,0.9072,0.8988,0.8996,0.9014,0.9079,0.9014,0.9025,0.8333,0.834,0.8333,0.8333,0.9787,smote,1000,no_scaled,"['storyPoints', 'polarity', 'stress', 'A']",10,DecisionTreeClassifier()
KNeighborsClassifier,0.8587,0.8634,0.8587,0.859,0.8675,0.8707,0.8675,0.8675,0.8333,0.8341,0.8333,0.8327,0.9431,smote,1000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'A']",10,KNeighborsClassifier()
RandomForestClassifier,0.9294,0.9306,0.9294,0.9295,0.9184,0.9202,0.9184,0.9185,0.8333,0.8341,0.8333,0.8327,0.9881,smote,1000,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,RandomForestClassifier()
DecisionTreeClassifier,0.8725,0.8765,0.8725,0.8728,0.8589,0.8602,0.8589,0.8592,0.8333,0.8383,0.8333,0.831,0.9606,smote,1000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'A']",10,DecisionTreeClassifier()
SVC,0.7282,0.7497,0.7282,0.7316,0.7108,0.7367,0.7108,0.7166,0.8167,0.8243,0.8167,0.8182,0.8699,smote,1000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,SVC(probability=True)
RandomForestClassifier,0.7989,0.7996,0.7989,0.7994,0.7625,0.7646,0.7625,0.7632,0.8167,0.8202,0.8167,0.8171,0.9223,smote,1000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'A']",10,RandomForestClassifier()
MLPClassifier,0.8424,0.846,0.8424,0.8428,0.8296,0.8342,0.8296,0.83,0.8167,0.8154,0.8167,0.8117,0.9397,smote,1000,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,MLPClassifier()
RandomForestClassifier,0.8945,0.8947,0.8945,0.8946,0.8864,0.8861,0.8864,0.8862,0.8,0.8072,0.8,0.8022,0.9647,smote,1000,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,RandomForestClassifier()
LogisticRegression,0.7887,0.8253,0.7887,0.7918,0.7908,0.8214,0.7908,0.7933,0.8,0.8166,0.8,0.8017,0.8714,smote,1000,no_scaled,"['storyPoints', 'polarity', 'stress', 'A']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
SVC,0.8208,0.8383,0.8208,0.8222,0.8365,0.8472,0.8365,0.8384,0.8,0.8073,0.8,0.7965,0.8912,smote,1000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'A']",10,SVC(probability=True)
RandomForestClassifier,0.8686,0.8717,0.8686,0.8692,0.883,0.8845,0.883,0.8834,0.8,0.8211,0.8,0.7942,0.9609,smote,1000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'A']",10,RandomForestClassifier()
KNeighborsClassifier,0.8746,0.8841,0.8746,0.8752,0.8605,0.8751,0.8605,0.8625,0.7833,0.7847,0.7833,0.7837,0.9607,smote,1000,no_scaled,"['storyPoints', 'polarity', 'stress', 'A']",10,KNeighborsClassifier()
KNeighborsClassifier,0.9052,0.9072,0.9052,0.9052,0.8861,0.8873,0.8861,0.8863,0.7833,0.787,0.7833,0.7815,0.9718,smote,1000,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,KNeighborsClassifier()
RandomForestClassifier,0.773,0.7751,0.773,0.7722,0.8078,0.8113,0.8078,0.8085,0.7667,0.7698,0.7667,0.766,0.9309,smote,1000,no_scaled,"['storyPoints', 'polarity', 'A']",10,RandomForestClassifier()
LogisticRegression,0.7855,0.8199,0.7855,0.787,0.7917,0.8153,0.7917,0.7942,0.7667,0.779,0.7667,0.7654,0.8505,smote,1000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'A']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
RandomForestClassifier,0.7709,0.7715,0.7709,0.7716,0.778,0.7843,0.778,0.7798,0.7667,0.7653,0.7667,0.7647,0.9114,smote,1000,StandardScaler,"['storyPoints', 'polarity_mean', 'A']",10,RandomForestClassifier()
DecisionTreeClassifier,0.7567,0.7585,0.7567,0.7575,0.7608,0.76,0.7608,0.7601,0.7667,0.7708,0.7667,0.7646,0.818,smote,1000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'A']",10,DecisionTreeClassifier()
MLPClassifier,0.7446,0.7485,0.7446,0.7463,0.7418,0.7489,0.7418,0.7433,0.7667,0.7593,0.7667,0.7592,0.908,smote,1000,StandardScaler,"['storyPoints', 'polarity', 'A']",10,MLPClassifier()
KNeighborsClassifier,0.7881,0.7906,0.7881,0.7881,0.778,0.7775,0.778,0.7772,0.7667,0.7692,0.7667,0.7583,0.9107,smote,1000,StandardScaler,"['storyPoints', 'polarity_mean', 'A']",10,KNeighborsClassifier()
SVC,0.8187,0.8636,0.8187,0.8198,0.809,0.8506,0.809,0.8112,0.75,0.8012,0.75,0.7542,0.915,smote,1000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'A']",10,SVC(probability=True)
MLPClassifier,0.6654,0.7111,0.6654,0.6709,0.6919,0.7116,0.6919,0.6954,0.75,0.7681,0.75,0.7535,0.8556,smote,1000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'A']",10,MLPClassifier()
DecisionTreeClassifier,0.8661,0.869,0.8661,0.8666,0.8916,0.8995,0.8916,0.8931,0.75,0.7682,0.75,0.7527,0.9591,smote,1000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'A']",10,DecisionTreeClassifier()
SVC,0.7532,0.7759,0.7532,0.7567,0.7883,0.7986,0.7883,0.7864,0.75,0.7535,0.75,0.7505,0.8866,smote,1000,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,SVC(probability=True)
MLPClassifier,0.7075,0.7312,0.7075,0.7082,0.7092,0.7435,0.7092,0.7175,0.75,0.748,0.75,0.7478,0.8948,smote,1000,no_scaled,"['storyPoints', 'polarity', 'A']",10,MLPClassifier()
DecisionTreeClassifier,0.7908,0.7928,0.7908,0.7892,0.7704,0.77,0.7704,0.7688,0.75,0.7528,0.75,0.7465,0.9353,smote,1000,no_scaled,"['storyPoints', 'polarity', 'A']",10,DecisionTreeClassifier()
RandomForestClassifier,0.761,0.7659,0.761,0.7602,0.7556,0.7571,0.7556,0.7532,0.75,0.7465,0.75,0.7387,0.9176,smote,1000,StandardScaler,"['storyPoints', 'polarity', 'A']",10,RandomForestClassifier()
SVC,0.6576,0.709,0.6576,0.6616,0.6764,0.7413,0.6764,0.6826,0.7333,0.761,0.7333,0.7358,0.8221,smote,1000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'A']",10,SVC(probability=True)
RandomForestClassifier,0.8678,0.8711,0.8678,0.8685,0.8881,0.8902,0.8881,0.8886,0.7333,0.7397,0.7333,0.7336,0.9621,smote,1000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'A']",10,RandomForestClassifier()
DecisionTreeClassifier,0.8376,0.8383,0.8376,0.8378,0.8503,0.8508,0.8503,0.8499,0.7333,0.7348,0.7333,0.7321,0.8783,smote,1000,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,DecisionTreeClassifier()
DecisionTreeClassifier,0.7692,0.7708,0.7692,0.7681,0.7539,0.7543,0.7539,0.753,0.7333,0.7389,0.7333,0.7289,0.9172,smote,1000,StandardScaler,"['storyPoints', 'polarity', 'A']",10,DecisionTreeClassifier()
MLPClassifier,0.7451,0.7496,0.7451,0.7448,0.7659,0.7718,0.7659,0.7653,0.7333,0.727,0.7333,0.72,0.8976,smote,1000,StandardScaler,"['storyPoints', 'polarity_mean', 'A']",10,MLPClassifier()
MLPClassifier,0.82,0.8503,0.82,0.8202,0.7831,0.8073,0.7831,0.7851,0.7167,0.7336,0.7167,0.7183,0.9412,smote,1000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'A']",10,MLPClassifier()
RandomForestClassifier,0.8155,0.8172,0.8155,0.8153,0.8265,0.8261,0.8265,0.8262,0.7167,0.7252,0.7167,0.7181,0.943,smote,1000,no_scaled,"['storyPoints', 'polarity_mean', 'A']",10,RandomForestClassifier()
KNeighborsClassifier,0.8617,0.8679,0.8617,0.862,0.8537,0.8531,0.8537,0.8513,0.7167,0.7222,0.7167,0.7161,0.9474,smote,1000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'A']",10,KNeighborsClassifier()
SVC,0.705,0.7216,0.705,0.708,0.7229,0.7286,0.7229,0.7248,0.7167,0.7083,0.7167,0.706,0.854,smote,1000,StandardScaler,"['storyPoints', 'polarity_mean', 'A']",10,SVC(probability=True)
KNeighborsClassifier,0.736,0.7402,0.736,0.7342,0.7625,0.7713,0.7625,0.7635,0.7,0.7197,0.7,0.7037,0.886,smote,1000,StandardScaler,"['storyPoints', 'polarity', 'A']",10,KNeighborsClassifier()
SVC,0.7059,0.7423,0.7059,0.7107,0.6936,0.7312,0.6936,0.6968,0.7,0.7089,0.7,0.7021,0.8556,smote,1000,MinMaxScaler,"['storyPoints', 'polarity', 'A']",10,SVC(probability=True)
KNeighborsClassifier,0.821,0.8248,0.821,0.8216,0.801,0.8033,0.801,0.8018,0.7,0.7,0.7,0.7,0.9312,smote,1000,no_scaled,"['storyPoints', 'polarity_mean', 'A']",10,KNeighborsClassifier()
SVC,0.6968,0.8055,0.6968,0.6804,0.733,0.831,0.733,0.7116,0.7,0.7798,0.7,0.687,0.8646,smote,1000,no_scaled,"['storyPoints', 'polarity', 'stress', 'A']",10,SVC(probability=True)
