Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,SMOTE Instances,Scale,Features,Folds,Model
DecisionTreeClassifier,0.8057,0.8062,0.8057,0.8061,0.804,0.8054,0.804,0.8045,0.6833,0.6951,0.6833,0.6787,0.8545,smote,3000,StandardScaler,"['storyPoints', 'polarity_mean', 'A']",10,DecisionTreeClassifier()
MLPClassifier,0.7617,0.7667,0.7617,0.7597,0.7659,0.7718,0.7659,0.7656,0.6833,0.6883,0.6833,0.6739,0.9055,smote,3000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'A']",10,MLPClassifier()
LogisticRegression,0.6063,0.6176,0.6063,0.6068,0.6309,0.6403,0.6309,0.6322,0.6667,0.666,0.6667,0.6628,0.7378,smote,3000,no_scaled,"['storyPoints', 'polarity', 'A']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
SVC,0.7495,0.7943,0.7495,0.7543,0.7529,0.7907,0.7529,0.7577,0.65,0.6882,0.65,0.6541,0.8995,smote,3000,MinMaxScaler,"['storyPoints', 'polarity', 'A']",10,SVC(probability=True)
SVC,0.7425,0.7486,0.7425,0.7401,0.7558,0.7592,0.7558,0.7545,0.65,0.657,0.65,0.638,0.8716,smote,3000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'A']",10,SVC(probability=True)
LogisticRegression,0.6302,0.6426,0.6302,0.6329,0.648,0.6569,0.648,0.6491,0.6333,0.6547,0.6333,0.6299,0.7852,smote,3000,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
SVC,0.6216,0.7103,0.6216,0.6141,0.6046,0.6928,0.6046,0.5986,0.6333,0.7319,0.6333,0.6209,0.7901,smote,3000,no_scaled,"['storyPoints', 'polarity_mean', 'A']",10,SVC(probability=True)
SVC,0.7985,0.8051,0.7985,0.7997,0.7906,0.7988,0.7906,0.7922,0.6167,0.6217,0.6167,0.6183,0.9103,smote,3000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,SVC(probability=True)
LogisticRegression,0.623,0.6328,0.623,0.6243,0.6261,0.6401,0.6261,0.6284,0.6,0.6317,0.6,0.6061,0.7361,smote,3000,MinMaxScaler,"['storyPoints', 'polarity', 'A']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
LogisticRegression,0.6114,0.6214,0.6114,0.6117,0.6103,0.624,0.6103,0.6122,0.6,0.6125,0.6,0.5892,0.7346,smote,3000,StandardScaler,"['storyPoints', 'polarity', 'A']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
LogisticRegression,0.5623,0.5667,0.5623,0.563,0.5789,0.5862,0.5789,0.58,0.6,0.6041,0.6,0.5872,0.7703,smote,3000,StandardScaler,"['storyPoints', 'polarity_mean', 'A']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
LogisticRegression,0.5675,0.5729,0.5675,0.5682,0.552,0.5567,0.552,0.5526,0.5833,0.5837,0.5833,0.5826,0.7761,smote,3000,no_scaled,"['storyPoints', 'polarity_mean', 'A']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
LogisticRegression,0.6337,0.6446,0.6337,0.6355,0.6443,0.6539,0.6443,0.6468,0.5833,0.5799,0.5833,0.5784,0.7875,smote,3000,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
LogisticRegression,0.6293,0.6403,0.6293,0.6324,0.6496,0.6631,0.6496,0.6531,0.5333,0.5389,0.5333,0.5351,0.7829,smote,3000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
LogisticRegression,0.5708,0.576,0.5708,0.5711,0.5716,0.5771,0.5716,0.572,0.5,0.5,0.5,0.4994,0.7686,smote,3000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'A']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
