Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,SMOTE Instances,Scale,Features,Folds,Model
KNeighborsClassifier,0.8672,0.8704,0.8672,0.8665,0.8854,0.8872,0.8854,0.8857,0.8667,0.8775,0.8667,0.8678,0.9634,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,KNeighborsClassifier()
RandomForestClassifier,0.8967,0.8999,0.8967,0.8969,0.875,0.8737,0.875,0.8738,0.8667,0.8714,0.8667,0.8663,0.9783,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,RandomForestClassifier()
RandomForestClassifier,0.8915,0.8935,0.8915,0.8913,0.8993,0.8998,0.8993,0.8994,0.85,0.8531,0.85,0.8512,0.9759,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,RandomForestClassifier()
KNeighborsClassifier,0.8559,0.8613,0.8559,0.856,0.9271,0.9286,0.9271,0.927,0.8333,0.8456,0.8333,0.831,0.956,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,KNeighborsClassifier()
DecisionTreeClassifier,0.8932,0.8993,0.8932,0.8943,0.9097,0.9159,0.9097,0.9106,0.8,0.8101,0.8,0.8024,0.9754,smote,500,no_scaled,"['storyPoints', 'polarity', 'stress', 'A']",10,DecisionTreeClassifier()
KNeighborsClassifier,0.8724,0.8761,0.8724,0.8721,0.8611,0.8631,0.8611,0.8612,0.8,0.8101,0.8,0.8024,0.9513,smote,500,no_scaled,"['storyPoints', 'polarity', 'stress', 'A']",10,KNeighborsClassifier()
RandomForestClassifier,0.8776,0.8847,0.8776,0.8778,0.9132,0.9134,0.9132,0.913,0.8,0.8101,0.8,0.8024,0.9766,smote,500,no_scaled,"['storyPoints', 'polarity', 'stress', 'A']",10,RandomForestClassifier()
RandomForestClassifier,0.783,0.7855,0.783,0.7823,0.7639,0.7666,0.7639,0.7635,0.8,0.8022,0.8,0.8008,0.938,smote,500,no_scaled,"['storyPoints', 'polarity', 'A']",10,RandomForestClassifier()
DecisionTreeClassifier,0.8602,0.8624,0.8602,0.8601,0.8646,0.8665,0.8646,0.8646,0.8,0.7988,0.8,0.797,0.8953,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,DecisionTreeClassifier()
MLPClassifier,0.7717,0.7842,0.7717,0.7734,0.8125,0.8219,0.8125,0.8152,0.7833,0.8105,0.7833,0.7883,0.9291,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,MLPClassifier()
DecisionTreeClassifier,0.7856,0.7915,0.7856,0.7843,0.7743,0.7787,0.7743,0.7742,0.7833,0.7831,0.7833,0.7822,0.9276,smote,500,no_scaled,"['storyPoints', 'polarity', 'A']",10,DecisionTreeClassifier()
KNeighborsClassifier,0.8664,0.8724,0.8664,0.866,0.8819,0.8856,0.8819,0.8829,0.7833,0.782,0.7833,0.7813,0.9553,smote,500,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,KNeighborsClassifier()
SVC,0.7526,0.7788,0.7526,0.7547,0.7917,0.8054,0.7917,0.7943,0.7667,0.8019,0.7667,0.7686,0.8842,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,SVC(probability=True)
DecisionTreeClassifier,0.8594,0.8625,0.8594,0.859,0.8889,0.8896,0.8889,0.889,0.7667,0.7738,0.7667,0.7662,0.8946,smote,500,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,DecisionTreeClassifier()
DecisionTreeClassifier,0.8967,0.9022,0.8967,0.8965,0.8924,0.8935,0.8924,0.8927,0.7667,0.7688,0.7667,0.7656,0.9758,smote,500,StandardScaler,"['storyPoints', 'polarity', 'stress', 'A']",10,DecisionTreeClassifier()
DecisionTreeClassifier,0.8698,0.8722,0.8698,0.87,0.8958,0.8964,0.8958,0.8961,0.7667,0.7701,0.7667,0.7643,0.9025,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,DecisionTreeClassifier()
RandomForestClassifier,0.8854,0.8909,0.8854,0.886,0.9236,0.9263,0.9236,0.9236,0.7667,0.7664,0.7667,0.7642,0.9764,smote,500,StandardScaler,"['storyPoints', 'polarity', 'stress', 'A']",10,RandomForestClassifier()
SVC,0.7422,0.7714,0.7422,0.746,0.7674,0.792,0.7674,0.7719,0.75,0.7593,0.75,0.7535,0.8745,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,SVC(probability=True)
SVC,0.8438,0.8924,0.8438,0.8475,0.8368,0.8862,0.8368,0.8372,0.75,0.7909,0.75,0.7521,0.9332,smote,500,StandardScaler,"['storyPoints', 'polarity', 'stress', 'A']",10,SVC(probability=True)
SVC,0.7378,0.7724,0.7378,0.7416,0.7257,0.7697,0.7257,0.7283,0.75,0.7614,0.75,0.7513,0.8696,smote,500,StandardScaler,"['storyPoints', 'polarity', 'A']",10,SVC(probability=True)
KNeighborsClassifier,0.8811,0.8917,0.8811,0.8815,0.8576,0.8586,0.8576,0.8578,0.75,0.7551,0.75,0.7513,0.9557,smote,500,StandardScaler,"['storyPoints', 'polarity', 'stress', 'A']",10,KNeighborsClassifier()
MLPClassifier,0.8351,0.8753,0.8351,0.8365,0.8368,0.8646,0.8368,0.8409,0.75,0.7689,0.75,0.7513,0.9623,smote,500,no_scaled,"['storyPoints', 'polarity', 'stress', 'A']",10,MLPClassifier()
KNeighborsClassifier,0.7475,0.7598,0.7475,0.7478,0.7708,0.7899,0.7708,0.7741,0.75,0.7599,0.75,0.7511,0.9009,smote,500,no_scaled,"['storyPoints', 'polarity', 'A']",10,KNeighborsClassifier()
MLPClassifier,0.8585,0.8706,0.8585,0.8593,0.8403,0.853,0.8403,0.8417,0.75,0.7564,0.75,0.7503,0.9707,smote,500,StandardScaler,"['storyPoints', 'polarity', 'stress', 'A']",10,MLPClassifier()
KNeighborsClassifier,0.7986,0.806,0.7986,0.7995,0.7917,0.8017,0.7917,0.7928,0.75,0.7513,0.75,0.7495,0.9221,smote,500,no_scaled,"['storyPoints', 'polarity_mean', 'A']",10,KNeighborsClassifier()
RandomForestClassifier,0.7916,0.796,0.7916,0.7919,0.8194,0.8201,0.8194,0.8197,0.75,0.7503,0.75,0.748,0.9363,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'A']",10,RandomForestClassifier()
RandomForestClassifier,0.7916,0.7958,0.7916,0.7921,0.8125,0.8187,0.8125,0.8139,0.75,0.7464,0.75,0.7473,0.9307,smote,500,no_scaled,"['storyPoints', 'polarity_mean', 'A']",10,RandomForestClassifier()
MLPClassifier,0.7613,0.7771,0.7613,0.7623,0.7674,0.776,0.7674,0.7696,0.75,0.7472,0.75,0.7465,0.9197,smote,500,StandardScaler,"['storyPoints', 'polarity', 'A']",10,MLPClassifier()
RandomForestClassifier,0.9079,0.9111,0.9079,0.9074,0.875,0.8757,0.875,0.8751,0.75,0.75,0.75,0.7464,0.9787,smote,500,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,RandomForestClassifier()
DecisionTreeClassifier,0.7943,0.7993,0.7943,0.7938,0.7951,0.7986,0.7951,0.7963,0.75,0.7462,0.75,0.746,0.8458,smote,500,no_scaled,"['storyPoints', 'polarity_mean', 'A']",10,DecisionTreeClassifier()
