Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,SMOTE Instances,Scale,Features,Folds,Model
KNeighborsClassifier,0.757,0.765,0.757,0.7577,0.8056,0.8064,0.8056,0.8058,0.75,0.7488,0.75,0.7485,0.9042,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'A']",10,KNeighborsClassifier()
MLPClassifier,0.8107,0.8432,0.8107,0.8097,0.816,0.8558,0.816,0.8189,0.75,0.7852,0.75,0.7478,0.9431,smote,500,StandardScaler,"['storyPoints', 'polarity', 'stress', 'A']",10,MLPClassifier()
DecisionTreeClassifier,0.717,0.7394,0.717,0.7193,0.7118,0.7413,0.7118,0.7168,0.7333,0.7581,0.7333,0.7393,0.8897,smote,500,MinMaxScaler,"['storyPoints', 'polarity', 'A']",10,DecisionTreeClassifier()
DecisionTreeClassifier,0.8733,0.8756,0.8733,0.8727,0.9306,0.9317,0.9306,0.9308,0.7333,0.75,0.7333,0.7365,0.905,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,DecisionTreeClassifier()
LogisticRegression,0.7882,0.8073,0.7882,0.7893,0.7812,0.7908,0.7812,0.7846,0.7333,0.7649,0.7333,0.7361,0.9038,smote,500,StandardScaler,"['storyPoints', 'polarity', 'stress', 'A']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
RandomForestClassifier,0.8012,0.8035,0.8012,0.8008,0.7778,0.7778,0.7778,0.7778,0.7333,0.7328,0.7333,0.7328,0.9313,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'A']",10,RandomForestClassifier()
LogisticRegression,0.7829,0.8032,0.7829,0.7847,0.7882,0.8027,0.7882,0.7913,0.7333,0.7294,0.7333,0.7258,0.8991,smote,500,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'A']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
DecisionTreeClassifier,0.7143,0.7397,0.7143,0.7174,0.7222,0.773,0.7222,0.731,0.7167,0.7539,0.7167,0.7221,0.8907,smote,500,no_scaled,"['storyPoints', 'polarity', 'A']",10,DecisionTreeClassifier()
LogisticRegression,0.7986,0.8194,0.7986,0.8006,0.7535,0.7716,0.7535,0.7588,0.7167,0.7285,0.7167,0.7201,0.9053,smote,500,no_scaled,"['storyPoints', 'polarity', 'stress', 'A']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
RandomForestClassifier,0.8194,0.8266,0.8194,0.8193,0.8507,0.8513,0.8507,0.8504,0.7167,0.7204,0.7167,0.7182,0.9538,smote,500,no_scaled,"['storyPoints', 'polarity', 'stress', 'A']",10,RandomForestClassifier()
RandomForestClassifier,0.7891,0.7898,0.7891,0.7889,0.7778,0.7898,0.7778,0.7801,0.7167,0.7233,0.7167,0.7176,0.9306,smote,500,no_scaled,"['storyPoints', 'polarity_mean', 'A']",10,RandomForestClassifier()
KNeighborsClassifier,0.803,0.8116,0.803,0.8017,0.8021,0.8106,0.8021,0.8042,0.7167,0.7186,0.7167,0.7141,0.9257,smote,500,no_scaled,"['storyPoints', 'polarity', 'stress', 'A']",10,KNeighborsClassifier()
MLPClassifier,0.8047,0.8221,0.8047,0.8063,0.809,0.8136,0.809,0.8103,0.7,0.7208,0.7,0.7051,0.9397,smote,500,no_scaled,"['storyPoints', 'polarity', 'stress', 'A']",10,MLPClassifier()
KNeighborsClassifier,0.7119,0.7321,0.7119,0.7152,0.6979,0.6981,0.6979,0.6962,0.7,0.7174,0.7,0.7031,0.8678,smote,500,MinMaxScaler,"['storyPoints', 'polarity', 'A']",10,KNeighborsClassifier()
DecisionTreeClassifier,0.8307,0.8312,0.8307,0.83,0.8299,0.8347,0.8299,0.8316,0.7,0.7018,0.7,0.699,0.9496,smote,500,no_scaled,"['storyPoints', 'polarity', 'stress', 'A']",10,DecisionTreeClassifier()
KNeighborsClassifier,0.8723,0.8757,0.8723,0.8718,0.8889,0.8895,0.8889,0.8872,0.7,0.6986,0.7,0.6984,0.9673,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,KNeighborsClassifier()
RandomForestClassifier,0.7257,0.7271,0.7257,0.7237,0.7118,0.7167,0.7118,0.7108,0.7,0.6965,0.7,0.697,0.8975,smote,500,MinMaxScaler,"['storyPoints', 'polarity', 'A']",10,RandomForestClassifier()
KNeighborsClassifier,0.7691,0.7722,0.7691,0.7697,0.8056,0.8064,0.8056,0.8056,0.7,0.7081,0.7,0.6959,0.9072,smote,500,no_scaled,"['storyPoints', 'polarity_mean', 'A']",10,KNeighborsClassifier()
RandomForestClassifier,0.7101,0.7183,0.7101,0.7112,0.7604,0.7612,0.7604,0.7572,0.6833,0.7099,0.6833,0.6891,0.8848,smote,500,StandardScaler,"['storyPoints', 'polarity', 'A']",10,RandomForestClassifier()
KNeighborsClassifier,0.7005,0.7287,0.7005,0.7039,0.684,0.7103,0.684,0.6876,0.6833,0.6946,0.6833,0.6847,0.8623,smote,500,no_scaled,"['storyPoints', 'polarity', 'A']",10,KNeighborsClassifier()
SVC,0.6701,0.7278,0.6701,0.674,0.6701,0.7197,0.6701,0.674,0.6833,0.6956,0.6833,0.6838,0.8335,smote,500,no_scaled,"['storyPoints', 'polarity', 'stress', 'A']",10,SVC(probability=True)
DecisionTreeClassifier,0.7249,0.7284,0.7249,0.723,0.7083,0.7126,0.7083,0.71,0.6833,0.6883,0.6833,0.6808,0.8928,smote,500,StandardScaler,"['storyPoints', 'polarity', 'A']",10,DecisionTreeClassifier()
DecisionTreeClassifier,0.7613,0.7646,0.7613,0.7601,0.7604,0.7619,0.7604,0.7582,0.6833,0.6799,0.6833,0.6808,0.8207,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'A']",10,DecisionTreeClassifier()
RandomForestClassifier,0.7196,0.7235,0.7196,0.717,0.7431,0.7515,0.7431,0.7419,0.6833,0.7,0.6833,0.6761,0.8962,smote,500,no_scaled,"['storyPoints', 'polarity', 'A']",10,RandomForestClassifier()
KNeighborsClassifier,0.7726,0.7788,0.7726,0.773,0.7812,0.8105,0.7812,0.7874,0.6667,0.7049,0.6667,0.6708,0.9083,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'A']",10,KNeighborsClassifier()
MLPClassifier,0.71,0.7181,0.71,0.7067,0.684,0.6806,0.684,0.6813,0.6667,0.6585,0.6667,0.6572,0.8872,smote,500,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,MLPClassifier()
MLPClassifier,0.5772,0.6034,0.5772,0.5784,0.5486,0.5521,0.5486,0.5502,0.65,0.6518,0.65,0.6389,0.7834,smote,500,no_scaled,"['storyPoints', 'polarity_mean', 'A']",10,MLPClassifier()
KNeighborsClassifier,0.6917,0.7199,0.6917,0.695,0.7049,0.7124,0.7049,0.7019,0.6333,0.6528,0.6333,0.638,0.8623,smote,500,StandardScaler,"['storyPoints', 'polarity', 'A']",10,KNeighborsClassifier()
MLPClassifier,0.6597,0.7008,0.6597,0.6647,0.6528,0.6778,0.6528,0.6588,0.6333,0.6514,0.6333,0.6377,0.8298,smote,500,MinMaxScaler,"['storyPoints', 'polarity', 'A']",10,MLPClassifier()
SVC,0.5859,0.6446,0.5859,0.5886,0.5833,0.6679,0.5833,0.5966,0.6333,0.6472,0.6333,0.6359,0.7694,smote,500,no_scaled,"['storyPoints', 'polarity', 'A']",10,SVC(probability=True)
MLPClassifier,0.7743,0.7818,0.7743,0.775,0.8472,0.8499,0.8472,0.8481,0.6333,0.6376,0.6333,0.6346,0.9303,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,MLPClassifier()
MLPClassifier,0.6006,0.6451,0.6006,0.6029,0.6076,0.6815,0.6076,0.6154,0.6333,0.6574,0.6333,0.6325,0.8065,smote,500,no_scaled,"['storyPoints', 'polarity', 'A']",10,MLPClassifier()
SVC,0.6406,0.6899,0.6406,0.6441,0.6458,0.6973,0.6458,0.6446,0.6333,0.6561,0.6333,0.6304,0.7888,smote,500,StandardScaler,"['storyPoints', 'polarity', 'A']",10,SVC(probability=True)
SVC,0.7595,0.7729,0.7595,0.7596,0.7743,0.7883,0.7743,0.7786,0.6167,0.6389,0.6167,0.6229,0.8768,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,SVC(probability=True)
SVC,0.7266,0.7492,0.7266,0.7281,0.7569,0.7716,0.7569,0.7585,0.6167,0.6528,0.6167,0.6174,0.8791,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,SVC(probability=True)
MLPClassifier,0.6467,0.6897,0.6467,0.6531,0.6424,0.6782,0.6424,0.6491,0.6167,0.619,0.6167,0.617,0.8481,smote,500,StandardScaler,"['storyPoints', 'polarity', 'A']",10,MLPClassifier()
MLPClassifier,0.7075,0.7249,0.7075,0.7094,0.7188,0.7308,0.7188,0.7196,0.6,0.6395,0.6,0.6025,0.8897,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,MLPClassifier()
MLPClassifier,0.6762,0.6869,0.6762,0.6775,0.6736,0.6762,0.6736,0.6745,0.6,0.6035,0.6,0.6015,0.8544,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'A']",10,MLPClassifier()
SVC,0.6389,0.6784,0.6389,0.6449,0.6215,0.6806,0.6215,0.6278,0.5833,0.6244,0.5833,0.5906,0.8256,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'A']",10,SVC(probability=True)
SVC,0.6389,0.6959,0.6389,0.6338,0.6181,0.6878,0.6181,0.6121,0.5833,0.6201,0.5833,0.5903,0.7988,smote,500,MinMaxScaler,"['storyPoints', 'polarity', 'A']",10,SVC(probability=True)
LogisticRegression,0.6494,0.6536,0.6494,0.6455,0.6736,0.6837,0.6736,0.672,0.6,0.5988,0.6,0.5895,0.8251,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
SVC,0.6416,0.7178,0.6416,0.6436,0.6667,0.7264,0.6667,0.6699,0.5833,0.6394,0.5833,0.581,0.8183,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'A']",10,SVC(probability=True)
LogisticRegression,0.5278,0.5337,0.5278,0.5252,0.5174,0.5126,0.5174,0.5126,0.5833,0.5811,0.5833,0.5738,0.7081,smote,500,no_scaled,"['storyPoints', 'polarity_mean', 'A']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
LogisticRegression,0.6459,0.6514,0.6459,0.6443,0.6528,0.6513,0.6528,0.6483,0.5667,0.5827,0.5667,0.5704,0.8291,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
LogisticRegression,0.6458,0.6504,0.6458,0.6423,0.6528,0.6542,0.6528,0.6472,0.5833,0.5663,0.5833,0.5662,0.8238,smote,500,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
SVC,0.5452,0.5706,0.5452,0.541,0.5035,0.5533,0.5035,0.5074,0.55,0.5473,0.55,0.544,0.7497,smote,500,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,SVC(probability=True)
LogisticRegression,0.5435,0.555,0.5435,0.54,0.5069,0.5269,0.5069,0.5044,0.5333,0.5445,0.5333,0.5288,0.7177,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'A']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
MLPClassifier,0.6432,0.6705,0.6432,0.6473,0.6319,0.6393,0.6319,0.6338,0.5167,0.5501,0.5167,0.5205,0.8105,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'A']",10,MLPClassifier()
LogisticRegression,0.5364,0.5414,0.5364,0.48,0.5347,0.5888,0.5347,0.496,0.55,0.5864,0.55,0.5157,0.7246,smote,500,MinMaxScaler,"['storyPoints', 'polarity', 'A']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
LogisticRegression,0.5399,0.5896,0.5399,0.4943,0.5451,0.5535,0.5451,0.5109,0.5,0.5009,0.5,0.46,0.735,smote,500,no_scaled,"['storyPoints', 'polarity', 'A']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
SVC,0.4844,0.5671,0.4844,0.4724,0.4514,0.5528,0.4514,0.4185,0.4833,0.4695,0.4833,0.4463,0.7241,smote,500,no_scaled,"['storyPoints', 'polarity_mean', 'A']",10,SVC(probability=True)
LogisticRegression,0.5173,0.4317,0.5173,0.4219,0.4792,0.5098,0.4792,0.3714,0.5,0.5564,0.5,0.4424,0.7241,smote,500,StandardScaler,"['storyPoints', 'polarity', 'A']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
LogisticRegression,0.5156,0.523,0.5156,0.5076,0.5,0.5032,0.5,0.4993,0.4167,0.4182,0.4167,0.4173,0.7096,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'A']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
