Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,SMOTE Instances,Scale,Features,Folds,Model
DecisionTreeClassifier,0.8148,0.8154,0.8148,0.8151,0.8122,0.8113,0.8122,0.8116,0.7833,0.7869,0.7833,0.7838,0.8645,smote,5000,no_scaled,"['storyPoints', 'polarity_mean', 'A']",10,DecisionTreeClassifier()
MLPClassifier,0.8469,0.8491,0.8469,0.8464,0.8474,0.8497,0.8474,0.8471,0.7833,0.7829,0.7833,0.7828,0.9595,smote,5000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'A']",10,MLPClassifier()
DecisionTreeClassifier,0.8553,0.8575,0.8553,0.8554,0.8437,0.8449,0.8437,0.8429,0.7833,0.783,0.7833,0.7809,0.9665,smote,5000,no_scaled,"['storyPoints', 'polarity', 'stress', 'A']",10,DecisionTreeClassifier()
RandomForestClassifier,0.8425,0.8422,0.8425,0.8421,0.8487,0.8486,0.8487,0.8486,0.7667,0.7754,0.7667,0.7685,0.9566,smote,5000,no_scaled,"['storyPoints', 'polarity_mean', 'A']",10,RandomForestClassifier()
MLPClassifier,0.8396,0.8492,0.8396,0.8397,0.8377,0.8501,0.8377,0.8393,0.7667,0.7754,0.7667,0.7673,0.9615,smote,5000,no_scaled,"['storyPoints', 'polarity', 'stress', 'A']",10,MLPClassifier()
KNeighborsClassifier,0.8329,0.8411,0.8329,0.8324,0.841,0.8424,0.841,0.8405,0.7667,0.7634,0.7667,0.7629,0.944,smote,5000,no_scaled,"['storyPoints', 'polarity', 'stress', 'A']",10,KNeighborsClassifier()
DecisionTreeClassifier,0.7656,0.7664,0.7656,0.7622,0.7773,0.7785,0.7773,0.7743,0.75,0.7867,0.75,0.7505,0.9177,smote,5000,MinMaxScaler,"['storyPoints', 'polarity', 'A']",10,DecisionTreeClassifier()
SVC,0.858,0.8661,0.858,0.8593,0.8484,0.857,0.8484,0.8497,0.75,0.7604,0.75,0.7497,0.9403,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,SVC(probability=True)
RandomForestClassifier,0.7678,0.7685,0.7678,0.7648,0.7692,0.7699,0.7692,0.7659,0.7333,0.7774,0.7333,0.7346,0.9178,smote,5000,MinMaxScaler,"['storyPoints', 'polarity', 'A']",10,RandomForestClassifier()
KNeighborsClassifier,0.8402,0.8402,0.8402,0.8399,0.836,0.8354,0.836,0.8356,0.7333,0.7345,0.7333,0.7336,0.9473,smote,5000,no_scaled,"['storyPoints', 'polarity_mean', 'A']",10,KNeighborsClassifier()
LogisticRegression,0.7875,0.8022,0.7875,0.7895,0.7803,0.7965,0.7803,0.7831,0.7333,0.7624,0.7333,0.7333,0.8972,smote,5000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'A']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
MLPClassifier,0.7482,0.7516,0.7482,0.747,0.7625,0.7655,0.7625,0.7621,0.7333,0.7297,0.7333,0.7294,0.8976,smote,5000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'A']",10,MLPClassifier()
LogisticRegression,0.7922,0.8097,0.7922,0.7944,0.7778,0.8018,0.7778,0.7808,0.7167,0.735,0.7167,0.7175,0.8972,smote,5000,no_scaled,"['storyPoints', 'polarity', 'stress', 'A']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
SVC,0.7396,0.756,0.7396,0.7416,0.7524,0.7613,0.7524,0.7525,0.7167,0.7195,0.7167,0.717,0.8725,smote,5000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'A']",10,SVC(probability=True)
SVC,0.8136,0.8479,0.8136,0.8147,0.8173,0.8446,0.8173,0.818,0.7167,0.7451,0.7167,0.7148,0.9168,smote,5000,no_scaled,"['storyPoints', 'polarity', 'stress', 'A']",10,SVC(probability=True)
KNeighborsClassifier,0.8385,0.8388,0.8385,0.8382,0.8447,0.844,0.8447,0.8441,0.7167,0.7266,0.7167,0.7121,0.9454,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'A']",10,KNeighborsClassifier()
RandomForestClassifier,0.8512,0.8533,0.8512,0.8511,0.8437,0.8452,0.8437,0.8431,0.7,0.7313,0.7,0.7035,0.9619,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'A']",10,RandomForestClassifier()
KNeighborsClassifier,0.818,0.8252,0.818,0.8178,0.8413,0.8403,0.8413,0.8403,0.7,0.7154,0.7,0.7032,0.9365,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'A']",10,KNeighborsClassifier()
DecisionTreeClassifier,0.8525,0.8543,0.8525,0.852,0.8343,0.8367,0.8343,0.8342,0.7,0.7191,0.7,0.7028,0.9626,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'A']",10,DecisionTreeClassifier()
MLPClassifier,0.8496,0.8515,0.8496,0.8497,0.8501,0.8524,0.8501,0.8503,0.7,0.7081,0.7,0.7017,0.9601,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'A']",10,MLPClassifier()
MLPClassifier,0.7825,0.7916,0.7825,0.7811,0.7788,0.7805,0.7788,0.7775,0.7,0.6991,0.7,0.6962,0.9373,smote,5000,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,MLPClassifier()
LogisticRegression,0.6516,0.6556,0.6516,0.65,0.6521,0.6523,0.6521,0.6498,0.7,0.7014,0.7,0.6949,0.8288,smote,5000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
SVC,0.815,0.8435,0.815,0.8165,0.8269,0.861,0.8269,0.8288,0.6833,0.7429,0.6833,0.6806,0.9278,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'A']",10,SVC(probability=True)
MLPClassifier,0.8053,0.8059,0.8053,0.8046,0.8209,0.8198,0.8209,0.8194,0.6833,0.6847,0.6833,0.6802,0.9361,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'A']",10,MLPClassifier()
DecisionTreeClassifier,0.7688,0.7694,0.7688,0.766,0.7815,0.7807,0.7815,0.7784,0.6833,0.678,0.6833,0.6782,0.9204,smote,5000,no_scaled,"['storyPoints', 'polarity', 'A']",10,DecisionTreeClassifier()
RandomForestClassifier,0.7716,0.7716,0.7716,0.768,0.7711,0.7723,0.7711,0.7684,0.6833,0.6806,0.6833,0.6776,0.9218,smote,5000,no_scaled,"['storyPoints', 'polarity', 'A']",10,RandomForestClassifier()
LogisticRegression,0.7828,0.8005,0.7828,0.7849,0.79,0.8134,0.79,0.7921,0.6667,0.7098,0.6667,0.6659,0.8935,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'A']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
DecisionTreeClassifier,0.8088,0.8089,0.8088,0.8087,0.7981,0.7982,0.7981,0.7981,0.6667,0.6653,0.6667,0.6657,0.8575,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'A']",10,DecisionTreeClassifier()
LogisticRegression,0.6462,0.6497,0.6462,0.644,0.6469,0.6488,0.6469,0.6447,0.6667,0.6706,0.6667,0.663,0.832,smote,5000,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
RandomForestClassifier,0.7677,0.7681,0.7677,0.7643,0.7702,0.7744,0.7702,0.7672,0.6667,0.6795,0.6667,0.6608,0.9178,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'A']",10,RandomForestClassifier()
MLPClassifier,0.7585,0.7594,0.7585,0.7557,0.7769,0.7764,0.7769,0.7737,0.6667,0.6795,0.6667,0.6608,0.9119,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'A']",10,MLPClassifier()
KNeighborsClassifier,0.7191,0.7431,0.7191,0.7204,0.7427,0.7406,0.7427,0.7393,0.65,0.6665,0.65,0.652,0.8809,smote,5000,MinMaxScaler,"['storyPoints', 'polarity', 'A']",10,KNeighborsClassifier()
SVC,0.6988,0.7313,0.6988,0.7048,0.7139,0.7455,0.7139,0.7197,0.65,0.6747,0.65,0.6519,0.8435,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'A']",10,SVC(probability=True)
RandomForestClassifier,0.8383,0.838,0.8383,0.8379,0.84,0.8395,0.84,0.8396,0.65,0.6493,0.65,0.6477,0.9518,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'A']",10,RandomForestClassifier()
DecisionTreeClassifier,0.7699,0.7705,0.7699,0.767,0.7638,0.7651,0.7638,0.7604,0.65,0.6608,0.65,0.6464,0.919,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'A']",10,DecisionTreeClassifier()
KNeighborsClassifier,0.7366,0.7536,0.7366,0.738,0.7118,0.7553,0.7118,0.7178,0.6167,0.6556,0.6167,0.619,0.8866,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'A']",10,KNeighborsClassifier()
MLPClassifier,0.7219,0.7223,0.7219,0.7179,0.68,0.6819,0.68,0.6808,0.6167,0.6156,0.6167,0.6154,0.8954,smote,5000,MinMaxScaler,"['storyPoints', 'polarity', 'A']",10,MLPClassifier()
SVC,0.7651,0.7736,0.7651,0.7661,0.7487,0.756,0.7487,0.7501,0.6167,0.621,0.6167,0.6129,0.8836,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'A']",10,SVC(probability=True)
SVC,0.7204,0.7652,0.7204,0.7261,0.7172,0.7675,0.7172,0.7236,0.6,0.6389,0.6,0.6068,0.841,smote,5000,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,SVC(probability=True)
LogisticRegression,0.6444,0.6476,0.6444,0.6418,0.6582,0.6621,0.6582,0.6563,0.6,0.6112,0.6,0.6013,0.8284,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
KNeighborsClassifier,0.7431,0.7621,0.7431,0.7451,0.7594,0.7716,0.7594,0.762,0.6,0.6149,0.6,0.5992,0.8873,smote,5000,no_scaled,"['storyPoints', 'polarity', 'A']",10,KNeighborsClassifier()
MLPClassifier,0.7002,0.7122,0.7002,0.6986,0.6991,0.7609,0.6991,0.7053,0.5833,0.6361,0.5833,0.5887,0.882,smote,5000,no_scaled,"['storyPoints', 'polarity_mean', 'A']",10,MLPClassifier()
LogisticRegression,0.5655,0.5776,0.5655,0.5486,0.5813,0.6038,0.5813,0.5678,0.5833,0.5931,0.5833,0.5805,0.7567,smote,5000,MinMaxScaler,"['storyPoints', 'polarity', 'A']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
MLPClassifier,0.7052,0.7381,0.7052,0.7025,0.7172,0.7213,0.7172,0.7134,0.5667,0.5556,0.5667,0.5504,0.899,smote,5000,no_scaled,"['storyPoints', 'polarity', 'A']",10,MLPClassifier()
SVC,0.6559,0.7469,0.6559,0.6567,0.661,0.7497,0.661,0.6613,0.5333,0.5988,0.5333,0.5365,0.8087,smote,5000,no_scaled,"['storyPoints', 'polarity_mean', 'A']",10,SVC(probability=True)
SVC,0.6489,0.7207,0.6489,0.6526,0.636,0.7022,0.636,0.6407,0.55,0.5551,0.55,0.5345,0.8199,smote,5000,MinMaxScaler,"['storyPoints', 'polarity', 'A']",10,SVC(probability=True)
SVC,0.6499,0.6986,0.6499,0.6577,0.6483,0.7085,0.6483,0.6578,0.5,0.5472,0.5,0.5084,0.8054,smote,5000,no_scaled,"['storyPoints', 'polarity', 'A']",10,SVC(probability=True)
LogisticRegression,0.5387,0.5437,0.5387,0.5389,0.5391,0.5418,0.5391,0.5384,0.4833,0.4928,0.4833,0.479,0.7223,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'A']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
LogisticRegression,0.5391,0.5436,0.5391,0.5386,0.5489,0.5543,0.5489,0.5487,0.4833,0.4759,0.4833,0.479,0.7247,smote,5000,no_scaled,"['storyPoints', 'polarity_mean', 'A']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
LogisticRegression,0.5347,0.5398,0.5347,0.5344,0.5327,0.5364,0.5327,0.5312,0.4833,0.4583,0.4833,0.4621,0.7226,smote,5000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'A']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
LogisticRegression,0.5589,0.5708,0.5589,0.5326,0.5414,0.557,0.5414,0.518,0.4667,0.4479,0.4667,0.4304,0.7638,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'A']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
LogisticRegression,0.5511,0.5601,0.5511,0.523,0.5375,0.5477,0.5375,0.5075,0.4167,0.4012,0.4167,0.3774,0.7669,smote,5000,no_scaled,"['storyPoints', 'polarity', 'A']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
