;Algorithm;Train Accuracy;Train Precision;Train Recall;Train F1 Score;Test Accuracy;Test Precision;Test Recall;Test F1 Score;Val. Accuracy;Val. Precision;Val. Recall;Val. F1 Score;Bal. Strategy;SMOTE Instances;Scale;Features;Folds;Hyper Params.;Model
2;SVC;0.9118;0.9154;0.9118;0.9124;0.939;0.9413;0.939;0.9392;0.9667;0.9697;0.9667;0.967;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 907};SVC(C=10, random_state=907)
3;SVC;0.9119;0.9155;0.9119;0.9125;0.9309;0.9375;0.9309;0.9315;0.9667;0.9697;0.9667;0.967;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 907};SVC(C=10, random_state=907)
5;SVC;0.9108;0.9146;0.9108;0.9114;0.9356;0.9388;0.9356;0.9361;0.9667;0.9697;0.9667;0.967;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 683};SVC(C=10, random_state=683)
4;SVC;0.9118;0.9156;0.9118;0.9124;0.9376;0.9418;0.9376;0.9382;0.9667;0.9697;0.9667;0.967;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 683};SVC(C=10, random_state=683)
7;SVC;0.9117;0.9154;0.9117;0.9124;0.9336;0.938;0.9336;0.934;0.9667;0.9697;0.9667;0.967;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 683};SVC(C=10, random_state=683)
8;SVC;0.9118;0.9152;0.9118;0.9124;0.9315;0.935;0.9315;0.932;0.9667;0.9697;0.9667;0.967;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 907};SVC(C=10, random_state=907)
9;SVC;0.9103;0.9141;0.9103;0.911;0.9436;0.9468;0.9436;0.9439;0.9667;0.9697;0.9667;0.967;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 907};SVC(C=10, random_state=907)
10;SVC;0.9102;0.9138;0.9102;0.9108;0.9356;0.9402;0.9356;0.9362;0.9667;0.9697;0.9667;0.967;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 731};SVC(C=10, random_state=731)
11;SVC;0.9127;0.916;0.9127;0.9133;0.9336;0.9368;0.9336;0.9338;0.9667;0.9697;0.9667;0.967;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 731};SVC(C=10, random_state=731)
52;MLPClassifier;0.9304;0.9314;0.9304;0.9306;0.9591;0.9591;0.9591;0.959;0.95;0.9516;0.95;0.9504;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 197, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=197)
46;MLPClassifier;0.9318;0.9332;0.9318;0.932;0.9664;0.9671;0.9664;0.9666;0.95;0.9516;0.95;0.9504;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 197, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=197)
47;MLPClassifier;0.9334;0.9347;0.9334;0.9337;0.9537;0.9537;0.9537;0.9537;0.95;0.9516;0.95;0.9504;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 26, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=26)
48;MLPClassifier;0.9285;0.9301;0.9285;0.9288;0.9604;0.9606;0.9604;0.9605;0.95;0.9516;0.95;0.9504;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 197, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=197)
49;MLPClassifier;0.9292;0.9302;0.9292;0.9294;0.9524;0.9539;0.9524;0.9526;0.95;0.9516;0.95;0.9504;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 197, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=197)
50;MLPClassifier;0.9331;0.9345;0.9331;0.9334;0.9651;0.9652;0.9651;0.9651;0.95;0.9516;0.95;0.9504;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 197, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=197)
51;MLPClassifier;0.9339;0.9353;0.9339;0.9342;0.953;0.9545;0.953;0.9532;0.95;0.9516;0.95;0.9504;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 26, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=26)
58;MLPClassifier;0.9311;0.9325;0.9311;0.9314;0.9551;0.9561;0.9551;0.9552;0.95;0.9516;0.95;0.9504;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 26, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=26)
53;MLPClassifier;0.9308;0.9323;0.9308;0.9311;0.9577;0.9578;0.9577;0.9577;0.95;0.9516;0.95;0.9504;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 26, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=26)
54;MLPClassifier;0.9313;0.9332;0.9313;0.9316;0.9671;0.9672;0.9671;0.9671;0.95;0.9516;0.95;0.9504;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 26, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=26)
55;MLPClassifier;0.9331;0.9343;0.9331;0.9333;0.9611;0.9612;0.9611;0.961;0.95;0.9516;0.95;0.9504;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 26, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=26)
56;MLPClassifier;0.9325;0.9338;0.9325;0.9327;0.9644;0.9652;0.9644;0.9645;0.95;0.9516;0.95;0.9504;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 197, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=197)
57;MLPClassifier;0.9324;0.9335;0.9324;0.9326;0.955;0.9552;0.955;0.9551;0.95;0.9516;0.95;0.9504;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 26, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=26)
44;MLPClassifier;0.9345;0.9356;0.9345;0.9347;0.9564;0.9566;0.9564;0.9564;0.95;0.9516;0.95;0.9504;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 197, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=197)
59;MLPClassifier;0.9334;0.9347;0.9334;0.9337;0.9611;0.9614;0.9611;0.9612;0.95;0.9516;0.95;0.9504;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 26, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=26)
60;MLPClassifier;0.9314;0.9327;0.9314;0.9316;0.9691;0.9691;0.9691;0.9691;0.95;0.9516;0.95;0.9504;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 26, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=26)
45;RandomForestClassifier;0.9851;0.9851;0.9851;0.9851;0.9879;0.9879;0.9879;0.9879;0.95;0.9516;0.95;0.9504;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 194};RandomForestClassifier(n_estimators=20, random_state=194)
38;MLPClassifier;0.9325;0.9338;0.9325;0.9327;0.9617;0.9619;0.9617;0.9617;0.95;0.9516;0.95;0.9504;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 751, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=751)
43;RandomForestClassifier;0.9856;0.9857;0.9856;0.9856;0.9879;0.988;0.9879;0.9879;0.95;0.9516;0.95;0.9504;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 539};RandomForestClassifier(n_estimators=20, random_state=539)
42;RandomForestClassifier;0.9849;0.9849;0.9849;0.9849;0.9805;0.9806;0.9805;0.9806;0.95;0.9516;0.95;0.9504;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 539};RandomForestClassifier(n_estimators=20, random_state=539)
26;MLPClassifier;0.9324;0.9335;0.9324;0.9326;0.9463;0.9471;0.9463;0.9465;0.95;0.9516;0.95;0.9504;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 197, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=197)
27;SVC;0.911;0.9145;0.911;0.9116;0.9396;0.9436;0.9396;0.9401;0.95;0.9516;0.95;0.9504;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 731};SVC(C=10, random_state=731)
28;MLPClassifier;0.9336;0.9349;0.9336;0.9339;0.949;0.951;0.949;0.9493;0.95;0.9516;0.95;0.9504;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 751, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=751)
29;MLPClassifier;0.9307;0.9321;0.9307;0.931;0.9551;0.955;0.9551;0.955;0.95;0.9516;0.95;0.9504;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 751, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=751)
30;RandomForestClassifier;0.9854;0.9854;0.9854;0.9854;0.9839;0.984;0.9839;0.9839;0.95;0.9516;0.95;0.9504;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 194};RandomForestClassifier(n_estimators=20, random_state=194)
61;RandomForestClassifier;0.9851;0.9851;0.9851;0.9851;0.9819;0.9819;0.9819;0.9819;0.95;0.9516;0.95;0.9504;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 194};RandomForestClassifier(n_estimators=20, random_state=194)
32;RandomForestClassifier;0.9832;0.9832;0.9832;0.9832;0.9906;0.9906;0.9906;0.9906;0.95;0.9516;0.95;0.9504;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 89};RandomForestClassifier(n_estimators=20, random_state=89)
33;RandomForestClassifier;0.9844;0.9845;0.9844;0.9844;0.9812;0.9813;0.9812;0.9812;0.95;0.9516;0.95;0.9504;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 89};RandomForestClassifier(n_estimators=20, random_state=89)
34;MLPClassifier;0.9314;0.9325;0.9314;0.9317;0.9571;0.958;0.9571;0.9572;0.95;0.9516;0.95;0.9504;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 751, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=751)
35;MLPClassifier;0.9323;0.9344;0.9323;0.9327;0.9611;0.9612;0.9611;0.961;0.95;0.9516;0.95;0.9504;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 751, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=751)
36;MLPClassifier;0.9326;0.9342;0.9326;0.9329;0.9497;0.9499;0.9497;0.9497;0.95;0.9516;0.95;0.9504;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 197, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=197)
37;MLPClassifier;0.9305;0.9317;0.9305;0.9308;0.9604;0.9607;0.9604;0.9605;0.95;0.9516;0.95;0.9504;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 751, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=751)
39;RandomForestClassifier;0.9853;0.9853;0.9853;0.9853;0.9805;0.9806;0.9805;0.9806;0.95;0.9516;0.95;0.9504;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 89};RandomForestClassifier(n_estimators=20, random_state=89)
40;MLPClassifier;0.9328;0.9334;0.9328;0.9329;0.9503;0.9509;0.9503;0.9505;0.95;0.9516;0.95;0.9504;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 751, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=751)
41;MLPClassifier;0.9326;0.934;0.9326;0.9329;0.951;0.952;0.951;0.9512;0.95;0.9516;0.95;0.9504;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 751, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=751)
31;RandomForestClassifier;0.9849;0.985;0.9849;0.9849;0.9879;0.9879;0.9879;0.9879;0.95;0.9516;0.95;0.9504;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 89};RandomForestClassifier(n_estimators=20, random_state=89)
0;RandomForestClassifier;0.9202;0.9208;0.9202;0.9204;0.9175;0.9185;0.9175;0.9178;0.95;0.9516;0.95;0.9504;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 794};RandomForestClassifier(n_estimators=10, random_state=794)
63;RandomForestClassifier;0.9847;0.9848;0.9847;0.9847;0.9819;0.9821;0.9819;0.9819;0.95;0.9516;0.95;0.9504;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 194};RandomForestClassifier(n_estimators=20, random_state=194)
76;SVC;0.9111;0.9145;0.9111;0.9118;0.9423;0.9462;0.9423;0.9427;0.95;0.9516;0.95;0.9504;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 683};SVC(C=10, random_state=683)
0;RandomForestClassifier;0.9909;0.9909;0.9909;0.9909;0.9973;0.9973;0.9973;0.9973;0.95;0.9522;0.95;0.9499;smote;5000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 523};RandomForestClassifier(n_estimators=20, random_state=523)
64;MLPClassifier;0.9333;0.9352;0.9333;0.9337;0.9544;0.9546;0.9544;0.9544;0.95;0.9516;0.95;0.9504;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 26, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=26)
84;RandomForestClassifier;0.9846;0.9846;0.9846;0.9846;0.9832;0.9833;0.9832;0.9832;0.95;0.9516;0.95;0.9504;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 539};RandomForestClassifier(n_estimators=20, random_state=539)
83;RandomForestClassifier;0.9852;0.9853;0.9852;0.9852;0.9913;0.9913;0.9913;0.9913;0.95;0.9516;0.95;0.9504;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 539};RandomForestClassifier(n_estimators=20, random_state=539)
82;RandomForestClassifier;0.9855;0.9855;0.9855;0.9855;0.9859;0.986;0.9859;0.9859;0.95;0.9516;0.95;0.9504;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 539};RandomForestClassifier(n_estimators=20, random_state=539)
81;MLPClassifier;0.9325;0.9338;0.9325;0.9328;0.9644;0.9648;0.9644;0.9645;0.95;0.9516;0.95;0.9504;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 751, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=751)
80;SVC;0.9114;0.9146;0.9114;0.912;0.9362;0.9396;0.9362;0.9367;0.95;0.9516;0.95;0.9504;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 907};SVC(C=10, random_state=907)
79;SVC;0.9105;0.9143;0.9105;0.9112;0.9369;0.941;0.9369;0.9373;0.95;0.9516;0.95;0.9504;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 907};SVC(C=10, random_state=907)
78;SVC;0.9092;0.9131;0.9092;0.9098;0.9409;0.9432;0.9409;0.9412;0.95;0.9516;0.95;0.9504;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 907};SVC(C=10, random_state=907)
77;SVC;0.9102;0.9137;0.9102;0.9108;0.9497;0.9516;0.9497;0.9499;0.95;0.9516;0.95;0.9504;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 907};SVC(C=10, random_state=907)
62;MLPClassifier;0.9331;0.9348;0.9331;0.9335;0.9564;0.958;0.9564;0.9567;0.95;0.9516;0.95;0.9504;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 197, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=197)
75;SVC;0.9101;0.9137;0.9101;0.9107;0.9362;0.939;0.9362;0.9365;0.95;0.9516;0.95;0.9504;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 683};SVC(C=10, random_state=683)
