Algorithm;Train Accuracy;Train Precision;Train Recall;Train F1 Score;Test Accuracy;Test Precision;Test Recall;Test F1 Score;Val. Accuracy;Val. Precision;Val. Recall;Val. F1 Score;Bal. Strategy;SMOTE Instances;Scale;Features;Folds;Hyper Params.;Model
MLPClassifier;0.9691;0.9693;0.9691;0.9691;0.9678;0.9679;0.9678;0.9678;0.9333;0.934;0.9333;0.9333;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 650, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=650)
MLPClassifier;0.9674;0.9677;0.9674;0.9674;0.9799;0.9799;0.9799;0.9799;0.9333;0.934;0.9333;0.9333;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 987, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=987)
RandomForestClassifier;0.9861;0.9862;0.9861;0.9861;0.9846;0.9846;0.9846;0.9846;0.9333;0.934;0.9333;0.9333;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 448};RandomForestClassifier(n_estimators=20, random_state=448)
MLPClassifier;0.9677;0.9679;0.9677;0.9677;0.9792;0.9793;0.9792;0.9792;0.9333;0.934;0.9333;0.9333;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 125, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=125)
MLPClassifier;0.9679;0.968;0.9679;0.968;0.9805;0.9806;0.9805;0.9806;0.9333;0.934;0.9333;0.9333;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 125, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=125)
MLPClassifier;0.9687;0.9689;0.9687;0.9687;0.9792;0.9792;0.9792;0.9792;0.9333;0.934;0.9333;0.9333;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 125, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=125)
MLPClassifier;0.9666;0.9667;0.9666;0.9666;0.9832;0.9833;0.9832;0.9832;0.9333;0.934;0.9333;0.9333;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 125, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=125)
MLPClassifier;0.9679;0.968;0.9679;0.9679;0.9705;0.9705;0.9705;0.9704;0.9333;0.934;0.9333;0.9333;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 987, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=987)
MLPClassifier;0.9658;0.9659;0.9658;0.9658;0.9812;0.9812;0.9812;0.9812;0.9333;0.934;0.9333;0.9333;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 987, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=987)
MLPClassifier;0.9671;0.9673;0.9671;0.9671;0.9745;0.9745;0.9745;0.9745;0.9333;0.934;0.9333;0.9333;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 987, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=987)
