Algorithm;Train Accuracy;Train Precision;Train Recall;Train F1 Score;Test Accuracy;Test Precision;Test Recall;Test F1 Score;Val. Accuracy;Val. Precision;Val. Recall;Val. F1 Score;Bal. Strategy;SMOTE Instances;Scale;Features;Folds;Hyper Params.;Model
KNeighborsClassifier;0.8438;0.8466;0.8438;0.8442;0.8724;0.8745;0.8724;0.8729;0.85;0.85;0.85;0.85;smote;1000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 13, 'weights': 'distance'};"KNeighborsClassifier(metric='manhattan', n_neighbors=13, p=1,
                     weights='distance')"
KNeighborsClassifier;0.8446;0.8481;0.8446;0.8452;0.8586;0.8585;0.8586;0.8585;0.85;0.85;0.85;0.85;smote;1000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 13, 'weights': 'distance'};"KNeighborsClassifier(metric='manhattan', n_neighbors=13, p=1,
                     weights='distance')"
MLPClassifier;0.8442;0.8483;0.8442;0.8453;0.8866;0.8902;0.8866;0.8871;0.85;0.8528;0.85;0.8456;smote;1000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 775, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=775)
MLPClassifier;0.8534;0.8597;0.8534;0.8545;0.8448;0.8479;0.8448;0.8457;0.85;0.8528;0.85;0.8456;smote;1000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 396, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=396)
MLPClassifier;0.8526;0.8582;0.8526;0.8537;0.8345;0.8401;0.8345;0.836;0.85;0.8528;0.85;0.8456;smote;1000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 396, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=396)
MLPClassifier;0.8538;0.8582;0.8538;0.8545;0.8724;0.8726;0.8724;0.8716;0.85;0.8528;0.85;0.8456;smote;1000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 396, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=396)
MLPClassifier;0.8461;0.8507;0.8461;0.847;0.89;0.8903;0.89;0.8902;0.85;0.8528;0.85;0.8456;smote;1000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 396, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=396)
MLPClassifier;0.8473;0.851;0.8473;0.8483;0.8759;0.8783;0.8759;0.8761;0.85;0.8528;0.85;0.8456;smote;1000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 396, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=396)
KNeighborsClassifier;0.8384;0.8395;0.8384;0.8386;0.8969;0.8971;0.8969;0.8969;0.8333;0.8419;0.8333;0.8353;smote;1000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 15, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=15, weights='distance')
KNeighborsClassifier;0.8403;0.8416;0.8403;0.8406;0.8625;0.8626;0.8625;0.8618;0.8333;0.8372;0.8333;0.8339;smote;1000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 11, 'weights': 'distance'};"KNeighborsClassifier(metric='manhattan', n_neighbors=11, p=1,
                     weights='distance')"
KNeighborsClassifier;0.8484;0.8509;0.8484;0.8489;0.8621;0.8614;0.8621;0.8616;0.8333;0.8405;0.8333;0.8338;smote;1000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 15, 'weights': 'distance'};"KNeighborsClassifier(metric='manhattan', n_neighbors=15, p=1,
                     weights='distance')"
SVC;0.7894;0.8021;0.7894;0.7917;0.7973;0.8242;0.7973;0.7995;0.8333;0.8339;0.8333;0.8333;smote;1000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 137};SVC(C=10, random_state=137)
KNeighborsClassifier;0.8411;0.843;0.8411;0.8414;0.8866;0.8901;0.8866;0.8868;0.8333;0.8331;0.8333;0.8329;smote;1000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 13, 'weights': 'distance'};"KNeighborsClassifier(metric='manhattan', n_neighbors=13, p=1,
                     weights='distance')"
SVC;0.7826;0.7948;0.7826;0.7844;0.8522;0.8615;0.8522;0.8537;0.8333;0.8333;0.8333;0.8323;smote;1000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 127};SVC(C=10, random_state=127)
SVC;0.7815;0.7949;0.7815;0.7836;0.7966;0.8111;0.7966;0.7986;0.8333;0.8333;0.8333;0.8323;smote;1000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 137};SVC(C=10, random_state=137)
SVC;0.7875;0.8049;0.7875;0.7898;0.8419;0.8491;0.8419;0.8431;0.8333;0.8333;0.8333;0.8323;smote;1000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 361};SVC(C=10, random_state=361)
MLPClassifier;0.8515;0.8563;0.8515;0.8526;0.8483;0.8654;0.8483;0.8492;0.8333;0.8332;0.8333;0.8302;smote;1000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 775, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=775)
MLPClassifier;0.8442;0.8508;0.8442;0.8453;0.8828;0.8837;0.8828;0.8825;0.8333;0.8332;0.8333;0.8302;smote;1000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 105, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=105)
