Algorithm;Train Accuracy;Train Precision;Train Recall;Train F1 Score;Test Accuracy;Test Precision;Test Recall;Test F1 Score;Val. Accuracy;Val. Precision;Val. Recall;Val. F1 Score;Bal. Strategy;SMOTE Instances;Scale;Features;Folds;Hyper Params.;Model
RandomForestClassifier;0.9144;0.9152;0.9144;0.9146;0.9303;0.9313;0.9303;0.9306;0.9;0.9042;0.9;0.9006;smote;3000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 635};RandomForestClassifier(n_estimators=10, random_state=635)
MLPClassifier;0.8935;0.896;0.8935;0.8942;0.8844;0.8871;0.8844;0.8851;0.8833;0.8836;0.8833;0.8808;smote;3000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 770, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=770)
MLPClassifier;0.8913;0.8935;0.8913;0.8918;0.899;0.9037;0.899;0.8998;0.8667;0.8667;0.8667;0.8667;smote;3000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 178, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=178)
RandomForestClassifier;0.9164;0.917;0.9164;0.9165;0.918;0.9185;0.918;0.9182;0.8667;0.8714;0.8667;0.8663;smote;3000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 635};RandomForestClassifier(n_estimators=10, random_state=635)
RandomForestClassifier;0.9173;0.9178;0.9173;0.9174;0.9034;0.9033;0.9034;0.9033;0.8667;0.8668;0.8667;0.8657;smote;3000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 694};RandomForestClassifier(n_estimators=20, random_state=694)
MLPClassifier;0.8939;0.896;0.8939;0.8944;0.9112;0.9127;0.9112;0.9116;0.8667;0.8651;0.8667;0.8648;smote;3000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 770, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=770)
MLPClassifier;0.8945;0.897;0.8945;0.8951;0.8888;0.8894;0.8888;0.889;0.8667;0.8774;0.8667;0.8647;smote;3000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 178, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=178)
RandomForestClassifier;0.9184;0.9192;0.9184;0.9186;0.9079;0.9081;0.9079;0.9079;0.8667;0.8677;0.8667;0.8645;smote;3000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 694};RandomForestClassifier(n_estimators=20, random_state=694)
MLPClassifier;0.8922;0.8945;0.8922;0.8928;0.8978;0.8974;0.8978;0.8972;0.8667;0.8677;0.8667;0.8645;smote;3000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 811, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=811)
RandomForestClassifier;0.9131;0.9139;0.9131;0.9133;0.9213;0.9215;0.9213;0.9212;0.8667;0.8744;0.8667;0.8628;smote;3000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 694};RandomForestClassifier(n_estimators=20, random_state=694)
MLPClassifier;0.8925;0.8964;0.8925;0.8934;0.8978;0.9014;0.8978;0.8986;0.85;0.8522;0.85;0.8508;smote;3000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 811, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=811)
RandomForestClassifier;0.9199;0.9205;0.9199;0.92;0.9136;0.9137;0.9136;0.9136;0.85;0.8514;0.85;0.8504;smote;3000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 635};RandomForestClassifier(n_estimators=20, random_state=635)
RandomForestClassifier;0.9178;0.9184;0.9178;0.9179;0.9135;0.9149;0.9135;0.9139;0.85;0.8554;0.85;0.8504;smote;3000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 38};RandomForestClassifier(n_estimators=20, random_state=38)
RandomForestClassifier;0.9196;0.9204;0.9196;0.9198;0.9079;0.9086;0.9079;0.908;0.85;0.85;0.85;0.85;smote;3000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 38};RandomForestClassifier(n_estimators=20, random_state=38)
MLPClassifier;0.8884;0.8908;0.8884;0.8891;0.9022;0.9053;0.9022;0.9029;0.85;0.8506;0.85;0.8499;smote;3000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 770, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=770)
RandomForestClassifier;0.919;0.9198;0.919;0.9192;0.9214;0.9215;0.9214;0.9213;0.85;0.8517;0.85;0.8498;smote;3000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 694};RandomForestClassifier(n_estimators=20, random_state=694)
RandomForestClassifier;0.9163;0.917;0.9163;0.9164;0.9236;0.9257;0.9236;0.924;0.85;0.8524;0.85;0.8497;smote;3000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 694};RandomForestClassifier(n_estimators=20, random_state=694)
RandomForestClassifier;0.9181;0.9186;0.9181;0.9183;0.918;0.9186;0.918;0.9181;0.85;0.8497;0.85;0.8495;smote;3000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 635};RandomForestClassifier(n_estimators=20, random_state=635)
MLPClassifier;0.8921;0.8944;0.8921;0.8927;0.891;0.8923;0.891;0.8914;0.85;0.8505;0.85;0.8489;smote;3000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 770, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=770)
MLPClassifier;0.8884;0.8914;0.8884;0.8891;0.8989;0.8987;0.8989;0.8988;0.85;0.8505;0.85;0.8489;smote;3000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 178, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=178)
MLPClassifier;0.89;0.8922;0.89;0.8906;0.9046;0.9052;0.9046;0.9046;0.85;0.8505;0.85;0.8489;smote;3000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 770, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=770)
MLPClassifier;0.8887;0.8914;0.8887;0.8893;0.918;0.9181;0.918;0.918;0.85;0.8505;0.85;0.8489;smote;3000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 770, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=770)
MLPClassifier;0.8911;0.8941;0.8911;0.8918;0.9124;0.913;0.9124;0.9126;0.85;0.8505;0.85;0.8489;smote;3000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 811, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=811)
MLPClassifier;0.8899;0.8924;0.8899;0.8905;0.9124;0.9128;0.9124;0.9125;0.85;0.8505;0.85;0.8489;smote;3000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 178, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=178)
RandomForestClassifier;0.9104;0.911;0.9104;0.9106;0.9304;0.9304;0.9304;0.9304;0.85;0.8526;0.85;0.8487;smote;3000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 38};RandomForestClassifier(n_estimators=10, random_state=38)
MLPClassifier;0.8908;0.8931;0.8908;0.8914;0.9146;0.9162;0.9146;0.915;0.85;0.8563;0.85;0.8487;smote;3000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 178, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=178)
MLPClassifier;0.887;0.8898;0.887;0.8878;0.9113;0.9134;0.9113;0.9119;0.85;0.8492;0.85;0.8485;smote;3000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 811, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=811)
MLPClassifier;0.8919;0.894;0.8919;0.8925;0.8921;0.8941;0.8921;0.8927;0.85;0.8514;0.85;0.8483;smote;3000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 178, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=178)
RandomForestClassifier;0.9165;0.9171;0.9165;0.9167;0.9247;0.9252;0.9247;0.9249;0.85;0.849;0.85;0.8481;smote;3000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 635};RandomForestClassifier(n_estimators=20, random_state=635)
RandomForestClassifier;0.9211;0.9216;0.9211;0.9213;0.9011;0.902;0.9011;0.9013;0.85;0.849;0.85;0.8481;smote;3000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 38};RandomForestClassifier(n_estimators=20, random_state=38)
RandomForestClassifier;0.9133;0.9137;0.9133;0.9134;0.9169;0.9192;0.9169;0.9175;0.85;0.849;0.85;0.8481;smote;3000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 38};RandomForestClassifier(n_estimators=20, random_state=38)
