Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,SMOTE Instances,Scale,Features,Folds,Model
RandomForestClassifier,0.825,0.8258,0.825,0.8249,0.8212,0.8202,0.8212,0.8204,0.8,0.8093,0.8,0.8003,0.9503,smote,5000,MinMaxScaler,"['storyPoints', 'polarity', 'N']",10,RandomForestClassifier()
SVC,0.783,0.7827,0.783,0.7809,0.7927,0.7935,0.7927,0.7902,0.8,0.8014,0.8,0.7998,0.9038,smote,5000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'N']",10,SVC(probability=True)
SVC,0.878,0.8828,0.878,0.8789,0.8796,0.8834,0.8796,0.8805,0.8,0.8108,0.8,0.7996,0.9554,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'N']",10,SVC(probability=True)
DecisionTreeClassifier,0.866,0.867,0.866,0.8665,0.8554,0.8554,0.8554,0.855,0.8,0.7997,0.8,0.7995,0.9672,smote,5000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'N']",10,DecisionTreeClassifier()
KNeighborsClassifier,0.8091,0.818,0.8091,0.8097,0.7917,0.8281,0.7917,0.7946,0.7667,0.7931,0.7667,0.7718,0.9281,smote,5000,MinMaxScaler,"['storyPoints', 'polarity', 'N']",10,KNeighborsClassifier()
RandomForestClassifier,0.8708,0.8729,0.8708,0.871,0.8584,0.8594,0.8584,0.8588,0.7667,0.7697,0.7667,0.7678,0.9708,smote,5000,no_scaled,"['storyPoints', 'polarity', 'stress', 'N']",10,RandomForestClassifier()
SVC,0.7817,0.7805,0.7817,0.7798,0.7856,0.7846,0.7856,0.7844,0.7667,0.7702,0.7667,0.7671,0.8984,smote,5000,MinMaxScaler,"['storyPoints', 'polarity', 'N']",10,SVC(probability=True)
KNeighborsClassifier,0.8491,0.8518,0.8491,0.8495,0.8668,0.8672,0.8668,0.8664,0.7667,0.7687,0.7667,0.7668,0.9474,smote,5000,no_scaled,"['storyPoints', 'polarity', 'stress', 'N']",10,KNeighborsClassifier()
RandomForestClassifier,0.865,0.8686,0.865,0.8658,0.8665,0.8675,0.8665,0.8669,0.75,0.7681,0.75,0.7535,0.9669,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'N']",10,RandomForestClassifier()
DecisionTreeClassifier,0.865,0.8684,0.865,0.8656,0.8615,0.8671,0.8615,0.8626,0.75,0.762,0.75,0.752,0.9673,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'N']",10,DecisionTreeClassifier()
MLPClassifier,0.8466,0.8568,0.8466,0.8458,0.83,0.837,0.83,0.8319,0.75,0.7536,0.75,0.7509,0.9623,smote,5000,no_scaled,"['storyPoints', 'polarity', 'stress', 'N']",10,MLPClassifier()
KNeighborsClassifier,0.8731,0.8743,0.8731,0.8737,0.8631,0.8654,0.8631,0.8638,0.75,0.7498,0.75,0.7487,0.9566,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'N']",10,KNeighborsClassifier()
MLPClassifier,0.8001,0.7997,0.8001,0.797,0.7944,0.7936,0.7944,0.7929,0.75,0.7483,0.75,0.747,0.9317,smote,5000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'N']",10,MLPClassifier()
DecisionTreeClassifier,0.8414,0.8422,0.8414,0.8412,0.8521,0.8512,0.8521,0.8515,0.75,0.7585,0.75,0.7462,0.8841,smote,5000,no_scaled,"['storyPoints', 'polarity_mean', 'N']",10,DecisionTreeClassifier()
SVC,0.8427,0.8455,0.8427,0.8431,0.8397,0.8437,0.8397,0.8401,0.7333,0.7551,0.7333,0.737,0.9175,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'N']",10,SVC(probability=True)
KNeighborsClassifier,0.8489,0.8571,0.8489,0.8493,0.8648,0.865,0.8648,0.8643,0.7333,0.7407,0.7333,0.736,0.9464,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'N']",10,KNeighborsClassifier()
DecisionTreeClassifier,0.8207,0.8209,0.8207,0.82,0.8339,0.8365,0.8339,0.8343,0.7333,0.7388,0.7333,0.7341,0.95,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'N']",10,DecisionTreeClassifier()
RandomForestClassifier,0.8204,0.8227,0.8204,0.82,0.835,0.8374,0.835,0.8355,0.7333,0.736,0.7333,0.7338,0.9491,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'N']",10,RandomForestClassifier()
MLPClassifier,0.845,0.8446,0.845,0.8443,0.841,0.8395,0.841,0.8397,0.7333,0.7336,0.7333,0.7332,0.9551,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'N']",10,MLPClassifier()
MLPClassifier,0.8443,0.8485,0.8443,0.8442,0.8082,0.8081,0.8082,0.8076,0.7333,0.7369,0.7333,0.7329,0.9616,smote,5000,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'N']",10,MLPClassifier()
MLPClassifier,0.8149,0.8137,0.8149,0.8125,0.8215,0.8204,0.8215,0.8188,0.7333,0.744,0.7333,0.7328,0.9462,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'N']",10,MLPClassifier()
SVC,0.8208,0.8203,0.8208,0.8199,0.8259,0.8248,0.8259,0.825,0.7333,0.7372,0.7333,0.7312,0.9211,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'N']",10,SVC(probability=True)
LogisticRegression,0.7863,0.8046,0.7863,0.7878,0.7749,0.7993,0.7749,0.7768,0.7333,0.7683,0.7333,0.7309,0.8919,smote,5000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
RandomForestClassifier,0.8665,0.868,0.8665,0.867,0.8752,0.8759,0.8752,0.8753,0.7167,0.7209,0.7167,0.7179,0.9592,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'N']",10,RandomForestClassifier()
LogisticRegression,0.7879,0.8078,0.7879,0.7898,0.7875,0.8107,0.7875,0.7893,0.7167,0.735,0.7167,0.7175,0.8969,smote,5000,no_scaled,"['storyPoints', 'polarity', 'stress', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
MLPClassifier,0.8607,0.8619,0.8607,0.8606,0.8672,0.8683,0.8672,0.8669,0.7167,0.7167,0.7167,0.7167,0.965,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'N']",10,MLPClassifier()
MLPClassifier,0.7518,0.7511,0.7518,0.7494,0.7403,0.7401,0.7403,0.7394,0.7167,0.7169,0.7167,0.7159,0.9185,smote,5000,no_scaled,"['storyPoints', 'polarity_mean', 'N']",10,MLPClassifier()
SVC,0.8217,0.8437,0.8217,0.8233,0.8213,0.8396,0.8213,0.8234,0.7167,0.7236,0.7167,0.7158,0.91,smote,5000,no_scaled,"['storyPoints', 'polarity', 'stress', 'N']",10,SVC(probability=True)
LogisticRegression,0.6666,0.6743,0.6666,0.6658,0.6702,0.6798,0.6702,0.6686,0.7167,0.7212,0.7167,0.7137,0.8407,smote,5000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
KNeighborsClassifier,0.8064,0.8108,0.8064,0.8068,0.8225,0.8216,0.8225,0.8197,0.7,0.7133,0.7,0.7043,0.9221,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'N']",10,KNeighborsClassifier()
DecisionTreeClassifier,0.8387,0.839,0.8387,0.8385,0.835,0.8355,0.835,0.8351,0.7,0.7099,0.7,0.7037,0.8796,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'N']",10,DecisionTreeClassifier()
SVC,0.7732,0.7818,0.7732,0.7746,0.783,0.792,0.783,0.7843,0.7,0.7104,0.7,0.7009,0.9129,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'N']",10,SVC(probability=True)
DecisionTreeClassifier,0.8677,0.8699,0.8677,0.8677,0.8681,0.8713,0.8681,0.8685,0.7,0.7025,0.7,0.7002,0.9701,smote,5000,no_scaled,"['storyPoints', 'polarity', 'stress', 'N']",10,DecisionTreeClassifier()
RandomForestClassifier,0.8251,0.8272,0.8251,0.8251,0.8414,0.8443,0.8414,0.8419,0.6833,0.6871,0.6833,0.6849,0.9522,smote,5000,no_scaled,"['storyPoints', 'polarity', 'N']",10,RandomForestClassifier()
DecisionTreeClassifier,0.8318,0.8349,0.8318,0.832,0.827,0.8314,0.827,0.8272,0.6667,0.6677,0.6667,0.6669,0.9535,smote,5000,no_scaled,"['storyPoints', 'polarity', 'N']",10,DecisionTreeClassifier()
LogisticRegression,0.7872,0.8065,0.7872,0.7894,0.7766,0.797,0.7766,0.7779,0.6667,0.6996,0.6667,0.6653,0.894,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
LogisticRegression,0.6633,0.6714,0.6633,0.6621,0.6643,0.671,0.6643,0.6644,0.6667,0.6743,0.6667,0.6611,0.8423,smote,5000,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
MLPClassifier,0.8081,0.8126,0.8081,0.8043,0.7677,0.7749,0.7677,0.7703,0.65,0.6612,0.65,0.6533,0.9383,smote,5000,no_scaled,"['storyPoints', 'polarity', 'N']",10,MLPClassifier()
SVC,0.7534,0.7828,0.7534,0.7555,0.745,0.7727,0.745,0.7471,0.6333,0.6741,0.6333,0.6344,0.888,smote,5000,no_scaled,"['storyPoints', 'polarity', 'N']",10,SVC(probability=True)
LogisticRegression,0.6867,0.7044,0.6867,0.6889,0.6709,0.6897,0.6709,0.6737,0.6333,0.6316,0.6333,0.6307,0.8184,smote,5000,MinMaxScaler,"['storyPoints', 'polarity', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
KNeighborsClassifier,0.8143,0.8235,0.8143,0.8151,0.7868,0.8058,0.7868,0.7881,0.6167,0.6267,0.6167,0.6159,0.9299,smote,5000,no_scaled,"['storyPoints', 'polarity', 'N']",10,KNeighborsClassifier()
SVC,0.6883,0.7204,0.6883,0.6947,0.7018,0.7274,0.7018,0.7076,0.5833,0.6056,0.5833,0.5904,0.8745,smote,5000,no_scaled,"['storyPoints', 'polarity_mean', 'N']",10,SVC(probability=True)
LogisticRegression,0.6826,0.7029,0.6826,0.685,0.6854,0.7046,0.6854,0.6877,0.5833,0.5926,0.5833,0.5853,0.8188,smote,5000,no_scaled,"['storyPoints', 'polarity', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
LogisticRegression,0.5834,0.6029,0.5834,0.5877,0.5904,0.6032,0.5904,0.5937,0.5667,0.5913,0.5667,0.5721,0.7718,smote,5000,no_scaled,"['storyPoints', 'polarity_mean', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
SVC,0.7446,0.7544,0.7446,0.7466,0.748,0.7537,0.748,0.7493,0.55,0.5574,0.55,0.5531,0.8916,smote,5000,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'N']",10,SVC(probability=True)
LogisticRegression,0.6688,0.6765,0.6688,0.668,0.6481,0.6548,0.6481,0.6471,0.5333,0.5578,0.5333,0.5335,0.8432,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
LogisticRegression,0.5691,0.5896,0.5691,0.5727,0.5733,0.5967,0.5733,0.5777,0.5167,0.5097,0.5167,0.5046,0.7691,smote,5000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
LogisticRegression,0.6836,0.7054,0.6836,0.6856,0.6756,0.6929,0.6756,0.6787,0.5,0.5007,0.5,0.4976,0.8164,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
LogisticRegression,0.5815,0.601,0.5815,0.5857,0.573,0.5886,0.573,0.5769,0.4833,0.4851,0.4833,0.4818,0.7721,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
