Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,SMOTE Instances,Scale,Features,Folds,Model
MLPClassifier,0.8226,0.8397,0.8226,0.825,0.8043,0.8073,0.8043,0.8048,0.9,0.9045,0.9,0.9007,0.9506,smote,250,StandardScaler,"['storyPoints', 'polarity', 'stress', 'N']",10,MLPClassifier()
SVC,0.8223,0.8344,0.8223,0.8243,0.8333,0.8427,0.8333,0.8362,0.9,0.9045,0.9,0.9007,0.9178,smote,250,StandardScaler,"['storyPoints', 'polarity', 'stress', 'N']",10,SVC(probability=True)
DecisionTreeClassifier,0.8659,0.8705,0.8659,0.8639,0.8913,0.8927,0.8913,0.8918,0.8833,0.8844,0.8833,0.8828,0.899,smote,250,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'N']",10,DecisionTreeClassifier()
KNeighborsClassifier,0.8187,0.8228,0.8187,0.8123,0.8188,0.8246,0.8188,0.8188,0.8667,0.8927,0.8667,0.8688,0.9388,smote,250,StandardScaler,"['storyPoints', 'polarity', 'stress', 'N']",10,KNeighborsClassifier()
RandomForestClassifier,0.8804,0.8865,0.8804,0.8791,0.8841,0.8865,0.8841,0.8848,0.8667,0.8704,0.8667,0.8674,0.978,smote,250,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'N']",10,RandomForestClassifier()
RandomForestClassifier,0.8458,0.8508,0.8458,0.8473,0.7971,0.8141,0.7971,0.8019,0.8667,0.8837,0.8667,0.8659,0.9602,smote,250,no_scaled,"['storyPoints', 'polarity', 'stress', 'N']",10,RandomForestClassifier()
RandomForestClassifier,0.824,0.8273,0.824,0.8201,0.8551,0.8576,0.8551,0.8551,0.85,0.8599,0.85,0.8476,0.9461,smote,250,StandardScaler,"['storyPoints', 'polarity', 'stress', 'N']",10,RandomForestClassifier()
RandomForestClassifier,0.8985,0.9035,0.8985,0.8978,0.8841,0.8852,0.8841,0.8844,0.8333,0.8386,0.8333,0.8348,0.9811,smote,250,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'N']",10,RandomForestClassifier()
DecisionTreeClassifier,0.8606,0.864,0.8606,0.8601,0.8623,0.8635,0.8623,0.8615,0.8333,0.8405,0.8333,0.8338,0.8953,smote,250,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'N']",10,DecisionTreeClassifier()
KNeighborsClassifier,0.8441,0.8565,0.8441,0.8453,0.8841,0.8936,0.8841,0.8859,0.8333,0.8405,0.8333,0.8338,0.9565,smote,250,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'N']",10,KNeighborsClassifier()
DecisionTreeClassifier,0.7789,0.7865,0.7789,0.775,0.8043,0.8115,0.8043,0.801,0.8333,0.8348,0.8333,0.8337,0.8332,smote,250,no_scaled,"['storyPoints', 'polarity_mean', 'N']",10,DecisionTreeClassifier()
RandomForestClassifier,0.8733,0.8816,0.8733,0.8736,0.913,0.9189,0.913,0.9145,0.8167,0.8221,0.8167,0.818,0.9736,smote,250,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'N']",10,RandomForestClassifier()
RandomForestClassifier,0.808,0.8125,0.808,0.8091,0.8188,0.8189,0.8188,0.8187,0.8167,0.8287,0.8167,0.8178,0.9344,smote,250,StandardScaler,"['storyPoints', 'polarity_mean', 'N']",10,RandomForestClassifier()
SVC,0.7357,0.7522,0.7357,0.7351,0.7826,0.7823,0.7826,0.782,0.8167,0.819,0.8167,0.8168,0.8555,smote,250,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'N']",10,SVC(probability=True)
KNeighborsClassifier,0.7862,0.7942,0.7862,0.7855,0.7609,0.7607,0.7609,0.7603,0.8167,0.8163,0.8167,0.8162,0.9175,smote,250,no_scaled,"['storyPoints', 'polarity_mean', 'N']",10,KNeighborsClassifier()
KNeighborsClassifier,0.8317,0.8387,0.8317,0.8334,0.8116,0.8116,0.8116,0.8116,0.8167,0.8224,0.8167,0.8148,0.9501,smote,250,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'N']",10,KNeighborsClassifier()
KNeighborsClassifier,0.8225,0.829,0.8225,0.8237,0.7971,0.7928,0.7971,0.7931,0.8167,0.8178,0.8167,0.8148,0.9269,smote,250,no_scaled,"['storyPoints', 'polarity', 'stress', 'N']",10,KNeighborsClassifier()
LogisticRegression,0.7789,0.7991,0.7789,0.7794,0.7681,0.7753,0.7681,0.763,0.8,0.8109,0.8,0.8014,0.8878,smote,250,StandardScaler,"['storyPoints', 'polarity', 'stress', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
KNeighborsClassifier,0.8044,0.8214,0.8044,0.8055,0.7319,0.7413,0.7319,0.735,0.8,0.8226,0.8,0.801,0.9133,smote,250,StandardScaler,"['storyPoints', 'polarity', 'N']",10,KNeighborsClassifier()
DecisionTreeClassifier,0.8134,0.8275,0.8134,0.8102,0.8333,0.8516,0.8333,0.8342,0.8,0.8064,0.8,0.8007,0.9442,smote,250,StandardScaler,"['storyPoints', 'polarity', 'stress', 'N']",10,DecisionTreeClassifier()
RandomForestClassifier,0.8006,0.8063,0.8006,0.7979,0.7464,0.7489,0.7464,0.7413,0.8,0.8157,0.8,0.8004,0.9401,smote,250,MinMaxScaler,"['storyPoints', 'polarity_mean', 'N']",10,RandomForestClassifier()
DecisionTreeClassifier,0.8299,0.838,0.8299,0.8284,0.8043,0.8086,0.8043,0.8013,0.8,0.8179,0.8,0.7991,0.9518,smote,250,no_scaled,"['storyPoints', 'polarity', 'stress', 'N']",10,DecisionTreeClassifier()
MLPClassifier,0.7845,0.8243,0.7845,0.785,0.8551,0.8744,0.8551,0.8549,0.8,0.8297,0.8,0.7989,0.9215,smote,250,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'N']",10,MLPClassifier()
SVC,0.7298,0.761,0.7298,0.7272,0.6884,0.741,0.6884,0.6956,0.8,0.8179,0.8,0.7984,0.8681,smote,250,StandardScaler,"['storyPoints', 'polarity', 'N']",10,SVC(probability=True)
DecisionTreeClassifier,0.7954,0.813,0.7954,0.7974,0.8406,0.8508,0.8406,0.8425,0.8,0.8194,0.8,0.798,0.9294,smote,250,no_scaled,"['storyPoints', 'polarity', 'N']",10,DecisionTreeClassifier()
MLPClassifier,0.7752,0.8001,0.7752,0.7747,0.7754,0.7894,0.7754,0.7764,0.7833,0.7883,0.7833,0.7836,0.9182,smote,250,no_scaled,"['storyPoints', 'polarity', 'stress', 'N']",10,MLPClassifier()
DecisionTreeClassifier,0.7808,0.7906,0.7808,0.7812,0.8116,0.8176,0.8116,0.8135,0.7833,0.783,0.7833,0.7828,0.9224,smote,250,StandardScaler,"['storyPoints', 'polarity', 'N']",10,DecisionTreeClassifier()
LogisticRegression,0.7919,0.809,0.7919,0.7907,0.6739,0.7208,0.6739,0.6768,0.7833,0.8023,0.7833,0.782,0.8885,smote,250,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
RandomForestClassifier,0.8204,0.8302,0.8204,0.8186,0.7391,0.7437,0.7391,0.7388,0.7833,0.8023,0.7833,0.782,0.9474,smote,250,no_scaled,"['storyPoints', 'polarity', 'N']",10,RandomForestClassifier()
KNeighborsClassifier,0.8206,0.8307,0.8206,0.8219,0.8333,0.8317,0.8333,0.8316,0.7667,0.7957,0.7667,0.7707,0.9369,smote,250,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'N']",10,KNeighborsClassifier()
