Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,SMOTE Instances,Scale,Features,Folds,Model
RandomForestClassifier,0.9583,0.9592,0.9583,0.9585,0.9473,0.9493,0.9473,0.9475,0.9333,0.9349,0.9333,0.9337,0.9934,smote,1000,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'N']",10,RandomForestClassifier()
RandomForestClassifier,0.9203,0.9217,0.9203,0.9205,0.8985,0.8983,0.8985,0.8983,0.9333,0.9346,0.9333,0.9328,0.9732,smote,1000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'N']",10,RandomForestClassifier()
DecisionTreeClassifier,0.8734,0.8748,0.8734,0.8736,0.8812,0.882,0.8812,0.8815,0.9167,0.9205,0.9167,0.916,0.9051,smote,1000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'N']",10,DecisionTreeClassifier()
KNeighborsClassifier,0.9379,0.9389,0.9379,0.9379,0.9184,0.9198,0.9184,0.9185,0.8833,0.8836,0.8833,0.8823,0.984,smote,1000,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'N']",10,KNeighborsClassifier()
KNeighborsClassifier,0.9031,0.9041,0.9031,0.903,0.9088,0.9088,0.9088,0.9086,0.8667,0.8673,0.8667,0.8666,0.9629,smote,1000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'N']",10,KNeighborsClassifier()
DecisionTreeClassifier,0.9286,0.9298,0.9286,0.9287,0.9354,0.9355,0.9354,0.9354,0.8667,0.8656,0.8667,0.8658,0.9464,smote,1000,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'N']",10,DecisionTreeClassifier()
RandomForestClassifier,0.919,0.92,0.919,0.9191,0.9174,0.9178,0.9174,0.9174,0.85,0.8506,0.85,0.8499,0.9721,smote,1000,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'N']",10,RandomForestClassifier()
RandomForestClassifier,0.8247,0.8255,0.8247,0.8251,0.7935,0.7961,0.7935,0.7943,0.85,0.8526,0.85,0.8487,0.9355,smote,1000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'N']",10,RandomForestClassifier()
KNeighborsClassifier,0.9018,0.9028,0.9018,0.902,0.8916,0.8942,0.8916,0.892,0.8333,0.836,0.8333,0.8335,0.9666,smote,1000,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'N']",10,KNeighborsClassifier()
DecisionTreeClassifier,0.882,0.8837,0.882,0.8823,0.8847,0.8846,0.8847,0.8846,0.8333,0.8339,0.8333,0.8333,0.9115,smote,1000,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'N']",10,DecisionTreeClassifier()
