Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,SMOTE Instances,Scale,Features,Folds,Model
DecisionTreeClassifier,0.8871,0.8891,0.8871,0.8872,0.9236,0.9237,0.9236,0.9236,0.9,0.9091,0.9,0.8995,0.9153,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'N']",10,DecisionTreeClassifier()
DecisionTreeClassifier,0.8142,0.8173,0.8142,0.8139,0.7812,0.7929,0.7812,0.784,0.8833,0.8862,0.8833,0.8836,0.9367,smote,500,MinMaxScaler,"['storyPoints', 'polarity', 'N']",10,DecisionTreeClassifier()
RandomForestClassifier,0.9253,0.9282,0.9253,0.9253,0.9444,0.9449,0.9444,0.9446,0.8667,0.8829,0.8667,0.8663,0.9865,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'N']",10,RandomForestClassifier()
DecisionTreeClassifier,0.8524,0.8574,0.8524,0.8527,0.8229,0.8306,0.8229,0.8254,0.8667,0.8695,0.8667,0.8648,0.9561,smote,500,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'N']",10,DecisionTreeClassifier()
RandomForestClassifier,0.8446,0.8496,0.8446,0.8454,0.8715,0.8708,0.8715,0.8711,0.85,0.8519,0.85,0.8498,0.9566,smote,500,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'N']",10,RandomForestClassifier()
KNeighborsClassifier,0.8984,0.9002,0.8984,0.8976,0.8333,0.8349,0.8333,0.8314,0.85,0.8577,0.85,0.8488,0.9714,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'N']",10,KNeighborsClassifier()
RandomForestClassifier,0.8047,0.8064,0.8047,0.8025,0.7986,0.801,0.7986,0.7992,0.85,0.8524,0.85,0.8488,0.9449,smote,500,MinMaxScaler,"['storyPoints', 'polarity', 'N']",10,RandomForestClassifier()
SVC,0.8099,0.8404,0.8099,0.811,0.7847,0.8258,0.7847,0.7894,0.8333,0.8486,0.8333,0.8291,0.9265,smote,500,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'N']",10,SVC(probability=True)
MLPClassifier,0.8142,0.8469,0.8142,0.8146,0.7951,0.8216,0.7951,0.7947,0.8333,0.8609,0.8333,0.8254,0.9413,smote,500,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'N']",10,MLPClassifier()
KNeighborsClassifier,0.8194,0.8291,0.8194,0.8201,0.8681,0.8726,0.8681,0.8686,0.8167,0.8217,0.8167,0.816,0.9332,smote,500,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'N']",10,KNeighborsClassifier()
RandomForestClassifier,0.8221,0.8243,0.8221,0.8212,0.8403,0.839,0.8403,0.8391,0.8167,0.8311,0.8167,0.8148,0.9409,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'N']",10,RandomForestClassifier()
RandomForestClassifier,0.9297,0.9316,0.9297,0.9301,0.9444,0.9496,0.9444,0.9452,0.8167,0.8215,0.8167,0.812,0.9891,smote,500,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'N']",10,RandomForestClassifier()
DecisionTreeClassifier,0.8498,0.8568,0.8498,0.8496,0.8056,0.8104,0.8056,0.8061,0.8,0.8108,0.8,0.7996,0.958,smote,500,StandardScaler,"['storyPoints', 'polarity', 'stress', 'N']",10,DecisionTreeClassifier()
KNeighborsClassifier,0.8472,0.8568,0.8472,0.8473,0.8229,0.8229,0.8229,0.8221,0.7833,0.8036,0.7833,0.7854,0.9318,smote,500,StandardScaler,"['storyPoints', 'polarity', 'stress', 'N']",10,KNeighborsClassifier()
DecisionTreeClassifier,0.796,0.7966,0.796,0.7955,0.8194,0.8208,0.8194,0.82,0.7833,0.8049,0.7833,0.7818,0.8488,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'N']",10,DecisionTreeClassifier()
RandomForestClassifier,0.8403,0.8431,0.8403,0.8397,0.8472,0.8511,0.8472,0.8476,0.7833,0.7915,0.7833,0.7809,0.9622,smote,500,StandardScaler,"['storyPoints', 'polarity', 'stress', 'N']",10,RandomForestClassifier()
DecisionTreeClassifier,0.8993,0.9016,0.8993,0.8995,0.875,0.877,0.875,0.8755,0.7667,0.7759,0.7667,0.7692,0.9248,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'N']",10,DecisionTreeClassifier()
RandomForestClassifier,0.8177,0.8211,0.8177,0.8176,0.8507,0.8509,0.8507,0.8507,0.7667,0.7819,0.7667,0.7687,0.9382,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'N']",10,RandomForestClassifier()
RandomForestClassifier,0.9253,0.9269,0.9253,0.9248,0.9306,0.9305,0.9306,0.9305,0.7667,0.7687,0.7667,0.7663,0.9873,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'N']",10,RandomForestClassifier()
DecisionTreeClassifier,0.9028,0.9053,0.9028,0.9029,0.934,0.9359,0.934,0.9345,0.7667,0.7749,0.7667,0.765,0.9272,smote,500,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'N']",10,DecisionTreeClassifier()
KNeighborsClassifier,0.7499,0.7573,0.7499,0.7492,0.809,0.8232,0.809,0.8111,0.7667,0.7708,0.7667,0.7646,0.8959,smote,500,MinMaxScaler,"['storyPoints', 'polarity', 'N']",10,KNeighborsClassifier()
DecisionTreeClassifier,0.8081,0.8109,0.8081,0.8079,0.8438,0.8454,0.8438,0.8444,0.7667,0.7639,0.7667,0.7616,0.8558,smote,500,no_scaled,"['storyPoints', 'polarity_mean', 'N']",10,DecisionTreeClassifier()
MLPClassifier,0.8333,0.8405,0.8333,0.8342,0.8507,0.8528,0.8507,0.8515,0.75,0.7678,0.75,0.7534,0.9523,smote,500,StandardScaler,"['storyPoints', 'polarity', 'stress', 'N']",10,MLPClassifier()
KNeighborsClassifier,0.8307,0.8346,0.8307,0.8312,0.8472,0.8477,0.8472,0.8463,0.75,0.7588,0.75,0.7519,0.9346,smote,500,no_scaled,"['storyPoints', 'polarity', 'stress', 'N']",10,KNeighborsClassifier()
RandomForestClassifier,0.8516,0.8541,0.8516,0.8512,0.8576,0.862,0.8576,0.8579,0.75,0.7529,0.75,0.7511,0.9626,smote,500,no_scaled,"['storyPoints', 'polarity', 'stress', 'N']",10,RandomForestClassifier()
KNeighborsClassifier,0.8272,0.8305,0.8272,0.8273,0.8229,0.8221,0.8229,0.8221,0.75,0.7625,0.75,0.7493,0.9323,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'N']",10,KNeighborsClassifier()
RandomForestClassifier,0.816,0.8199,0.816,0.8149,0.7986,0.8001,0.7986,0.7989,0.75,0.7546,0.75,0.7488,0.9437,smote,500,StandardScaler,"['storyPoints', 'polarity', 'N']",10,RandomForestClassifier()
RandomForestClassifier,0.8385,0.84,0.8385,0.8381,0.816,0.8215,0.816,0.8171,0.75,0.7448,0.75,0.7434,0.9479,smote,500,no_scaled,"['storyPoints', 'polarity_mean', 'N']",10,RandomForestClassifier()
