Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,SMOTE Instances,Scale,Features,Folds,Model
RandomForestClassifier,0.9634,0.9636,0.9634,0.9634,0.9614,0.9615,0.9614,0.9614,0.9833,0.9841,0.9833,0.9833,0.995,smote,3000,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'N']",10,RandomForestClassifier()
DecisionTreeClassifier,0.9298,0.9301,0.9298,0.9298,0.9422,0.9428,0.9422,0.9423,0.9333,0.9444,0.9333,0.9346,0.9478,smote,3000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'N']",10,DecisionTreeClassifier()
RandomForestClassifier,0.9475,0.9478,0.9475,0.9475,0.9657,0.9657,0.9657,0.9657,0.9333,0.9444,0.9333,0.9341,0.9879,smote,3000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'N']",10,RandomForestClassifier()
DecisionTreeClassifier,0.946,0.9463,0.946,0.946,0.9541,0.9544,0.9541,0.954,0.9333,0.934,0.9333,0.9333,0.9595,smote,3000,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'N']",10,DecisionTreeClassifier()
SVC,0.87,0.8819,0.87,0.8719,0.8557,0.8647,0.8557,0.8577,0.9167,0.9221,0.9167,0.9164,0.929,smote,3000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'N']",10,SVC(probability=True)
KNeighborsClassifier,0.9409,0.9414,0.9409,0.9408,0.9452,0.9454,0.9452,0.9452,0.9167,0.9205,0.9167,0.916,0.9883,smote,3000,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'N']",10,KNeighborsClassifier()
KNeighborsClassifier,0.8957,0.9006,0.8957,0.896,0.8866,0.8896,0.8866,0.8858,0.9,0.9032,0.9,0.8988,0.9643,smote,3000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'N']",10,KNeighborsClassifier()
KNeighborsClassifier,0.9371,0.9372,0.9371,0.9371,0.9416,0.9416,0.9416,0.9416,0.8833,0.8848,0.8833,0.8837,0.984,smote,3000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'N']",10,KNeighborsClassifier()
KNeighborsClassifier,0.9382,0.9384,0.9382,0.9382,0.9439,0.9441,0.9439,0.9439,0.8833,0.8874,0.8833,0.883,0.9829,smote,3000,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'N']",10,KNeighborsClassifier()
MLPClassifier,0.9027,0.9078,0.9027,0.9036,0.8995,0.9048,0.8995,0.9002,0.8833,0.8844,0.8833,0.8828,0.9799,smote,3000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'N']",10,MLPClassifier()
RandomForestClassifier,0.9528,0.9531,0.9528,0.9528,0.9523,0.9524,0.9523,0.9522,0.8833,0.8842,0.8833,0.8823,0.9895,smote,3000,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'N']",10,RandomForestClassifier()
LogisticRegression,0.8395,0.8768,0.8395,0.8408,0.8265,0.8733,0.8265,0.8288,0.8667,0.8704,0.8667,0.8674,0.8806,smote,3000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
KNeighborsClassifier,0.8262,0.8325,0.8262,0.8262,0.8311,0.8324,0.8311,0.8309,0.8667,0.869,0.8667,0.8674,0.9396,smote,3000,no_scaled,"['storyPoints', 'polarity', 'N']",10,KNeighborsClassifier()
