Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,SMOTE Instances,Scale,Features,Folds,Model
DecisionTreeClassifier,0.9082,0.9102,0.9082,0.9088,0.9171,0.9186,0.9171,0.9176,0.7833,0.7833,0.7833,0.7783,0.9829,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'N']",10,DecisionTreeClassifier()
DecisionTreeClassifier,0.8518,0.8569,0.8518,0.8512,0.8554,0.8594,0.8554,0.8549,0.7667,0.7688,0.7667,0.7674,0.9647,smote,5000,no_scaled,"['storyPoints', 'polarity', 'N']",10,DecisionTreeClassifier()
SVC,0.7898,0.7989,0.7898,0.7917,0.7893,0.7947,0.7893,0.7908,0.7667,0.779,0.7667,0.7673,0.9092,smote,5000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'N']",10,SVC(probability=True)
RandomForestClassifier,0.8515,0.8565,0.8515,0.8509,0.8568,0.861,0.8568,0.8561,0.7667,0.7679,0.7667,0.767,0.9647,smote,5000,no_scaled,"['storyPoints', 'polarity', 'N']",10,RandomForestClassifier()
SVC,0.8637,0.873,0.8637,0.8651,0.8695,0.8779,0.8695,0.8709,0.7667,0.7671,0.7667,0.7666,0.9238,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'N']",10,SVC(probability=True)
DecisionTreeClassifier,0.9124,0.9147,0.9124,0.9131,0.923,0.9248,0.923,0.9235,0.7667,0.7687,0.7667,0.7663,0.986,smote,5000,no_scaled,"['storyPoints', 'polarity', 'stress', 'N']",10,DecisionTreeClassifier()
RandomForestClassifier,0.9147,0.9169,0.9147,0.9152,0.9137,0.9157,0.9137,0.9142,0.7667,0.7687,0.7667,0.7663,0.9869,smote,5000,no_scaled,"['storyPoints', 'polarity', 'stress', 'N']",10,RandomForestClassifier()
SVC,0.8361,0.8424,0.8361,0.8366,0.8339,0.8394,0.8339,0.8342,0.7667,0.7678,0.7667,0.7651,0.9289,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'N']",10,SVC(probability=True)
RandomForestClassifier,0.8445,0.8489,0.8445,0.8439,0.8591,0.8633,0.8591,0.8586,0.7667,0.7832,0.7667,0.7628,0.962,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'N']",10,RandomForestClassifier()
DecisionTreeClassifier,0.8491,0.8543,0.8491,0.8486,0.8447,0.8492,0.8447,0.8439,0.7667,0.7797,0.7667,0.7621,0.9619,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'N']",10,DecisionTreeClassifier()
LogisticRegression,0.8255,0.8672,0.8255,0.8281,0.845,0.8845,0.845,0.8474,0.75,0.7768,0.75,0.7521,0.877,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
MLPClassifier,0.883,0.892,0.883,0.8828,0.8946,0.9074,0.8946,0.8966,0.75,0.7639,0.75,0.7517,0.9819,smote,5000,no_scaled,"['storyPoints', 'polarity', 'stress', 'N']",10,MLPClassifier()
MLPClassifier,0.8811,0.8917,0.8811,0.8826,0.8836,0.897,0.8836,0.8856,0.75,0.7616,0.75,0.7512,0.9777,smote,5000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'N']",10,MLPClassifier()
KNeighborsClassifier,0.8231,0.8326,0.8231,0.8235,0.8286,0.8288,0.8286,0.8285,0.75,0.7616,0.75,0.7512,0.9397,smote,5000,no_scaled,"['storyPoints', 'polarity', 'N']",10,KNeighborsClassifier()
KNeighborsClassifier,0.8984,0.9027,0.8984,0.8985,0.9014,0.9051,0.9014,0.9018,0.75,0.7535,0.75,0.7505,0.9705,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'N']",10,KNeighborsClassifier()
SVC,0.8302,0.8348,0.8302,0.8295,0.8319,0.834,0.8319,0.831,0.75,0.7564,0.75,0.7503,0.9074,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'N']",10,SVC(probability=True)
MLPClassifier,0.7826,0.798,0.7826,0.7838,0.8213,0.8247,0.8213,0.8223,0.75,0.7512,0.75,0.7497,0.9408,smote,5000,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'N']",10,MLPClassifier()
KNeighborsClassifier,0.8202,0.8278,0.8202,0.8204,0.8393,0.8395,0.8393,0.8392,0.75,0.7517,0.75,0.7496,0.9359,smote,5000,MinMaxScaler,"['storyPoints', 'polarity', 'N']",10,KNeighborsClassifier()
MLPClassifier,0.7297,0.7672,0.7297,0.7339,0.7851,0.7867,0.7851,0.7854,0.75,0.7533,0.75,0.7496,0.9043,smote,5000,no_scaled,"['storyPoints', 'polarity_mean', 'N']",10,MLPClassifier()
RandomForestClassifier,0.8486,0.8537,0.8486,0.848,0.8457,0.8511,0.8457,0.8451,0.75,0.7567,0.75,0.749,0.9621,smote,5000,MinMaxScaler,"['storyPoints', 'polarity', 'N']",10,RandomForestClassifier()
DecisionTreeClassifier,0.85,0.8553,0.85,0.8495,0.8417,0.8469,0.8417,0.8408,0.75,0.7567,0.75,0.749,0.9621,smote,5000,MinMaxScaler,"['storyPoints', 'polarity', 'N']",10,DecisionTreeClassifier()
RandomForestClassifier,0.9095,0.9113,0.9095,0.9101,0.9124,0.9147,0.9124,0.9131,0.75,0.7485,0.75,0.7454,0.984,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'N']",10,RandomForestClassifier()
LogisticRegression,0.8112,0.8402,0.8112,0.8144,0.8009,0.8303,0.8009,0.804,0.7333,0.7541,0.7333,0.7364,0.8829,smote,5000,no_scaled,"['storyPoints', 'polarity', 'stress', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
MLPClassifier,0.9073,0.9107,0.9073,0.908,0.9061,0.9119,0.9061,0.907,0.7333,0.7443,0.7333,0.7364,0.9831,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'N']",10,MLPClassifier()
MLPClassifier,0.8392,0.8407,0.8392,0.8389,0.8323,0.8349,0.8323,0.8316,0.7333,0.7439,0.7333,0.735,0.9518,smote,5000,MinMaxScaler,"['storyPoints', 'polarity', 'N']",10,MLPClassifier()
MLPClassifier,0.8276,0.8305,0.8276,0.827,0.7989,0.8012,0.7989,0.7987,0.7333,0.7419,0.7333,0.7348,0.9528,smote,5000,no_scaled,"['storyPoints', 'polarity', 'N']",10,MLPClassifier()
SVC,0.8323,0.8793,0.8323,0.835,0.838,0.8858,0.838,0.8396,0.7333,0.7774,0.7333,0.7346,0.9158,smote,5000,no_scaled,"['storyPoints', 'polarity', 'stress', 'N']",10,SVC(probability=True)
KNeighborsClassifier,0.885,0.8882,0.885,0.8844,0.9096,0.9159,0.9096,0.9106,0.7333,0.7365,0.7333,0.7337,0.9658,smote,5000,no_scaled,"['storyPoints', 'polarity', 'stress', 'N']",10,KNeighborsClassifier()
MLPClassifier,0.7635,0.7769,0.7635,0.7656,0.7907,0.7934,0.7907,0.7914,0.7333,0.7346,0.7333,0.7336,0.916,smote,5000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'N']",10,MLPClassifier()
DecisionTreeClassifier,0.7957,0.7962,0.7957,0.7958,0.8101,0.8103,0.8101,0.8102,0.7167,0.7297,0.7167,0.7178,0.8473,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'N']",10,DecisionTreeClassifier()
KNeighborsClassifier,0.8362,0.8379,0.8362,0.8367,0.8511,0.8532,0.8511,0.8516,0.7167,0.7203,0.7167,0.7166,0.9389,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'N']",10,KNeighborsClassifier()
MLPClassifier,0.8459,0.8489,0.8459,0.8456,0.842,0.8465,0.842,0.8413,0.7167,0.7249,0.7167,0.7164,0.9606,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'N']",10,MLPClassifier()
RandomForestClassifier,0.8438,0.8447,0.8438,0.8441,0.8457,0.8464,0.8457,0.846,0.7167,0.715,0.7167,0.7146,0.9497,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'N']",10,RandomForestClassifier()
SVC,0.7619,0.7807,0.7619,0.764,0.7732,0.7848,0.7732,0.7749,0.7167,0.7302,0.7167,0.7143,0.8852,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'N']",10,SVC(probability=True)
SVC,0.7151,0.7759,0.7151,0.7193,0.7139,0.7729,0.7139,0.7207,0.7,0.7222,0.7,0.7032,0.8711,smote,5000,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'N']",10,SVC(probability=True)
LogisticRegression,0.6565,0.679,0.6565,0.658,0.6479,0.6743,0.6479,0.6508,0.7,0.702,0.7,0.7007,0.8291,smote,5000,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
SVC,0.7333,0.7634,0.7333,0.7368,0.7323,0.7614,0.7323,0.7361,0.7,0.7144,0.7,0.6997,0.8758,smote,5000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'N']",10,SVC(probability=True)
SVC,0.8447,0.8904,0.8447,0.847,0.849,0.8922,0.849,0.8517,0.7,0.7288,0.7,0.6995,0.9395,smote,5000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'N']",10,SVC(probability=True)
LogisticRegression,0.6444,0.6656,0.6444,0.6472,0.6315,0.6586,0.6315,0.6345,0.6833,0.6845,0.6833,0.6836,0.8172,smote,5000,no_scaled,"['storyPoints', 'polarity_mean', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
MLPClassifier,0.8199,0.8226,0.8199,0.8206,0.8061,0.8081,0.8061,0.8067,0.6833,0.6843,0.6833,0.6827,0.9386,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'N']",10,MLPClassifier()
SVC,0.7595,0.7877,0.7595,0.7597,0.75,0.7774,0.75,0.75,0.6833,0.7077,0.6833,0.6727,0.8654,smote,5000,no_scaled,"['storyPoints', 'polarity', 'N']",10,SVC(probability=True)
SVC,0.7815,0.8067,0.7815,0.7805,0.7883,0.8144,0.7883,0.7888,0.6667,0.6681,0.6667,0.6628,0.8994,smote,5000,MinMaxScaler,"['storyPoints', 'polarity', 'N']",10,SVC(probability=True)
LogisticRegression,0.8333,0.8768,0.8333,0.8354,0.841,0.8846,0.841,0.8436,0.65,0.6982,0.65,0.6495,0.8767,smote,5000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
LogisticRegression,0.6618,0.6884,0.6618,0.6643,0.6484,0.6754,0.6484,0.6495,0.6333,0.6581,0.6333,0.637,0.827,smote,5000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
LogisticRegression,0.6417,0.6647,0.6417,0.6444,0.6427,0.6686,0.6427,0.6461,0.6333,0.646,0.6333,0.6363,0.8171,smote,5000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
LogisticRegression,0.6146,0.6259,0.6146,0.6182,0.6031,0.6148,0.6031,0.607,0.6167,0.6242,0.6167,0.6188,0.7785,smote,5000,no_scaled,"['storyPoints', 'polarity', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
LogisticRegression,0.6288,0.6434,0.6288,0.6325,0.6236,0.6345,0.6236,0.6266,0.6167,0.6245,0.6167,0.618,0.7745,smote,5000,MinMaxScaler,"['storyPoints', 'polarity', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
SVC,0.6441,0.7378,0.6441,0.6409,0.6539,0.7462,0.6539,0.6538,0.6167,0.6616,0.6167,0.6156,0.8432,smote,5000,no_scaled,"['storyPoints', 'polarity_mean', 'N']",10,SVC(probability=True)
LogisticRegression,0.6439,0.6659,0.6439,0.6467,0.6323,0.6484,0.6323,0.6336,0.6167,0.6194,0.6167,0.6134,0.8179,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
KNeighborsClassifier,0.8233,0.8309,0.8233,0.8228,0.8232,0.8247,0.8232,0.8232,0.6167,0.6108,0.6167,0.612,0.9327,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'N']",10,KNeighborsClassifier()
LogisticRegression,0.6566,0.6821,0.6566,0.6584,0.6562,0.6792,0.6562,0.6584,0.6,0.6071,0.6,0.5991,0.8251,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
LogisticRegression,0.6265,0.6406,0.6265,0.6302,0.6219,0.6347,0.6219,0.6252,0.5667,0.5684,0.5667,0.5673,0.7751,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
