Algorithm;Train Accuracy;Train Precision;Train Recall;Train F1 Score;Test Accuracy;Test Precision;Test Recall;Test F1 Score;Val. Accuracy;Val. Precision;Val. Recall;Val. F1 Score;Bal. Strategy;SMOTE Instances;Scale;Features;Folds;Hyper Params.;Model
MLPClassifier;0.8837;0.8844;0.8837;0.8837;0.8813;0.8825;0.8813;0.8817;0.9;0.9058;0.9;0.8995;smote;5000;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 428, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=428)
RandomForestClassifier;0.8917;0.8923;0.8917;0.8918;0.8846;0.8854;0.8846;0.8849;0.8833;0.8848;0.8833;0.8837;smote;5000;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 687};RandomForestClassifier(n_estimators=20, random_state=687)
DecisionTreeClassifier;0.8926;0.8936;0.8926;0.8928;0.8947;0.8958;0.8947;0.895;0.8833;0.8862;0.8833;0.8836;smote;5000;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 50};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=50)
DecisionTreeClassifier;0.8914;0.8922;0.8914;0.8916;0.8913;0.8921;0.8913;0.8916;0.8833;0.8862;0.8833;0.8836;smote;5000;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 661};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=661)
DecisionTreeClassifier;0.8902;0.891;0.8902;0.8902;0.904;0.9067;0.904;0.9047;0.8833;0.8862;0.8833;0.8836;smote;5000;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 50};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=50)
DecisionTreeClassifier;0.8914;0.8923;0.8914;0.8915;0.886;0.8872;0.886;0.8861;0.8833;0.8862;0.8833;0.8836;smote;5000;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 50};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=50)
RandomForestClassifier;0.8911;0.8922;0.8911;0.8912;0.894;0.8964;0.894;0.8947;0.8833;0.8862;0.8833;0.8836;smote;5000;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 116};RandomForestClassifier(n_estimators=20, random_state=116)
DecisionTreeClassifier;0.8917;0.8926;0.8917;0.8918;0.8907;0.8905;0.8907;0.8906;0.8833;0.8862;0.8833;0.8836;smote;5000;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 50};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=50)
DecisionTreeClassifier;0.8903;0.8916;0.8903;0.8904;0.8906;0.8903;0.8906;0.8904;0.8833;0.8862;0.8833;0.8836;smote;5000;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 661};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=661)
DecisionTreeClassifier;0.8947;0.8957;0.8947;0.8948;0.8785;0.8788;0.8785;0.8786;0.8833;0.8862;0.8833;0.8836;smote;5000;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 661};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=661)
