Algorithm;Train Accuracy;Train Precision;Train Recall;Train F1 Score;Test Accuracy;Test Precision;Test Recall;Test F1 Score;Val. Accuracy;Val. Precision;Val. Recall;Val. F1 Score;Bal. Strategy;SMOTE Instances;Scale;Features;Folds;Hyper Params.;Model
RandomForestClassifier;0.9156;0.9163;0.9156;0.9158;0.9158;0.9161;0.9158;0.9159;0.8833;0.8935;0.8833;0.8844;smote;3000;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 493};RandomForestClassifier(n_estimators=20, random_state=493)
RandomForestClassifier;0.9204;0.9208;0.9204;0.9205;0.8899;0.8908;0.8899;0.8901;0.8833;0.8884;0.8833;0.8834;smote;3000;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 493};RandomForestClassifier(n_estimators=20, random_state=493)
RandomForestClassifier;0.918;0.9187;0.918;0.9182;0.9157;0.9167;0.9157;0.916;0.8667;0.8819;0.8667;0.868;smote;3000;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 346};RandomForestClassifier(n_estimators=10, random_state=346)
RandomForestClassifier;0.921;0.9216;0.921;0.9211;0.899;0.8988;0.899;0.8988;0.8667;0.8819;0.8667;0.868;smote;3000;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 433};RandomForestClassifier(n_estimators=20, random_state=433)
RandomForestClassifier;0.9165;0.9174;0.9165;0.9168;0.9181;0.9183;0.9181;0.9181;0.8667;0.8819;0.8667;0.868;smote;3000;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 346};RandomForestClassifier(n_estimators=20, random_state=346)
RandomForestClassifier;0.9159;0.9165;0.9159;0.9161;0.9135;0.9138;0.9135;0.9136;0.8667;0.8739;0.8667;0.8679;smote;3000;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 493};RandomForestClassifier(n_estimators=20, random_state=493)
RandomForestClassifier;0.9148;0.9153;0.9148;0.9149;0.9202;0.9215;0.9202;0.9206;0.8667;0.8709;0.8667;0.8673;smote;3000;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 493};RandomForestClassifier(n_estimators=10, random_state=493)
RandomForestClassifier;0.9141;0.9149;0.9141;0.9144;0.9191;0.9198;0.9191;0.9193;0.8667;0.875;0.8667;0.8668;smote;3000;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 433};RandomForestClassifier(n_estimators=10, random_state=433)
DecisionTreeClassifier;0.9006;0.901;0.9006;0.9007;0.8866;0.8905;0.8866;0.8875;0.8667;0.8759;0.8667;0.8668;smote;3000;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 182};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=182)
DecisionTreeClassifier;0.8982;0.8985;0.8982;0.8982;0.9;0.9067;0.9;0.9011;0.8667;0.8722;0.8667;0.8667;smote;3000;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 182};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=182)
DecisionTreeClassifier;0.895;0.8956;0.895;0.895;0.8944;0.8969;0.8944;0.8952;0.8667;0.8722;0.8667;0.8667;smote;3000;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 286};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=286)
DecisionTreeClassifier;0.895;0.8954;0.895;0.8952;0.909;0.9106;0.909;0.9094;0.8667;0.8722;0.8667;0.8667;smote;3000;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 286};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=286)
MLPClassifier;0.842;0.8448;0.842;0.8426;0.8764;0.876;0.8764;0.8762;0.8667;0.8675;0.8667;0.8656;smote;3000;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 50, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=50)
RandomForestClassifier;0.9188;0.9193;0.9188;0.9189;0.9135;0.9147;0.9135;0.9138;0.85;0.871;0.85;0.8519;smote;3000;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 493};RandomForestClassifier(n_estimators=20, random_state=493)
RandomForestClassifier;0.9182;0.919;0.9182;0.9184;0.9181;0.9182;0.9181;0.9181;0.85;0.8611;0.85;0.8517;smote;3000;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 493};RandomForestClassifier(n_estimators=20, random_state=493)
RandomForestClassifier;0.9144;0.915;0.9144;0.9146;0.9337;0.9337;0.9337;0.9337;0.85;0.8611;0.85;0.8517;smote;3000;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 493};RandomForestClassifier(n_estimators=20, random_state=493)
DecisionTreeClassifier;0.8942;0.8945;0.8942;0.8943;0.891;0.8934;0.891;0.8914;0.85;0.8579;0.85;0.8507;smote;3000;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 771};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=771)
DecisionTreeClassifier;0.9008;0.9012;0.9008;0.9009;0.881;0.8846;0.881;0.8816;0.85;0.8579;0.85;0.8507;smote;3000;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 182};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=182)
DecisionTreeClassifier;0.8997;0.9001;0.8997;0.8997;0.8933;0.8962;0.8933;0.8938;0.85;0.8579;0.85;0.8507;smote;3000;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 182};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=182)
RandomForestClassifier;0.9163;0.917;0.9163;0.9165;0.9237;0.9247;0.9237;0.924;0.85;0.8579;0.85;0.8507;smote;3000;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 493};RandomForestClassifier(n_estimators=20, random_state=493)
RandomForestClassifier;0.9168;0.9175;0.9168;0.9168;0.9158;0.9176;0.9158;0.9161;0.85;0.8579;0.85;0.8507;smote;3000;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 433};RandomForestClassifier(n_estimators=10, random_state=433)
SVC;0.8278;0.8458;0.8278;0.8305;0.8551;0.8763;0.8551;0.8578;0.85;0.8554;0.85;0.8504;smote;3000;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 799};SVC(C=10, random_state=799)
RandomForestClassifier;0.9161;0.9168;0.9161;0.9163;0.918;0.9194;0.918;0.9183;0.85;0.8641;0.85;0.8499;smote;3000;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 493};RandomForestClassifier(n_estimators=20, random_state=493)
MLPClassifier;0.85;0.853;0.85;0.8506;0.8754;0.8824;0.8754;0.8771;0.85;0.8519;0.85;0.8498;smote;3000;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 627, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=627)
MLPClassifier;0.8441;0.849;0.8441;0.8453;0.8921;0.8946;0.8921;0.8929;0.85;0.8524;0.85;0.8497;smote;3000;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 50, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=50)
RandomForestClassifier;0.9193;0.92;0.9193;0.9195;0.9022;0.9045;0.9022;0.9028;0.85;0.8583;0.85;0.8497;smote;3000;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 346};RandomForestClassifier(n_estimators=20, random_state=346)
MLPClassifier;0.8471;0.8528;0.8471;0.8482;0.9079;0.9097;0.9079;0.9083;0.85;0.858;0.85;0.8492;smote;3000;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 50, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=50)
MLPClassifier;0.847;0.8505;0.847;0.8476;0.8775;0.8784;0.8775;0.8779;0.85;0.8528;0.85;0.8482;smote;3000;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 50, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=50)
RandomForestClassifier;0.9159;0.9164;0.9159;0.916;0.9191;0.9205;0.9191;0.9195;0.8333;0.85;0.8333;0.8357;smote;3000;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 5, 'random_state': 346};RandomForestClassifier(n_estimators=5, random_state=346)
RandomForestClassifier;0.9176;0.9182;0.9176;0.9178;0.9282;0.9279;0.9282;0.928;0.8333;0.85;0.8333;0.8357;smote;3000;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 433};RandomForestClassifier(n_estimators=20, random_state=433)
RandomForestClassifier;0.9165;0.917;0.9165;0.9166;0.9225;0.9242;0.9225;0.9228;0.8333;0.85;0.8333;0.8357;smote;3000;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 433};RandomForestClassifier(n_estimators=10, random_state=433)
RandomForestClassifier;0.919;0.9196;0.919;0.9192;0.9225;0.9237;0.9225;0.9228;0.8333;0.8608;0.8333;0.8356;smote;3000;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 346};RandomForestClassifier(n_estimators=10, random_state=346)
DecisionTreeClassifier;0.898;0.8986;0.898;0.8982;0.8944;0.8986;0.8944;0.8953;0.8333;0.8411;0.8333;0.8346;smote;3000;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 771};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=771)
DecisionTreeClassifier;0.8962;0.8962;0.8962;0.8961;0.899;0.903;0.899;0.8995;0.8333;0.8411;0.8333;0.8346;smote;3000;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 286};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=286)
RandomForestClassifier;0.9118;0.9124;0.9118;0.9119;0.9371;0.937;0.9371;0.937;0.8333;0.8444;0.8333;0.8345;smote;3000;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 346};RandomForestClassifier(n_estimators=20, random_state=346)
RandomForestClassifier;0.9205;0.9214;0.9205;0.9207;0.9125;0.9145;0.9125;0.913;0.8333;0.8458;0.8333;0.8338;smote;3000;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 346};RandomForestClassifier(n_estimators=20, random_state=346)
RandomForestClassifier;0.9158;0.9166;0.9158;0.916;0.9157;0.9167;0.9157;0.9159;0.8333;0.8524;0.8333;0.8338;smote;3000;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 493};RandomForestClassifier(n_estimators=20, random_state=493)
