Algorithm;Train Accuracy;Train Precision;Train Recall;Train F1 Score;Test Accuracy;Test Precision;Test Recall;Test F1 Score;Val. Accuracy;Val. Precision;Val. Recall;Val. F1 Score;Bal. Strategy;SMOTE Instances;Scale;Features;Folds;Hyper Params.;Model
MLPClassifier;0.8693;0.8717;0.8693;0.8697;0.8753;0.876;0.8753;0.875;0.85;0.8497;0.85;0.8495;smote;3000;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 729, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=729)
RandomForestClassifier;0.8892;0.8912;0.8892;0.8894;0.8732;0.8763;0.8732;0.8739;0.8333;0.8347;0.8333;0.8337;smote;3000;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 832};RandomForestClassifier(n_estimators=10, random_state=832)
DecisionTreeClassifier;0.8857;0.888;0.8857;0.886;0.8844;0.8857;0.8844;0.8848;0.8333;0.836;0.8333;0.8335;smote;3000;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 609};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=609)
MLPClassifier;0.8732;0.8746;0.8732;0.8733;0.8653;0.8661;0.8653;0.8653;0.8333;0.833;0.8333;0.8328;smote;3000;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 881, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=881)
MLPClassifier;0.8706;0.8729;0.8706;0.8709;0.8765;0.8775;0.8765;0.8769;0.8333;0.8322;0.8333;0.8324;smote;3000;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 729, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=729)
MLPClassifier;0.8696;0.8726;0.8696;0.87;0.8753;0.8797;0.8753;0.8734;0.8333;0.8322;0.8333;0.8324;smote;3000;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 407, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=407)
SVC;0.8542;0.8585;0.8542;0.8553;0.8618;0.8712;0.8618;0.8627;0.8333;0.838;0.8333;0.8317;smote;3000;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 20};SVC(C=10, random_state=20)
MLPClassifier;0.8707;0.8731;0.8707;0.8711;0.8629;0.8627;0.8629;0.8625;0.8333;0.8354;0.8333;0.8313;smote;3000;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 407, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=407)
MLPClassifier;0.8722;0.8746;0.8722;0.8726;0.8519;0.8521;0.8519;0.8513;0.8333;0.833;0.8333;0.8306;smote;3000;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 407, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=407)
RandomForestClassifier;0.8862;0.8879;0.8862;0.8865;0.8865;0.8914;0.8865;0.8875;0.8167;0.8189;0.8167;0.8174;smote;3000;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 5, 'random_state': 465};RandomForestClassifier(n_estimators=5, random_state=465)
RandomForestClassifier;0.8848;0.8867;0.8848;0.8851;0.882;0.8814;0.882;0.8815;0.8167;0.8189;0.8167;0.8174;smote;3000;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 5, 'random_state': 832};RandomForestClassifier(n_estimators=5, random_state=832)
RandomForestClassifier;0.8912;0.8924;0.8912;0.8914;0.8652;0.8664;0.8652;0.8654;0.8167;0.8181;0.8167;0.817;smote;3000;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 320};RandomForestClassifier(n_estimators=20, random_state=320)
RandomForestClassifier;0.8827;0.8852;0.8827;0.8829;0.9012;0.9023;0.9012;0.9016;0.8167;0.8181;0.8167;0.817;smote;3000;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 465};RandomForestClassifier(n_estimators=20, random_state=465)
DecisionTreeClassifier;0.8862;0.889;0.8862;0.8865;0.8899;0.8941;0.8899;0.8901;0.8167;0.819;0.8167;0.8164;smote;3000;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 222};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=222)
DecisionTreeClassifier;0.884;0.8863;0.884;0.8844;0.8956;0.898;0.8956;0.8961;0.8167;0.819;0.8167;0.8164;smote;3000;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 222};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=222)
DecisionTreeClassifier;0.8857;0.8878;0.8857;0.8859;0.881;0.8842;0.881;0.8816;0.8167;0.819;0.8167;0.8164;smote;3000;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 116};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=116)
