Algorithm;Train Accuracy;Train Precision;Train Recall;Train F1 Score;Test Accuracy;Test Precision;Test Recall;Test F1 Score;Val. Accuracy;Val. Precision;Val. Recall;Val. F1 Score;Bal. Strategy;SMOTE Instances;Scale;Features;Folds;Hyper Params.;Model
RandomForestClassifier;0.9758;0.9759;0.9758;0.9758;0.9764;0.9765;0.9764;0.9764;0.95;0.9522;0.95;0.9499;smote;3000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 645};RandomForestClassifier(n_estimators=20, random_state=645)
RandomForestClassifier;0.9752;0.9753;0.9752;0.9752;0.9742;0.9743;0.9742;0.9742;0.95;0.9522;0.95;0.9499;smote;3000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 497};RandomForestClassifier(n_estimators=20, random_state=497)
RandomForestClassifier;0.9758;0.9759;0.9758;0.9758;0.9697;0.9697;0.9697;0.9697;0.9333;0.939;0.9333;0.9336;smote;3000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 645};RandomForestClassifier(n_estimators=20, random_state=645)
RandomForestClassifier;0.9755;0.9757;0.9755;0.9755;0.973;0.9733;0.973;0.9731;0.9333;0.938;0.9333;0.9331;smote;3000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 497};RandomForestClassifier(n_estimators=20, random_state=497)
RandomForestClassifier;0.9742;0.9744;0.9742;0.9742;0.9809;0.981;0.9809;0.9809;0.9333;0.938;0.9333;0.9331;smote;3000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 497};RandomForestClassifier(n_estimators=20, random_state=497)
RandomForestClassifier;0.9753;0.9754;0.9753;0.9753;0.9652;0.9652;0.9652;0.9651;0.9333;0.938;0.9333;0.9331;smote;3000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 865};RandomForestClassifier(n_estimators=20, random_state=865)
DecisionTreeClassifier;0.9591;0.9593;0.9591;0.9591;0.9236;0.9234;0.9236;0.9235;0.9333;0.938;0.9333;0.9331;smote;3000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 923};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=923)
RandomForestClassifier;0.9727;0.9728;0.9727;0.9727;0.973;0.9731;0.973;0.973;0.9333;0.938;0.9333;0.9331;smote;3000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 865};RandomForestClassifier(n_estimators=20, random_state=865)
MLPClassifier;0.9091;0.9112;0.9091;0.9096;0.954;0.9547;0.954;0.9541;0.9333;0.938;0.9333;0.9331;smote;3000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 957, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=957)
RandomForestClassifier;0.9744;0.9745;0.9744;0.9744;0.9809;0.9812;0.9809;0.9809;0.9333;0.938;0.9333;0.9331;smote;3000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 865};RandomForestClassifier(n_estimators=20, random_state=865)
