Algorithm;Train Accuracy;Train Precision;Train Recall;Train F1 Score;Test Accuracy;Test Precision;Test Recall;Test F1 Score;Val. Accuracy;Val. Precision;Val. Recall;Val. F1 Score;Bal. Strategy;SMOTE Instances;Scale;Features;Folds;Hyper Params.;Model
RandomForestClassifier;0.8521;0.8536;0.8521;0.8523;0.8687;0.8679;0.8687;0.8681;0.85;0.8541;0.85;0.851;smote;3000;MinMaxScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 5, 'random_state': 852};RandomForestClassifier(n_estimators=5, random_state=852)
RandomForestClassifier;0.8566;0.8577;0.8566;0.8568;0.8461;0.8492;0.8461;0.847;0.85;0.8541;0.85;0.851;smote;3000;MinMaxScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 5, 'random_state': 852};RandomForestClassifier(n_estimators=5, random_state=852)
RandomForestClassifier;0.8559;0.8572;0.8559;0.8561;0.8742;0.875;0.8742;0.8744;0.85;0.8541;0.85;0.851;smote;3000;MinMaxScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 5, 'random_state': 287};RandomForestClassifier(n_estimators=5, random_state=287)
MLPClassifier;0.8373;0.8394;0.8373;0.8373;0.8281;0.8279;0.8281;0.8279;0.85;0.8579;0.85;0.8507;smote;3000;MinMaxScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 330, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=330)
DecisionTreeClassifier;0.858;0.8605;0.858;0.8584;0.8629;0.8636;0.8629;0.8629;0.8333;0.8419;0.8333;0.8353;smote;3000;MinMaxScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 10, 'random_state': 611};DecisionTreeClassifier(max_depth=10, min_samples_leaf=10, random_state=611)
RandomForestClassifier;0.8551;0.8567;0.8551;0.8555;0.8629;0.8656;0.8629;0.8636;0.8333;0.8419;0.8333;0.8353;smote;3000;MinMaxScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 855};RandomForestClassifier(n_estimators=20, random_state=855)
DecisionTreeClassifier;0.8535;0.855;0.8535;0.8535;0.8787;0.8835;0.8787;0.8796;0.8333;0.8419;0.8333;0.8353;smote;3000;MinMaxScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 588};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=588)
DecisionTreeClassifier;0.8565;0.8594;0.8565;0.8569;0.8496;0.8548;0.8496;0.8505;0.8333;0.8419;0.8333;0.8353;smote;3000;MinMaxScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 901};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=901)
RandomForestClassifier;0.8576;0.859;0.8576;0.8579;0.8596;0.8609;0.8596;0.8595;0.8333;0.8419;0.8333;0.8353;smote;3000;MinMaxScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 855};RandomForestClassifier(n_estimators=10, random_state=855)
DecisionTreeClassifier;0.8543;0.8557;0.8543;0.8547;0.8777;0.8773;0.8777;0.8769;0.8333;0.8419;0.8333;0.8353;smote;3000;MinMaxScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 901};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=901)
RandomForestClassifier;0.8565;0.8571;0.8565;0.8566;0.8496;0.8494;0.8496;0.8495;0.8333;0.8419;0.8333;0.8353;smote;3000;MinMaxScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 5, 'random_state': 855};RandomForestClassifier(n_estimators=5, random_state=855)
DecisionTreeClassifier;0.8557;0.8588;0.8557;0.8564;0.8562;0.8589;0.8562;0.8564;0.8333;0.8419;0.8333;0.8353;smote;3000;MinMaxScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 611};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=611)
DecisionTreeClassifier;0.8569;0.8587;0.8569;0.8573;0.8528;0.854;0.8528;0.8525;0.8333;0.8419;0.8333;0.8353;smote;3000;MinMaxScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 588};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=588)
RandomForestClassifier;0.8575;0.8594;0.8575;0.8578;0.8629;0.8645;0.8629;0.8623;0.8333;0.8364;0.8333;0.8345;smote;3000;MinMaxScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 855};RandomForestClassifier(n_estimators=20, random_state=855)
