Algorithm;Train Accuracy;Train Precision;Train Recall;Train F1 Score;Test Accuracy;Test Precision;Test Recall;Test F1 Score;Val. Accuracy;Val. Precision;Val. Recall;Val. F1 Score;Bal. Strategy;SMOTE Instances;Scale;Features;Folds;Hyper Params.;Model
RandomForestClassifier;0.9256;0.9261;0.9256;0.9256;0.927;0.9276;0.927;0.9272;0.9333;0.9399;0.9333;0.9331;smote;5000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 87};RandomForestClassifier(n_estimators=20, random_state=87)
RandomForestClassifier;0.9235;0.9238;0.9235;0.9235;0.9183;0.9184;0.9183;0.9183;0.9333;0.9399;0.9333;0.9331;smote;5000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 398};RandomForestClassifier(n_estimators=20, random_state=398)
RandomForestClassifier;0.9243;0.9247;0.9243;0.9244;0.9183;0.9186;0.9183;0.9184;0.9333;0.9399;0.9333;0.9331;smote;5000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 74};RandomForestClassifier(n_estimators=20, random_state=74)
RandomForestClassifier;0.9227;0.9233;0.9227;0.9228;0.9304;0.9305;0.9304;0.9304;0.9167;0.9269;0.9167;0.917;smote;5000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 74};RandomForestClassifier(n_estimators=10, random_state=74)
RandomForestClassifier;0.9231;0.9236;0.9231;0.9232;0.921;0.9215;0.921;0.9211;0.9167;0.9205;0.9167;0.916;smote;5000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 87};RandomForestClassifier(n_estimators=20, random_state=87)
RandomForestClassifier;0.9212;0.9218;0.9212;0.9213;0.9357;0.936;0.9357;0.9358;0.9167;0.9205;0.9167;0.916;smote;5000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 74};RandomForestClassifier(n_estimators=20, random_state=74)
RandomForestClassifier;0.9247;0.9253;0.9247;0.9248;0.9277;0.9283;0.9277;0.9277;0.9167;0.9205;0.9167;0.916;smote;5000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 87};RandomForestClassifier(n_estimators=20, random_state=87)
RandomForestClassifier;0.9231;0.9236;0.9231;0.9232;0.9297;0.9301;0.9297;0.9298;0.9167;0.9205;0.9167;0.916;smote;5000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 87};RandomForestClassifier(n_estimators=20, random_state=87)
RandomForestClassifier;0.9242;0.9247;0.9242;0.9243;0.923;0.9232;0.923;0.9231;0.9167;0.9205;0.9167;0.916;smote;5000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 87};RandomForestClassifier(n_estimators=20, random_state=87)
RandomForestClassifier;0.9215;0.9219;0.9215;0.9216;0.9224;0.9236;0.9224;0.9225;0.9167;0.9205;0.9167;0.916;smote;5000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 87};RandomForestClassifier(n_estimators=20, random_state=87)
