Algorithm;Train Accuracy;Train Precision;Train Recall;Train F1 Score;Test Accuracy;Test Precision;Test Recall;Test F1 Score;Val. Accuracy;Val. Precision;Val. Recall;Val. F1 Score;Bal. Strategy;SMOTE Instances;Scale;Features;Folds;Hyper Params.;Model
RandomForestClassifier;0.9033;0.9063;0.9033;0.9029;0.913;0.9183;0.913;0.9135;0.8667;0.8692;0.8667;0.8669;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 568};RandomForestClassifier(n_estimators=20, random_state=568)
RandomForestClassifier;0.9018;0.9075;0.9018;0.9011;0.9855;0.9861;0.9855;0.9855;0.85;0.8611;0.85;0.8517;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 355};RandomForestClassifier(n_estimators=20, random_state=355)
RandomForestClassifier;0.8872;0.8887;0.8872;0.8866;0.971;0.9716;0.971;0.971;0.85;0.8541;0.85;0.851;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 568};RandomForestClassifier(n_estimators=20, random_state=568)
RandomForestClassifier;0.918;0.923;0.918;0.9177;0.913;0.9129;0.913;0.9127;0.85;0.8579;0.85;0.8507;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 568};RandomForestClassifier(n_estimators=20, random_state=568)
RandomForestClassifier;0.9017;0.9034;0.9017;0.9012;0.8986;0.9028;0.8986;0.8997;0.85;0.8579;0.85;0.8507;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 568};RandomForestClassifier(n_estimators=20, random_state=568)
RandomForestClassifier;0.8937;0.899;0.8937;0.8928;0.913;0.9147;0.913;0.913;0.85;0.8554;0.85;0.8504;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 355};RandomForestClassifier(n_estimators=20, random_state=355)
RandomForestClassifier;0.9018;0.9049;0.9018;0.9017;0.8261;0.837;0.8261;0.8237;0.85;0.8641;0.85;0.8499;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 620};RandomForestClassifier(n_estimators=20, random_state=620)
RandomForestClassifier;0.8969;0.9019;0.8969;0.8966;0.942;0.9432;0.942;0.9423;0.85;0.8524;0.85;0.8497;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 355};RandomForestClassifier(n_estimators=20, random_state=355)
RandomForestClassifier;0.9083;0.9138;0.9083;0.9079;0.913;0.9184;0.913;0.9138;0.85;0.8524;0.85;0.8497;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 620};RandomForestClassifier(n_estimators=10, random_state=620)
RandomForestClassifier;0.9081;0.9121;0.9081;0.9081;0.8841;0.8933;0.8841;0.8849;0.8333;0.8489;0.8333;0.8352;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 620};RandomForestClassifier(n_estimators=20, random_state=620)
RandomForestClassifier;0.9001;0.905;0.9001;0.8999;0.913;0.917;0.913;0.9131;0.8333;0.8426;0.8333;0.8341;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 620};RandomForestClassifier(n_estimators=20, random_state=620)
RandomForestClassifier;0.9035;0.9099;0.9035;0.9031;0.913;0.915;0.913;0.9119;0.8333;0.8365;0.8333;0.8339;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 568};RandomForestClassifier(n_estimators=20, random_state=568)
RandomForestClassifier;0.9082;0.9127;0.9082;0.9075;0.942;0.9432;0.942;0.9423;0.8333;0.8365;0.8333;0.8339;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 568};RandomForestClassifier(n_estimators=20, random_state=568)
RandomForestClassifier;0.9017;0.904;0.9017;0.9015;0.9275;0.9312;0.9275;0.9274;0.8333;0.8379;0.8333;0.8333;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 620};RandomForestClassifier(n_estimators=20, random_state=620)
RandomForestClassifier;0.9115;0.9147;0.9115;0.9109;0.8696;0.873;0.8696;0.8704;0.8333;0.8379;0.8333;0.8333;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 355};RandomForestClassifier(n_estimators=20, random_state=355)
RandomForestClassifier;0.8986;0.9019;0.8986;0.8978;0.913;0.917;0.913;0.9131;0.8333;0.8383;0.8333;0.8327;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 620};RandomForestClassifier(n_estimators=20, random_state=620)
RandomForestClassifier;0.9082;0.9149;0.9082;0.9079;0.942;0.9448;0.942;0.9426;0.8167;0.8234;0.8167;0.8178;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 568};RandomForestClassifier(n_estimators=20, random_state=568)
RandomForestClassifier;0.8857;0.8894;0.8857;0.8853;0.9275;0.9268;0.9275;0.9269;0.8167;0.8238;0.8167;0.8172;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 620};RandomForestClassifier(n_estimators=10, random_state=620)
RandomForestClassifier;0.8969;0.8981;0.8969;0.8967;0.8841;0.8924;0.8841;0.8856;0.8167;0.8248;0.8167;0.8165;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 355};RandomForestClassifier(n_estimators=20, random_state=355)
