Algorithm;Train Accuracy;Train Precision;Train Recall;Train F1 Score;Test Accuracy;Test Precision;Test Recall;Test F1 Score;Val. Accuracy;Val. Precision;Val. Recall;Val. F1 Score;Bal. Strategy;Features;Folds;Hyper Params.;Model
SVC;0.32;0.19;0.32;0.1667;0.1667;0.3333;0.1667;0.2222;0.1667;0.0278;0.1667;0.0476;not-balanced;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];5;{'C': 10, 'kernel': 'linear', 'random_state': 182};SVC(C=10, kernel='linear', random_state=182)
RandomForestClassifier;0.2667;0.1875;0.2667;0.1403;0.375;0.3125;0.375;0.3393;0.1667;0.0278;0.1667;0.0476;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];4;{'n_estimators': 10, 'random_state': 222};RandomForestClassifier(n_estimators=10, random_state=222)
RandomForestClassifier;0.2063;0.0881;0.2063;0.0825;0.3636;0.4621;0.3636;0.3597;0.1667;0.0278;0.1667;0.0476;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];3;{'n_estimators': 5, 'random_state': 528};RandomForestClassifier(n_estimators=5, random_state=528)
LogisticRegression;0.24;0.22;0.24;0.1967;0.5;0.3;0.5;0.3571;0.1667;0.0278;0.1667;0.0476;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];5;{'C': 0.1, 'penalty': 'l2', 'random_state': 29, 'solver': 'lbfgs'};"LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=29)"
LogisticRegression;0.2167;0.1278;0.2167;0.1083;0.5;0.4125;0.5;0.4179;0.1667;0.0278;0.1667;0.0476;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];4;{'C': 1, 'penalty': 'l2', 'random_state': 313, 'solver': 'lbfgs'};"LogisticRegression(C=1, max_iter=100000, multi_class='multinomial',
                   random_state=313)"
LogisticRegression;0.2381;0.2254;0.2381;0.1635;0.4;0.35;0.4;0.3667;0.1667;0.0278;0.1667;0.0476;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];3;{'C': 1, 'penalty': 'l2', 'random_state': 344, 'solver': 'lbfgs'};"LogisticRegression(C=1, max_iter=100000, multi_class='multinomial',
                   random_state=344)"
LogisticRegression;0.2381;0.1667;0.2381;0.1029;0.2;0.0667;0.2;0.1;0.1667;0.0278;0.1667;0.0476;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];3;{'C': 0.1, 'penalty': 'l2', 'random_state': 344, 'solver': 'lbfgs'};"LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=344)"
RandomForestClassifier;0.0833;0.0347;0.0833;0.0528;0.5714;0.3333;0.5714;0.419;0.1667;0.0278;0.1667;0.0476;not-balanced;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];4;{'n_estimators': 10, 'random_state': 233};RandomForestClassifier(n_estimators=10, random_state=233)
RandomForestClassifier;0.36;0.25;0.36;0.257;0.3333;0.375;0.3333;0.2889;0.1667;0.0278;0.1667;0.0476;not-balanced;['polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];5;{'n_estimators': 10, 'random_state': 755};RandomForestClassifier(n_estimators=10, random_state=755)
LogisticRegression;0.17;0.1033;0.17;0.0717;0.4286;0.4286;0.4286;0.381;0.1667;0.0278;0.1667;0.0476;not-balanced;['polarity', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];5;{'C': 0.1, 'penalty': 'l2', 'random_state': 387, 'solver': 'lbfgs'};"LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=387)"
MLPClassifier;0.125;0.0458;0.125;0.0476;0.375;0.3646;0.375;0.3167;0.1667;0.0278;0.1667;0.0476;not-balanced;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];4;{'max_iter': 100000, 'random_state': 305, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=305)
RandomForestClassifier;0.2;0.1213;0.2;0.0887;0.5;0.5;0.5;0.4444;0.1667;0.0278;0.1667;0.0476;not-balanced;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];5;{'n_estimators': 20, 'random_state': 129};RandomForestClassifier(n_estimators=20, random_state=129)
LogisticRegression;0.12;0.0733;0.12;0.0822;0.3333;0.2083;0.3333;0.2333;0.1667;0.0278;0.1667;0.0476;not-balanced;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];5;{'C': 0.1, 'penalty': 'l2', 'random_state': 3, 'solver': 'lbfgs'};"LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=3)"
DecisionTreeClassifier;0.2857;0.25;0.2857;0.2278;0.1;0.0667;0.1;0.08;0.1667;0.0278;0.1667;0.0476;not-balanced;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];3;{'max_depth': 3, 'min_samples_leaf': 5, 'random_state': 288};DecisionTreeClassifier(max_depth=3, min_samples_leaf=5, random_state=288)
DecisionTreeClassifier;0.3083;0.2028;0.3083;0.2081;0.25;0.0938;0.25;0.1333;0.1667;0.0278;0.1667;0.0476;not-balanced;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];4;{'max_depth': 3, 'min_samples_leaf': 5, 'random_state': 473};DecisionTreeClassifier(max_depth=3, min_samples_leaf=5, random_state=473)
LogisticRegression;0.4286;0.2937;0.4286;0.2481;0.3;0.16;0.3;0.2071;0.1667;0.0278;0.1667;0.0476;not-balanced;['polarity_mean', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];3;{'C': 0.1, 'penalty': 'l2', 'random_state': 978, 'solver': 'lbfgs'};"LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=978)"
MLPClassifier;0.4762;0.4683;0.4762;0.3563;0.2;0.2667;0.2;0.2133;0.1667;0.0278;0.1667;0.0476;not-balanced;['polarity_mean', 'O', 'C', 'E', 'A', 'N'];3;{'max_iter': 100000, 'random_state': 472, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=472)
SVC;0.34;0.2433;0.34;0.242;0.2857;0.3333;0.2857;0.2619;0.1667;0.0278;0.1667;0.0476;not-balanced;['polarity', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];5;{'C': 0.1, 'kernel': 'linear', 'random_state': 702};SVC(C=0.1, kernel='linear', random_state=702)
SVC;0.381;0.2034;0.381;0.1926;0.3;0.15;0.3;0.2;0.1667;0.0278;0.1667;0.0476;not-balanced;['polarity', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];3;{'C': 0.1, 'kernel': 'linear', 'random_state': 928};SVC(C=0.1, kernel='linear', random_state=928)
MLPClassifier;0.4833;0.5014;0.4833;0.32;0.0;0.0;0.0;0.0;0.1667;0.0278;0.1667;0.0476;not-balanced;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];4;{'max_iter': 100000, 'random_state': 195, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=195)
MLPClassifier;0.2857;0.2381;0.2857;0.2037;0.3;0.1714;0.3;0.2182;0.1667;0.0278;0.1667;0.0476;not-balanced;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];3;{'max_iter': 100000, 'random_state': 443, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=443)
MLPClassifier;0.2917;0.2222;0.2917;0.1618;0.2857;0.2143;0.2857;0.2381;0.1667;0.0278;0.1667;0.0476;not-balanced;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];4;{'max_iter': 100000, 'random_state': 305, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=305)
RandomForestClassifier;0.36;0.2467;0.36;0.2653;0.0;0.0;0.0;0.0;0.1667;0.0278;0.1667;0.0476;not-balanced;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];5;{'n_estimators': 5, 'random_state': 360};RandomForestClassifier(n_estimators=5, random_state=360)
MLPClassifier;0.3;0.2326;0.3;0.1563;0.25;0.2083;0.25;0.225;0.1667;0.0278;0.1667;0.0476;not-balanced;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];4;{'max_iter': 100000, 'random_state': 305, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=305)
LogisticRegression;0.28;0.28;0.28;0.1811;0.3333;0.1667;0.3333;0.2222;0.1667;0.0278;0.1667;0.0476;not-balanced;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];5;{'C': 0.1, 'penalty': 'l2', 'random_state': 3, 'solver': 'lbfgs'};"LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=3)"
RandomForestClassifier;0.2583;0.1562;0.2583;0.1263;0.375;0.3542;0.375;0.3375;0.1667;0.0278;0.1667;0.0476;not-balanced;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];4;{'n_estimators': 20, 'random_state': 362};RandomForestClassifier(n_estimators=20, random_state=362)
MLPClassifier;0.246;0.1376;0.246;0.1254;0.2727;0.1602;0.2727;0.2;0.1667;0.0278;0.1667;0.0476;not-balanced;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];3;{'max_iter': 100000, 'random_state': 476, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=476)
MLPClassifier;0.12;0.06;0.12;0.061;0.3333;0.3333;0.3333;0.3333;0.1667;0.0278;0.1667;0.0476;not-balanced;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];5;{'max_iter': 100000, 'random_state': 307, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=307)
MLPClassifier;0.36;0.3267;0.36;0.3217;0.0;0.0;0.0;0.0;0.1667;0.0278;0.1667;0.0476;not-balanced;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];5;{'max_iter': 100000, 'random_state': 307, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=307)
SVC;0.2857;0.1714;0.2857;0.1778;0.5;0.28;0.5;0.3583;0.1667;0.0278;0.1667;0.0476;not-balanced;['polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];3;{'C': 10, 'kernel': 'linear', 'random_state': 736};SVC(C=10, kernel='linear', random_state=736)
MLPClassifier;0.2;0.1667;0.2;0.1393;0.2857;0.1667;0.2857;0.2095;0.1667;0.0278;0.1667;0.0476;not-balanced;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];5;{'max_iter': 100000, 'random_state': 307, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=307)
MLPClassifier;0.3083;0.2417;0.3083;0.1952;0.375;0.3333;0.375;0.3333;0.1667;0.0278;0.1667;0.0476;not-balanced;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];4;{'max_iter': 100000, 'random_state': 845, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=845)
SVC;0.43;0.4117;0.43;0.3111;0.2857;0.0952;0.2857;0.1429;0.1667;0.0278;0.1667;0.0476;not-balanced;['polarity_mean', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];5;{'C': 0.1, 'kernel': 'linear', 'random_state': 826};SVC(C=0.1, kernel='linear', random_state=826)
MLPClassifier;0.16;0.078;0.16;0.0927;0.5;0.3333;0.5;0.3889;0.1667;0.0278;0.1667;0.0476;not-balanced;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];5;{'max_iter': 100000, 'random_state': 918, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=918)
MLPClassifier;0.1833;0.1917;0.1833;0.1319;0.375;0.25;0.375;0.2917;0.1667;0.0278;0.1667;0.0476;not-balanced;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];4;{'max_iter': 100000, 'random_state': 505, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=505)
MLPClassifier;0.2381;0.1746;0.2381;0.137;0.3;0.17;0.3;0.2167;0.1667;0.0278;0.1667;0.0476;not-balanced;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];3;{'max_iter': 100000, 'random_state': 927, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=927)
MLPClassifier;0.246;0.172;0.246;0.1093;0.3636;0.2955;0.3636;0.3082;0.1667;0.0278;0.1667;0.0476;not-balanced;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];3;{'max_iter': 100000, 'random_state': 927, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=927)
RandomForestClassifier;0.2;0.1013;0.2;0.1067;0.3333;0.4167;0.3333;0.3333;0.1667;0.0278;0.1667;0.0476;not-balanced;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];5;{'n_estimators': 20, 'random_state': 129};RandomForestClassifier(n_estimators=20, random_state=129)
MLPClassifier;0.2583;0.1306;0.2583;0.1594;0.125;0.0417;0.125;0.0625;0.1667;0.0278;0.1667;0.0476;not-balanced;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];4;{'max_iter': 100000, 'random_state': 195, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=195)
RandomForestClassifier;0.36;0.3867;0.36;0.26;0.0;0.0;0.0;0.0;0.1667;0.0278;0.1667;0.0476;not-balanced;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];5;{'n_estimators': 5, 'random_state': 129};RandomForestClassifier(n_estimators=5, random_state=129)
RandomForestClassifier;0.2667;0.2069;0.2667;0.1486;0.25;0.1;0.25;0.1429;0.1667;0.0278;0.1667;0.0476;not-balanced;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];4;{'n_estimators': 5, 'random_state': 503};RandomForestClassifier(n_estimators=5, random_state=503)
LogisticRegression;0.2;0.1533;0.2;0.1403;0.5;0.3333;0.5;0.3889;0.1667;0.0278;0.1667;0.0476;not-balanced;['polarity', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];5;{'C': 0.1, 'penalty': 'l2', 'random_state': 844, 'solver': 'lbfgs'};"LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=844)"
LogisticRegression;0.2917;0.2847;0.2917;0.2042;0.4286;0.2429;0.4286;0.3095;0.1667;0.0278;0.1667;0.0476;not-balanced;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];4;{'C': 1, 'penalty': 'l2', 'random_state': 202, 'solver': 'lbfgs'};"LogisticRegression(C=1, max_iter=100000, multi_class='multinomial',
                   random_state=202)"
LogisticRegression;0.28;0.1867;0.28;0.1893;0.3333;0.2778;0.3333;0.3;0.1667;0.0278;0.1667;0.0476;not-balanced;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];5;{'C': 0.1, 'penalty': 'l2', 'random_state': 622, 'solver': 'lbfgs'};"LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=622)"
LogisticRegression;0.2583;0.159;0.2583;0.17;0.375;0.3214;0.375;0.2778;0.1667;0.0278;0.1667;0.0476;not-balanced;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];4;{'C': 0.1, 'penalty': 'l2', 'random_state': 202, 'solver': 'lbfgs'};"LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=202)"
LogisticRegression;0.22;0.1447;0.22;0.1237;0.2857;0.1667;0.2857;0.2095;0.1667;0.0278;0.1667;0.0476;not-balanced;['polarity', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];5;{'C': 1, 'penalty': 'l2', 'random_state': 844, 'solver': 'lbfgs'};"LogisticRegression(C=1, max_iter=100000, multi_class='multinomial',
                   random_state=844)"
LogisticRegression;0.0833;0.0486;0.0833;0.0444;0.5;0.3125;0.5;0.375;0.1667;0.0278;0.1667;0.0476;not-balanced;['polarity', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];4;{'C': 0.1, 'penalty': 'l2', 'random_state': 216, 'solver': 'lbfgs'};"LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=216)"
SVC;0.275;0.1792;0.275;0.1601;0.25;0.1333;0.25;0.1714;0.1667;0.0278;0.1667;0.0476;not-balanced;['polarity', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];4;{'C': 0.1, 'kernel': 'linear', 'random_state': 561};SVC(C=0.1, kernel='linear', random_state=561)
LogisticRegression;0.2;0.1167;0.2;0.1093;0.1667;0.0667;0.1667;0.0952;0.1667;0.0278;0.1667;0.0476;not-balanced;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];5;{'C': 0.1, 'penalty': 'l2', 'random_state': 472, 'solver': 'lbfgs'};"LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=472)"
RandomForestClassifier;0.26;0.2383;0.26;0.1517;0.1429;0.1429;0.1429;0.1429;0.1667;0.0278;0.1667;0.0476;not-balanced;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];5;{'n_estimators': 5, 'random_state': 636};RandomForestClassifier(n_estimators=5, random_state=636)
LogisticRegression;0.0833;0.0347;0.0833;0.0343;0.5714;0.4286;0.5714;0.4762;0.1667;0.0278;0.1667;0.0476;not-balanced;['polarity', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];4;{'C': 0.1, 'penalty': 'l2', 'random_state': 216, 'solver': 'lbfgs'};"LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=216)"
LogisticRegression;0.32;0.2267;0.32;0.1967;0.3333;0.1667;0.3333;0.2167;0.1667;0.0278;0.1667;0.0476;not-balanced;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];5;{'C': 0.1, 'penalty': 'l2', 'random_state': 622, 'solver': 'lbfgs'};"LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=622)"
LogisticRegression;0.381;0.4286;0.381;0.2667;0.2;0.15;0.2;0.1667;0.1667;0.0278;0.1667;0.0476;not-balanced;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];3;{'C': 0.1, 'penalty': 'l2', 'random_state': 396, 'solver': 'lbfgs'};"LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=396)"
LogisticRegression;0.3333;0.2063;0.3333;0.1704;0.2;0.1;0.2;0.1321;0.1667;0.0278;0.1667;0.0476;not-balanced;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];3;{'C': 0.1, 'penalty': 'l2', 'random_state': 811, 'solver': 'lbfgs'};"LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=811)"
SVC;0.2;0.14;0.2;0.1082;0.3333;0.1111;0.3333;0.1667;0.1667;0.0278;0.1667;0.0476;not-balanced;['polarity', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];5;{'C': 0.1, 'kernel': 'linear', 'random_state': 882};SVC(C=0.1, kernel='linear', random_state=882)
LogisticRegression;0.2583;0.1312;0.2583;0.1599;0.25;0.175;0.25;0.1964;0.1667;0.0278;0.1667;0.0476;not-balanced;['polarity', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];4;{'C': 0.1, 'penalty': 'l2', 'random_state': 174, 'solver': 'lbfgs'};"LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=174)"
LogisticRegression;0.2667;0.2278;0.2667;0.1768;0.25;0.0625;0.25;0.1;0.1667;0.0278;0.1667;0.0476;not-balanced;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];4;{'C': 0.1, 'penalty': 'l2', 'random_state': 969, 'solver': 'lbfgs'};"LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=969)"
LogisticRegression;0.2167;0.1194;0.2167;0.0986;0.375;0.6667;0.375;0.4167;0.1667;0.0278;0.1667;0.0476;not-balanced;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];4;{'C': 10, 'penalty': 'l2', 'random_state': 969, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=969)"
LogisticRegression;0.2857;0.2651;0.2857;0.1803;0.4;0.25;0.4;0.3;0.1667;0.0278;0.1667;0.0476;not-balanced;['polarity', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];3;{'C': 0.1, 'penalty': 'l2', 'random_state': 299, 'solver': 'lbfgs'};"LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=299)"
LogisticRegression;0.1429;0.0556;0.1429;0.1037;0.4;0.3;0.4;0.34;0.1667;0.0278;0.1667;0.0476;not-balanced;['polarity', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];3;{'C': 0.1, 'penalty': 'l2', 'random_state': 619, 'solver': 'lbfgs'};"LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=619)"
LogisticRegression;0.1429;0.119;0.1429;0.1296;0.6;0.4233;0.6;0.4933;0.1667;0.0278;0.1667;0.0476;not-balanced;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];3;{'C': 0.1, 'penalty': 'l2', 'random_state': 811, 'solver': 'lbfgs'};"LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=811)"
RandomForestClassifier;0.3;0.2267;0.3;0.1867;0.2857;0.2381;0.2857;0.2571;0.1667;0.0278;0.1667;0.0476;not-balanced;['polarity', 'O', 'C', 'E', 'A', 'N'];5;{'n_estimators': 10, 'random_state': 911};RandomForestClassifier(n_estimators=10, random_state=911)
SVC;0.381;0.1939;0.381;0.1714;0.3;0.4;0.3;0.2833;0.0;0.0;0.0;0.0;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];3;{'C': 0.1, 'kernel': 'linear', 'random_state': 184};SVC(C=0.1, kernel='linear', random_state=184)
SVC;0.4;0.2353;0.4;0.2396;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];5;{'C': 1, 'kernel': 'linear', 'random_state': 795};SVC(C=1, kernel='linear', random_state=795)
LogisticRegression;0.2083;0.1528;0.2083;0.1617;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;not-balanced;['polarity', 'O', 'C', 'E', 'A', 'N'];4;{'C': 10, 'penalty': 'l2', 'random_state': 885, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=885)"
SVC;0.26;0.1783;0.26;0.1788;0.4286;0.2857;0.4286;0.3333;0.0;0.0;0.0;0.0;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];5;{'C': 1, 'kernel': 'linear', 'random_state': 795};SVC(C=1, kernel='linear', random_state=795)
MLPClassifier;0.0476;0.0476;0.0476;0.0278;0.5;0.38;0.5;0.4143;0.0;0.0;0.0;0.0;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];3;{'max_iter': 100000, 'random_state': 326, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=326)
SVC;0.2;0.156;0.2;0.1;0.5;0.3889;0.5;0.4333;0.0;0.0;0.0;0.0;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];5;{'C': 0.1, 'kernel': 'linear', 'random_state': 795};SVC(C=0.1, kernel='linear', random_state=795)
KNeighborsClassifier;0.2;0.1267;0.2;0.1233;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;not-balanced;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];5;{'metric': 'minkowski', 'n_neighbors': 11, 'weights': 'uniform'};KNeighborsClassifier(n_neighbors=11)
SVC;0.3833;0.2056;0.3833;0.205;0.125;0.0833;0.125;0.1;0.0;0.0;0.0;0.0;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];4;{'C': 1, 'kernel': 'linear', 'random_state': 734};SVC(C=1, kernel='linear', random_state=734)
LogisticRegression;0.2083;0.1424;0.2083;0.1178;0.375;0.225;0.375;0.2679;0.0;0.0;0.0;0.0;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];4;{'C': 0.1, 'penalty': 'l2', 'random_state': 899, 'solver': 'lbfgs'};"LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=899)"
LogisticRegression;0.3333;0.2762;0.3333;0.2529;0.3;0.22;0.3;0.25;0.0;0.0;0.0;0.0;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];3;{'C': 10, 'penalty': 'l2', 'random_state': 255, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=255)"
LogisticRegression;0.2667;0.2139;0.2667;0.1442;0.375;0.2083;0.375;0.25;0.0;0.0;0.0;0.0;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];4;{'C': 0.1, 'penalty': 'l2', 'random_state': 899, 'solver': 'lbfgs'};"LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=899)"
KNeighborsClassifier;0.1508;0.054;0.1508;0.0468;0.4545;0.3636;0.4545;0.3983;0.0;0.0;0.0;0.0;not-balanced;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];3;{'metric': 'minkowski', 'n_neighbors': 7, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=7, weights='distance')
MLPClassifier;0.24;0.1667;0.24;0.18;0.6667;0.6389;0.6667;0.6;0.0;0.0;0.0;0.0;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];5;{'max_iter': 100000, 'random_state': 961, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=961)
LogisticRegression;0.35;0.23;0.35;0.2722;0.2857;0.0952;0.2857;0.1429;0.0;0.0;0.0;0.0;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];5;{'C': 0.1, 'penalty': 'l2', 'random_state': 522, 'solver': 'lbfgs'};"LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=522)"
LogisticRegression;0.3333;0.2639;0.3333;0.2253;0.1429;0.0952;0.1429;0.1143;0.0;0.0;0.0;0.0;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];4;{'C': 10, 'penalty': 'l2', 'random_state': 758, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=758)"
LogisticRegression;0.3417;0.2806;0.3417;0.2039;0.25;0.1333;0.25;0.1714;0.0;0.0;0.0;0.0;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];4;{'C': 0.1, 'penalty': 'l2', 'random_state': 758, 'solver': 'lbfgs'};"LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=758)"
LogisticRegression;0.2381;0.2381;0.2381;0.1315;0.3;0.14;0.3;0.1893;0.0;0.0;0.0;0.0;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];3;{'C': 0.1, 'penalty': 'l2', 'random_state': 242, 'solver': 'lbfgs'};"LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=242)"
KNeighborsClassifier;0.26;0.23;0.26;0.1644;0.4286;0.1857;0.4286;0.2585;0.0;0.0;0.0;0.0;not-balanced;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];5;{'metric': 'minkowski', 'n_neighbors': 9, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=9, weights='distance')
