Algorithm;Train Accuracy;Train Precision;Train Recall;Train F1 Score;Test Accuracy;Test Precision;Test Recall;Test F1 Score;Val. Accuracy;Val. Precision;Val. Recall;Val. F1 Score;Bal. Strategy;Features;Folds;Hyper Params.;Model
RandomForestClassifier;0.24;0.26;0.24;0.1539;0.1667;0.0556;0.1667;0.0833;0.3333;0.25;0.3333;0.2857;not-balanced;['polarity', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];5;{'n_estimators': 10, 'random_state': 842};RandomForestClassifier(n_estimators=10, random_state=842)
DecisionTreeClassifier;0.225;0.2083;0.225;0.1757;0.25;0.1583;0.25;0.1938;0.3333;0.25;0.3333;0.2857;not-balanced;['polarity', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];4;{'max_depth': 3, 'min_samples_leaf': 10, 'random_state': 963};DecisionTreeClassifier(max_depth=3, min_samples_leaf=10, random_state=963)
DecisionTreeClassifier;0.381;0.323;0.381;0.2578;0.4;0.2367;0.4;0.2967;0.3333;0.25;0.3333;0.2857;not-balanced;['polarity', 'O', 'C', 'E', 'A', 'N'];3;{'max_depth': 3, 'min_samples_leaf': 5, 'random_state': 510};DecisionTreeClassifier(max_depth=3, min_samples_leaf=5, random_state=510)
DecisionTreeClassifier;0.2083;0.2014;0.2083;0.1261;0.2857;0.2143;0.2857;0.2381;0.3333;0.25;0.3333;0.2857;not-balanced;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];4;{'max_depth': 3, 'min_samples_leaf': 5, 'random_state': 569};DecisionTreeClassifier(max_depth=3, min_samples_leaf=5, random_state=569)
RandomForestClassifier;0.175;0.1097;0.175;0.095;0.25;0.125;0.25;0.1625;0.3333;0.25;0.3333;0.2857;not-balanced;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];4;{'n_estimators': 20, 'random_state': 791};RandomForestClassifier(n_estimators=20, random_state=791)
RandomForestClassifier;0.12;0.0733;0.12;0.0722;0.1667;0.0833;0.1667;0.1111;0.3333;0.25;0.3333;0.2857;not-balanced;['polarity', 'O', 'C', 'E', 'A', 'N'];5;{'n_estimators': 5, 'random_state': 125};RandomForestClassifier(n_estimators=5, random_state=125)
RandomForestClassifier;0.2917;0.2583;0.2917;0.1972;0.0;0.0;0.0;0.0;0.3333;0.25;0.3333;0.2857;not-balanced;['polarity', 'O', 'C', 'E', 'A', 'N'];4;{'n_estimators': 10, 'random_state': 871};RandomForestClassifier(n_estimators=10, random_state=871)
RandomForestClassifier;0.16;0.0867;0.16;0.0822;0.1429;0.1429;0.1429;0.1429;0.3333;0.25;0.3333;0.2857;not-balanced;['polarity_mean', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];5;{'n_estimators': 5, 'random_state': 400};RandomForestClassifier(n_estimators=5, random_state=400)
MLPClassifier;0.3417;0.3569;0.3417;0.2525;0.25;0.125;0.25;0.1625;0.3333;0.25;0.3333;0.2857;not-balanced;['polarity_mean', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];4;{'max_iter': 100000, 'random_state': 247, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=247)
DecisionTreeClassifier;0.125;0.0972;0.125;0.1208;0.2857;0.2143;0.2857;0.2449;0.3333;0.25;0.3333;0.2857;not-balanced;['polarity', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];4;{'max_depth': 3, 'min_samples_leaf': 10, 'random_state': 729};DecisionTreeClassifier(max_depth=3, min_samples_leaf=10, random_state=729)
RandomForestClassifier;0.2583;0.1861;0.2583;0.1525;0.125;0.0417;0.125;0.0625;0.3333;0.25;0.3333;0.2857;not-balanced;['polarity_mean', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];4;{'n_estimators': 5, 'random_state': 455};RandomForestClassifier(n_estimators=5, random_state=455)
RandomForestClassifier;0.2083;0.2153;0.2083;0.1472;0.2857;0.1714;0.2857;0.2143;0.3333;0.25;0.3333;0.2857;not-balanced;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];4;{'n_estimators': 20, 'random_state': 791};RandomForestClassifier(n_estimators=20, random_state=791)
DecisionTreeClassifier;0.1429;0.0595;0.1429;0.0767;0.3;0.16;0.3;0.2071;0.3333;0.25;0.3333;0.2857;not-balanced;['polarity', 'O', 'C', 'E', 'A', 'N'];3;{'max_depth': 3, 'min_samples_leaf': 10, 'random_state': 700};DecisionTreeClassifier(max_depth=3, min_samples_leaf=10, random_state=700)
DecisionTreeClassifier;0.2857;0.2437;0.2857;0.1767;0.2;0.12;0.2;0.146;0.3333;0.25;0.3333;0.2857;not-balanced;['polarity', 'O', 'C', 'E', 'A', 'N'];3;{'max_depth': 3, 'min_samples_leaf': 5, 'random_state': 700};DecisionTreeClassifier(max_depth=3, min_samples_leaf=5, random_state=700)
RandomForestClassifier;0.4;0.3875;0.4;0.2928;0.125;0.0938;0.125;0.1071;0.3333;0.25;0.3333;0.2857;not-balanced;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];4;{'n_estimators': 20, 'random_state': 791};RandomForestClassifier(n_estimators=20, random_state=791)
DecisionTreeClassifier;0.3583;0.3917;0.3583;0.2617;0.25;0.1458;0.25;0.1833;0.3333;0.25;0.3333;0.2857;not-balanced;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];4;{'max_depth': 3, 'min_samples_leaf': 5, 'random_state': 569};DecisionTreeClassifier(max_depth=3, min_samples_leaf=5, random_state=569)
DecisionTreeClassifier;0.1333;0.1167;0.1333;0.07;0.375;0.1833;0.375;0.2429;0.3333;0.25;0.3333;0.2857;not-balanced;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];4;{'max_depth': 3, 'min_samples_leaf': 10, 'random_state': 569};DecisionTreeClassifier(max_depth=3, min_samples_leaf=10, random_state=569)
RandomForestClassifier;0.2167;0.2181;0.2167;0.1333;0.25;0.0917;0.25;0.1339;0.3333;0.25;0.3333;0.2857;not-balanced;['polarity', 'O', 'C', 'E', 'A', 'N'];4;{'n_estimators': 20, 'random_state': 192};RandomForestClassifier(n_estimators=20, random_state=192)
RandomForestClassifier;0.381;0.3159;0.381;0.2856;0.2;0.2;0.2;0.1867;0.3333;0.25;0.3333;0.2857;not-balanced;['polarity', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];3;{'n_estimators': 20, 'random_state': 1000};RandomForestClassifier(n_estimators=20, random_state=1000)
DecisionTreeClassifier;0.24;0.1933;0.24;0.1353;0.1667;0.0833;0.1667;0.1111;0.3333;0.25;0.3333;0.2857;not-balanced;['polarity', 'O', 'C', 'E', 'A', 'N'];5;{'max_depth': 3, 'min_samples_leaf': 10, 'random_state': 929};DecisionTreeClassifier(max_depth=3, min_samples_leaf=10, random_state=929)
RandomForestClassifier;0.1429;0.0556;0.1429;0.0778;0.1;0.075;0.1;0.0857;0.3333;0.25;0.3333;0.2857;not-balanced;['polarity_mean', 'O', 'C', 'E', 'A', 'N'];3;{'n_estimators': 5, 'random_state': 423};RandomForestClassifier(n_estimators=5, random_state=423)
RandomForestClassifier;0.25;0.29;0.25;0.1649;0.0;0.0;0.0;0.0;0.3333;0.25;0.3333;0.2857;not-balanced;['polarity', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];5;{'n_estimators': 5, 'random_state': 622};RandomForestClassifier(n_estimators=5, random_state=622)
RandomForestClassifier;0.24;0.1767;0.24;0.176;0.0;0.0;0.0;0.0;0.3333;0.25;0.3333;0.2857;not-balanced;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];5;{'n_estimators': 5, 'random_state': 625};RandomForestClassifier(n_estimators=5, random_state=625)
RandomForestClassifier;0.1508;0.1085;0.1508;0.0778;0.3636;0.4273;0.3636;0.3667;0.3333;0.25;0.3333;0.2857;not-balanced;['polarity', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];3;{'n_estimators': 5, 'random_state': 1000};RandomForestClassifier(n_estimators=5, random_state=1000)
RandomForestClassifier;0.24;0.22;0.24;0.1767;0.3333;0.2083;0.3333;0.2333;0.3333;0.25;0.3333;0.2857;not-balanced;['polarity', 'O', 'C', 'E', 'A', 'N'];5;{'n_estimators': 10, 'random_state': 125};RandomForestClassifier(n_estimators=10, random_state=125)
DecisionTreeClassifier;0.2167;0.1361;0.2167;0.1103;0.375;0.2292;0.375;0.2833;0.3333;0.25;0.3333;0.2857;not-balanced;['polarity', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];4;{'max_depth': 3, 'min_samples_leaf': 5, 'random_state': 963};DecisionTreeClassifier(max_depth=3, min_samples_leaf=5, random_state=963)
DecisionTreeClassifier;0.1429;0.0667;0.1429;0.0561;0.4;0.2667;0.4;0.3;0.3333;0.25;0.3333;0.2857;not-balanced;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];3;{'max_depth': 3, 'min_samples_leaf': 10, 'random_state': 807};DecisionTreeClassifier(max_depth=3, min_samples_leaf=10, random_state=807)
DecisionTreeClassifier;0.2083;0.0938;0.2083;0.0778;0.125;0.0833;0.125;0.1;0.3333;0.25;0.3333;0.2857;not-balanced;['polarity', 'O', 'C', 'E', 'A', 'N'];4;{'max_depth': 3, 'min_samples_leaf': 10, 'random_state': 270};DecisionTreeClassifier(max_depth=3, min_samples_leaf=10, random_state=270)
DecisionTreeClassifier;0.2583;0.1447;0.2583;0.1296;0.375;0.4875;0.375;0.3423;0.3333;0.25;0.3333;0.2857;not-balanced;['polarity', 'O', 'C', 'E', 'A', 'N'];4;{'max_depth': 3, 'min_samples_leaf': 5, 'random_state': 270};DecisionTreeClassifier(max_depth=3, min_samples_leaf=5, random_state=270)
DecisionTreeClassifier;0.35;0.2667;0.35;0.2129;0.125;0.0625;0.125;0.0833;0.3333;0.25;0.3333;0.2857;not-balanced;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];4;{'max_depth': 3, 'min_samples_leaf': 10, 'random_state': 608};DecisionTreeClassifier(max_depth=3, min_samples_leaf=10, random_state=608)
DecisionTreeClassifier;0.246;0.1865;0.246;0.1815;0.2727;0.1591;0.2727;0.1901;0.3333;0.25;0.3333;0.2857;not-balanced;['polarity_mean', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];3;{'max_depth': 3, 'min_samples_leaf': 10, 'random_state': 653};DecisionTreeClassifier(max_depth=3, min_samples_leaf=10, random_state=653)
DecisionTreeClassifier;0.3;0.2826;0.3;0.2183;0.375;0.1833;0.375;0.2429;0.3333;0.25;0.3333;0.2857;not-balanced;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];4;{'max_depth': 3, 'min_samples_leaf': 10, 'random_state': 608};DecisionTreeClassifier(max_depth=3, min_samples_leaf=10, random_state=608)
RandomForestClassifier;0.12;0.0733;0.12;0.0722;0.6667;0.4722;0.6667;0.5444;0.3333;0.25;0.3333;0.2857;not-balanced;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];5;{'n_estimators': 5, 'random_state': 625};RandomForestClassifier(n_estimators=5, random_state=625)
RandomForestClassifier;0.2381;0.131;0.2381;0.137;0.3;0.2667;0.3;0.28;0.3333;0.25;0.3333;0.2857;not-balanced;['polarity', 'O', 'C', 'E', 'A', 'N'];3;{'n_estimators': 5, 'random_state': 534};RandomForestClassifier(n_estimators=5, random_state=534)
RandomForestClassifier;0.1429;0.1786;0.1429;0.0839;0.5455;0.4545;0.5455;0.4589;0.3333;0.25;0.3333;0.2857;not-balanced;['polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];3;{'n_estimators': 5, 'random_state': 580};RandomForestClassifier(n_estimators=5, random_state=580)
RandomForestClassifier;0.4;0.36;0.4;0.2978;0.1667;0.0833;0.1667;0.1111;0.3333;0.25;0.3333;0.2857;not-balanced;['polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];5;{'n_estimators': 5, 'random_state': 957};RandomForestClassifier(n_estimators=5, random_state=957)
RandomForestClassifier;0.28;0.24;0.28;0.1889;0.1667;0.0333;0.1667;0.0556;0.3333;0.25;0.3333;0.2857;not-balanced;['polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];5;{'n_estimators': 5, 'random_state': 957};RandomForestClassifier(n_estimators=5, random_state=957)
DecisionTreeClassifier;0.2857;0.25;0.2857;0.2237;0.4;0.29;0.4;0.3286;0.3333;0.25;0.3333;0.2857;not-balanced;['polarity', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];3;{'max_depth': 3, 'min_samples_leaf': 5, 'random_state': 786};DecisionTreeClassifier(max_depth=3, min_samples_leaf=5, random_state=786)
DecisionTreeClassifier;0.254;0.1925;0.254;0.1978;0.3636;0.2;0.3636;0.2576;0.3333;0.25;0.3333;0.2857;not-balanced;['polarity', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];3;{'max_depth': 3, 'min_samples_leaf': 10, 'random_state': 479};DecisionTreeClassifier(max_depth=3, min_samples_leaf=10, random_state=479)
DecisionTreeClassifier;0.34;0.23;0.34;0.2297;0.2857;0.1667;0.2857;0.2095;0.3333;0.25;0.3333;0.2857;not-balanced;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];5;{'max_depth': 3, 'min_samples_leaf': 10, 'random_state': 224};DecisionTreeClassifier(max_depth=3, min_samples_leaf=10, random_state=224)
KNeighborsClassifier;0.254;0.2069;0.254;0.1048;0.2727;0.1461;0.2727;0.187;0.3333;0.25;0.3333;0.2857;not-balanced;['polarity', 'O', 'C', 'E', 'A', 'N'];3;{'metric': 'manhattan', 'n_neighbors': 9, 'weights': 'uniform'};KNeighborsClassifier(metric='manhattan', n_neighbors=9, p=1)
RandomForestClassifier;0.16;0.2;0.16;0.1267;0.1667;0.1667;0.1667;0.1667;0.3333;0.25;0.3333;0.2857;not-balanced;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];5;{'n_estimators': 10, 'random_state': 908};RandomForestClassifier(n_estimators=10, random_state=908)
DecisionTreeClassifier;0.2167;0.2076;0.2167;0.1283;0.25;0.1333;0.25;0.1714;0.3333;0.25;0.3333;0.2857;not-balanced;['polarity', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];4;{'max_depth': 3, 'min_samples_leaf': 10, 'random_state': 729};DecisionTreeClassifier(max_depth=3, min_samples_leaf=10, random_state=729)
RandomForestClassifier;0.24;0.2067;0.24;0.1303;0.1667;0.0833;0.1667;0.1111;0.3333;0.25;0.3333;0.2857;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];5;{'n_estimators': 20, 'random_state': 110};RandomForestClassifier(n_estimators=20, random_state=110)
RandomForestClassifier;0.12;0.0733;0.12;0.0617;0.5;0.4167;0.5;0.4444;0.3333;0.25;0.3333;0.2857;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];5;{'n_estimators': 5, 'random_state': 682};RandomForestClassifier(n_estimators=5, random_state=682)
RandomForestClassifier;0.3417;0.3208;0.3417;0.2382;0.125;0.0625;0.125;0.0833;0.3333;0.25;0.3333;0.2857;not-balanced;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];4;{'n_estimators': 10, 'random_state': 362};RandomForestClassifier(n_estimators=10, random_state=362)
DecisionTreeClassifier;0.1667;0.1375;0.1667;0.0913;0.25;0.0833;0.25;0.125;0.3333;0.25;0.3333;0.2857;not-balanced;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];4;{'max_depth': 3, 'min_samples_leaf': 10, 'random_state': 184};DecisionTreeClassifier(max_depth=3, min_samples_leaf=10, random_state=184)
RandomForestClassifier;0.1905;0.0952;0.1905;0.0889;0.3;0.225;0.3;0.2267;0.3333;0.25;0.3333;0.2857;not-balanced;['polarity', 'O', 'C', 'E', 'A', 'N'];3;{'n_estimators': 5, 'random_state': 350};RandomForestClassifier(n_estimators=5, random_state=350)
DecisionTreeClassifier;0.29;0.1667;0.29;0.1877;0.2857;0.1286;0.2857;0.1769;0.3333;0.25;0.3333;0.2857;not-balanced;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];5;{'max_depth': 3, 'min_samples_leaf': 5, 'random_state': 764};DecisionTreeClassifier(max_depth=3, min_samples_leaf=5, random_state=764)
RandomForestClassifier;0.3;0.2764;0.3;0.2125;0.375;0.3;0.375;0.3214;0.3333;0.25;0.3333;0.2857;not-balanced;['polarity', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];4;{'n_estimators': 10, 'random_state': 271};RandomForestClassifier(n_estimators=10, random_state=271)
RandomForestClassifier;0.2667;0.1511;0.2667;0.1537;0.25;0.1458;0.25;0.1833;0.3333;0.25;0.3333;0.2857;not-balanced;['polarity', 'O', 'C', 'E', 'A', 'N'];4;{'n_estimators': 5, 'random_state': 878};RandomForestClassifier(n_estimators=5, random_state=878)
DecisionTreeClassifier;0.4;0.3567;0.4;0.2827;0.1667;0.1111;0.1667;0.1333;0.3333;0.25;0.3333;0.2857;not-balanced;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];5;{'max_depth': 3, 'min_samples_leaf': 10, 'random_state': 764};DecisionTreeClassifier(max_depth=3, min_samples_leaf=10, random_state=764)
DecisionTreeClassifier;0.3333;0.2222;0.3333;0.1878;0.3;0.2233;0.3;0.2271;0.3333;0.25;0.3333;0.2857;not-balanced;['polarity', 'O', 'C', 'E', 'A', 'N'];3;{'max_depth': 3, 'min_samples_leaf': 5, 'random_state': 337};DecisionTreeClassifier(max_depth=3, min_samples_leaf=5, random_state=337)
RandomForestClassifier;0.36;0.38;0.36;0.2827;0.5;0.3;0.5;0.3571;0.3333;0.25;0.3333;0.2857;not-balanced;['polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];5;{'n_estimators': 10, 'random_state': 934};RandomForestClassifier(n_estimators=10, random_state=934)
DecisionTreeClassifier;0.2;0.1667;0.2;0.12;0.5;0.5417;0.5;0.4556;0.3333;0.25;0.3333;0.2857;not-balanced;['polarity', 'O', 'C', 'E', 'A', 'N'];5;{'max_depth': 3, 'min_samples_leaf': 5, 'random_state': 952};DecisionTreeClassifier(max_depth=3, min_samples_leaf=5, random_state=952)
RandomForestClassifier;0.21;0.1192;0.21;0.1267;0.0;0.0;0.0;0.0;0.3333;0.25;0.3333;0.2857;not-balanced;['polarity', 'O', 'C', 'E', 'A', 'N'];5;{'n_estimators': 5, 'random_state': 368};RandomForestClassifier(n_estimators=5, random_state=368)
DecisionTreeClassifier;0.1333;0.1833;0.1333;0.0917;0.375;0.1875;0.375;0.25;0.3333;0.25;0.3333;0.2857;not-balanced;['polarity', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];4;{'max_depth': 3, 'min_samples_leaf': 10, 'random_state': 430};DecisionTreeClassifier(max_depth=3, min_samples_leaf=10, random_state=430)
DecisionTreeClassifier;0.2583;0.1917;0.2583;0.2167;0.25;0.1875;0.25;0.2083;0.3333;0.25;0.3333;0.2857;not-balanced;['polarity', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];4;{'max_depth': 3, 'min_samples_leaf': 5, 'random_state': 430};DecisionTreeClassifier(max_depth=3, min_samples_leaf=5, random_state=430)
DecisionTreeClassifier;0.2937;0.2421;0.2937;0.1489;0.1818;0.1;0.1818;0.1288;0.3333;0.25;0.3333;0.2857;not-balanced;['polarity', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];3;{'max_depth': 3, 'min_samples_leaf': 5, 'random_state': 599};DecisionTreeClassifier(max_depth=3, min_samples_leaf=5, random_state=599)
DecisionTreeClassifier;0.25;0.1736;0.25;0.1483;0.1429;0.0476;0.1429;0.0714;0.3333;0.25;0.3333;0.2857;not-balanced;['polarity', 'O', 'C', 'E', 'A', 'N'];4;{'max_depth': 3, 'min_samples_leaf': 5, 'random_state': 137};DecisionTreeClassifier(max_depth=3, min_samples_leaf=5, random_state=137)
DecisionTreeClassifier;0.3917;0.2694;0.3917;0.2521;0.125;0.0625;0.125;0.0833;0.3333;0.25;0.3333;0.2857;not-balanced;['polarity', 'O', 'C', 'E', 'A', 'N'];4;{'max_depth': 3, 'min_samples_leaf': 5, 'random_state': 362};DecisionTreeClassifier(max_depth=3, min_samples_leaf=5, random_state=362)
KNeighborsClassifier;0.0917;0.1083;0.0917;0.05;0.25;0.0625;0.25;0.1;0.3333;0.25;0.3333;0.2857;not-balanced;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];4;{'metric': 'manhattan', 'n_neighbors': 15, 'weights': 'uniform'};KNeighborsClassifier(metric='manhattan', n_neighbors=15, p=1)
RandomForestClassifier;0.32;0.18;0.32;0.21;0.1667;0.3333;0.1667;0.2222;0.3333;0.25;0.3333;0.2857;not-balanced;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];5;{'n_estimators': 20, 'random_state': 908};RandomForestClassifier(n_estimators=20, random_state=908)
RandomForestClassifier;0.175;0.1097;0.175;0.1075;0.25;0.1667;0.25;0.2;0.3333;0.25;0.3333;0.2857;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];4;{'n_estimators': 10, 'random_state': 975};RandomForestClassifier(n_estimators=10, random_state=975)
RandomForestClassifier;0.2;0.1133;0.2;0.1267;0.1429;0.0714;0.1429;0.0952;0.3333;0.25;0.3333;0.2857;not-balanced;['polarity_mean', 'O', 'C', 'E', 'A', 'N'];5;{'n_estimators': 20, 'random_state': 719};RandomForestClassifier(n_estimators=20, random_state=719)
DecisionTreeClassifier;0.2167;0.1674;0.2167;0.1256;0.375;0.1875;0.375;0.25;0.3333;0.25;0.3333;0.2857;not-balanced;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];4;{'max_depth': 3, 'min_samples_leaf': 10, 'random_state': 573};DecisionTreeClassifier(max_depth=3, min_samples_leaf=10, random_state=573)
RandomForestClassifier;0.0952;0.0794;0.0952;0.05;0.3;0.1667;0.3;0.2;0.3333;0.25;0.3333;0.2857;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];3;{'n_estimators': 5, 'random_state': 183};RandomForestClassifier(n_estimators=5, random_state=183)
KNeighborsClassifier;0.12;0.0333;0.12;0.056;0.5;0.2778;0.5;0.35;0.3333;0.25;0.3333;0.2857;not-balanced;['polarity', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];5;{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'uniform'};KNeighborsClassifier(metric='manhattan', n_neighbors=7, p=1)
DecisionTreeClassifier;0.4286;0.4127;0.4286;0.3365;0.2;0.1;0.2;0.1321;0.3333;0.25;0.3333;0.2857;not-balanced;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];3;{'max_depth': 3, 'min_samples_leaf': 10, 'random_state': 818};DecisionTreeClassifier(max_depth=3, min_samples_leaf=10, random_state=818)
KNeighborsClassifier;0.3917;0.3688;0.3917;0.2617;0.125;0.0625;0.125;0.0833;0.3333;0.25;0.3333;0.2857;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];4;{'metric': 'manhattan', 'n_neighbors': 11, 'weights': 'uniform'};KNeighborsClassifier(metric='manhattan', n_neighbors=11, p=1)
RandomForestClassifier;0.175;0.1194;0.175;0.0979;0.375;0.2917;0.375;0.2958;0.3333;0.25;0.3333;0.2857;not-balanced;['polarity', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];4;{'n_estimators': 10, 'random_state': 271};RandomForestClassifier(n_estimators=10, random_state=271)
DecisionTreeClassifier;0.1508;0.1429;0.1508;0.1056;0.2727;0.1591;0.2727;0.1901;0.3333;0.25;0.3333;0.2857;not-balanced;['polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];3;{'max_depth': 3, 'min_samples_leaf': 10, 'random_state': 347};DecisionTreeClassifier(max_depth=3, min_samples_leaf=10, random_state=347)
DecisionTreeClassifier;0.125;0.1111;0.125;0.0792;0.125;0.025;0.125;0.0417;0.3333;0.25;0.3333;0.2778;not-balanced;['polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];4;{'max_depth': 3, 'min_samples_leaf': 5, 'random_state': 475};DecisionTreeClassifier(max_depth=3, min_samples_leaf=5, random_state=475)
DecisionTreeClassifier;0.1905;0.1984;0.1905;0.16;0.2;0.075;0.2;0.1091;0.3333;0.25;0.3333;0.2778;not-balanced;['polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];3;{'max_depth': 3, 'min_samples_leaf': 10, 'random_state': 174};DecisionTreeClassifier(max_depth=3, min_samples_leaf=10, random_state=174)
DecisionTreeClassifier;0.3333;0.3021;0.3333;0.2367;0.25;0.0833;0.25;0.125;0.3333;0.25;0.3333;0.2778;not-balanced;['polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];4;{'max_depth': 3, 'min_samples_leaf': 5, 'random_state': 475};DecisionTreeClassifier(max_depth=3, min_samples_leaf=5, random_state=475)
RandomForestClassifier;0.35;0.1944;0.35;0.2146;0.25;0.0833;0.25;0.125;0.3333;0.25;0.3333;0.2778;not-balanced;['polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];4;{'n_estimators': 20, 'random_state': 976};RandomForestClassifier(n_estimators=20, random_state=976)
DecisionTreeClassifier;0.3333;0.2604;0.3333;0.2283;0.25;0.0833;0.25;0.125;0.3333;0.25;0.3333;0.2778;not-balanced;['polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];4;{'max_depth': 3, 'min_samples_leaf': 5, 'random_state': 475};DecisionTreeClassifier(max_depth=3, min_samples_leaf=5, random_state=475)
DecisionTreeClassifier;0.175;0.1514;0.175;0.0978;0.5;0.2667;0.5;0.3429;0.3333;0.25;0.3333;0.2778;not-balanced;['polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];4;{'max_depth': 3, 'min_samples_leaf': 5, 'random_state': 475};DecisionTreeClassifier(max_depth=3, min_samples_leaf=5, random_state=475)
DecisionTreeClassifier;0.2333;0.25;0.2333;0.1924;0.25;0.1;0.25;0.1429;0.3333;0.25;0.3333;0.2778;not-balanced;['polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];4;{'max_depth': 3, 'min_samples_leaf': 5, 'random_state': 862};DecisionTreeClassifier(max_depth=3, min_samples_leaf=5, random_state=862)
DecisionTreeClassifier;0.54;0.6;0.54;0.4639;0.1429;0.0952;0.1429;0.1143;0.3333;0.25;0.3333;0.2778;not-balanced;['polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];5;{'max_depth': 3, 'min_samples_leaf': 5, 'random_state': 502};DecisionTreeClassifier(max_depth=3, min_samples_leaf=5, random_state=502)
DecisionTreeClassifier;0.175;0.1514;0.175;0.0978;0.5;0.2667;0.5;0.3429;0.3333;0.25;0.3333;0.2778;not-balanced;['polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];4;{'max_depth': 3, 'min_samples_leaf': 5, 'random_state': 475};DecisionTreeClassifier(max_depth=3, min_samples_leaf=5, random_state=475)
RandomForestClassifier;0.5667;0.5319;0.5667;0.5396;0.125;0.0833;0.125;0.1;0.3333;0.25;0.3333;0.2778;not-balanced;['polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];4;{'n_estimators': 10, 'random_state': 355};RandomForestClassifier(n_estimators=10, random_state=355)
RandomForestClassifier;0.25;0.1806;0.25;0.1694;0.5714;0.4;0.5714;0.449;0.3333;0.25;0.3333;0.2778;not-balanced;['polarity_mean', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];4;{'n_estimators': 5, 'random_state': 214};RandomForestClassifier(n_estimators=5, random_state=214)
