Algorithm;Train Accuracy;Train Precision;Train Recall;Train F1 Score;Test Accuracy;Test Precision;Test Recall;Test F1 Score;Val. Accuracy;Val. Precision;Val. Recall;Val. F1 Score;Bal. Strategy;Features;Folds;Hyper Params.;Model
MLPClassifier;0.4722;0.4352;0.4722;0.4653;0.6667;0.5833;0.6667;0.6167;0.3333;0.1111;0.3333;0.1667;over;['polarity_mean', 'O', 'C', 'E', 'A', 'N'];4;{'max_iter': 100000, 'random_state': 326, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=326)
MLPClassifier;0.3485;0.4101;0.3485;0.3185;0.75;0.7688;0.75;0.7365;0.3333;0.1111;0.3333;0.1667;over;['polarity_mean', 'O', 'C', 'E', 'A', 'N'];3;{'max_iter': 100000, 'random_state': 705, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=705)
MLPClassifier;0.4667;0.5005;0.4667;0.4;0.625;0.6406;0.625;0.6286;0.3333;0.1111;0.3333;0.1667;over;['polarity_mean', 'O', 'C', 'E', 'A', 'N'];3;{'max_iter': 100000, 'random_state': 705, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=705)
KNeighborsClassifier;0.4444;0.375;0.4444;0.3889;0.6667;0.6944;0.6667;0.6611;0.3333;0.1111;0.3333;0.1667;smote;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];4;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(weights='distance')
DecisionTreeClassifier;0.6679;0.6077;0.6679;0.5922;0.3333;0.3519;0.3333;0.291;0.3333;0.1111;0.3333;0.1667;smote;['polarity_mean', 'O', 'C', 'E', 'A', 'N'];5;{'max_depth': 3, 'min_samples_leaf': 5, 'random_state': 677};DecisionTreeClassifier(max_depth=3, min_samples_leaf=5, random_state=677)
DecisionTreeClassifier;0.7143;0.728;0.7143;0.7056;0.4444;0.4259;0.4444;0.4;0.3333;0.1111;0.3333;0.1667;smote;['polarity_mean', 'O', 'C', 'E', 'A', 'N'];5;{'max_depth': 3, 'min_samples_leaf': 5, 'random_state': 677};DecisionTreeClassifier(max_depth=3, min_samples_leaf=5, random_state=677)
SVC;0.2182;0.2667;0.2182;0.1937;0.625;0.5938;0.625;0.5905;0.3333;0.1111;0.3333;0.1667;over;['polarity_mean', 'stress_mean', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];3;{'C': 10, 'kernel': 'rbf', 'random_state': 727};SVC(C=10, random_state=727)
RandomForestClassifier;0.5786;0.5164;0.5786;0.5178;0.8;0.8;0.8;0.7667;0.3333;0.1111;0.3333;0.1667;smote;['polarity_mean', 'O', 'C', 'E', 'A', 'N'];5;{'n_estimators': 10, 'random_state': 741};RandomForestClassifier(n_estimators=10, random_state=741)
RandomForestClassifier;0.6571;0.6262;0.6571;0.5722;0.6;0.5;0.6;0.54;0.3333;0.1111;0.3333;0.1667;smote;['polarity_mean', 'O', 'C', 'E', 'A', 'N'];5;{'n_estimators': 20, 'random_state': 741};RandomForestClassifier(n_estimators=20, random_state=741)
SVC;0.2778;0.2139;0.2778;0.2458;0.6667;0.5833;0.6667;0.6111;0.3333;0.1111;0.3333;0.1667;under;['polarity_mean', 'stress_mean', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];4;{'C': 10, 'kernel': 'rbf', 'random_state': 789};SVC(C=10, random_state=789)
SVC;0.3611;0.3481;0.3611;0.325;0.6667;0.6667;0.6667;0.6111;0.3333;0.1111;0.3333;0.1667;mixed;['polarity_mean', 'stress_mean', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];4;{'C': 10, 'kernel': 'rbf', 'random_state': 298};SVC(C=10, random_state=298)
RandomForestClassifier;0.6;0.6732;0.6;0.6019;0.625;0.5417;0.625;0.5708;0.3333;0.1111;0.3333;0.1667;over;['polarity_mean', 'O', 'C', 'E', 'A', 'N'];3;{'n_estimators': 10, 'random_state': 179};RandomForestClassifier(n_estimators=10, random_state=179)
SVC;0.3758;0.3526;0.3758;0.3;0.625;0.7062;0.625;0.6269;0.3333;0.1111;0.3333;0.1667;mixed;['polarity_mean', 'stress_mean', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];3;{'C': 10, 'kernel': 'rbf', 'random_state': 656};SVC(C=10, random_state=656)
LogisticRegression;0.3611;0.3898;0.3611;0.3681;0.5;0.5417;0.5;0.5;0.3333;0.1111;0.3333;0.1667;smote;['polarity_mean', 'O', 'C', 'E', 'A', 'N'];4;{'C': 10, 'penalty': 'l2', 'random_state': 799, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=799)"
DecisionTreeClassifier;0.4722;0.4361;0.4722;0.4444;0.3333;0.2667;0.3333;0.254;0.3333;0.1111;0.3333;0.1667;over;['polarity', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];4;{'max_depth': 3, 'min_samples_leaf': 5, 'random_state': 435};DecisionTreeClassifier(max_depth=3, min_samples_leaf=5, random_state=435)
SVC;0.4061;0.3566;0.4061;0.3778;0.5625;0.6812;0.5625;0.5357;0.3333;0.1111;0.3333;0.1667;mixed;['polarity_mean', 'stress_mean', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];3;{'C': 10, 'kernel': 'rbf', 'random_state': 656};SVC(C=10, random_state=656)
LogisticRegression;0.4429;0.4137;0.4429;0.3911;0.4;0.3333;0.4;0.3167;0.3333;0.1111;0.3333;0.1667;mixed;['polarity_mean', 'O', 'C', 'E', 'A', 'N'];5;{'C': 10, 'penalty': 'l2', 'random_state': 338, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=338)"
SVC;0.3889;0.3813;0.3889;0.3812;0.5833;0.6667;0.5833;0.5833;0.3333;0.1111;0.3333;0.1667;mixed;['polarity_mean', 'stress_mean', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];4;{'C': 10, 'kernel': 'rbf', 'random_state': 298};SVC(C=10, random_state=298)
SVC;0.3889;0.362;0.3889;0.3944;0.4167;0.4333;0.4167;0.3651;0.3333;0.1111;0.3333;0.1667;mixed;['polarity_mean', 'stress_mean', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];4;{'C': 10, 'kernel': 'rbf', 'random_state': 298};SVC(C=10, random_state=298)
LogisticRegression;0.3611;0.3403;0.3611;0.3708;0.5;0.5;0.5;0.5;0.3333;0.1111;0.3333;0.1667;under;['polarity_mean', 'O', 'C', 'E', 'A', 'N'];4;{'C': 10, 'penalty': 'l2', 'random_state': 819, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=819)"
RandomForestClassifier;0.5833;0.4537;0.5833;0.5014;0.6667;0.6389;0.6667;0.6278;0.3333;0.1111;0.3333;0.1667;over;['polarity_mean', 'O', 'C', 'E', 'A', 'N'];4;{'n_estimators': 10, 'random_state': 34};RandomForestClassifier(n_estimators=10, random_state=34)
SVC;0.4722;0.4468;0.4722;0.4111;0.5833;0.6667;0.5833;0.5556;0.3333;0.1111;0.3333;0.1667;mixed;['polarity_mean', 'stress_mean', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];4;{'C': 10, 'kernel': 'rbf', 'random_state': 298};SVC(C=10, random_state=298)
SVC;0.3571;0.3339;0.3571;0.3278;0.6;0.5;0.6;0.5333;0.3333;0.1111;0.3333;0.1667;mixed;['polarity_mean', 'stress_mean', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];5;{'C': 10, 'kernel': 'rbf', 'random_state': 510};SVC(C=10, random_state=510)
LogisticRegression;0.4667;0.4399;0.4667;0.4407;0.5;0.5625;0.5;0.4955;0.3333;0.1111;0.3333;0.1667;over;['polarity_mean', 'O', 'C', 'E', 'A', 'N'];3;{'C': 10, 'penalty': 'l2', 'random_state': 591, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=591)"
SVC;0.4679;0.3804;0.4679;0.4522;0.4444;0.4444;0.4444;0.4037;0.3333;0.1111;0.3333;0.1667;smote;['polarity_mean', 'O', 'C', 'E', 'A', 'N'];5;{'C': 1, 'kernel': 'rbf', 'random_state': 407};SVC(C=1, random_state=407)
SVC;0.3036;0.2413;0.3036;0.2789;0.4444;0.4815;0.4444;0.4259;0.3333;0.1111;0.3333;0.1667;smote;['polarity_mean', 'O', 'C', 'E', 'A', 'N'];5;{'C': 10, 'kernel': 'rbf', 'random_state': 407};SVC(C=10, random_state=407)
SVC;0.5286;0.4054;0.5286;0.4256;0.5;0.6667;0.5;0.5467;0.3333;0.1111;0.3333;0.1667;smote;['polarity_mean', 'O', 'C', 'E', 'A', 'N'];5;{'C': 1, 'kernel': 'rbf', 'random_state': 407};SVC(C=1, random_state=407)
SVC;0.3357;0.2845;0.3357;0.2467;0.3;0.4333;0.3;0.3167;0.3333;0.1111;0.3333;0.1667;mixed;['polarity_mean', 'stress_mean', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];5;{'C': 10, 'kernel': 'rbf', 'random_state': 510};SVC(C=10, random_state=510)
SVC;0.425;0.3256;0.425;0.3233;0.5;0.33;0.5;0.381;0.3333;0.1111;0.3333;0.1667;smote;['polarity_mean', 'stress_mean', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];5;{'C': 10, 'kernel': 'rbf', 'random_state': 11};SVC(C=10, random_state=11)
RandomForestClassifier;0.5273;0.5389;0.5273;0.5093;0.6875;0.724;0.6875;0.667;0.3333;0.1111;0.3333;0.1667;over;['polarity_mean', 'O', 'C', 'E', 'A', 'N'];3;{'n_estimators': 5, 'random_state': 179};RandomForestClassifier(n_estimators=5, random_state=179)
SVC;0.3821;0.3432;0.3821;0.3379;0.5556;0.5185;0.5556;0.4926;0.3333;0.1111;0.3333;0.1667;under;['polarity_mean', 'stress_mean', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];5;{'C': 10, 'kernel': 'rbf', 'random_state': 576};SVC(C=10, random_state=576)
RandomForestClassifier;0.6389;0.5556;0.6389;0.5694;0.5;0.4028;0.5;0.4389;0.3333;0.1111;0.3333;0.1667;smote;['polarity_mean', 'O', 'C', 'E', 'A', 'N'];4;{'n_estimators': 5, 'random_state': 905};RandomForestClassifier(n_estimators=5, random_state=905)
SVC;0.3929;0.3473;0.3929;0.3133;0.5;0.5333;0.5;0.4833;0.3333;0.1111;0.3333;0.1667;under;['polarity_mean', 'stress_mean', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];5;{'C': 10, 'kernel': 'rbf', 'random_state': 576};SVC(C=10, random_state=576)
RandomForestClassifier;0.5364;0.4015;0.5364;0.4426;0.6875;0.524;0.6875;0.5888;0.3333;0.1111;0.3333;0.1667;smote;['polarity_mean', 'O', 'C', 'E', 'A', 'N'];3;{'n_estimators': 20, 'random_state': 591};RandomForestClassifier(n_estimators=20, random_state=591)
RandomForestClassifier;0.5303;0.5141;0.5303;0.4836;0.8125;0.875;0.8125;0.8208;0.3333;0.1111;0.3333;0.1667;smote;['polarity_mean', 'O', 'C', 'E', 'A', 'N'];3;{'n_estimators': 5, 'random_state': 591};RandomForestClassifier(n_estimators=5, random_state=591)
RandomForestClassifier;0.6571;0.5923;0.6571;0.5922;0.6;0.4667;0.6;0.51;0.3333;0.1111;0.3333;0.1667;mixed;['polarity_mean', 'O', 'C', 'E', 'A', 'N'];5;{'n_estimators': 5, 'random_state': 582};RandomForestClassifier(n_estimators=5, random_state=582)
RandomForestClassifier;0.6607;0.6018;0.6607;0.5656;0.6;0.5;0.6;0.54;0.3333;0.1111;0.3333;0.1667;mixed;['polarity_mean', 'O', 'C', 'E', 'A', 'N'];5;{'n_estimators': 10, 'random_state': 582};RandomForestClassifier(n_estimators=10, random_state=582)
RandomForestClassifier;0.6667;0.588;0.6667;0.5639;0.5833;0.4861;0.5833;0.5222;0.3333;0.1111;0.3333;0.1667;mixed;['polarity_mean', 'O', 'C', 'E', 'A', 'N'];4;{'n_estimators': 20, 'random_state': 992};RandomForestClassifier(n_estimators=20, random_state=992)
RandomForestClassifier;0.6273;0.6212;0.6273;0.6407;0.75;0.6458;0.75;0.6839;0.3333;0.1111;0.3333;0.1667;mixed;['polarity_mean', 'O', 'C', 'E', 'A', 'N'];3;{'n_estimators': 5, 'random_state': 258};RandomForestClassifier(n_estimators=5, random_state=258)
RandomForestClassifier;0.6429;0.5744;0.6429;0.56;0.7778;0.7222;0.7778;0.7407;0.3333;0.1111;0.3333;0.1667;under;['polarity_mean', 'O', 'C', 'E', 'A', 'N'];5;{'n_estimators': 5, 'random_state': 208};RandomForestClassifier(n_estimators=5, random_state=208)
SVC;0.3929;0.2806;0.3929;0.3233;0.7;0.7;0.7;0.6667;0.3333;0.1111;0.3333;0.1667;under;['polarity_mean', 'stress_mean', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];5;{'C': 10, 'kernel': 'rbf', 'random_state': 576};SVC(C=10, random_state=576)
RandomForestClassifier;0.5556;0.5278;0.5556;0.525;0.5833;0.5278;0.5833;0.5222;0.3333;0.1111;0.3333;0.1667;under;['polarity_mean', 'O', 'C', 'E', 'A', 'N'];4;{'n_estimators': 5, 'random_state': 724};RandomForestClassifier(n_estimators=5, random_state=724)
RandomForestClassifier;0.6389;0.6157;0.6389;0.6236;0.5;0.2778;0.5;0.3556;0.1667;0.1667;0.1667;0.1667;over;['polarity_mean', 'O', 'C', 'E', 'A', 'N'];4;{'n_estimators': 10, 'random_state': 34};RandomForestClassifier(n_estimators=10, random_state=34)
SVC;0.425;0.4247;0.425;0.34;0.5;0.6;0.5;0.5;0.3333;0.1111;0.3333;0.1667;under;['polarity_mean', 'stress_mean', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];5;{'C': 10, 'kernel': 'rbf', 'random_state': 576};SVC(C=10, random_state=576)
RandomForestClassifier;0.6111;0.5093;0.6111;0.5708;0.8333;0.8889;0.8333;0.8222;0.3333;0.1111;0.3333;0.1667;under;['polarity_mean', 'O', 'C', 'E', 'A', 'N'];4;{'n_estimators': 10, 'random_state': 724};RandomForestClassifier(n_estimators=10, random_state=724)
RandomForestClassifier;0.6111;0.5509;0.6111;0.5444;0.75;0.6667;0.75;0.6944;0.3333;0.1111;0.3333;0.1667;under;['polarity_mean', 'O', 'C', 'E', 'A', 'N'];4;{'n_estimators': 10, 'random_state': 724};RandomForestClassifier(n_estimators=10, random_state=724)
RandomForestClassifier;0.7545;0.801;0.7545;0.7333;0.5;0.4375;0.5;0.428;0.3333;0.1111;0.3333;0.1667;under;['polarity_mean', 'O', 'C', 'E', 'A', 'N'];3;{'n_estimators': 20, 'random_state': 936};RandomForestClassifier(n_estimators=20, random_state=936)
RandomForestClassifier;0.5536;0.5259;0.5536;0.5244;0.7;0.5167;0.7;0.5867;0.3333;0.1111;0.3333;0.1667;over;['polarity_mean', 'O', 'C', 'E', 'A', 'N'];5;{'n_estimators': 20, 'random_state': 300};RandomForestClassifier(n_estimators=20, random_state=300)
SVC;0.2821;0.1994;0.2821;0.2322;0.7778;0.8148;0.7778;0.7593;0.3333;0.1111;0.3333;0.1667;under;['polarity_mean', 'stress_mean', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];5;{'C': 10, 'kernel': 'rbf', 'random_state': 576};SVC(C=10, random_state=576)
RandomForestClassifier;0.6;0.5786;0.6;0.5411;0.8;0.6667;0.8;0.72;0.3333;0.1111;0.3333;0.1667;over;['polarity_mean', 'O', 'C', 'E', 'A', 'N'];5;{'n_estimators': 5, 'random_state': 300};RandomForestClassifier(n_estimators=5, random_state=300)
RandomForestClassifier;0.6107;0.5546;0.6107;0.5262;0.7;0.6333;0.7;0.66;0.3333;0.1111;0.3333;0.1667;over;['polarity_mean', 'O', 'C', 'E', 'A', 'N'];5;{'n_estimators': 10, 'random_state': 300};RandomForestClassifier(n_estimators=10, random_state=300)
KNeighborsClassifier;0.3393;0.1974;0.3393;0.2275;0.4;0.45;0.4;0.4;0.3333;0.1111;0.3333;0.1667;under;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];5;{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', n_neighbors=7, p=1, weights='distance')
KNeighborsClassifier;0.25;0.2056;0.25;0.1833;0.75;0.6667;0.75;0.6944;0.3333;0.1111;0.3333;0.1667;mixed;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];4;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
KNeighborsClassifier;0.3321;0.2548;0.3321;0.3022;0.6667;0.7407;0.6667;0.6815;0.3333;0.1111;0.3333;0.1667;under;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];5;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(weights='distance')
KNeighborsClassifier;0.3758;0.2485;0.3758;0.2593;0.5625;0.6719;0.5625;0.5628;0.3333;0.1111;0.3333;0.1667;under;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];3;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(weights='distance')
DecisionTreeClassifier;0.65;0.6125;0.65;0.6144;0.4444;0.4444;0.4444;0.4074;0.3333;0.1111;0.3333;0.1667;mixed;['polarity_mean', 'stress_mean', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];5;{'max_depth': 3, 'min_samples_leaf': 5, 'random_state': 176};DecisionTreeClassifier(max_depth=3, min_samples_leaf=5, random_state=176)
KNeighborsClassifier;0.5893;0.4524;0.5893;0.4856;0.2222;0.2222;0.2222;0.2222;0.3333;0.1111;0.3333;0.1667;over;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];5;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(weights='distance')
KNeighborsClassifier;0.5;0.3935;0.5;0.4278;0.6667;0.6111;0.6667;0.6111;0.3333;0.1111;0.3333;0.1667;over;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];4;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'uniform'};KNeighborsClassifier()
KNeighborsClassifier;0.4167;0.2894;0.4167;0.3222;0.75;0.6389;0.75;0.6833;0.3333;0.1111;0.3333;0.1667;over;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];4;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
KNeighborsClassifier;0.3889;0.2972;0.3889;0.3083;0.5;0.5972;0.5;0.5111;0.3333;0.1111;0.3333;0.1667;over;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];4;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(weights='distance')
KNeighborsClassifier;0.3455;0.3081;0.3455;0.2833;0.6875;0.8062;0.6875;0.7232;0.3333;0.1111;0.3333;0.1667;over;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];3;{'metric': 'minkowski', 'n_neighbors': 9, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=9, weights='distance')
MLPClassifier;0.4424;0.346;0.4424;0.3648;0.375;0.3854;0.375;0.3229;0.3333;0.1111;0.3333;0.1667;under;['polarity', 'O', 'C', 'E', 'A', 'N'];3;{'max_iter': 100000, 'random_state': 749, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=749)
DecisionTreeClassifier;0.6821;0.6304;0.6821;0.6444;0.4;0.28;0.4;0.3143;0.3333;0.1111;0.3333;0.1667;smote;['polarity_mean', 'stress_mean', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];5;{'max_depth': 3, 'min_samples_leaf': 5, 'random_state': 574};DecisionTreeClassifier(max_depth=3, min_samples_leaf=5, random_state=574)
DecisionTreeClassifier;0.6393;0.572;0.6393;0.5822;0.2222;0.1296;0.2222;0.163;0.3333;0.1111;0.3333;0.1667;smote;['polarity_mean', 'stress_mean', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];5;{'max_depth': 3, 'min_samples_leaf': 5, 'random_state': 574};DecisionTreeClassifier(max_depth=3, min_samples_leaf=5, random_state=574)
DecisionTreeClassifier;0.403;0.3338;0.403;0.3167;0.1875;0.1859;0.1875;0.1643;0.3333;0.1111;0.3333;0.1667;smote;['polarity', 'O', 'C', 'E', 'A', 'N'];3;{'max_depth': 3, 'min_samples_leaf': 5, 'random_state': 473};DecisionTreeClassifier(max_depth=3, min_samples_leaf=5, random_state=473)
DecisionTreeClassifier;0.3607;0.2976;0.3607;0.2878;0.4444;0.2963;0.4444;0.3444;0.3333;0.1111;0.3333;0.1667;mixed;['polarity', 'O', 'C', 'E', 'A', 'N'];5;{'max_depth': 3, 'min_samples_leaf': 5, 'random_state': 78};DecisionTreeClassifier(max_depth=3, min_samples_leaf=5, random_state=78)
DecisionTreeClassifier;0.4607;0.3458;0.4607;0.3678;0.4444;0.3981;0.4444;0.3704;0.3333;0.1111;0.3333;0.1667;under;['polarity', 'O', 'C', 'E', 'A', 'N'];5;{'max_depth': 3, 'min_samples_leaf': 5, 'random_state': 916};DecisionTreeClassifier(max_depth=3, min_samples_leaf=5, random_state=916)
DecisionTreeClassifier;0.4444;0.4042;0.4444;0.3433;0.3333;0.2222;0.3333;0.2611;0.3333;0.1111;0.3333;0.1667;under;['polarity', 'O', 'C', 'E', 'A', 'N'];4;{'max_depth': 3, 'min_samples_leaf': 5, 'random_state': 314};DecisionTreeClassifier(max_depth=3, min_samples_leaf=5, random_state=314)
DecisionTreeClassifier;0.4167;0.3426;0.4167;0.3653;0.25;0.1389;0.25;0.1778;0.3333;0.1111;0.3333;0.1667;over;['polarity', 'O', 'C', 'E', 'A', 'N'];4;{'max_depth': 3, 'min_samples_leaf': 5, 'random_state': 162};DecisionTreeClassifier(max_depth=3, min_samples_leaf=5, random_state=162)
RandomForestClassifier;0.3429;0.2069;0.3429;0.2535;0.4;0.23;0.4;0.281;0.3333;0.1111;0.3333;0.1667;mixed;['polarity', 'O', 'C', 'E', 'A', 'N'];5;{'n_estimators': 5, 'random_state': 203};RandomForestClassifier(n_estimators=5, random_state=203)
RandomForestClassifier;0.5;0.5192;0.5;0.4778;0.375;0.4354;0.375;0.3594;0.3333;0.1111;0.3333;0.1667;under;['polarity', 'O', 'C', 'E', 'A', 'N'];3;{'n_estimators': 10, 'random_state': 805};RandomForestClassifier(n_estimators=10, random_state=805)
DecisionTreeClassifier;0.5879;0.6212;0.5879;0.5447;0.125;0.0312;0.125;0.05;0.3333;0.1111;0.3333;0.1667;under;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];3;{'max_depth': 3, 'min_samples_leaf': 10, 'random_state': 166};DecisionTreeClassifier(max_depth=3, min_samples_leaf=10, random_state=166)
KNeighborsClassifier;0.3786;0.3616;0.3786;0.3078;0.6667;0.6481;0.6667;0.6222;0.3333;0.1111;0.3333;0.1667;over;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];5;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(weights='distance')
KNeighborsClassifier;0.4061;0.3258;0.4061;0.3278;0.5;0.6823;0.5;0.5202;0.3333;0.1111;0.3333;0.1667;under;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];3;{'metric': 'minkowski', 'n_neighbors': 9, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=9, weights='distance')
RandomForestClassifier;0.4722;0.4491;0.4722;0.4042;0.75;0.6389;0.75;0.6833;0.3333;0.1111;0.3333;0.1667;over;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];4;{'n_estimators': 5, 'random_state': 784};RandomForestClassifier(n_estimators=5, random_state=784)
DecisionTreeClassifier;0.6714;0.603;0.6714;0.6056;0.5556;0.5556;0.5556;0.5185;0.3333;0.1111;0.3333;0.1667;mixed;['polarity_mean', 'stress_mean', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];5;{'max_depth': 3, 'min_samples_leaf': 5, 'random_state': 176};DecisionTreeClassifier(max_depth=3, min_samples_leaf=5, random_state=176)
RandomForestClassifier;0.6111;0.5926;0.6111;0.5333;0.5;0.3444;0.5;0.3952;0.3333;0.1111;0.3333;0.1667;over;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];4;{'n_estimators': 5, 'random_state': 784};RandomForestClassifier(n_estimators=5, random_state=784)
KNeighborsClassifier;0.4167;0.2806;0.4167;0.3101;0.6667;0.5833;0.6667;0.5944;0.3333;0.1111;0.3333;0.1667;mixed;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];4;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(weights='distance')
KNeighborsClassifier;0.2515;0.1742;0.2515;0.2111;0.625;0.7604;0.625;0.6313;0.3333;0.1111;0.3333;0.1667;mixed;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];3;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(weights='distance')
DecisionTreeClassifier;0.6821;0.6006;0.6821;0.6144;0.2;0.09;0.2;0.1238;0.3333;0.1111;0.3333;0.1667;under;['polarity_mean', 'stress_mean', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];5;{'max_depth': 3, 'min_samples_leaf': 10, 'random_state': 507};DecisionTreeClassifier(max_depth=3, min_samples_leaf=10, random_state=507)
DecisionTreeClassifier;0.6714;0.6155;0.6714;0.6122;0.4444;0.3981;0.4444;0.3593;0.3333;0.1111;0.3333;0.1667;under;['polarity_mean', 'stress_mean', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];5;{'max_depth': 3, 'min_samples_leaf': 5, 'random_state': 507};DecisionTreeClassifier(max_depth=3, min_samples_leaf=5, random_state=507)
KNeighborsClassifier;0.2818;0.1723;0.2818;0.1876;0.5625;0.6042;0.5625;0.575;0.3333;0.1111;0.3333;0.1667;mixed;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];3;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(weights='distance')
KNeighborsClassifier;0.4143;0.3277;0.4143;0.3522;0.6667;0.7037;0.6667;0.6481;0.3333;0.1111;0.3333;0.1667;under;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];5;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(weights='distance')
KNeighborsClassifier;0.3464;0.236;0.3464;0.2656;0.6;0.75;0.6;0.6333;0.3333;0.1111;0.3333;0.1667;under;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];5;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(weights='distance')
DecisionTreeClassifier;0.6879;0.6763;0.6879;0.6463;0.375;0.2031;0.375;0.2619;0.3333;0.1111;0.3333;0.1667;mixed;['polarity_mean', 'stress_mean', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];3;{'max_depth': 3, 'min_samples_leaf': 5, 'random_state': 481};DecisionTreeClassifier(max_depth=3, min_samples_leaf=5, random_state=481)
KNeighborsClassifier;0.4286;0.3589;0.4286;0.3622;0.5;0.5333;0.5;0.4933;0.3333;0.1111;0.3333;0.1667;under;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];5;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(weights='distance')
