Algorithm;Train Accuracy;Train Precision;Train Recall;Train F1 Score;Test Accuracy;Test Precision;Test Recall;Test F1 Score;Val. Accuracy;Val. Precision;Val. Recall;Val. F1 Score;Bal. Strategy;SMOTE Instances;Scale;Features;Folds;Hyper Params.;Model
DecisionTreeClassifier;0.8776;0.8783;0.8776;0.8775;0.8831;0.8836;0.8831;0.8831;0.8;0.8267;0.8;0.7974;smote;3000;StandardScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 201};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=201)
DecisionTreeClassifier;0.8763;0.8771;0.8763;0.8762;0.8843;0.8844;0.8843;0.8842;0.8;0.8267;0.8;0.7974;smote;3000;StandardScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 380};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=380)
DecisionTreeClassifier;0.8761;0.8766;0.8761;0.876;0.8777;0.8788;0.8777;0.8775;0.8;0.8267;0.8;0.7974;smote;3000;StandardScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 337};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=337)
DecisionTreeClassifier;0.8796;0.8804;0.8796;0.8795;0.8676;0.8684;0.8676;0.8673;0.8;0.8321;0.8;0.7969;smote;3000;StandardScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 201};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=201)
DecisionTreeClassifier;0.8747;0.8759;0.8747;0.8746;0.8843;0.8843;0.8843;0.8842;0.8;0.8321;0.8;0.7969;smote;3000;StandardScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 201};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=201)
DecisionTreeClassifier;0.8772;0.8778;0.8772;0.8771;0.8933;0.8937;0.8933;0.8932;0.8;0.8321;0.8;0.7969;smote;3000;StandardScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 201};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=201)
DecisionTreeClassifier;0.8756;0.8766;0.8756;0.8755;0.882;0.8824;0.882;0.8819;0.8;0.8321;0.8;0.7969;smote;3000;StandardScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 337};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=337)
DecisionTreeClassifier;0.873;0.8739;0.873;0.8728;0.8966;0.8972;0.8966;0.8965;0.8;0.8321;0.8;0.7969;smote;3000;StandardScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 380};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=380)
MLPClassifier;0.8758;0.8767;0.8758;0.8757;0.891;0.8912;0.891;0.8908;0.8;0.816;0.8;0.7963;smote;3000;StandardScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 164, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=164)
MLPClassifier;0.8806;0.8812;0.8806;0.8805;0.853;0.853;0.853;0.8529;0.8;0.816;0.8;0.7963;smote;3000;StandardScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 336, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=336)
