Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,SMOTE Instances,Scale,Features,Folds,Model
DecisionTreeClassifier,0.8622,0.8672,0.8622,0.863,0.8696,0.8726,0.8696,0.8706,0.9,0.9109,0.9,0.901,0.8969,smote,250,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C', 'A', 'N']",10,DecisionTreeClassifier()
MLPClassifier,0.8151,0.8277,0.8151,0.8156,0.8116,0.8179,0.8116,0.8131,0.9,0.9045,0.9,0.9007,0.9452,smote,250,StandardScaler,"['storyPoints', 'polarity', 'stress', 'C', 'A', 'N']",10,MLPClassifier()
RandomForestClassifier,0.9004,0.9038,0.9004,0.9006,0.942,0.9466,0.942,0.9423,0.8833,0.8875,0.8833,0.884,0.9815,smote,250,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C', 'A', 'N']",10,RandomForestClassifier()
RandomForestClassifier,0.8985,0.9025,0.8985,0.8987,0.9493,0.9493,0.9493,0.9493,0.8667,0.8668,0.8667,0.8657,0.9744,smote,250,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'C', 'A', 'N']",10,RandomForestClassifier()
SVC,0.8225,0.8356,0.8225,0.8221,0.7971,0.8036,0.7971,0.7982,0.85,0.8674,0.85,0.8513,0.9164,smote,250,StandardScaler,"['storyPoints', 'polarity', 'stress', 'C', 'A', 'N']",10,SVC(probability=True)
RandomForestClassifier,0.9094,0.9135,0.9094,0.9099,0.8986,0.9016,0.8986,0.8989,0.85,0.8542,0.85,0.8506,0.9841,smote,250,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C', 'A', 'N']",10,RandomForestClassifier()
DecisionTreeClassifier,0.8714,0.8751,0.8714,0.8709,0.8478,0.8566,0.8478,0.8504,0.85,0.8514,0.85,0.8504,0.904,smote,250,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C', 'A', 'N']",10,DecisionTreeClassifier()
DecisionTreeClassifier,0.8206,0.835,0.8206,0.8242,0.8551,0.8606,0.8551,0.8551,0.85,0.8505,0.85,0.8489,0.9291,smote,250,no_scaled,"['storyPoints', 'polarity', 'stress', 'C', 'A', 'N']",10,DecisionTreeClassifier()
LogisticRegression,0.8114,0.8191,0.8114,0.8112,0.8261,0.8367,0.8261,0.8291,0.8333,0.85,0.8333,0.8357,0.9179,smote,250,no_scaled,"['storyPoints', 'polarity', 'stress', 'C', 'A', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
DecisionTreeClassifier,0.7936,0.8018,0.7936,0.7932,0.8551,0.8647,0.8551,0.8515,0.8333,0.8372,0.8333,0.8339,0.8449,smote,250,no_scaled,"['storyPoints', 'polarity_mean', 'C', 'A', 'N']",10,DecisionTreeClassifier()
LogisticRegression,0.8099,0.8177,0.8099,0.8132,0.7971,0.7993,0.7971,0.7974,0.8333,0.8372,0.8333,0.8339,0.9321,smote,250,StandardScaler,"['storyPoints', 'polarity', 'stress', 'C', 'A', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
RandomForestClassifier,0.848,0.8562,0.848,0.8502,0.8406,0.8478,0.8406,0.8428,0.8333,0.8435,0.8333,0.8281,0.9547,smote,250,no_scaled,"['storyPoints', 'polarity', 'stress', 'C', 'A', 'N']",10,RandomForestClassifier()
MLPClassifier,0.7953,0.8091,0.7953,0.7966,0.7464,0.7705,0.7464,0.7467,0.8167,0.8315,0.8167,0.8181,0.9242,smote,250,StandardScaler,"['storyPoints', 'polarity', 'C', 'A', 'N']",10,MLPClassifier()
MLPClassifier,0.8044,0.8432,0.8044,0.8044,0.7899,0.8286,0.7899,0.7912,0.8167,0.8287,0.8167,0.8178,0.9308,smote,250,no_scaled,"['storyPoints', 'polarity', 'stress', 'C', 'A', 'N']",10,MLPClassifier()
KNeighborsClassifier,0.8131,0.8292,0.8131,0.8129,0.8551,0.8555,0.8551,0.8535,0.8167,0.8164,0.8167,0.8162,0.9282,smote,250,StandardScaler,"['storyPoints', 'polarity', 'stress', 'C', 'A', 'N']",10,KNeighborsClassifier()
RandomForestClassifier,0.8678,0.8782,0.8678,0.8702,0.8043,0.806,0.8043,0.8051,0.8,0.8153,0.8,0.802,0.9605,smote,250,StandardScaler,"['storyPoints', 'polarity', 'stress', 'C', 'A', 'N']",10,RandomForestClassifier()
DecisionTreeClassifier,0.8243,0.8398,0.8243,0.8252,0.8841,0.8834,0.8841,0.8835,0.8,0.8109,0.8,0.8014,0.9268,smote,250,StandardScaler,"['storyPoints', 'polarity', 'stress', 'C', 'A', 'N']",10,DecisionTreeClassifier()
