Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,SMOTE Instances,Scale,Features,Folds,Model
RandomForestClassifier,0.8767,0.8816,0.8767,0.8763,0.8986,0.9024,0.8986,0.8998,0.9667,0.9697,0.9667,0.967,0.9692,smote,250,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C', 'A', 'N']",10,RandomForestClassifier()
KNeighborsClassifier,0.8172,0.826,0.8172,0.8172,0.8188,0.8352,0.8188,0.8222,0.9167,0.9235,0.9167,0.9176,0.9247,smote,250,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C', 'A', 'N']",10,KNeighborsClassifier()
DecisionTreeClassifier,0.8534,0.8629,0.8534,0.8536,0.8551,0.8577,0.8551,0.8555,0.9167,0.9212,0.9167,0.9174,0.8905,smote,250,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C', 'A', 'N']",10,DecisionTreeClassifier()
KNeighborsClassifier,0.7629,0.7785,0.7629,0.7608,0.7754,0.7834,0.7754,0.7768,0.8667,0.8759,0.8667,0.8668,0.9105,smote,250,StandardScaler,"['storyPoints', 'polarity_mean', 'C', 'A', 'N']",10,KNeighborsClassifier()
RandomForestClassifier,0.8097,0.817,0.8097,0.8097,0.8406,0.8477,0.8406,0.8422,0.8667,0.869,0.8667,0.8664,0.9394,smote,250,MinMaxScaler,"['storyPoints', 'polarity_mean', 'C', 'A', 'N']",10,RandomForestClassifier()
KNeighborsClassifier,0.893,0.9,0.893,0.892,0.9348,0.9379,0.9348,0.9344,0.8667,0.8829,0.8667,0.8663,0.9509,smote,250,StandardScaler,"['storyPoints', 'polarity', 'stress', 'C', 'A', 'N']",10,KNeighborsClassifier()
DecisionTreeClassifier,0.9131,0.916,0.9131,0.9129,0.913,0.9116,0.913,0.9113,0.8667,0.8764,0.8667,0.8657,0.966,smote,250,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'C', 'A', 'N']",10,DecisionTreeClassifier()
RandomForestClassifier,0.8823,0.8875,0.8823,0.8832,0.9203,0.9299,0.9203,0.9213,0.85,0.8554,0.85,0.8504,0.9725,smote,250,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'C', 'A', 'N']",10,RandomForestClassifier()
DecisionTreeClassifier,0.7879,0.7953,0.7879,0.7884,0.8188,0.8206,0.8188,0.8196,0.85,0.8505,0.85,0.8499,0.841,smote,250,MinMaxScaler,"['storyPoints', 'polarity_mean', 'C', 'A', 'N']",10,DecisionTreeClassifier()
KNeighborsClassifier,0.8134,0.827,0.8134,0.8135,0.8333,0.8424,0.8333,0.8327,0.85,0.8524,0.85,0.8497,0.9311,smote,250,MinMaxScaler,"['storyPoints', 'polarity', 'C', 'A', 'N']",10,KNeighborsClassifier()
SVC,0.8585,0.8684,0.8585,0.8582,0.8768,0.8797,0.8768,0.8773,0.85,0.8644,0.85,0.8481,0.9348,smote,250,StandardScaler,"['storyPoints', 'polarity', 'stress', 'C', 'A', 'N']",10,SVC(probability=True)
RandomForestClassifier,0.8334,0.8416,0.8334,0.8329,0.8986,0.9024,0.8986,0.8976,0.8333,0.8434,0.8333,0.8352,0.9607,smote,250,MinMaxScaler,"['storyPoints', 'polarity', 'C', 'A', 'N']",10,RandomForestClassifier()
DecisionTreeClassifier,0.9149,0.918,0.9149,0.9148,0.9203,0.9241,0.9203,0.9209,0.8333,0.8391,0.8333,0.8348,0.9632,smote,250,no_scaled,"['storyPoints', 'polarity', 'stress', 'C', 'A', 'N']",10,DecisionTreeClassifier()
RandomForestClassifier,0.9184,0.9262,0.9184,0.917,0.942,0.9432,0.942,0.9421,0.8333,0.8379,0.8333,0.8333,0.9839,smote,250,no_scaled,"['storyPoints', 'polarity', 'stress', 'C', 'A', 'N']",10,RandomForestClassifier()
MLPClassifier,0.8823,0.8867,0.8823,0.8808,0.8841,0.8851,0.8841,0.8837,0.8333,0.8603,0.8333,0.8332,0.9693,smote,250,StandardScaler,"['storyPoints', 'polarity', 'stress', 'C', 'A', 'N']",10,MLPClassifier()
