Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,SMOTE Instances,Scale,Features,Folds,Model
KNeighborsClassifier,0.888,0.8916,0.888,0.8874,0.9097,0.9124,0.9097,0.9103,0.9,0.9,0.9,0.9,0.9694,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C', 'A', 'N']",10,KNeighborsClassifier()
RandomForestClassifier,0.921,0.9232,0.921,0.921,0.8993,0.901,0.8993,0.8995,0.8833,0.8873,0.8833,0.8826,0.9863,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C', 'A', 'N']",10,RandomForestClassifier()
MLPClassifier,0.849,0.8532,0.849,0.8502,0.8542,0.8543,0.8542,0.8542,0.8667,0.8673,0.8667,0.8666,0.9582,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C', 'A', 'N']",10,MLPClassifier()
MLPClassifier,0.8993,0.9079,0.8993,0.8983,0.8785,0.8839,0.8785,0.8782,0.8667,0.8677,0.8667,0.8661,0.9739,smote,500,no_scaled,"['storyPoints', 'polarity', 'stress', 'C', 'A', 'N']",10,MLPClassifier()
KNeighborsClassifier,0.8767,0.8838,0.8767,0.8762,0.8889,0.8914,0.8889,0.8894,0.8667,0.8677,0.8667,0.8661,0.9615,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C', 'A', 'N']",10,KNeighborsClassifier()
RandomForestClassifier,0.9262,0.928,0.9262,0.9263,0.9375,0.938,0.9375,0.9371,0.8667,0.8731,0.8667,0.8651,0.9864,smote,500,no_scaled,"['storyPoints', 'polarity', 'stress', 'C', 'A', 'N']",10,RandomForestClassifier()
KNeighborsClassifier,0.8871,0.8909,0.8871,0.8864,0.8958,0.8959,0.8958,0.8957,0.8667,0.8774,0.8667,0.8647,0.9651,smote,500,no_scaled,"['storyPoints', 'polarity', 'stress', 'C', 'A', 'N']",10,KNeighborsClassifier()
KNeighborsClassifier,0.8281,0.831,0.8281,0.8275,0.875,0.8831,0.875,0.8752,0.8667,0.8897,0.8667,0.8644,0.9411,smote,500,no_scaled,"['storyPoints', 'polarity', 'C', 'A', 'N']",10,KNeighborsClassifier()
RandomForestClassifier,0.8576,0.861,0.8576,0.8574,0.8785,0.8795,0.8785,0.8784,0.8667,0.8851,0.8667,0.864,0.9651,smote,500,no_scaled,"['storyPoints', 'polarity', 'C', 'A', 'N']",10,RandomForestClassifier()
DecisionTreeClassifier,0.8941,0.8951,0.8941,0.8934,0.8889,0.8892,0.8889,0.8886,0.85,0.8563,0.85,0.8504,0.9204,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C', 'A', 'N']",10,DecisionTreeClassifier()
RandomForestClassifier,0.928,0.9299,0.928,0.9278,0.9201,0.9201,0.9201,0.9201,0.85,0.858,0.85,0.8492,0.9856,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C', 'A', 'N']",10,RandomForestClassifier()
DecisionTreeClassifier,0.9193,0.9248,0.9193,0.9199,0.9306,0.9304,0.9306,0.9302,0.85,0.858,0.85,0.8492,0.9772,smote,500,no_scaled,"['storyPoints', 'polarity', 'stress', 'C', 'A', 'N']",10,DecisionTreeClassifier()
