Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,SMOTE Instances,Scale,Features,Folds,Model
RandomForestClassifier,0.9748,0.9748,0.9748,0.9747,0.9705,0.9705,0.9705,0.9705,0.95,0.9522,0.95,0.9499,0.9943,smote,5000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C', 'A', 'N']",10,RandomForestClassifier()
RandomForestClassifier,0.98,0.9801,0.98,0.98,0.9786,0.9786,0.9786,0.9785,0.9167,0.9333,0.9167,0.9184,0.9983,smote,5000,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'C', 'A', 'N']",10,RandomForestClassifier()
KNeighborsClassifier,0.9606,0.9608,0.9606,0.9605,0.9621,0.9623,0.9621,0.9621,0.9167,0.9259,0.9167,0.9171,0.9902,smote,5000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C', 'A', 'N']",10,KNeighborsClassifier()
MLPClassifier,0.9483,0.9485,0.9483,0.9483,0.9463,0.9463,0.9463,0.9462,0.9167,0.9194,0.9167,0.9165,0.9905,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C', 'A', 'N']",10,MLPClassifier()
KNeighborsClassifier,0.9668,0.9668,0.9668,0.9667,0.9634,0.9635,0.9634,0.9634,0.9167,0.9171,0.9167,0.9158,0.9908,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C', 'A', 'N']",10,KNeighborsClassifier()
DecisionTreeClassifier,0.9597,0.9598,0.9597,0.9597,0.9544,0.9545,0.9544,0.9544,0.9,0.9027,0.9,0.8998,0.9698,smote,5000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C', 'A', 'N']",10,DecisionTreeClassifier()
DecisionTreeClassifier,0.9664,0.9666,0.9664,0.9664,0.9679,0.9679,0.9679,0.9679,0.9,0.9103,0.9,0.8998,0.9748,smote,5000,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'C', 'A', 'N']",10,DecisionTreeClassifier()
DecisionTreeClassifier,0.9556,0.9558,0.9556,0.9556,0.9641,0.9641,0.9641,0.9641,0.9,0.9127,0.9,0.8977,0.9667,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C', 'A', 'N']",10,DecisionTreeClassifier()
RandomForestClassifier,0.91,0.9103,0.91,0.91,0.8986,0.8991,0.8986,0.8987,0.8833,0.8891,0.8833,0.8829,0.9806,smote,5000,no_scaled,"['storyPoints', 'polarity_mean', 'C', 'A', 'N']",10,RandomForestClassifier()
RandomForestClassifier,0.9746,0.9746,0.9746,0.9745,0.9738,0.9739,0.9738,0.9738,0.8833,0.8895,0.8833,0.8787,0.994,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C', 'A', 'N']",10,RandomForestClassifier()
KNeighborsClassifier,0.8991,0.8995,0.8991,0.8992,0.905,0.9057,0.905,0.9051,0.8667,0.8759,0.8667,0.8668,0.9715,smote,5000,no_scaled,"['storyPoints', 'polarity_mean', 'C', 'A', 'N']",10,KNeighborsClassifier()
DecisionTreeClassifier,0.8793,0.8796,0.8793,0.8793,0.8792,0.8792,0.8792,0.8792,0.8667,0.8699,0.8667,0.8659,0.9097,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'C', 'A', 'N']",10,DecisionTreeClassifier()
KNeighborsClassifier,0.8955,0.8963,0.8955,0.8957,0.9074,0.9076,0.9074,0.9074,0.8667,0.8738,0.8667,0.8658,0.9678,smote,5000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'C', 'A', 'N']",10,KNeighborsClassifier()
DecisionTreeClassifier,0.8796,0.8798,0.8796,0.8797,0.8809,0.8814,0.8809,0.881,0.8667,0.8675,0.8667,0.8656,0.9126,smote,5000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'C', 'A', 'N']",10,DecisionTreeClassifier()
DecisionTreeClassifier,0.8843,0.8851,0.8843,0.8842,0.8705,0.8706,0.8705,0.8705,0.85,0.8636,0.85,0.8519,0.975,smote,5000,MinMaxScaler,"['storyPoints', 'polarity', 'C', 'A', 'N']",10,DecisionTreeClassifier()
RandomForestClassifier,0.8808,0.8814,0.8808,0.8807,0.893,0.8939,0.893,0.8929,0.85,0.8542,0.85,0.8506,0.9743,smote,5000,MinMaxScaler,"['storyPoints', 'polarity', 'C', 'A', 'N']",10,RandomForestClassifier()
KNeighborsClassifier,0.9653,0.9655,0.9653,0.9652,0.9642,0.9642,0.9642,0.9641,0.85,0.8517,0.85,0.8498,0.993,smote,5000,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'C', 'A', 'N']",10,KNeighborsClassifier()
