Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,SMOTE Instances,Scale,Features,Folds,Model
RandomForestClassifier,0.9622,0.9627,0.9622,0.9622,0.9609,0.9613,0.9609,0.961,0.9333,0.9349,0.9333,0.9337,0.9956,smote,1000,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'C', 'A', 'N']",10,RandomForestClassifier()
DecisionTreeClassifier,0.9375,0.9384,0.9375,0.9377,0.9422,0.9424,0.9422,0.942,0.9167,0.9167,0.9167,0.9167,0.9531,smote,1000,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'C', 'A', 'N']",10,DecisionTreeClassifier()
RandomForestClassifier,0.9259,0.9268,0.9259,0.926,0.9157,0.9177,0.9157,0.916,0.9,0.9021,0.9,0.8999,0.9758,smote,1000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C', 'A', 'N']",10,RandomForestClassifier()
DecisionTreeClassifier,0.8898,0.8916,0.8898,0.8901,0.8898,0.8901,0.8898,0.8898,0.9,0.8998,0.9,0.8995,0.9173,smote,1000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C', 'A', 'N']",10,DecisionTreeClassifier()
MLPClassifier,0.8889,0.8902,0.8889,0.8895,0.9019,0.9021,0.9019,0.902,0.8833,0.886,0.8833,0.8832,0.9622,smote,1000,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C', 'A', 'N']",10,MLPClassifier()
KNeighborsClassifier,0.8949,0.8963,0.8949,0.8952,0.8967,0.8973,0.8967,0.8967,0.8667,0.8722,0.8667,0.8667,0.9607,smote,1000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C', 'A', 'N']",10,KNeighborsClassifier()
KNeighborsClassifier,0.8432,0.8445,0.8432,0.8434,0.8348,0.8399,0.8348,0.8363,0.8667,0.8677,0.8667,0.8661,0.9363,smote,1000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'C', 'A', 'N']",10,KNeighborsClassifier()
KNeighborsClassifier,0.8584,0.8616,0.8584,0.8593,0.8486,0.8729,0.8486,0.8505,0.85,0.8594,0.85,0.8524,0.9519,smote,1000,no_scaled,"['storyPoints', 'polarity', 'stress', 'C', 'A', 'N']",10,KNeighborsClassifier()
RandomForestClassifier,0.8674,0.8684,0.8674,0.8671,0.8417,0.8413,0.8417,0.8415,0.85,0.8497,0.85,0.8495,0.9501,smote,1000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'C', 'A', 'N']",10,RandomForestClassifier()
RandomForestClassifier,0.8967,0.8977,0.8967,0.8967,0.8929,0.8924,0.8929,0.8926,0.85,0.8492,0.85,0.8485,0.9759,smote,1000,no_scaled,"['storyPoints', 'polarity_mean', 'C', 'A', 'N']",10,RandomForestClassifier()
KNeighborsClassifier,0.815,0.8207,0.815,0.815,0.8384,0.8464,0.8384,0.8396,0.8333,0.8406,0.8333,0.8355,0.9338,smote,1000,no_scaled,"['storyPoints', 'polarity', 'C', 'A', 'N']",10,KNeighborsClassifier()
RandomForestClassifier,0.9186,0.9196,0.9186,0.9186,0.9449,0.9451,0.9449,0.9449,0.8333,0.8333,0.8333,0.8333,0.9742,smote,1000,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C', 'A', 'N']",10,RandomForestClassifier()
RandomForestClassifier,0.8609,0.863,0.8609,0.8609,0.8399,0.8448,0.8399,0.8409,0.8167,0.8268,0.8167,0.8185,0.9543,smote,1000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'C', 'A', 'N']",10,RandomForestClassifier()
DecisionTreeClassifier,0.8389,0.8397,0.8389,0.8392,0.8107,0.8131,0.8107,0.8115,0.8167,0.8187,0.8167,0.8163,0.8788,smote,1000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'C', 'A', 'N']",10,DecisionTreeClassifier()
KNeighborsClassifier,0.8971,0.8974,0.8971,0.8973,0.9208,0.9219,0.9208,0.921,0.8167,0.8148,0.8167,0.8147,0.9634,smote,1000,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C', 'A', 'N']",10,KNeighborsClassifier()
KNeighborsClassifier,0.9116,0.9131,0.9116,0.912,0.898,0.8996,0.898,0.8985,0.8,0.8123,0.8,0.803,0.9797,smote,1000,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'C', 'A', 'N']",10,KNeighborsClassifier()
SVC,0.829,0.8329,0.829,0.8299,0.7935,0.8005,0.7935,0.7954,0.8,0.8276,0.8,0.8029,0.9,smote,1000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'C', 'A', 'N']",10,SVC(probability=True)
RandomForestClassifier,0.8368,0.8392,0.8368,0.8374,0.809,0.8138,0.809,0.8104,0.8,0.8093,0.8,0.8017,0.9397,smote,1000,MinMaxScaler,"['storyPoints', 'polarity', 'C', 'A', 'N']",10,RandomForestClassifier()
RandomForestClassifier,0.8848,0.8888,0.8848,0.8856,0.898,0.8995,0.898,0.8982,0.8,0.8042,0.8,0.801,0.9711,smote,1000,no_scaled,"['storyPoints', 'polarity', 'stress', 'C', 'A', 'N']",10,RandomForestClassifier()
DecisionTreeClassifier,0.8869,0.8912,0.8869,0.8871,0.8861,0.8865,0.8861,0.886,0.8,0.8042,0.8,0.801,0.9696,smote,1000,no_scaled,"['storyPoints', 'polarity', 'stress', 'C', 'A', 'N']",10,DecisionTreeClassifier()
KNeighborsClassifier,0.8351,0.8405,0.8351,0.8344,0.852,0.8549,0.852,0.8521,0.8,0.8089,0.8,0.8004,0.93,smote,1000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'C', 'A', 'N']",10,KNeighborsClassifier()
