Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,SMOTE Instances,Scale,Features,Folds,Model
RandomForestClassifier,0.9444,0.946,0.9444,0.9441,0.9549,0.955,0.9549,0.9549,0.8333,0.8444,0.8333,0.8296,0.9908,smote,500,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'C', 'A', 'N']",10,RandomForestClassifier()
SVC,0.823,0.8308,0.823,0.8245,0.8125,0.821,0.8125,0.8147,0.8167,0.8155,0.8167,0.8158,0.9143,smote,500,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'C', 'A', 'N']",10,SVC(probability=True)
MLPClassifier,0.8307,0.8395,0.8307,0.8318,0.8785,0.8799,0.8785,0.879,0.8,0.8102,0.8,0.8014,0.9547,smote,500,StandardScaler,"['storyPoints', 'polarity', 'stress', 'C', 'A', 'N']",10,MLPClassifier()
RandomForestClassifier,0.8794,0.8846,0.8794,0.8792,0.8472,0.8533,0.8472,0.8485,0.8,0.8039,0.8,0.8005,0.9714,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'C', 'A', 'N']",10,RandomForestClassifier()
RandomForestClassifier,0.8758,0.878,0.8758,0.875,0.8854,0.8862,0.8854,0.8857,0.8,0.8157,0.8,0.8004,0.9702,smote,500,no_scaled,"['storyPoints', 'polarity_mean', 'C', 'A', 'N']",10,RandomForestClassifier()
KNeighborsClassifier,0.7778,0.7846,0.7778,0.7783,0.8542,0.8557,0.8542,0.8546,0.8,0.8057,0.8,0.8003,0.9123,smote,500,MinMaxScaler,"['storyPoints', 'polarity', 'C', 'A', 'N']",10,KNeighborsClassifier()
DecisionTreeClassifier,0.9149,0.9162,0.9149,0.9159,0.9444,0.9463,0.9444,0.9448,0.8,0.8153,0.8,0.7988,0.9367,smote,500,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'C', 'A', 'N']",10,DecisionTreeClassifier()
RandomForestClassifier,0.9445,0.9458,0.9445,0.9446,0.941,0.9408,0.941,0.9409,0.8,0.8008,0.8,0.7982,0.9938,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C', 'A', 'N']",10,RandomForestClassifier()
DecisionTreeClassifier,0.8533,0.8542,0.8533,0.8526,0.8819,0.8813,0.8819,0.881,0.8,0.8159,0.8,0.7948,0.8902,smote,500,no_scaled,"['storyPoints', 'polarity_mean', 'C', 'A', 'N']",10,DecisionTreeClassifier()
MLPClassifier,0.8333,0.8543,0.8333,0.8342,0.7986,0.8251,0.7986,0.7995,0.7833,0.7997,0.7833,0.7858,0.9533,smote,500,no_scaled,"['storyPoints', 'polarity', 'stress', 'C', 'A', 'N']",10,MLPClassifier()
RandomForestClassifier,0.8577,0.864,0.8577,0.8585,0.8542,0.8627,0.8542,0.8563,0.7833,0.7913,0.7833,0.7852,0.9634,smote,500,StandardScaler,"['storyPoints', 'polarity', 'stress', 'C', 'A', 'N']",10,RandomForestClassifier()
RandomForestClassifier,0.8524,0.8566,0.8524,0.853,0.9132,0.9144,0.9132,0.9133,0.7833,0.7884,0.7833,0.7848,0.9631,smote,500,no_scaled,"['storyPoints', 'polarity', 'stress', 'C', 'A', 'N']",10,RandomForestClassifier()
KNeighborsClassifier,0.8168,0.8212,0.8168,0.8153,0.7986,0.7981,0.7986,0.7983,0.7833,0.806,0.7833,0.7832,0.9442,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'C', 'A', 'N']",10,KNeighborsClassifier()
DecisionTreeClassifier,0.8489,0.8515,0.8489,0.8482,0.8715,0.8711,0.8715,0.8708,0.7833,0.7823,0.7833,0.7806,0.8876,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'C', 'A', 'N']",10,DecisionTreeClassifier()
KNeighborsClassifier,0.8611,0.863,0.8611,0.8603,0.8646,0.8668,0.8646,0.865,0.7833,0.7816,0.7833,0.7801,0.9629,smote,500,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'C', 'A', 'N']",10,KNeighborsClassifier()
MLPClassifier,0.875,0.8797,0.875,0.8754,0.9062,0.9067,0.9062,0.9064,0.7667,0.7774,0.7667,0.7682,0.9697,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C', 'A', 'N']",10,MLPClassifier()
SVC,0.7387,0.7695,0.7387,0.7393,0.7326,0.7794,0.7326,0.7364,0.7667,0.8006,0.7667,0.7674,0.8786,smote,500,MinMaxScaler,"['storyPoints', 'polarity', 'C', 'A', 'N']",10,SVC(probability=True)
SVC,0.789,0.7972,0.789,0.7886,0.8264,0.8273,0.8264,0.8258,0.7667,0.7765,0.7667,0.7672,0.9106,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C', 'A', 'N']",10,SVC(probability=True)
KNeighborsClassifier,0.8863,0.89,0.8863,0.8872,0.9132,0.9216,0.9132,0.915,0.7667,0.7718,0.7667,0.7672,0.9717,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C', 'A', 'N']",10,KNeighborsClassifier()
DecisionTreeClassifier,0.9158,0.9176,0.9158,0.9154,0.9097,0.9109,0.9097,0.9101,0.7667,0.7698,0.7667,0.7672,0.9368,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C', 'A', 'N']",10,DecisionTreeClassifier()
RandomForestClassifier,0.8316,0.8383,0.8316,0.8319,0.7986,0.805,0.7986,0.8008,0.7667,0.7727,0.7667,0.7641,0.9476,smote,500,StandardScaler,"['storyPoints', 'polarity', 'C', 'A', 'N']",10,RandomForestClassifier()
LogisticRegression,0.8012,0.8082,0.8012,0.8019,0.8368,0.8391,0.8368,0.8373,0.7667,0.7644,0.7667,0.7614,0.9247,smote,500,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'C', 'A', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
SVC,0.8325,0.8383,0.8325,0.8341,0.8264,0.8332,0.8264,0.8282,0.75,0.78,0.75,0.7561,0.9256,smote,500,StandardScaler,"['storyPoints', 'polarity', 'stress', 'C', 'A', 'N']",10,SVC(probability=True)
DecisionTreeClassifier,0.8524,0.8544,0.8524,0.8523,0.8472,0.8541,0.8472,0.8475,0.75,0.7736,0.75,0.7516,0.9454,smote,500,StandardScaler,"['storyPoints', 'polarity', 'stress', 'C', 'A', 'N']",10,DecisionTreeClassifier()
KNeighborsClassifier,0.8134,0.8214,0.8134,0.8137,0.816,0.8147,0.816,0.8142,0.75,0.7536,0.75,0.7509,0.9297,smote,500,StandardScaler,"['storyPoints', 'polarity', 'C', 'A', 'N']",10,KNeighborsClassifier()
MLPClassifier,0.7431,0.7668,0.7431,0.7419,0.7292,0.745,0.7292,0.7292,0.75,0.7505,0.75,0.7499,0.9063,smote,500,MinMaxScaler,"['storyPoints', 'polarity', 'C', 'A', 'N']",10,MLPClassifier()
DecisionTreeClassifier,0.8576,0.8622,0.8576,0.8595,0.8785,0.8793,0.8785,0.8788,0.75,0.7512,0.75,0.7497,0.9508,smote,500,no_scaled,"['storyPoints', 'polarity', 'stress', 'C', 'A', 'N']",10,DecisionTreeClassifier()
LogisticRegression,0.8125,0.8218,0.8125,0.8146,0.8403,0.8428,0.8403,0.8413,0.7333,0.7436,0.7333,0.736,0.9303,smote,500,no_scaled,"['storyPoints', 'polarity', 'stress', 'C', 'A', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
DecisionTreeClassifier,0.8255,0.832,0.8255,0.8272,0.809,0.8274,0.809,0.8134,0.7333,0.7588,0.7333,0.7355,0.9339,smote,500,no_scaled,"['storyPoints', 'polarity', 'C', 'A', 'N']",10,DecisionTreeClassifier()
KNeighborsClassifier,0.8177,0.8197,0.8177,0.815,0.8333,0.8391,0.8333,0.8335,0.7333,0.7384,0.7333,0.735,0.93,smote,500,no_scaled,"['storyPoints', 'polarity', 'stress', 'C', 'A', 'N']",10,KNeighborsClassifier()
MLPClassifier,0.8195,0.8252,0.8195,0.8204,0.7986,0.8134,0.7986,0.8017,0.7333,0.7423,0.7333,0.734,0.9381,smote,500,StandardScaler,"['storyPoints', 'polarity', 'C', 'A', 'N']",10,MLPClassifier()
KNeighborsClassifier,0.816,0.8226,0.816,0.817,0.8472,0.8481,0.8472,0.8468,0.7333,0.7328,0.7333,0.7321,0.9436,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'C', 'A', 'N']",10,KNeighborsClassifier()
DecisionTreeClassifier,0.8082,0.8167,0.8082,0.8089,0.8264,0.8331,0.8264,0.8282,0.7333,0.7406,0.7333,0.7293,0.9357,smote,500,StandardScaler,"['storyPoints', 'polarity', 'C', 'A', 'N']",10,DecisionTreeClassifier()
KNeighborsClassifier,0.8064,0.8145,0.8064,0.8083,0.809,0.8138,0.809,0.8109,0.7167,0.7342,0.7167,0.7186,0.9278,smote,500,no_scaled,"['storyPoints', 'polarity', 'C', 'A', 'N']",10,KNeighborsClassifier()
KNeighborsClassifier,0.8507,0.8564,0.8507,0.8507,0.8194,0.8184,0.8194,0.8186,0.7167,0.7137,0.7167,0.7143,0.9479,smote,500,StandardScaler,"['storyPoints', 'polarity', 'stress', 'C', 'A', 'N']",10,KNeighborsClassifier()
MLPClassifier,0.8038,0.8108,0.8038,0.8044,0.8229,0.8278,0.8229,0.8243,0.7,0.7177,0.7,0.702,0.9318,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'C', 'A', 'N']",10,MLPClassifier()
RandomForestClassifier,0.8237,0.8266,0.8237,0.8252,0.8229,0.8377,0.8229,0.8265,0.7,0.7322,0.7,0.7016,0.9568,smote,500,no_scaled,"['storyPoints', 'polarity', 'C', 'A', 'N']",10,RandomForestClassifier()
KNeighborsClassifier,0.8194,0.8259,0.8194,0.8192,0.8438,0.8436,0.8438,0.8419,0.7,0.6983,0.7,0.6979,0.9407,smote,500,no_scaled,"['storyPoints', 'polarity_mean', 'C', 'A', 'N']",10,KNeighborsClassifier()
MLPClassifier,0.7465,0.7702,0.7465,0.7456,0.7569,0.7669,0.7569,0.7593,0.6833,0.7305,0.6833,0.691,0.9066,smote,500,no_scaled,"['storyPoints', 'polarity', 'C', 'A', 'N']",10,MLPClassifier()
MLPClassifier,0.796,0.8112,0.796,0.7979,0.7882,0.7923,0.7882,0.7888,0.7,0.6939,0.7,0.6887,0.9321,smote,500,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'C', 'A', 'N']",10,MLPClassifier()
LogisticRegression,0.8212,0.8285,0.8212,0.8239,0.816,0.8239,0.816,0.8183,0.6833,0.6854,0.6833,0.6841,0.9334,smote,500,StandardScaler,"['storyPoints', 'polarity', 'stress', 'C', 'A', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
LogisticRegression,0.6701,0.6942,0.6701,0.6698,0.7535,0.7696,0.7535,0.7547,0.6833,0.6852,0.6833,0.6834,0.8244,smote,500,MinMaxScaler,"['storyPoints', 'polarity', 'C', 'A', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
DecisionTreeClassifier,0.8568,0.8593,0.8568,0.8567,0.8715,0.8706,0.8715,0.8707,0.6833,0.6837,0.6833,0.6832,0.8925,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'C', 'A', 'N']",10,DecisionTreeClassifier()
SVC,0.7526,0.7847,0.7526,0.7522,0.7361,0.7688,0.7361,0.7353,0.6667,0.7047,0.6667,0.671,0.8882,smote,500,StandardScaler,"['storyPoints', 'polarity', 'C', 'A', 'N']",10,SVC(probability=True)
SVC,0.7057,0.7312,0.7057,0.7064,0.7257,0.7523,0.7257,0.7306,0.6667,0.6827,0.6667,0.6622,0.873,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'C', 'A', 'N']",10,SVC(probability=True)
MLPClassifier,0.7648,0.7727,0.7648,0.7649,0.7257,0.725,0.7257,0.7234,0.65,0.6656,0.65,0.6537,0.9347,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C', 'A', 'N']",10,MLPClassifier()
SVC,0.8263,0.8384,0.8263,0.8275,0.7951,0.8088,0.7951,0.797,0.6333,0.6579,0.6333,0.6386,0.924,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C', 'A', 'N']",10,SVC(probability=True)
MLPClassifier,0.7066,0.7116,0.7066,0.7058,0.7014,0.7021,0.7014,0.7006,0.6333,0.634,0.6333,0.6327,0.8866,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'C', 'A', 'N']",10,MLPClassifier()
SVC,0.7439,0.762,0.7439,0.7462,0.7674,0.7859,0.7674,0.7717,0.6167,0.6337,0.6167,0.6184,0.895,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'C', 'A', 'N']",10,SVC(probability=True)
SVC,0.665,0.6861,0.665,0.6649,0.684,0.7187,0.684,0.687,0.6167,0.6189,0.6167,0.6168,0.8193,smote,500,no_scaled,"['storyPoints', 'polarity', 'stress', 'C', 'A', 'N']",10,SVC(probability=True)
MLPClassifier,0.6858,0.7007,0.6858,0.6843,0.7188,0.7235,0.7188,0.7157,0.6333,0.6424,0.6333,0.6116,0.875,smote,500,no_scaled,"['storyPoints', 'polarity_mean', 'C', 'A', 'N']",10,MLPClassifier()
LogisticRegression,0.6962,0.7031,0.6962,0.6955,0.6389,0.6376,0.6389,0.6372,0.6,0.6056,0.6,0.5951,0.8522,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C', 'A', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
SVC,0.6397,0.6467,0.6397,0.6398,0.559,0.5652,0.559,0.5609,0.6,0.5946,0.6,0.5927,0.7974,smote,500,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'C', 'A', 'N']",10,SVC(probability=True)
SVC,0.6415,0.6473,0.6415,0.6413,0.6562,0.6574,0.6562,0.6566,0.6,0.5946,0.6,0.5927,0.8129,smote,500,no_scaled,"['storyPoints', 'polarity', 'C', 'A', 'N']",10,SVC(probability=True)
SVC,0.5972,0.6006,0.5972,0.5948,0.6285,0.6382,0.6285,0.6279,0.6,0.5946,0.6,0.5927,0.782,smote,500,no_scaled,"['storyPoints', 'polarity_mean', 'C', 'A', 'N']",10,SVC(probability=True)
LogisticRegression,0.6979,0.7009,0.6979,0.6961,0.691,0.6949,0.691,0.6925,0.6,0.5938,0.6,0.5917,0.8563,smote,500,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'C', 'A', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
LogisticRegression,0.6884,0.7102,0.6884,0.6881,0.684,0.7012,0.684,0.6823,0.5667,0.5741,0.5667,0.5678,0.8413,smote,500,StandardScaler,"['storyPoints', 'polarity', 'C', 'A', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
LogisticRegression,0.6892,0.7101,0.6892,0.6899,0.691,0.7256,0.691,0.6888,0.55,0.5709,0.55,0.5531,0.8291,smote,500,no_scaled,"['storyPoints', 'polarity', 'C', 'A', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
LogisticRegression,0.6197,0.6328,0.6197,0.6201,0.6146,0.617,0.6146,0.6153,0.5667,0.549,0.5667,0.5514,0.7992,smote,500,no_scaled,"['storyPoints', 'polarity_mean', 'C', 'A', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
LogisticRegression,0.6285,0.6401,0.6285,0.6295,0.5694,0.5699,0.5694,0.5697,0.5167,0.5456,0.5167,0.5187,0.8082,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'C', 'A', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
LogisticRegression,0.6806,0.6866,0.6806,0.6802,0.6667,0.6734,0.6667,0.6675,0.5,0.5146,0.5,0.5,0.8583,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C', 'A', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
LogisticRegression,0.6172,0.6295,0.6172,0.6195,0.625,0.6276,0.625,0.626,0.4667,0.4762,0.4667,0.4707,0.7974,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'C', 'A', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
