Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,SMOTE Instances,Scale,Features,Folds,Model
RandomForestClassifier,0.9762,0.9764,0.9762,0.9762,0.9732,0.9732,0.9732,0.9731,0.9667,0.9675,0.9667,0.9667,0.9981,smote,3000,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'C', 'A', 'N']",10,RandomForestClassifier()
DecisionTreeClassifier,0.9593,0.9595,0.9593,0.9593,0.9519,0.9519,0.9519,0.9519,0.95,0.9516,0.95,0.9504,0.9695,smote,3000,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'C', 'A', 'N']",10,DecisionTreeClassifier()
SVC,0.92,0.9223,0.92,0.9199,0.9276,0.931,0.9276,0.9274,0.9167,0.9254,0.9167,0.9175,0.9692,smote,3000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'C', 'A', 'N']",10,SVC(probability=True)
RandomForestClassifier,0.9649,0.965,0.9649,0.9648,0.9607,0.9608,0.9607,0.9607,0.9167,0.9212,0.9167,0.9174,0.9917,smote,3000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C', 'A', 'N']",10,RandomForestClassifier()
RandomForestClassifier,0.9659,0.966,0.9659,0.9658,0.9562,0.9563,0.9562,0.9562,0.9167,0.9269,0.9167,0.917,0.9918,smote,3000,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C', 'A', 'N']",10,RandomForestClassifier()
RandomForestClassifier,0.908,0.9086,0.908,0.9081,0.901,0.9015,0.901,0.9012,0.9167,0.9221,0.9167,0.9164,0.9792,smote,3000,no_scaled,"['storyPoints', 'polarity_mean', 'C', 'A', 'N']",10,RandomForestClassifier()
DecisionTreeClassifier,0.8953,0.8959,0.8953,0.8954,0.8826,0.8837,0.8826,0.8828,0.9167,0.9242,0.9167,0.9153,0.9221,smote,3000,no_scaled,"['storyPoints', 'polarity_mean', 'C', 'A', 'N']",10,DecisionTreeClassifier()
KNeighborsClassifier,0.8718,0.8731,0.8718,0.8718,0.8714,0.8715,0.8714,0.8713,0.9,0.9069,0.9,0.901,0.9559,smote,3000,no_scaled,"['storyPoints', 'polarity', 'C', 'A', 'N']",10,KNeighborsClassifier()
KNeighborsClassifier,0.9291,0.9311,0.9291,0.9291,0.927,0.9276,0.927,0.9268,0.9,0.9032,0.9,0.8988,0.9792,smote,3000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'C', 'A', 'N']",10,KNeighborsClassifier()
MLPClassifier,0.926,0.9283,0.926,0.9259,0.9309,0.9321,0.9309,0.931,0.8833,0.9035,0.8833,0.8844,0.9833,smote,3000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'C', 'A', 'N']",10,MLPClassifier()
KNeighborsClassifier,0.9256,0.9272,0.9256,0.9257,0.9349,0.9372,0.9349,0.935,0.8833,0.9035,0.8833,0.8844,0.9781,smote,3000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'C', 'A', 'N']",10,KNeighborsClassifier()
DecisionTreeClassifier,0.9459,0.9463,0.9459,0.946,0.9568,0.9568,0.9568,0.9568,0.8833,0.8944,0.8833,0.8836,0.9595,smote,3000,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C', 'A', 'N']",10,DecisionTreeClassifier()
KNeighborsClassifier,0.9457,0.9459,0.9457,0.9456,0.9523,0.9523,0.9523,0.9522,0.8833,0.8862,0.8833,0.8836,0.9848,smote,3000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C', 'A', 'N']",10,KNeighborsClassifier()
RandomForestClassifier,0.8846,0.8857,0.8846,0.8846,0.8865,0.888,0.8865,0.8864,0.8833,0.884,0.8833,0.8833,0.9765,smote,3000,no_scaled,"['storyPoints', 'polarity', 'C', 'A', 'N']",10,RandomForestClassifier()
DecisionTreeClassifier,0.9447,0.9449,0.9447,0.9448,0.9478,0.9478,0.9478,0.9477,0.8833,0.886,0.8833,0.8832,0.9586,smote,3000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C', 'A', 'N']",10,DecisionTreeClassifier()
DecisionTreeClassifier,0.875,0.8755,0.875,0.8751,0.8703,0.8701,0.8703,0.87,0.8833,0.8897,0.8833,0.8819,0.9088,smote,3000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'C', 'A', 'N']",10,DecisionTreeClassifier()
KNeighborsClassifier,0.9536,0.9541,0.9536,0.9535,0.9497,0.9498,0.9497,0.9496,0.8833,0.8897,0.8833,0.8819,0.9895,smote,3000,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'C', 'A', 'N']",10,KNeighborsClassifier()
RandomForestClassifier,0.8985,0.8989,0.8985,0.8986,0.8899,0.8903,0.8899,0.89,0.8833,0.8883,0.8833,0.881,0.9722,smote,3000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'C', 'A', 'N']",10,RandomForestClassifier()
RandomForestClassifier,0.9325,0.9348,0.9325,0.9323,0.9281,0.9293,0.9281,0.928,0.8833,0.899,0.8833,0.8791,0.9878,smote,3000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'C', 'A', 'N']",10,RandomForestClassifier()
DecisionTreeClassifier,0.9318,0.9334,0.9318,0.9317,0.9388,0.939,0.9388,0.9387,0.8833,0.899,0.8833,0.8791,0.9865,smote,3000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'C', 'A', 'N']",10,DecisionTreeClassifier()
SVC,0.8958,0.8981,0.8958,0.8958,0.8978,0.9002,0.8978,0.8982,0.8667,0.8819,0.8667,0.868,0.9562,smote,3000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'C', 'A', 'N']",10,SVC(probability=True)
MLPClassifier,0.9318,0.9338,0.9318,0.9317,0.941,0.9427,0.941,0.9412,0.8667,0.8759,0.8667,0.8668,0.986,smote,3000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'C', 'A', 'N']",10,MLPClassifier()
KNeighborsClassifier,0.926,0.9283,0.926,0.926,0.9295,0.9298,0.9295,0.9294,0.8667,0.875,0.8667,0.8668,0.9775,smote,3000,no_scaled,"['storyPoints', 'polarity', 'stress', 'C', 'A', 'N']",10,KNeighborsClassifier()
DecisionTreeClassifier,0.8824,0.8834,0.8824,0.8823,0.8848,0.8858,0.8848,0.8847,0.8667,0.8667,0.8667,0.8667,0.9763,smote,3000,no_scaled,"['storyPoints', 'polarity', 'C', 'A', 'N']",10,DecisionTreeClassifier()
MLPClassifier,0.8574,0.8606,0.8574,0.857,0.8512,0.8515,0.8512,0.8513,0.8667,0.8677,0.8667,0.8661,0.9693,smote,3000,no_scaled,"['storyPoints', 'polarity', 'C', 'A', 'N']",10,MLPClassifier()
KNeighborsClassifier,0.9551,0.9554,0.9551,0.9549,0.9517,0.9519,0.9517,0.9517,0.8667,0.8689,0.8667,0.8654,0.9854,smote,3000,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C', 'A', 'N']",10,KNeighborsClassifier()
MLPClassifier,0.9242,0.9246,0.9242,0.9242,0.9382,0.9384,0.9382,0.9383,0.85,0.8644,0.85,0.8509,0.9848,smote,3000,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C', 'A', 'N']",10,MLPClassifier()
RandomForestClassifier,0.9425,0.9441,0.9425,0.9427,0.9368,0.9407,0.9368,0.9372,0.85,0.8554,0.85,0.8504,0.9932,smote,3000,no_scaled,"['storyPoints', 'polarity', 'stress', 'C', 'A', 'N']",10,RandomForestClassifier()
RandomForestClassifier,0.8997,0.9002,0.8997,0.9,0.8956,0.896,0.8956,0.8957,0.85,0.8765,0.85,0.8501,0.9731,smote,3000,StandardScaler,"['storyPoints', 'polarity_mean', 'C', 'A', 'N']",10,RandomForestClassifier()
KNeighborsClassifier,0.8923,0.8937,0.8923,0.8926,0.8876,0.8892,0.8876,0.8877,0.85,0.8558,0.85,0.8495,0.9714,smote,3000,no_scaled,"['storyPoints', 'polarity_mean', 'C', 'A', 'N']",10,KNeighborsClassifier()
RandomForestClassifier,0.9341,0.935,0.9341,0.9339,0.9259,0.927,0.9259,0.926,0.85,0.8724,0.85,0.8487,0.9883,smote,3000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'C', 'A', 'N']",10,RandomForestClassifier()
DecisionTreeClassifier,0.9397,0.9419,0.9397,0.9399,0.9457,0.9483,0.9457,0.9461,0.8333,0.8372,0.8333,0.8339,0.9925,smote,3000,no_scaled,"['storyPoints', 'polarity', 'stress', 'C', 'A', 'N']",10,DecisionTreeClassifier()
KNeighborsClassifier,0.8856,0.8869,0.8856,0.8858,0.8922,0.8928,0.8922,0.8923,0.8333,0.8383,0.8333,0.8327,0.9662,smote,3000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'C', 'A', 'N']",10,KNeighborsClassifier()
MLPClassifier,0.9272,0.9308,0.9272,0.9276,0.9279,0.9328,0.9279,0.9283,0.8167,0.8277,0.8167,0.8175,0.99,smote,3000,no_scaled,"['storyPoints', 'polarity', 'stress', 'C', 'A', 'N']",10,MLPClassifier()
DecisionTreeClassifier,0.9318,0.9333,0.9318,0.9317,0.9242,0.9248,0.9242,0.9242,0.8167,0.8409,0.8167,0.8171,0.9874,smote,3000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'C', 'A', 'N']",10,DecisionTreeClassifier()
LogisticRegression,0.7638,0.7862,0.7638,0.7676,0.7692,0.7893,0.7692,0.7733,0.8167,0.8178,0.8167,0.8148,0.9077,smote,3000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'C', 'A', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
