Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,SMOTE Instances,Scale,Features,Folds,Model
DecisionTreeClassifier,0.9822,0.9823,0.9822,0.9822,0.9826,0.9826,0.9826,0.9826,0.85,0.8514,0.85,0.8504,0.9866,smote,5000,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N']",10,DecisionTreeClassifier()
MLPClassifier,0.8797,0.8807,0.8797,0.8799,0.8836,0.8838,0.8836,0.8837,0.85,0.8556,0.85,0.85,0.9716,smote,5000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,MLPClassifier()
RandomForestClassifier,0.865,0.8652,0.865,0.8648,0.8554,0.8551,0.8554,0.855,0.85,0.8519,0.85,0.8498,0.9647,smote,5000,MinMaxScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,RandomForestClassifier()
KNeighborsClassifier,0.9754,0.9755,0.9754,0.9754,0.9736,0.9736,0.9736,0.9736,0.85,0.8497,0.85,0.8495,0.9974,smote,5000,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N']",10,KNeighborsClassifier()
DecisionTreeClassifier,0.8909,0.892,0.8909,0.8913,0.8893,0.8894,0.8893,0.8892,0.85,0.8493,0.85,0.8486,0.975,smote,5000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,DecisionTreeClassifier()
DecisionTreeClassifier,0.8615,0.8628,0.8615,0.8614,0.8675,0.8675,0.8675,0.8673,0.85,0.8571,0.85,0.8473,0.964,smote,5000,MinMaxScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,DecisionTreeClassifier()
KNeighborsClassifier,0.8851,0.8861,0.8851,0.8854,0.8842,0.8842,0.8842,0.884,0.8333,0.8339,0.8333,0.8333,0.9573,smote,5000,no_scaled,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,KNeighborsClassifier()
RandomForestClassifier,0.9295,0.9303,0.9295,0.9298,0.9267,0.9275,0.9267,0.927,0.8167,0.8224,0.8167,0.8181,0.9884,smote,5000,no_scaled,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,RandomForestClassifier()
DecisionTreeClassifier,0.897,0.8981,0.897,0.8974,0.8942,0.8964,0.8942,0.8948,0.8167,0.8171,0.8167,0.8166,0.9792,smote,5000,no_scaled,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,DecisionTreeClassifier()
MLPClassifier,0.8949,0.8964,0.8949,0.8947,0.8865,0.8911,0.8865,0.886,0.8167,0.8318,0.8167,0.8159,0.9788,smote,5000,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N']",10,MLPClassifier()
MLPClassifier,0.8763,0.8792,0.8763,0.8765,0.8514,0.8586,0.8514,0.8471,0.8167,0.8423,0.8167,0.8119,0.9727,smote,5000,no_scaled,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,MLPClassifier()
RandomForestClassifier,0.8979,0.8988,0.8979,0.898,0.8902,0.8897,0.8902,0.8899,0.8,0.8039,0.8,0.8016,0.9798,smote,5000,no_scaled,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,RandomForestClassifier()
DecisionTreeClassifier,0.8636,0.8641,0.8636,0.8636,0.8758,0.8773,0.8758,0.8763,0.8,0.8035,0.8,0.8005,0.9682,smote,5000,no_scaled,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,DecisionTreeClassifier()
KNeighborsClassifier,0.9184,0.919,0.9184,0.9183,0.9104,0.9105,0.9104,0.9105,0.8,0.8057,0.8,0.8003,0.978,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,KNeighborsClassifier()
KNeighborsClassifier,0.9224,0.9233,0.9224,0.9227,0.9257,0.926,0.9257,0.9258,0.8,0.7989,0.8,0.7985,0.9825,smote,5000,no_scaled,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,KNeighborsClassifier()
KNeighborsClassifier,0.8842,0.8853,0.8842,0.8844,0.8755,0.8768,0.8755,0.8756,0.8,0.8194,0.8,0.798,0.9589,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,KNeighborsClassifier()
MLPClassifier,0.8479,0.8489,0.8479,0.8478,0.8521,0.8567,0.8521,0.8527,0.7833,0.8037,0.7833,0.788,0.9585,smote,5000,MinMaxScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,MLPClassifier()
KNeighborsClassifier,0.839,0.8425,0.839,0.8394,0.8393,0.846,0.8393,0.8412,0.7833,0.7948,0.7833,0.7862,0.9433,smote,5000,MinMaxScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,KNeighborsClassifier()
RandomForestClassifier,0.8706,0.8714,0.8706,0.8708,0.8564,0.8565,0.8564,0.8562,0.7833,0.7942,0.7833,0.7862,0.9692,smote,5000,no_scaled,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,RandomForestClassifier()
SVC,0.8546,0.86,0.8546,0.8557,0.8641,0.8693,0.8641,0.8654,0.7833,0.7902,0.7833,0.7855,0.9263,smote,5000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,SVC(probability=True)
LogisticRegression,0.8277,0.8336,0.8277,0.8291,0.8159,0.8193,0.8159,0.8171,0.7833,0.7887,0.7833,0.7851,0.9406,smote,5000,no_scaled,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
RandomForestClassifier,0.8937,0.8944,0.8937,0.8937,0.8839,0.8838,0.8839,0.8839,0.7833,0.7863,0.7833,0.7839,0.9767,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,RandomForestClassifier()
SVC,0.8377,0.8428,0.8377,0.8383,0.8346,0.8401,0.8346,0.8356,0.7833,0.7869,0.7833,0.7838,0.9268,smote,5000,MinMaxScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,SVC(probability=True)
LogisticRegression,0.8218,0.8262,0.8218,0.8236,0.8152,0.8197,0.8152,0.8169,0.7833,0.7857,0.7833,0.7835,0.934,smote,5000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
SVC,0.8431,0.8479,0.8431,0.8438,0.8413,0.8438,0.8413,0.8415,0.7833,0.7833,0.7833,0.7833,0.9318,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,SVC(probability=True)
MLPClassifier,0.8884,0.8914,0.8884,0.8885,0.889,0.8912,0.889,0.8894,0.7833,0.7829,0.7833,0.7828,0.9746,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,MLPClassifier()
KNeighborsClassifier,0.8541,0.8572,0.8541,0.8544,0.8424,0.8418,0.8424,0.842,0.7667,0.7698,0.7667,0.7672,0.9477,smote,5000,no_scaled,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,KNeighborsClassifier()
MLPClassifier,0.8557,0.8576,0.8557,0.856,0.8631,0.8657,0.8631,0.8638,0.7667,0.7702,0.7667,0.7671,0.9632,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,MLPClassifier()
MLPClassifier,0.9024,0.904,0.9024,0.9029,0.8963,0.8977,0.8963,0.8968,0.7667,0.7779,0.7667,0.7668,0.9795,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,MLPClassifier()
RandomForestClassifier,0.9207,0.9215,0.9207,0.921,0.9239,0.9246,0.9239,0.9241,0.7667,0.7663,0.7667,0.7656,0.9839,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,RandomForestClassifier()
KNeighborsClassifier,0.8375,0.8422,0.8375,0.8374,0.8594,0.8602,0.8594,0.8597,0.75,0.7551,0.75,0.7513,0.9402,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,KNeighborsClassifier()
DecisionTreeClassifier,0.8634,0.8648,0.8634,0.8635,0.8638,0.8642,0.8638,0.8638,0.75,0.7529,0.75,0.7511,0.9644,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,DecisionTreeClassifier()
DecisionTreeClassifier,0.8956,0.8968,0.8956,0.8955,0.8799,0.8805,0.8799,0.8799,0.75,0.7536,0.75,0.7509,0.9755,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,DecisionTreeClassifier()
MLPClassifier,0.8416,0.8491,0.8416,0.8423,0.8333,0.8393,0.8333,0.8345,0.75,0.7615,0.75,0.7502,0.9592,smote,5000,no_scaled,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,MLPClassifier()
SVC,0.8495,0.8688,0.8495,0.852,0.848,0.8674,0.848,0.8505,0.75,0.7504,0.75,0.7499,0.9413,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,SVC(probability=True)
LogisticRegression,0.6388,0.6415,0.6388,0.6394,0.6468,0.6488,0.6468,0.647,0.75,0.7504,0.75,0.7499,0.8284,smote,5000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
DecisionTreeClassifier,0.9071,0.9075,0.9071,0.9073,0.9054,0.9061,0.9054,0.9056,0.75,0.7488,0.75,0.7491,0.9306,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,DecisionTreeClassifier()
RandomForestClassifier,0.8664,0.8666,0.8664,0.8662,0.8537,0.853,0.8537,0.8533,0.7333,0.7399,0.7333,0.7354,0.9653,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,RandomForestClassifier()
SVC,0.8593,0.867,0.8593,0.8608,0.8568,0.8639,0.8568,0.8582,0.7333,0.768,0.7333,0.7338,0.9354,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,SVC(probability=True)
LogisticRegression,0.6847,0.6876,0.6847,0.6846,0.6894,0.694,0.6894,0.6894,0.7333,0.7358,0.7333,0.7325,0.8638,smote,5000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
MLPClassifier,0.8342,0.839,0.8342,0.8322,0.8497,0.849,0.8497,0.8477,0.7333,0.7382,0.7333,0.7321,0.9567,smote,5000,no_scaled,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,MLPClassifier()
SVC,0.8125,0.8186,0.8125,0.8142,0.8119,0.8166,0.8119,0.8134,0.7333,0.7331,0.7333,0.7289,0.9083,smote,5000,no_scaled,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,SVC(probability=True)
LogisticRegression,0.6946,0.7132,0.6946,0.6948,0.6974,0.7188,0.6974,0.6977,0.7167,0.718,0.7167,0.7162,0.8428,smote,5000,MinMaxScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
LogisticRegression,0.8241,0.8288,0.8241,0.8256,0.8145,0.8192,0.8145,0.8161,0.6833,0.6862,0.6833,0.6829,0.936,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
SVC,0.7026,0.7122,0.7026,0.7026,0.6874,0.6997,0.6874,0.6878,0.6667,0.6672,0.6667,0.6643,0.8627,smote,5000,no_scaled,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,SVC(probability=True)
LogisticRegression,0.6889,0.6918,0.6889,0.6888,0.6834,0.6866,0.6834,0.683,0.6667,0.6689,0.6667,0.6608,0.8683,smote,5000,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
SVC,0.6766,0.6755,0.6766,0.6747,0.6841,0.6841,0.6841,0.683,0.6167,0.6227,0.6167,0.6164,0.8558,smote,5000,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N']",10,SVC(probability=True)
SVC,0.7555,0.797,0.7555,0.7587,0.753,0.7937,0.753,0.7561,0.6167,0.6486,0.6167,0.6158,0.8929,smote,5000,no_scaled,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,SVC(probability=True)
LogisticRegression,0.6959,0.7157,0.6959,0.696,0.7021,0.7271,0.7021,0.7029,0.6167,0.619,0.6167,0.6144,0.8436,smote,5000,no_scaled,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
LogisticRegression,0.641,0.6435,0.641,0.6414,0.6342,0.6376,0.6342,0.6349,0.6,0.5985,0.6,0.599,0.8332,smote,5000,no_scaled,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
LogisticRegression,0.6813,0.6837,0.6813,0.6809,0.6941,0.6946,0.6941,0.6936,0.5667,0.5794,0.5667,0.569,0.8635,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
LogisticRegression,0.6941,0.7146,0.6941,0.694,0.7038,0.7204,0.7038,0.7044,0.5667,0.578,0.5667,0.5602,0.8429,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
LogisticRegression,0.6332,0.6352,0.6332,0.6337,0.6588,0.6628,0.6588,0.6596,0.55,0.5569,0.55,0.55,0.8279,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
