Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,SMOTE Instances,Scale,Features,Folds,Model
RandomForestClassifier,0.9839,0.9839,0.9839,0.9839,0.9826,0.9826,0.9826,0.9826,0.9167,0.9333,0.9167,0.9184,0.9989,smote,5000,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N']",10,RandomForestClassifier()
KNeighborsClassifier,0.9643,0.9645,0.9643,0.9642,0.9671,0.9672,0.9671,0.9671,0.9167,0.9259,0.9167,0.9171,0.99,smote,5000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N']",10,KNeighborsClassifier()
RandomForestClassifier,0.978,0.9781,0.978,0.978,0.9782,0.9782,0.9782,0.9782,0.9167,0.9174,0.9167,0.9166,0.9951,smote,5000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N']",10,RandomForestClassifier()
MLPClassifier,0.9588,0.959,0.9588,0.9588,0.955,0.955,0.955,0.955,0.9167,0.9194,0.9167,0.9165,0.9924,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N']",10,MLPClassifier()
RandomForestClassifier,0.9219,0.9225,0.9219,0.922,0.9274,0.9278,0.9274,0.9275,0.9167,0.9205,0.9167,0.916,0.9849,smote,5000,no_scaled,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,RandomForestClassifier()
DecisionTreeClassifier,0.9648,0.9648,0.9648,0.9648,0.9695,0.9695,0.9695,0.9695,0.9,0.9045,0.9,0.9007,0.9738,smote,5000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N']",10,DecisionTreeClassifier()
KNeighborsClassifier,0.9106,0.9117,0.9106,0.9107,0.912,0.9121,0.912,0.912,0.9,0.9074,0.9,0.8995,0.9769,smote,5000,no_scaled,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,KNeighborsClassifier()
DecisionTreeClassifier,0.9033,0.9037,0.9033,0.9033,0.9053,0.9054,0.9053,0.9053,0.8833,0.8891,0.8833,0.8829,0.9285,smote,5000,no_scaled,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,DecisionTreeClassifier()
DecisionTreeClassifier,0.9731,0.9732,0.9731,0.9731,0.9759,0.9759,0.9759,0.9759,0.8833,0.8952,0.8833,0.8828,0.9799,smote,5000,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N']",10,DecisionTreeClassifier()
KNeighborsClassifier,0.966,0.9662,0.966,0.9659,0.9649,0.9651,0.9649,0.9648,0.8833,0.8897,0.8833,0.8819,0.9931,smote,5000,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N']",10,KNeighborsClassifier()
RandomForestClassifier,0.9782,0.9783,0.9782,0.9782,0.9742,0.9742,0.9742,0.9742,0.8667,0.8867,0.8667,0.8672,0.9955,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N']",10,RandomForestClassifier()
MLPClassifier,0.8812,0.882,0.8812,0.8804,0.8839,0.8835,0.8839,0.8835,0.8667,0.8667,0.8667,0.8667,0.9764,smote,5000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N']",10,MLPClassifier()
KNeighborsClassifier,0.9045,0.9056,0.9045,0.9046,0.9168,0.9183,0.9168,0.917,0.8667,0.8709,0.8667,0.8663,0.9723,smote,5000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,KNeighborsClassifier()
RandomForestClassifier,0.917,0.9173,0.917,0.9171,0.9155,0.9155,0.9155,0.9155,0.8667,0.8677,0.8667,0.8661,0.9812,smote,5000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,RandomForestClassifier()
KNeighborsClassifier,0.9669,0.967,0.9669,0.9669,0.9665,0.9666,0.9665,0.9664,0.8667,0.866,0.8667,0.8648,0.9915,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N']",10,KNeighborsClassifier()
DecisionTreeClassifier,0.8827,0.8832,0.8827,0.8827,0.8859,0.886,0.8859,0.8859,0.85,0.864,0.85,0.8518,0.974,smote,5000,MinMaxScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,DecisionTreeClassifier()
RandomForestClassifier,0.8821,0.8825,0.8821,0.882,0.8866,0.887,0.8866,0.8866,0.85,0.8517,0.85,0.8498,0.9752,smote,5000,MinMaxScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,RandomForestClassifier()
DecisionTreeClassifier,0.9414,0.9437,0.9414,0.9414,0.9491,0.9505,0.9491,0.949,0.85,0.8508,0.85,0.849,0.9923,smote,5000,no_scaled,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,DecisionTreeClassifier()
KNeighborsClassifier,0.9098,0.9109,0.9098,0.9099,0.9104,0.9113,0.9104,0.9106,0.85,0.8519,0.85,0.8469,0.974,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,KNeighborsClassifier()
DecisionTreeClassifier,0.966,0.9661,0.966,0.966,0.9604,0.9606,0.9604,0.9604,0.8333,0.859,0.8333,0.8339,0.9745,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N']",10,DecisionTreeClassifier()
DecisionTreeClassifier,0.8965,0.8968,0.8965,0.8965,0.9017,0.9018,0.9017,0.9017,0.8333,0.8379,0.8333,0.8333,0.9235,smote,5000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,DecisionTreeClassifier()
KNeighborsClassifier,0.93,0.9315,0.93,0.9298,0.9289,0.9288,0.9289,0.9288,0.8333,0.8383,0.8333,0.8327,0.9818,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,KNeighborsClassifier()
MLPClassifier,0.932,0.9345,0.932,0.932,0.9304,0.9352,0.9304,0.9305,0.8333,0.8454,0.8333,0.8318,0.9907,smote,5000,no_scaled,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,MLPClassifier()
RandomForestClassifier,0.9428,0.9446,0.9428,0.9426,0.9444,0.946,0.9444,0.9445,0.8333,0.8361,0.8333,0.8315,0.9932,smote,5000,no_scaled,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,RandomForestClassifier()
