Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,SMOTE Instances,Scale,Features,Folds,Model
RandomForestClassifier,0.9263,0.9287,0.9263,0.9263,0.9271,0.9306,0.9271,0.9274,0.8833,0.8939,0.8833,0.8836,0.9872,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N']",10,RandomForestClassifier()
KNeighborsClassifier,0.8568,0.8586,0.8568,0.8561,0.9062,0.9095,0.9062,0.9067,0.8833,0.8842,0.8833,0.8823,0.9567,smote,500,no_scaled,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,KNeighborsClassifier()
KNeighborsClassifier,0.8906,0.8948,0.8906,0.8909,0.8646,0.871,0.8646,0.8648,0.8667,0.8673,0.8667,0.8666,0.964,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N']",10,KNeighborsClassifier()
DecisionTreeClassifier,0.9184,0.923,0.9184,0.9185,0.9271,0.9353,0.9271,0.9271,0.8667,0.869,0.8667,0.8664,0.9693,smote,500,no_scaled,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,DecisionTreeClassifier()
KNeighborsClassifier,0.8637,0.8722,0.8637,0.8627,0.8472,0.8564,0.8472,0.8486,0.8667,0.8677,0.8667,0.8661,0.9569,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N']",10,KNeighborsClassifier()
RandomForestClassifier,0.8785,0.8829,0.8785,0.8787,0.8889,0.891,0.8889,0.8893,0.85,0.8497,0.85,0.8495,0.9675,smote,500,no_scaled,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,RandomForestClassifier()
RandomForestClassifier,0.9332,0.9355,0.9332,0.9328,0.9306,0.9319,0.9306,0.9302,0.85,0.8591,0.85,0.8495,0.9832,smote,500,no_scaled,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,RandomForestClassifier()
RandomForestClassifier,0.9323,0.9343,0.9323,0.9323,0.9236,0.9252,0.9236,0.9238,0.85,0.8518,0.85,0.8483,0.9879,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N']",10,RandomForestClassifier()
RandomForestClassifier,0.8828,0.8864,0.8828,0.8831,0.8785,0.88,0.8785,0.8787,0.8333,0.8387,0.8333,0.8317,0.9662,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,RandomForestClassifier()
DecisionTreeClassifier,0.8663,0.869,0.8663,0.8661,0.8438,0.8457,0.8438,0.8436,0.8333,0.8587,0.8333,0.8299,0.9496,smote,500,no_scaled,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,DecisionTreeClassifier()
KNeighborsClassifier,0.9097,0.9155,0.9097,0.909,0.8924,0.8992,0.8924,0.8918,0.8167,0.8189,0.8167,0.8174,0.9756,smote,500,StandardScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,KNeighborsClassifier()
RandomForestClassifier,0.9297,0.9323,0.9297,0.9294,0.9201,0.9222,0.9201,0.9203,0.8167,0.8302,0.8167,0.8159,0.9864,smote,500,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,RandomForestClassifier()
DecisionTreeClassifier,0.8542,0.8576,0.8542,0.854,0.875,0.875,0.875,0.8749,0.8167,0.8302,0.8167,0.8159,0.9424,smote,500,MinMaxScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,DecisionTreeClassifier()
