Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,SMOTE Instances,Scale,Features,Folds,Model
SVC,0.7661,0.7753,0.7661,0.7678,0.7849,0.7892,0.7849,0.7858,0.7667,0.7667,0.7667,0.7644,0.8939,smote,1000,StandardScaler,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,SVC(probability=True)
KNeighborsClassifier,0.8118,0.8156,0.8118,0.8118,0.7935,0.7924,0.7935,0.7925,0.75,0.7583,0.75,0.7521,0.913,smote,1000,StandardScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,KNeighborsClassifier()
LogisticRegression,0.686,0.6944,0.686,0.686,0.6695,0.6723,0.6695,0.6693,0.75,0.75,0.75,0.75,0.8582,smote,1000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
MLPClassifier,0.7447,0.7538,0.7447,0.7468,0.7522,0.758,0.7522,0.7538,0.75,0.7543,0.75,0.7497,0.9076,smote,1000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,MLPClassifier()
MLPClassifier,0.8264,0.8265,0.8264,0.8261,0.8296,0.8294,0.8296,0.8283,0.75,0.7488,0.75,0.7485,0.9444,smote,1000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N']",10,MLPClassifier()
SVC,0.7433,0.7516,0.7433,0.7455,0.7625,0.7715,0.7625,0.7649,0.75,0.7763,0.75,0.7484,0.8876,smote,1000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,SVC(probability=True)
SVC,0.8028,0.8058,0.8028,0.8019,0.8158,0.8156,0.8158,0.8146,0.75,0.7468,0.75,0.7462,0.914,smote,1000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N']",10,SVC(probability=True)
SVC,0.8251,0.8306,0.8251,0.8258,0.833,0.8372,0.833,0.8343,0.7333,0.7649,0.7333,0.739,0.8995,smote,1000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,SVC(probability=True)
MLPClassifier,0.8041,0.8127,0.8041,0.8053,0.8021,0.8067,0.8021,0.803,0.7333,0.7485,0.7333,0.7365,0.9228,smote,1000,MinMaxScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,MLPClassifier()
LogisticRegression,0.824,0.8304,0.824,0.8257,0.8129,0.8291,0.8129,0.816,0.7333,0.7448,0.7333,0.7362,0.9362,smote,1000,no_scaled,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
RandomForestClassifier,0.86,0.8642,0.86,0.86,0.8795,0.8822,0.8795,0.88,0.7333,0.7462,0.7333,0.7354,0.9512,smote,1000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,RandomForestClassifier()
DecisionTreeClassifier,0.8527,0.8602,0.8527,0.8533,0.8571,0.8614,0.8571,0.857,0.7333,0.7564,0.7333,0.7346,0.943,smote,1000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,DecisionTreeClassifier()
MLPClassifier,0.8316,0.8349,0.8316,0.8301,0.8605,0.8597,0.8605,0.8599,0.7333,0.7333,0.7333,0.7333,0.9496,smote,1000,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N']",10,MLPClassifier()
DecisionTreeClassifier,0.8437,0.8456,0.8437,0.8441,0.8434,0.8457,0.8434,0.8431,0.7333,0.7368,0.7333,0.733,0.8834,smote,1000,StandardScaler,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,DecisionTreeClassifier()
MLPClassifier,0.8376,0.8424,0.8376,0.8382,0.8176,0.8196,0.8176,0.8183,0.7167,0.7557,0.7167,0.7179,0.939,smote,1000,StandardScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,MLPClassifier()
LogisticRegression,0.6313,0.6378,0.6313,0.6322,0.6351,0.6459,0.6351,0.6375,0.7167,0.7254,0.7167,0.7169,0.8097,smote,1000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
KNeighborsClassifier,0.8458,0.8525,0.8458,0.8461,0.8571,0.8609,0.8571,0.8577,0.7167,0.7223,0.7167,0.7161,0.9343,smote,1000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,KNeighborsClassifier()
LogisticRegression,0.696,0.715,0.696,0.6953,0.7057,0.7212,0.7057,0.7046,0.7,0.7191,0.7,0.7028,0.8189,smote,1000,MinMaxScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
SVC,0.6645,0.669,0.6645,0.6652,0.6718,0.6786,0.6718,0.6727,0.6833,0.7184,0.6833,0.69,0.8413,smote,1000,no_scaled,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,SVC(probability=True)
SVC,0.6798,0.6945,0.6798,0.6809,0.7177,0.7423,0.7177,0.7199,0.6833,0.7139,0.6833,0.6892,0.8365,smote,1000,no_scaled,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,SVC(probability=True)
DecisionTreeClassifier,0.8204,0.8252,0.8204,0.8219,0.8503,0.8544,0.8503,0.8509,0.6833,0.6946,0.6833,0.6847,0.9335,smote,1000,StandardScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,DecisionTreeClassifier()
LogisticRegression,0.8075,0.813,0.8075,0.8084,0.7676,0.7703,0.7676,0.7687,0.6833,0.6804,0.6833,0.6816,0.9132,smote,1000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
RandomForestClassifier,0.8342,0.8389,0.8342,0.835,0.8296,0.8437,0.8296,0.8324,0.6667,0.7094,0.6667,0.673,0.9405,smote,1000,StandardScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,RandomForestClassifier()
LogisticRegression,0.7058,0.7287,0.7058,0.7048,0.6854,0.7075,0.6854,0.686,0.65,0.6705,0.65,0.6559,0.848,smote,1000,no_scaled,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
MLPClassifier,0.8163,0.8249,0.8163,0.8166,0.7704,0.7785,0.7704,0.7725,0.65,0.6513,0.65,0.6495,0.9413,smote,1000,no_scaled,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,MLPClassifier()
SVC,0.7692,0.7857,0.7692,0.7698,0.7952,0.8025,0.7952,0.7964,0.65,0.6702,0.65,0.648,0.8882,smote,1000,StandardScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,SVC(probability=True)
LogisticRegression,0.696,0.7005,0.696,0.6946,0.682,0.6916,0.682,0.6829,0.6333,0.6347,0.6333,0.6328,0.8694,smote,1000,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
LogisticRegression,0.6731,0.6783,0.6731,0.673,0.6902,0.6921,0.6902,0.6895,0.6333,0.628,0.6333,0.6282,0.8508,smote,1000,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
MLPClassifier,0.7509,0.7705,0.7509,0.75,0.7721,0.7736,0.7721,0.7651,0.65,0.6402,0.65,0.6221,0.9161,smote,1000,no_scaled,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,MLPClassifier()
SVC,0.6148,0.6141,0.6148,0.6129,0.6582,0.6573,0.6582,0.6576,0.5833,0.5986,0.5833,0.588,0.8074,smote,1000,no_scaled,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,SVC(probability=True)
LogisticRegression,0.6189,0.6219,0.6189,0.6191,0.6523,0.6576,0.6523,0.654,0.5833,0.5795,0.5833,0.5781,0.8114,smote,1000,StandardScaler,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
SVC,0.6126,0.6121,0.6126,0.6107,0.6344,0.6342,0.6344,0.6337,0.5667,0.5802,0.5667,0.5713,0.799,smote,1000,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N']",10,SVC(probability=True)
LogisticRegression,0.6976,0.7174,0.6976,0.6976,0.704,0.7251,0.704,0.7006,0.5667,0.5864,0.5667,0.5679,0.8297,smote,1000,StandardScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
LogisticRegression,0.6373,0.6417,0.6373,0.6374,0.6327,0.6358,0.6327,0.6327,0.55,0.5778,0.55,0.5556,0.8266,smote,1000,no_scaled,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
