Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,SMOTE Instances,Scale,Features,Folds,Model
RandomForestClassifier,0.9148,0.9201,0.9148,0.9128,0.9348,0.9355,0.9348,0.9349,0.9,0.9019,0.9,0.8999,0.9816,smote,250,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N']",10,RandomForestClassifier()
RandomForestClassifier,0.9039,0.9104,0.9039,0.9045,0.9275,0.9321,0.9275,0.9282,0.8833,0.8875,0.8833,0.884,0.9788,smote,250,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N']",10,RandomForestClassifier()
RandomForestClassifier,0.9168,0.9208,0.9168,0.9166,0.9203,0.9216,0.9203,0.9207,0.8667,0.8664,0.8667,0.8662,0.975,smote,250,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N']",10,RandomForestClassifier()
RandomForestClassifier,0.8479,0.8586,0.8479,0.8484,0.7609,0.7663,0.7609,0.7632,0.8667,0.8668,0.8667,0.8657,0.9646,smote,250,no_scaled,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,RandomForestClassifier()
MLPClassifier,0.8242,0.8434,0.8242,0.8271,0.8188,0.8454,0.8188,0.8231,0.85,0.8608,0.85,0.8526,0.9335,smote,250,no_scaled,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,MLPClassifier()
DecisionTreeClassifier,0.864,0.8713,0.864,0.8637,0.9203,0.9213,0.9203,0.9203,0.85,0.8539,0.85,0.8505,0.8977,smote,250,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N']",10,DecisionTreeClassifier()
RandomForestClassifier,0.8549,0.861,0.8549,0.8544,0.8406,0.8424,0.8406,0.8411,0.85,0.8544,0.85,0.8499,0.9556,smote,250,no_scaled,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,RandomForestClassifier()
KNeighborsClassifier,0.8027,0.8133,0.8027,0.8023,0.7826,0.7865,0.7826,0.7837,0.85,0.8523,0.85,0.8466,0.9301,smote,250,StandardScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,KNeighborsClassifier()
DecisionTreeClassifier,0.8027,0.8092,0.8027,0.7993,0.8261,0.8255,0.8261,0.8241,0.8333,0.8391,0.8333,0.8348,0.8509,smote,250,no_scaled,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,DecisionTreeClassifier()
RandomForestClassifier,0.8442,0.8499,0.8442,0.8439,0.8551,0.8583,0.8551,0.8562,0.8333,0.8411,0.8333,0.8346,0.9486,smote,250,StandardScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,RandomForestClassifier()
KNeighborsClassifier,0.8317,0.8427,0.8317,0.8324,0.8768,0.8769,0.8768,0.8768,0.8333,0.8372,0.8333,0.8339,0.9439,smote,250,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N']",10,KNeighborsClassifier()
SVC,0.8223,0.8374,0.8223,0.8225,0.8116,0.8165,0.8116,0.8129,0.8167,0.8234,0.8167,0.8178,0.91,smote,250,StandardScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,SVC(probability=True)
KNeighborsClassifier,0.7988,0.8075,0.7988,0.7997,0.8116,0.8222,0.8116,0.8133,0.8167,0.8234,0.8167,0.8178,0.9248,smote,250,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N']",10,KNeighborsClassifier()
RandomForestClassifier,0.8622,0.8728,0.8622,0.8634,0.8333,0.8324,0.8333,0.8326,0.8167,0.8273,0.8167,0.817,0.9609,smote,250,MinMaxScaler,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,RandomForestClassifier()
