Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,SMOTE Instances,Scale,Features,Folds,Model
RandomForestClassifier,0.9462,0.948,0.9462,0.9462,0.9306,0.935,0.9306,0.9311,0.9,0.9069,0.9,0.9006,0.9919,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N']",10,RandomForestClassifier()
DecisionTreeClassifier,0.8699,0.8754,0.8699,0.8705,0.8403,0.8438,0.8403,0.8416,0.8833,0.8894,0.8833,0.8848,0.9565,smote,500,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,DecisionTreeClassifier()
RandomForestClassifier,0.8533,0.8596,0.8533,0.8528,0.8611,0.862,0.8611,0.8614,0.8833,0.8862,0.8833,0.8836,0.9652,smote,500,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,RandomForestClassifier()
RandomForestClassifier,0.8394,0.8479,0.8394,0.8412,0.7917,0.7994,0.7917,0.7931,0.8667,0.8709,0.8667,0.8673,0.9533,smote,500,MinMaxScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,RandomForestClassifier()
MLPClassifier,0.8125,0.8185,0.8125,0.8139,0.8229,0.8303,0.8229,0.8254,0.8667,0.875,0.8667,0.8668,0.9432,smote,500,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,MLPClassifier()
DecisionTreeClassifier,0.8203,0.8298,0.8203,0.8212,0.8194,0.8301,0.8194,0.8221,0.85,0.8545,0.85,0.8511,0.9424,smote,500,MinMaxScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,DecisionTreeClassifier()
RandomForestClassifier,0.8906,0.8952,0.8906,0.891,0.8646,0.8678,0.8646,0.8654,0.85,0.8583,0.85,0.8497,0.9743,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,RandomForestClassifier()
RandomForestClassifier,0.9383,0.9398,0.9383,0.9384,0.9653,0.9652,0.9653,0.9652,0.85,0.8577,0.85,0.8488,0.992,smote,500,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N']",10,RandomForestClassifier()
KNeighborsClassifier,0.8307,0.8395,0.8307,0.832,0.8576,0.861,0.8576,0.8579,0.8333,0.8413,0.8333,0.834,0.9402,smote,500,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,KNeighborsClassifier()
RandomForestClassifier,0.8898,0.8934,0.8898,0.8899,0.9028,0.9057,0.9028,0.9035,0.8333,0.8357,0.8333,0.8331,0.9783,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,RandomForestClassifier()
DecisionTreeClassifier,0.9132,0.9155,0.9132,0.9132,0.9028,0.9022,0.9028,0.9023,0.8333,0.8448,0.8333,0.8329,0.9351,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N']",10,DecisionTreeClassifier()
KNeighborsClassifier,0.8611,0.863,0.8611,0.8609,0.8993,0.9028,0.8993,0.9,0.8333,0.8594,0.8333,0.8298,0.9649,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N']",10,KNeighborsClassifier()
