Algorithm;Train Accuracy;Train Precision;Train Recall;Train F1 Score;Test Accuracy;Test Precision;Test Recall;Test F1 Score;Val. Accuracy;Val. Precision;Val. Recall;Val. F1 Score;Bal. Strategy;SMOTE Instances;Scale;Features;Folds;Hyper Params.;Model
KNeighborsClassifier;0.9552;0.9555;0.9552;0.9551;0.9731;0.9732;0.9731;0.973;0.9167;0.9259;0.9167;0.9171;smote;3000;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
KNeighborsClassifier;0.9554;0.9557;0.9554;0.9553;0.9742;0.9743;0.9742;0.9742;0.9167;0.9259;0.9167;0.9171;smote;3000;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
RandomForestClassifier;0.9688;0.9689;0.9688;0.9688;0.9663;0.9663;0.9663;0.9662;0.9167;0.9269;0.9167;0.917;smote;3000;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 1};RandomForestClassifier(n_estimators=20, random_state=1)
RandomForestClassifier;0.9689;0.969;0.9689;0.9689;0.9618;0.9619;0.9618;0.9618;0.9167;0.9269;0.9167;0.917;smote;3000;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 573};RandomForestClassifier(n_estimators=10, random_state=573)
KNeighborsClassifier;0.9581;0.9583;0.9581;0.958;0.964;0.964;0.964;0.964;0.9167;0.9269;0.9167;0.917;smote;3000;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
RandomForestClassifier;0.9702;0.9702;0.9702;0.9701;0.9663;0.9665;0.9663;0.9663;0.9;0.9087;0.9;0.9009;smote;3000;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 895};RandomForestClassifier(n_estimators=10, random_state=895)
RandomForestClassifier;0.9682;0.9683;0.9682;0.9682;0.9719;0.972;0.9719;0.9719;0.9;0.9148;0.9;0.9008;smote;3000;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 1};RandomForestClassifier(n_estimators=20, random_state=1)
RandomForestClassifier;0.9718;0.9719;0.9718;0.9718;0.973;0.9731;0.973;0.9729;0.9;0.9148;0.9;0.9008;smote;3000;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 1};RandomForestClassifier(n_estimators=20, random_state=1)
KNeighborsClassifier;0.9576;0.9579;0.9576;0.9575;0.9697;0.9698;0.9697;0.9697;0.9;0.9148;0.9;0.9008;smote;3000;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
RandomForestClassifier;0.9702;0.9702;0.9702;0.9702;0.9719;0.9721;0.9719;0.9719;0.9;0.9148;0.9;0.9008;smote;3000;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 1};RandomForestClassifier(n_estimators=20, random_state=1)
