;Algorithm;Train Accuracy;Train Precision;Train Recall;Train F1 Score;Test Accuracy;Test Precision;Test Recall;Test F1 Score;Val. Accuracy;Val. Precision;Val. Recall;Val. F1 Score;Bal. Strategy;SMOTE Instances;Scale;Features;Folds;Hyper Params.;Model
14;KNeighborsClassifier;0.8866;0.8898;0.8866;0.8868;0.9097;0.9111;0.9097;0.9102;0.9;0.9015;0.9;0.9004;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 7, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=7, weights='distance')
34;MLPClassifier;0.8897;0.8937;0.8897;0.8896;0.9306;0.9305;0.9306;0.9302;0.9;0.9036;0.9;0.8984;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 773, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=773)
33;RandomForestClassifier;0.9313;0.933;0.9313;0.9312;0.9306;0.9329;0.9306;0.9309;0.9;0.8995;0.9;0.8987;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 688};RandomForestClassifier(n_estimators=10, random_state=688)
32;MLPClassifier;0.8766;0.8804;0.8766;0.8766;0.9375;0.9373;0.9375;0.9374;0.9;0.9029;0.9;0.8989;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 925, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=925)
31;MLPClassifier;0.8789;0.8816;0.8789;0.8791;0.9792;0.9793;0.9792;0.9792;0.9;0.9029;0.9;0.8989;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 925, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=925)
30;MLPClassifier;0.8827;0.887;0.8827;0.8832;0.9375;0.9379;0.9375;0.9376;0.9;0.9073;0.9;0.899;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 42, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=42)
29;MLPClassifier;0.8758;0.88;0.8758;0.8759;0.9375;0.9418;0.9375;0.9383;0.9;0.9073;0.9;0.899;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 42, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=42)
28;MLPClassifier;0.8796;0.8825;0.8796;0.8799;0.9097;0.9132;0.9097;0.907;0.9;0.9073;0.9;0.899;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 925, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=925)
27;MLPClassifier;0.8658;0.8695;0.8658;0.866;0.9583;0.9588;0.9583;0.9583;0.9;0.9027;0.9;0.8998;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 773, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=773)
26;MLPClassifier;0.8765;0.8814;0.8765;0.8768;0.9375;0.9383;0.9375;0.9377;0.9;0.9027;0.9;0.8998;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 925, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=925)
25;MLPClassifier;0.8774;0.8804;0.8774;0.878;0.9167;0.9217;0.9167;0.9169;0.9;0.9027;0.9;0.8998;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 773, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=773)
24;KNeighborsClassifier;0.8858;0.8886;0.8858;0.886;0.8958;0.8968;0.8958;0.8955;0.9;0.9;0.9;0.9;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 7, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=7, weights='distance')
23;KNeighborsClassifier;0.8928;0.8978;0.8928;0.8931;0.9375;0.9417;0.9375;0.9375;0.9;0.9015;0.9;0.9004;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(weights='distance')
11;KNeighborsClassifier;0.8904;0.8947;0.8904;0.8906;0.9444;0.9476;0.9444;0.9448;0.9;0.9069;0.9;0.9006;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 13, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=13, weights='distance')
21;KNeighborsClassifier;0.8828;0.8872;0.8828;0.8831;0.9583;0.9583;0.9583;0.9583;0.9;0.9015;0.9;0.9004;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
20;KNeighborsClassifier;0.8889;0.8927;0.8889;0.8892;0.8889;0.8907;0.8889;0.8891;0.9;0.9015;0.9;0.9004;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
19;KNeighborsClassifier;0.8765;0.8811;0.8765;0.8769;0.9167;0.9187;0.9167;0.9168;0.9;0.9015;0.9;0.9004;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
18;KNeighborsClassifier;0.8874;0.8929;0.8874;0.8877;0.9236;0.924;0.9236;0.9238;0.9;0.9015;0.9;0.9004;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(weights='distance')
17;KNeighborsClassifier;0.8905;0.8939;0.8905;0.8906;0.9236;0.9258;0.9236;0.9238;0.9;0.9015;0.9;0.9004;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(weights='distance')
16;KNeighborsClassifier;0.8951;0.8999;0.8951;0.8948;0.9167;0.9166;0.9167;0.9166;0.9;0.9015;0.9;0.9004;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(weights='distance')
15;KNeighborsClassifier;0.8859;0.8889;0.8859;0.8861;0.9444;0.9447;0.9444;0.944;0.9;0.9015;0.9;0.9004;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(weights='distance')
22;KNeighborsClassifier;0.882;0.8867;0.882;0.8825;0.9444;0.946;0.9444;0.9444;0.9;0.9015;0.9;0.9004;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(weights='distance')
13;MLPClassifier;0.8719;0.8743;0.8719;0.8721;0.9653;0.9655;0.9653;0.9651;0.9;0.906;0.9;0.9005;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 773, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=773)
27;RandomForestClassifier;0.9321;0.9337;0.9321;0.932;0.9514;0.9522;0.9514;0.9513;0.9;0.9007;0.9;0.9;smote;500;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 901};RandomForestClassifier(n_estimators=20, random_state=901)
17;KNeighborsClassifier;0.8658;0.8733;0.8658;0.8665;0.9097;0.9119;0.9097;0.91;0.9;0.9139;0.9;0.9008;smote;500;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
24;RandomForestClassifier;0.939;0.941;0.939;0.9392;0.9028;0.9043;0.9028;0.9029;0.9;0.9042;0.9;0.9006;smote;500;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 142};RandomForestClassifier(n_estimators=20, random_state=142)
28;KNeighborsClassifier;0.8673;0.8735;0.8673;0.8677;0.8819;0.8924;0.8819;0.8819;0.9;0.9103;0.9;0.8998;smote;500;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
29;RandomForestClassifier;0.9275;0.9287;0.9275;0.9276;0.9514;0.9535;0.9514;0.9516;0.9;0.9058;0.9;0.8995;smote;500;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 901};RandomForestClassifier(n_estimators=20, random_state=901)
30;KNeighborsClassifier;0.8704;0.877;0.8704;0.8707;0.9028;0.903;0.9028;0.9023;0.9;0.9073;0.9;0.899;smote;500;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
23;KNeighborsClassifier;0.8673;0.8718;0.8673;0.8676;0.9514;0.9549;0.9514;0.951;0.9;0.9139;0.9;0.9008;smote;500;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
22;KNeighborsClassifier;0.8658;0.8733;0.8658;0.8662;0.8889;0.8997;0.8889;0.8893;0.9;0.9139;0.9;0.9008;smote;500;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
21;KNeighborsClassifier;0.8558;0.8617;0.8558;0.8561;0.9583;0.9583;0.9583;0.9583;0.9;0.9139;0.9;0.9008;smote;500;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
20;KNeighborsClassifier;0.8618;0.8682;0.8618;0.8625;0.9375;0.9403;0.9375;0.938;0.9;0.9139;0.9;0.9008;smote;500;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
19;KNeighborsClassifier;0.8642;0.8701;0.8642;0.8645;0.9236;0.9237;0.9236;0.9236;0.9;0.9139;0.9;0.9008;smote;500;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
18;RandomForestClassifier;0.9313;0.9329;0.9313;0.9312;0.9653;0.9668;0.9653;0.9655;0.9;0.9139;0.9;0.9008;smote;500;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 413};RandomForestClassifier(n_estimators=20, random_state=413)
16;KNeighborsClassifier;0.855;0.8625;0.855;0.8552;0.9375;0.9383;0.9375;0.9377;0.9;0.9139;0.9;0.9008;smote;500;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
25;KNeighborsClassifier;0.8611;0.8647;0.8611;0.8615;0.9097;0.9165;0.9097;0.9106;0.9;0.9231;0.9;0.9004;smote;500;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
15;RandomForestClassifier;0.9336;0.9371;0.9336;0.9335;0.9167;0.9194;0.9167;0.9172;0.9;0.9139;0.9;0.9008;smote;500;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 413};RandomForestClassifier(n_estimators=20, random_state=413)
14;KNeighborsClassifier;0.8658;0.8722;0.8658;0.866;0.9444;0.9474;0.9444;0.945;0.9;0.9139;0.9;0.9008;smote;500;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
13;KNeighborsClassifier;0.8596;0.8666;0.8596;0.8597;0.9375;0.9428;0.9375;0.9378;0.9;0.9139;0.9;0.9008;smote;500;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
12;RandomForestClassifier;0.9243;0.926;0.9243;0.9244;0.9583;0.9583;0.9583;0.9581;0.9;0.9076;0.9;0.901;smote;500;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 413};RandomForestClassifier(n_estimators=20, random_state=413)
11;KNeighborsClassifier;0.8588;0.868;0.8588;0.8594;0.8958;0.8953;0.8958;0.8954;0.9;0.9109;0.9;0.901;smote;500;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
0;KNeighborsClassifier;0.8796;0.884;0.8796;0.8799;0.8819;0.8888;0.8819;0.8818;0.9;0.9027;0.9;0.8998;smote;500;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
10;RandomForestClassifier;0.9398;0.9423;0.9398;0.9398;0.9375;0.9398;0.9375;0.9379;0.9;0.9076;0.9;0.901;smote;500;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 901};RandomForestClassifier(n_estimators=10, random_state=901)
9;RandomForestClassifier;0.9329;0.9351;0.9329;0.9329;0.9583;0.9598;0.9583;0.958;0.9;0.9076;0.9;0.901;smote;500;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 142};RandomForestClassifier(n_estimators=20, random_state=142)
8;RandomForestClassifier;0.9313;0.9329;0.9313;0.9314;0.9444;0.9454;0.9444;0.9441;0.9;0.9076;0.9;0.901;smote;500;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 901};RandomForestClassifier(n_estimators=20, random_state=901)
7;KNeighborsClassifier;0.8634;0.8727;0.8634;0.8639;0.9236;0.9275;0.9236;0.9237;0.9;0.9231;0.9;0.9019;smote;500;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
26;KNeighborsClassifier;0.8728;0.8778;0.8728;0.8731;0.875;0.8777;0.875;0.875;0.9;0.9231;0.9;0.9004;smote;500;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', n_neighbors=7, p=1, weights='distance')
39;RandomForestClassifier;0.9313;0.9325;0.9313;0.9311;0.9444;0.9452;0.9444;0.9443;0.8833;0.8958;0.8833;0.8843;smote;500;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 413};RandomForestClassifier(n_estimators=20, random_state=413)
40;RandomForestClassifier;0.9344;0.9364;0.9344;0.9345;0.9097;0.9102;0.9097;0.9097;0.8833;0.8958;0.8833;0.8843;smote;500;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 901};RandomForestClassifier(n_estimators=20, random_state=901)
31;KNeighborsClassifier;0.8618;0.8691;0.8618;0.862;0.9236;0.9288;0.9236;0.924;0.8833;0.9025;0.8833;0.8855;smote;500;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
38;RandomForestClassifier;0.9367;0.9383;0.9367;0.9367;0.9097;0.9161;0.9097;0.91;0.8833;0.8958;0.8833;0.8843;smote;500;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 142};RandomForestClassifier(n_estimators=20, random_state=142)
42;RandomForestClassifier;0.936;0.9369;0.936;0.936;0.8889;0.8924;0.8889;0.8886;0.8833;0.8958;0.8833;0.8843;smote;500;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 901};RandomForestClassifier(n_estimators=10, random_state=901)
43;KNeighborsClassifier;0.8635;0.8694;0.8635;0.8637;0.9375;0.9374;0.9375;0.9373;0.8833;0.8958;0.8833;0.8843;smote;500;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
