;Algorithm;Train Accuracy;Train Precision;Train Recall;Train F1 Score;Test Accuracy;Test Precision;Test Recall;Test F1 Score;Val. Accuracy;Val. Precision;Val. Recall;Val. F1 Score;Bal. Strategy;SMOTE Instances;Scale;Features;Folds;Hyper Params.;Model
31;KNeighborsClassifier;0.913;0.9139;0.913;0.9131;0.906;0.9075;0.906;0.906;0.8667;0.8709;0.8667;0.8663;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'uniform'};KNeighborsClassifier(metric='manhattan', p=1)
32;KNeighborsClassifier;0.9115;0.9123;0.9115;0.9116;0.9142;0.9147;0.9142;0.9143;0.8667;0.8709;0.8667;0.8663;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'uniform'};KNeighborsClassifier(metric='manhattan', p=1)
33;RandomForestClassifier;0.9144;0.9148;0.9144;0.9145;0.9282;0.9282;0.9282;0.9282;0.8667;0.8665;0.8667;0.8662;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 120};RandomForestClassifier(n_estimators=20, random_state=120)
69;DecisionTreeClassifier;0.907;0.9072;0.907;0.907;0.8869;0.8908;0.8869;0.8871;0.8667;0.869;0.8667;0.8664;smote;5000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 822};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=822)
68;DecisionTreeClassifier;0.9053;0.9055;0.9053;0.9053;0.8869;0.8916;0.8869;0.8878;0.8667;0.869;0.8667;0.8664;smote;5000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 822};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=822)
67;DecisionTreeClassifier;0.9049;0.9053;0.9049;0.9049;0.8775;0.8804;0.8775;0.878;0.8667;0.8746;0.8667;0.8674;smote;5000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 633};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=633)
66;DecisionTreeClassifier;0.9059;0.9063;0.9059;0.9059;0.8849;0.8899;0.8849;0.8859;0.8667;0.8746;0.8667;0.8674;smote;5000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 602};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=602)
65;DecisionTreeClassifier;0.9023;0.9025;0.9023;0.9023;0.8909;0.8972;0.8909;0.8914;0.8667;0.8746;0.8667;0.8674;smote;5000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 822};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=822)
100;SVC;0.8785;0.8785;0.8785;0.8781;0.9175;0.9185;0.9175;0.9176;0.8667;0.8717;0.8667;0.866;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 753};SVC(C=10, random_state=753)
101;SVC;0.8827;0.8828;0.8827;0.8824;0.9168;0.9171;0.9168;0.9169;0.8667;0.8717;0.8667;0.866;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 753};SVC(C=10, random_state=753)
102;SVC;0.8807;0.8808;0.8807;0.8804;0.9228;0.9226;0.9228;0.9227;0.8667;0.8717;0.8667;0.866;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 753};SVC(C=10, random_state=753)
103;RandomForestClassifier;0.98;0.9801;0.98;0.98;0.9805;0.9805;0.9805;0.9805;0.8667;0.875;0.8667;0.8658;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 421};RandomForestClassifier(n_estimators=20, random_state=421)
104;RandomForestClassifier;0.9802;0.9802;0.9802;0.9802;0.9752;0.9753;0.9752;0.9752;0.8667;0.8764;0.8667;0.8657;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 421};RandomForestClassifier(n_estimators=20, random_state=421)
105;RandomForestClassifier;0.9781;0.9781;0.9781;0.9781;0.9765;0.9766;0.9765;0.9765;0.8667;0.8731;0.8667;0.8651;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 265};RandomForestClassifier(n_estimators=20, random_state=265)
106;KNeighborsClassifier;0.9696;0.9697;0.9696;0.9695;0.9779;0.9778;0.9779;0.9778;0.8667;0.866;0.8667;0.8648;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(weights='distance')
107;KNeighborsClassifier;0.9707;0.9708;0.9707;0.9707;0.9725;0.9725;0.9725;0.9725;0.8667;0.866;0.8667;0.8648;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(weights='distance')
108;KNeighborsClassifier;0.9697;0.9699;0.9697;0.9697;0.9685;0.9686;0.9685;0.9684;0.8667;0.866;0.8667;0.8648;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(weights='distance')
109;KNeighborsClassifier;0.9701;0.9702;0.9701;0.9701;0.9765;0.9765;0.9765;0.9765;0.8667;0.866;0.8667;0.8648;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(weights='distance')
110;KNeighborsClassifier;0.9697;0.9699;0.9697;0.9697;0.9765;0.9766;0.9765;0.9765;0.8667;0.866;0.8667;0.8648;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(weights='distance')
111;KNeighborsClassifier;0.9688;0.9689;0.9688;0.9688;0.9832;0.9833;0.9832;0.9832;0.8667;0.866;0.8667;0.8648;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(weights='distance')
37;RandomForestClassifier;0.9172;0.9176;0.9172;0.9173;0.902;0.9028;0.902;0.9021;0.8667;0.8668;0.8667;0.8657;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 848};RandomForestClassifier(n_estimators=10, random_state=848)
36;RandomForestClassifier;0.9191;0.9195;0.9191;0.9192;0.9229;0.9231;0.9229;0.9229;0.8667;0.8656;0.8667;0.8658;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 848};RandomForestClassifier(n_estimators=20, random_state=848)
35;RandomForestClassifier;0.9176;0.9179;0.9176;0.9177;0.9074;0.9078;0.9074;0.9075;0.8667;0.8677;0.8667;0.8661;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 120};RandomForestClassifier(n_estimators=20, random_state=120)
34;RandomForestClassifier;0.9168;0.9173;0.9168;0.9169;0.9188;0.919;0.9188;0.9189;0.8667;0.8665;0.8667;0.8662;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 124};RandomForestClassifier(n_estimators=20, random_state=124)
107;DecisionTreeClassifier;0.9676;0.9677;0.9676;0.9676;0.9302;0.9306;0.9302;0.9304;0.8667;0.8754;0.8667;0.8675;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 186};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=186)
94;DecisionTreeClassifier;0.9662;0.9662;0.9662;0.9662;0.9221;0.9224;0.9221;0.9222;0.8667;0.8754;0.8667;0.8675;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 610};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=610)
109;DecisionTreeClassifier;0.9665;0.9666;0.9665;0.9665;0.9242;0.9241;0.9242;0.9241;0.8667;0.8754;0.8667;0.8675;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 996};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=996)
75;DecisionTreeClassifier;0.9758;0.9758;0.9758;0.9758;0.9311;0.9312;0.9311;0.9311;0.8667;0.8837;0.8667;0.8659;smote;5000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 328};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=328)
5;KNeighborsClassifier;0.9098;0.9108;0.9098;0.9099;0.9195;0.9199;0.9195;0.9196;0.8667;0.8669;0.8667;0.8643;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'uniform'};KNeighborsClassifier(metric='manhattan', n_neighbors=7, p=1)
4;KNeighborsClassifier;0.9121;0.9129;0.9121;0.9122;0.9175;0.918;0.9175;0.9175;0.8667;0.8669;0.8667;0.8643;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'uniform'};KNeighborsClassifier(metric='manhattan', p=1)
3;MLPClassifier;0.8937;0.8954;0.8937;0.894;0.904;0.9046;0.904;0.9042;0.8667;0.8677;0.8667;0.8645;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 721, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=721)
2;KNeighborsClassifier;0.9111;0.912;0.9111;0.9112;0.9087;0.909;0.9087;0.9088;0.8667;0.8675;0.8667;0.8656;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 9, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', n_neighbors=9, p=1, weights='distance')
110;DecisionTreeClassifier;0.9658;0.9658;0.9658;0.9658;0.9228;0.9233;0.9228;0.923;0.8667;0.8754;0.8667;0.8675;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 186};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=186)
0;RandomForestClassifier;0.8844;0.8848;0.8844;0.8843;0.8779;0.8786;0.8779;0.8779;0.8667;0.8759;0.8667;0.8684;smote;5000;MinMaxScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 610};RandomForestClassifier(n_estimators=10, random_state=610)
85;DecisionTreeClassifier;0.9757;0.9758;0.9757;0.9757;0.9317;0.932;0.9317;0.9318;0.8667;0.8756;0.8667;0.8648;smote;5000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 328};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=328)
84;DecisionTreeClassifier;0.9761;0.9762;0.9761;0.9761;0.9371;0.9372;0.9371;0.9371;0.8667;0.8756;0.8667;0.8648;smote;5000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 328};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=328)
83;DecisionTreeClassifier;0.9738;0.9739;0.9738;0.9738;0.9384;0.9392;0.9384;0.9386;0.8667;0.8756;0.8667;0.8648;smote;5000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 771};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=771)
82;DecisionTreeClassifier;0.9744;0.9744;0.9744;0.9744;0.9411;0.9415;0.9411;0.9412;0.8667;0.8756;0.8667;0.8648;smote;5000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 640};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=640)
81;DecisionTreeClassifier;0.9758;0.9758;0.9758;0.9757;0.923;0.9252;0.923;0.9235;0.8667;0.8756;0.8667;0.8648;smote;5000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 640};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=640)
80;DecisionTreeClassifier;0.9748;0.9748;0.9748;0.9748;0.9351;0.9357;0.9351;0.9353;0.8667;0.8837;0.8667;0.8659;smote;5000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 771};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=771)
79;DecisionTreeClassifier;0.9778;0.9779;0.9778;0.9778;0.9076;0.9089;0.9076;0.908;0.8667;0.8837;0.8667;0.8659;smote;5000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 328};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=328)
78;DecisionTreeClassifier;0.9734;0.9734;0.9734;0.9734;0.927;0.928;0.927;0.9271;0.8667;0.8837;0.8667;0.8659;smote;5000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 328};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=328)
77;DecisionTreeClassifier;0.9761;0.9762;0.9761;0.9761;0.9364;0.9369;0.9364;0.9365;0.8667;0.8837;0.8667;0.8659;smote;5000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 328};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=328)
6;KNeighborsClassifier;0.9121;0.9129;0.9121;0.9122;0.9242;0.9252;0.9242;0.9242;0.8667;0.8669;0.8667;0.8643;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'uniform'};KNeighborsClassifier(metric='manhattan', p=1)
7;KNeighborsClassifier;0.912;0.9129;0.912;0.9122;0.9094;0.9107;0.9094;0.9096;0.8667;0.8701;0.8667;0.8639;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'uniform'};KNeighborsClassifier(metric='manhattan', p=1)
142;MLPClassifier;0.8915;0.8917;0.8915;0.8914;0.9067;0.9074;0.9067;0.9062;0.8667;0.8677;0.8667;0.8661;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 123, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=123)
133;SVC;0.857;0.8591;0.857;0.8565;0.8946;0.8942;0.8946;0.894;0.8667;0.8667;0.8667;0.8667;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 574};SVC(C=10, random_state=574)
127;SVC;0.8589;0.8609;0.8589;0.8585;0.8826;0.8814;0.8826;0.8815;0.8667;0.8667;0.8667;0.8667;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 489};SVC(C=10, random_state=489)
128;SVC;0.8572;0.8586;0.8572;0.8569;0.8879;0.8871;0.8879;0.8873;0.8667;0.8667;0.8667;0.8667;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 68};SVC(C=10, random_state=68)
129;SVC;0.8563;0.8583;0.8563;0.8558;0.8919;0.8922;0.8919;0.8915;0.8667;0.8667;0.8667;0.8667;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 489};SVC(C=10, random_state=489)
130;SVC;0.8589;0.861;0.8589;0.8583;0.8725;0.8734;0.8725;0.8724;0.8667;0.8667;0.8667;0.8667;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 489};SVC(C=10, random_state=489)
131;SVC;0.8592;0.861;0.8592;0.8586;0.8739;0.8769;0.8739;0.8731;0.8667;0.8667;0.8667;0.8667;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 489};SVC(C=10, random_state=489)
132;SVC;0.8568;0.8589;0.8568;0.8562;0.886;0.8857;0.886;0.8854;0.8667;0.8667;0.8667;0.8667;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 489};SVC(C=10, random_state=489)
134;SVC;0.8551;0.8575;0.8551;0.8545;0.904;0.9048;0.904;0.9036;0.8667;0.8667;0.8667;0.8667;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 574};SVC(C=10, random_state=574)
141;SVC;0.8572;0.859;0.8572;0.8567;0.8893;0.8893;0.8893;0.8892;0.8667;0.8667;0.8667;0.8667;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 68};SVC(C=10, random_state=68)
135;SVC;0.8624;0.8637;0.8624;0.8619;0.8772;0.8776;0.8772;0.8768;0.8667;0.8667;0.8667;0.8667;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 574};SVC(C=10, random_state=574)
136;SVC;0.8551;0.8569;0.8551;0.8547;0.9081;0.9076;0.9081;0.9074;0.8667;0.8667;0.8667;0.8667;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 574};SVC(C=10, random_state=574)
137;SVC;0.856;0.8582;0.856;0.8554;0.8893;0.8903;0.8893;0.889;0.8667;0.8667;0.8667;0.8667;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 574};SVC(C=10, random_state=574)
138;SVC;0.8578;0.8598;0.8578;0.8572;0.8705;0.8709;0.8705;0.8701;0.8667;0.8667;0.8667;0.8667;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 68};SVC(C=10, random_state=68)
139;SVC;0.8584;0.8607;0.8584;0.8578;0.8872;0.8871;0.8872;0.8862;0.8667;0.8667;0.8667;0.8667;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 574};SVC(C=10, random_state=574)
140;SVC;0.8559;0.8576;0.8559;0.8554;0.8974;0.8984;0.8974;0.8978;0.8667;0.8667;0.8667;0.8667;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 574};SVC(C=10, random_state=574)
76;DecisionTreeClassifier;0.9758;0.9759;0.9758;0.9758;0.9371;0.9377;0.9371;0.9373;0.8667;0.8837;0.8667;0.8659;smote;5000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 640};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=640)
1;MLPClassifier;0.8935;0.8956;0.8935;0.8939;0.9047;0.9073;0.9047;0.9048;0.8667;0.8699;0.8667;0.8659;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 721, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=721)
74;DecisionTreeClassifier;0.9746;0.9746;0.9746;0.9746;0.9257;0.9259;0.9257;0.9257;0.8667;0.8837;0.8667;0.8659;smote;5000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 640};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=640)
111;DecisionTreeClassifier;0.9667;0.9667;0.9667;0.9667;0.9229;0.923;0.9229;0.9229;0.8667;0.8754;0.8667;0.8675;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 186};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=186)
113;DecisionTreeClassifier;0.9676;0.9676;0.9676;0.9676;0.9228;0.9234;0.9228;0.923;0.8667;0.8754;0.8667;0.8675;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 996};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=996)
114;SVC;0.8609;0.8627;0.8609;0.8605;0.8691;0.8684;0.8691;0.8682;0.8667;0.869;0.8667;0.8674;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 574};SVC(C=10, random_state=574)
115;SVC;0.8572;0.8596;0.8572;0.8566;0.8772;0.8798;0.8772;0.876;0.8667;0.869;0.8667;0.8674;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 68};SVC(C=10, random_state=68)
116;SVC;0.8583;0.8605;0.8583;0.8577;0.8919;0.8917;0.8919;0.8918;0.8667;0.869;0.8667;0.8674;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 489};SVC(C=10, random_state=489)
117;SVC;0.8564;0.8586;0.8564;0.8558;0.8806;0.8802;0.8806;0.8804;0.8667;0.869;0.8667;0.8674;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 574};SVC(C=10, random_state=574)
62;DecisionTreeClassifier;0.9769;0.9769;0.9769;0.9769;0.923;0.9237;0.923;0.9232;0.8667;0.8837;0.8667;0.8659;smote;5000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 771};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=771)
61;DecisionTreeClassifier;0.9747;0.9748;0.9747;0.9747;0.927;0.9281;0.927;0.9273;0.8667;0.8837;0.8667;0.8659;smote;5000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 328};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=328)
60;MLPClassifier;0.8461;0.8462;0.8461;0.845;0.8728;0.8745;0.8728;0.8735;0.8667;0.886;0.8667;0.8669;smote;5000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 499, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=499)
119;SVC;0.8574;0.8593;0.8574;0.8569;0.888;0.8889;0.888;0.8872;0.8667;0.869;0.8667;0.8674;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 68};SVC(C=10, random_state=68)
120;SVC;0.8575;0.8596;0.8575;0.857;0.896;0.8958;0.896;0.895;0.8667;0.8667;0.8667;0.8667;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 68};SVC(C=10, random_state=68)
