Algorithm;Train Accuracy;Train Precision;Train Recall;Train F1 Score;Test Accuracy;Test Precision;Test Recall;Test F1 Score;Val. Accuracy;Val. Precision;Val. Recall;Val. F1 Score;Bal. Strategy;SMOTE Instances;Scale;Features;Folds;Hyper Params.;Model
KNeighborsClassifier;0.9107;0.9115;0.9107;0.9108;0.9068;0.9072;0.9068;0.9068;0.8833;0.8832;0.8833;0.8829;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 11, 'weights': 'distance'};"KNeighborsClassifier(metric='manhattan', n_neighbors=11, p=1,
                     weights='distance')"
MLPClassifier;0.8935;0.8956;0.8935;0.8939;0.9047;0.9073;0.9047;0.9048;0.8667;0.8699;0.8667;0.8659;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 721, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=721)
KNeighborsClassifier;0.9111;0.912;0.9111;0.9112;0.9087;0.909;0.9087;0.9088;0.8667;0.8675;0.8667;0.8656;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 9, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', n_neighbors=9, p=1, weights='distance')
MLPClassifier;0.8937;0.8954;0.8937;0.894;0.904;0.9046;0.904;0.9042;0.8667;0.8677;0.8667;0.8645;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 721, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=721)
KNeighborsClassifier;0.9121;0.9129;0.9121;0.9122;0.9175;0.918;0.9175;0.9175;0.8667;0.8669;0.8667;0.8643;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'uniform'};KNeighborsClassifier(metric='manhattan', p=1)
KNeighborsClassifier;0.9098;0.9108;0.9098;0.9099;0.9195;0.9199;0.9195;0.9196;0.8667;0.8669;0.8667;0.8643;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'uniform'};KNeighborsClassifier(metric='manhattan', n_neighbors=7, p=1)
KNeighborsClassifier;0.9121;0.9129;0.9121;0.9122;0.9242;0.9252;0.9242;0.9242;0.8667;0.8669;0.8667;0.8643;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'uniform'};KNeighborsClassifier(metric='manhattan', p=1)
KNeighborsClassifier;0.912;0.9129;0.912;0.9122;0.9094;0.9107;0.9094;0.9096;0.8667;0.8701;0.8667;0.8639;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'uniform'};KNeighborsClassifier(metric='manhattan', p=1)
RandomForestClassifier;0.9186;0.919;0.9186;0.9187;0.9201;0.9203;0.9201;0.9201;0.85;0.8564;0.85;0.8508;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 557};RandomForestClassifier(n_estimators=20, random_state=557)
RandomForestClassifier;0.9184;0.9188;0.9184;0.9185;0.9215;0.9214;0.9215;0.9214;0.85;0.8519;0.85;0.8498;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 748};RandomForestClassifier(n_estimators=20, random_state=748)
MLPClassifier;0.8962;0.8984;0.8962;0.8965;0.9007;0.9056;0.9007;0.901;0.85;0.8517;0.85;0.8498;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 518, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=518)
RandomForestClassifier;0.9192;0.9197;0.9192;0.9193;0.9161;0.9164;0.9161;0.9162;0.85;0.8591;0.85;0.8495;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 557};RandomForestClassifier(n_estimators=20, random_state=557)
RandomForestClassifier;0.9212;0.9216;0.9212;0.9213;0.9181;0.9182;0.9181;0.918;0.85;0.8591;0.85;0.8495;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 748};RandomForestClassifier(n_estimators=20, random_state=748)
MLPClassifier;0.8931;0.8953;0.8931;0.8934;0.8934;0.8987;0.8934;0.894;0.85;0.8565;0.85;0.8493;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 721, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=721)
KNeighborsClassifier;0.912;0.9129;0.912;0.9121;0.9034;0.9039;0.9034;0.9034;0.85;0.8508;0.85;0.849;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'uniform'};KNeighborsClassifier(metric='manhattan', p=1)
KNeighborsClassifier;0.9149;0.9156;0.9149;0.9149;0.9128;0.9143;0.9128;0.9132;0.85;0.8508;0.85;0.849;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'uniform'};KNeighborsClassifier()
KNeighborsClassifier;0.9115;0.9124;0.9115;0.9116;0.9188;0.9191;0.9188;0.9188;0.85;0.8508;0.85;0.849;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'uniform'};KNeighborsClassifier(metric='manhattan', p=1)
KNeighborsClassifier;0.9128;0.9138;0.9128;0.913;0.9101;0.9108;0.9101;0.9102;0.85;0.8508;0.85;0.849;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'uniform'};KNeighborsClassifier()
KNeighborsClassifier;0.9127;0.9137;0.9127;0.9128;0.9121;0.9125;0.9121;0.9122;0.85;0.8524;0.85;0.8488;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 9, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=9, weights='distance')
KNeighborsClassifier;0.9119;0.913;0.9119;0.912;0.9209;0.9221;0.9209;0.9209;0.85;0.8493;0.85;0.8486;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'uniform'};KNeighborsClassifier(metric='manhattan', p=1)
MLPClassifier;0.8938;0.8964;0.8938;0.8942;0.9201;0.9226;0.9201;0.9203;0.85;0.8492;0.85;0.8485;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 721, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=721)
RandomForestClassifier;0.9192;0.9195;0.9192;0.9193;0.9148;0.9151;0.9148;0.9148;0.85;0.8518;0.85;0.8483;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 378};RandomForestClassifier(n_estimators=20, random_state=378)
MLPClassifier;0.8916;0.8939;0.8916;0.892;0.898;0.8996;0.898;0.8982;0.85;0.8528;0.85;0.8482;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 721, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=721)
MLPClassifier;0.8966;0.8985;0.8966;0.8969;0.8966;0.8979;0.8966;0.8967;0.85;0.8528;0.85;0.8482;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 518, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=518)
MLPClassifier;0.8929;0.8957;0.8929;0.8933;0.9013;0.9018;0.9013;0.9014;0.85;0.8528;0.85;0.8482;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 721, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=721)
MLPClassifier;0.8946;0.8965;0.8946;0.8949;0.9087;0.9101;0.9087;0.909;0.85;0.8528;0.85;0.8482;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 828, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=828)
RandomForestClassifier;0.9211;0.9214;0.9211;0.9212;0.902;0.9023;0.902;0.9021;0.85;0.8644;0.85;0.8481;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 378};RandomForestClassifier(n_estimators=10, random_state=378)
KNeighborsClassifier;0.9122;0.9129;0.9122;0.9123;0.9168;0.9174;0.9168;0.9169;0.85;0.8519;0.85;0.8469;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'uniform'};KNeighborsClassifier(metric='manhattan', p=1)
KNeighborsClassifier;0.9143;0.9154;0.9143;0.9144;0.9115;0.9126;0.9115;0.9115;0.85;0.8519;0.85;0.8469;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'uniform'};KNeighborsClassifier(metric='manhattan', p=1)
KNeighborsClassifier;0.9123;0.9131;0.9123;0.9123;0.9101;0.9109;0.9101;0.9102;0.85;0.8519;0.85;0.8469;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'uniform'};KNeighborsClassifier(metric='manhattan', p=1)
KNeighborsClassifier;0.9123;0.9131;0.9123;0.9124;0.9067;0.908;0.9067;0.907;0.85;0.8519;0.85;0.8469;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'uniform'};KNeighborsClassifier(metric='manhattan', p=1)
KNeighborsClassifier;0.9108;0.9115;0.9108;0.9109;0.9221;0.9225;0.9221;0.9222;0.85;0.8519;0.85;0.8469;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'uniform'};KNeighborsClassifier(metric='manhattan', p=1)
KNeighborsClassifier;0.9136;0.9145;0.9136;0.9137;0.9074;0.9078;0.9074;0.9073;0.85;0.8519;0.85;0.8469;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'uniform'};KNeighborsClassifier(metric='manhattan', p=1)
KNeighborsClassifier;0.9106;0.9113;0.9106;0.9107;0.9141;0.915;0.9141;0.9141;0.85;0.8519;0.85;0.8469;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'uniform'};KNeighborsClassifier(metric='manhattan', p=1)
KNeighborsClassifier;0.9087;0.9095;0.9087;0.9088;0.9228;0.9238;0.9228;0.923;0.85;0.8519;0.85;0.8469;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'uniform'};KNeighborsClassifier(metric='manhattan', p=1)
KNeighborsClassifier;0.9144;0.9154;0.9144;0.9145;0.9148;0.9155;0.9148;0.9149;0.85;0.8519;0.85;0.8469;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'uniform'};KNeighborsClassifier(metric='manhattan', p=1)
