Algorithm;Train Accuracy;Train Precision;Train Recall;Train F1 Score;Test Accuracy;Test Precision;Test Recall;Test F1 Score;Val. Accuracy;Val. Precision;Val. Recall;Val. F1 Score;Bal. Strategy;SMOTE Instances;Scale;Features;Folds;Hyper Params.;Model
KNeighborsClassifier;0.8474;0.8556;0.8474;0.8481;0.7778;0.7819;0.7778;0.7789;0.85;0.8579;0.85;0.8507;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 7, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=7, weights='distance')
KNeighborsClassifier;0.8248;0.8313;0.8248;0.8255;0.8958;0.8963;0.8958;0.8953;0.85;0.8524;0.85;0.8488;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(weights='distance')
MLPClassifier;0.821;0.8282;0.821;0.8218;0.8681;0.869;0.8681;0.8683;0.8333;0.8432;0.8333;0.8333;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 740, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=740)
KNeighborsClassifier;0.8271;0.8365;0.8271;0.8272;0.8542;0.862;0.8542;0.8554;0.8333;0.8333;0.8333;0.8333;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(weights='distance')
RandomForestClassifier;0.875;0.878;0.875;0.875;0.8611;0.8617;0.8611;0.8612;0.8333;0.8437;0.8333;0.8325;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 822};RandomForestClassifier(n_estimators=20, random_state=822)
RandomForestClassifier;0.8704;0.8741;0.8704;0.8704;0.8958;0.9009;0.8958;0.8967;0.8167;0.8292;0.8167;0.8172;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 5, 'random_state': 196};RandomForestClassifier(n_estimators=5, random_state=196)
KNeighborsClassifier;0.8318;0.8399;0.8318;0.8317;0.8264;0.8312;0.8264;0.8276;0.8167;0.819;0.8167;0.8168;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
KNeighborsClassifier;0.8334;0.8412;0.8334;0.8341;0.8542;0.8681;0.8542;0.8554;0.8167;0.8172;0.8167;0.8166;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(weights='distance')
KNeighborsClassifier;0.8149;0.8232;0.8149;0.8155;0.8681;0.8754;0.8681;0.8679;0.8167;0.8172;0.8167;0.8166;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 7, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=7, weights='distance')
KNeighborsClassifier;0.8372;0.8467;0.8372;0.8379;0.8472;0.8532;0.8472;0.847;0.8167;0.8172;0.8167;0.8166;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(weights='distance')
KNeighborsClassifier;0.8202;0.8269;0.8202;0.8207;0.875;0.8751;0.875;0.8745;0.8167;0.8172;0.8167;0.8166;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', n_neighbors=7, p=1, weights='distance')
KNeighborsClassifier;0.8341;0.8437;0.8341;0.8347;0.8472;0.8573;0.8472;0.8482;0.8167;0.8172;0.8167;0.8166;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', n_neighbors=7, p=1, weights='distance')
KNeighborsClassifier;0.8318;0.8403;0.8318;0.8324;0.8889;0.8945;0.8889;0.8904;0.8167;0.8172;0.8167;0.8166;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(weights='distance')
KNeighborsClassifier;0.8411;0.849;0.8411;0.8418;0.8472;0.8472;0.8472;0.8468;0.8167;0.8172;0.8167;0.8166;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(weights='distance')
KNeighborsClassifier;0.8249;0.8349;0.8249;0.826;0.8611;0.8641;0.8611;0.8612;0.8167;0.8172;0.8167;0.8166;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
KNeighborsClassifier;0.831;0.8415;0.831;0.8316;0.875;0.8788;0.875;0.8744;0.8167;0.8172;0.8167;0.8166;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
MLPClassifier;0.8171;0.8258;0.8171;0.8174;0.875;0.879;0.875;0.8754;0.8167;0.8208;0.8167;0.8161;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 815, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=815)
MLPClassifier;0.8125;0.8197;0.8125;0.8125;0.8958;0.9011;0.8958;0.8967;0.8167;0.8217;0.8167;0.816;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 740, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=740)
MLPClassifier;0.8132;0.8209;0.8132;0.8138;0.8264;0.8297;0.8264;0.8274;0.8167;0.8217;0.8167;0.816;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 572, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=572)
MLPClassifier;0.818;0.8285;0.818;0.8188;0.8819;0.8833;0.8819;0.881;0.8167;0.8217;0.8167;0.816;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 572, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=572)
RandomForestClassifier;0.8727;0.8763;0.8727;0.8728;0.8542;0.856;0.8542;0.8547;0.8167;0.831;0.8167;0.8158;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 196};RandomForestClassifier(n_estimators=20, random_state=196)
RandomForestClassifier;0.8828;0.8873;0.8828;0.8828;0.8819;0.8833;0.8819;0.8823;0.8167;0.831;0.8167;0.8158;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 822};RandomForestClassifier(n_estimators=20, random_state=822)
MLPClassifier;0.8225;0.8322;0.8225;0.8227;0.8611;0.8667;0.8611;0.8623;0.8167;0.8193;0.8167;0.8157;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 740, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=740)
MLPClassifier;0.821;0.8282;0.821;0.8213;0.875;0.877;0.875;0.8756;0.8167;0.8166;0.8167;0.8156;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 572, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=572)
MLPClassifier;0.8264;0.8347;0.8264;0.8274;0.8819;0.8877;0.8819;0.8832;0.8167;0.8166;0.8167;0.8156;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 815, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=815)
MLPClassifier;0.8264;0.836;0.8264;0.8273;0.8333;0.8404;0.8333;0.8348;0.8167;0.8166;0.8167;0.8156;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 572, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=572)
RandomForestClassifier;0.8758;0.8789;0.8758;0.8759;0.875;0.8769;0.875;0.8757;0.8167;0.8172;0.8167;0.8155;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 822};RandomForestClassifier(n_estimators=10, random_state=822)
RandomForestClassifier;0.8735;0.8778;0.8735;0.8736;0.8889;0.897;0.8889;0.8894;0.8167;0.825;0.8167;0.8153;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 196};RandomForestClassifier(n_estimators=10, random_state=196)
RandomForestClassifier;0.875;0.8772;0.875;0.8751;0.8889;0.8946;0.8889;0.8901;0.8167;0.8252;0.8167;0.8149;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 789};RandomForestClassifier(n_estimators=20, random_state=789)
KNeighborsClassifier;0.8279;0.838;0.8279;0.8288;0.8542;0.8646;0.8542;0.8532;0.8167;0.8187;0.8167;0.8147;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 9, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=9, weights='distance')
RandomForestClassifier;0.8835;0.8873;0.8835;0.8837;0.8542;0.8553;0.8542;0.8546;0.8167;0.8257;0.8167;0.8142;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 789};RandomForestClassifier(n_estimators=20, random_state=789)
RandomForestClassifier;0.8735;0.8778;0.8735;0.8735;0.875;0.8764;0.875;0.8738;0.8167;0.8163;0.8167;0.8141;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 822};RandomForestClassifier(n_estimators=20, random_state=822)
RandomForestClassifier;0.8835;0.887;0.8835;0.8837;0.8542;0.8546;0.8542;0.8539;0.8167;0.826;0.8167;0.811;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 196};RandomForestClassifier(n_estimators=20, random_state=196)
KNeighborsClassifier;0.8287;0.8408;0.8287;0.8292;0.8819;0.8919;0.8819;0.8833;0.8;0.8005;0.8;0.7999;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
KNeighborsClassifier;0.8326;0.8398;0.8326;0.8335;0.8889;0.8947;0.8889;0.8892;0.8;0.802;0.8;0.7997;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(weights='distance')
KNeighborsClassifier;0.824;0.8341;0.824;0.8244;0.9028;0.9077;0.9028;0.9029;0.8;0.7997;0.8;0.7995;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
KNeighborsClassifier;0.831;0.8368;0.831;0.8315;0.9028;0.9071;0.9028;0.903;0.8;0.7997;0.8;0.7995;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(weights='distance')
KNeighborsClassifier;0.8341;0.8398;0.8341;0.8344;0.8472;0.8481;0.8472;0.8475;0.8;0.7997;0.8;0.7995;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 7, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=7, weights='distance')
RandomForestClassifier;0.8734;0.8771;0.8734;0.8738;0.8889;0.8889;0.8889;0.8888;0.8;0.8079;0.8;0.7992;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 789};RandomForestClassifier(n_estimators=20, random_state=789)
RandomForestClassifier;0.8734;0.8763;0.8734;0.8737;0.9097;0.9117;0.9097;0.9101;0.8;0.8056;0.8;0.799;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 822};RandomForestClassifier(n_estimators=20, random_state=822)
RandomForestClassifier;0.8858;0.8886;0.8858;0.8861;0.8403;0.845;0.8403;0.8396;0.8;0.8056;0.8;0.799;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 196};RandomForestClassifier(n_estimators=20, random_state=196)
RandomForestClassifier;0.8712;0.8741;0.8712;0.8714;0.9097;0.91;0.9097;0.9098;0.8;0.8083;0.8;0.7987;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 822};RandomForestClassifier(n_estimators=20, random_state=822)
MLPClassifier;0.8171;0.824;0.8171;0.8178;0.8819;0.8826;0.8819;0.8803;0.8;0.8018;0.8;0.7986;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 740, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=740)
MLPClassifier;0.8164;0.8239;0.8164;0.8174;0.8472;0.8539;0.8472;0.8487;0.8;0.8018;0.8;0.7986;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 572, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=572)
MLPClassifier;0.8187;0.8273;0.8187;0.8194;0.8958;0.9019;0.8958;0.8962;0.8;0.8018;0.8;0.7986;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 572, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=572)
MLPClassifier;0.8094;0.8168;0.8094;0.8104;0.9375;0.9398;0.9375;0.9379;0.8;0.8018;0.8;0.7986;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 740, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=740)
MLPClassifier;0.8155;0.8212;0.8155;0.8159;0.8542;0.8616;0.8542;0.8551;0.8;0.8018;0.8;0.7986;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 740, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=740)
MLPClassifier;0.8303;0.8368;0.8303;0.831;0.8542;0.8597;0.8542;0.8547;0.8;0.8018;0.8;0.7986;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 740, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=740)
MLPClassifier;0.8063;0.813;0.8063;0.8067;0.8958;0.8962;0.8958;0.8958;0.8;0.8018;0.8;0.7986;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 572, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=572)
MLPClassifier;0.8279;0.8353;0.8279;0.8287;0.8889;0.8971;0.8889;0.8901;0.8;0.8018;0.8;0.7986;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 740, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=740)
RandomForestClassifier;0.8765;0.8794;0.8765;0.8765;0.8819;0.8987;0.8819;0.8845;0.8;0.8052;0.8;0.7985;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 822};RandomForestClassifier(n_estimators=20, random_state=822)
RandomForestClassifier;0.8742;0.8767;0.8742;0.8743;0.8958;0.9034;0.8958;0.8974;0.8;0.8065;0.8;0.7985;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 789};RandomForestClassifier(n_estimators=10, random_state=789)
RandomForestClassifier;0.8789;0.8822;0.8789;0.8787;0.875;0.8791;0.875;0.8755;0.8;0.8052;0.8;0.7985;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 196};RandomForestClassifier(n_estimators=20, random_state=196)
MLPClassifier;0.8087;0.8208;0.8087;0.8102;0.9028;0.9043;0.9028;0.9031;0.8;0.7987;0.8;0.798;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 740, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=740)
RandomForestClassifier;0.8819;0.8866;0.8819;0.8822;0.875;0.8753;0.875;0.8751;0.8;0.8132;0.8;0.7965;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 789};RandomForestClassifier(n_estimators=20, random_state=789)
