Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,SMOTE Instances,Scale,Features,Folds,Model
KNeighborsClassifier,0.8654,0.8702,0.8654,0.8649,0.8854,0.8879,0.8854,0.8849,0.8833,0.8842,0.8833,0.8823,0.9547,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,KNeighborsClassifier()
DecisionTreeClassifier,0.8637,0.8664,0.8637,0.8633,0.8819,0.8851,0.8819,0.8825,0.8667,0.8714,0.8667,0.8663,0.8983,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,DecisionTreeClassifier()
DecisionTreeClassifier,0.8984,0.9062,0.8984,0.899,0.9132,0.9184,0.9132,0.9137,0.85,0.8564,0.85,0.8508,0.9783,smote,500,no_scaled,"['storyPoints', 'polarity', 'stress', 'C']",10,DecisionTreeClassifier()
KNeighborsClassifier,0.8715,0.8772,0.8715,0.8712,0.8993,0.9013,0.8993,0.8988,0.85,0.8591,0.85,0.8495,0.9572,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,KNeighborsClassifier()
RandomForestClassifier,0.9124,0.9169,0.9124,0.9122,0.9271,0.9279,0.9271,0.9272,0.85,0.849,0.85,0.8481,0.9788,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,RandomForestClassifier()
SVC,0.7855,0.8056,0.7855,0.7887,0.7743,0.7796,0.7743,0.7755,0.8333,0.8391,0.8333,0.8348,0.8971,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,SVC(probability=True)
KNeighborsClassifier,0.8828,0.889,0.8828,0.8833,0.8854,0.8884,0.8854,0.8857,0.8333,0.8424,0.8333,0.8336,0.9602,smote,500,no_scaled,"['storyPoints', 'polarity', 'stress', 'C']",10,KNeighborsClassifier()
RandomForestClassifier,0.9123,0.9148,0.9123,0.9117,0.8854,0.8849,0.8854,0.8847,0.8333,0.8448,0.8333,0.831,0.9794,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,RandomForestClassifier()
RandomForestClassifier,0.8368,0.8406,0.8368,0.8362,0.8715,0.8787,0.8715,0.871,0.8167,0.8285,0.8167,0.8184,0.9446,smote,500,no_scaled,"['storyPoints', 'polarity', 'C']",10,RandomForestClassifier()
RandomForestClassifier,0.914,0.9175,0.914,0.9146,0.8681,0.8869,0.8681,0.8708,0.8167,0.8253,0.8167,0.8183,0.983,smote,500,no_scaled,"['storyPoints', 'polarity', 'stress', 'C']",10,RandomForestClassifier()
DecisionTreeClassifier,0.8437,0.8496,0.8437,0.8437,0.8472,0.8487,0.8472,0.8473,0.8167,0.8238,0.8167,0.8172,0.9458,smote,500,no_scaled,"['storyPoints', 'polarity', 'C']",10,DecisionTreeClassifier()
DecisionTreeClassifier,0.8672,0.871,0.8672,0.8668,0.875,0.8759,0.875,0.8752,0.8167,0.8273,0.8167,0.817,0.9005,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,DecisionTreeClassifier()
MLPClassifier,0.823,0.829,0.823,0.824,0.816,0.8272,0.816,0.8177,0.8167,0.8172,0.8167,0.8166,0.944,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,MLPClassifier()
RandomForestClassifier,0.9071,0.9087,0.9071,0.9072,0.9236,0.9265,0.9236,0.9238,0.8167,0.8191,0.8167,0.8136,0.9796,smote,500,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,RandomForestClassifier()
DecisionTreeClassifier,0.9036,0.9096,0.9036,0.9043,0.9097,0.9118,0.9097,0.9104,0.8,0.7989,0.8,0.7991,0.9771,smote,500,StandardScaler,"['storyPoints', 'polarity', 'stress', 'C']",10,DecisionTreeClassifier()
RandomForestClassifier,0.9115,0.9167,0.9115,0.9121,0.8854,0.8934,0.8854,0.8873,0.8,0.8026,0.8,0.7989,0.9848,smote,500,StandardScaler,"['storyPoints', 'polarity', 'stress', 'C']",10,RandomForestClassifier()
KNeighborsClassifier,0.7838,0.7918,0.7838,0.7838,0.8194,0.8334,0.8194,0.8218,0.8,0.8029,0.8,0.797,0.9119,smote,500,no_scaled,"['storyPoints', 'polarity_mean', 'C']",10,KNeighborsClassifier()
DecisionTreeClassifier,0.783,0.786,0.783,0.7807,0.8333,0.8337,0.8333,0.8331,0.8,0.8084,0.8,0.7937,0.8361,smote,500,no_scaled,"['storyPoints', 'polarity_mean', 'C']",10,DecisionTreeClassifier()
DecisionTreeClassifier,0.8707,0.8742,0.8707,0.8708,0.8715,0.8711,0.8715,0.8712,0.7833,0.7868,0.7833,0.7826,0.9028,smote,500,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,DecisionTreeClassifier()
KNeighborsClassifier,0.8923,0.8993,0.8923,0.8919,0.8229,0.8342,0.8229,0.8188,0.7833,0.7835,0.7833,0.7821,0.9708,smote,500,StandardScaler,"['storyPoints', 'polarity', 'stress', 'C']",10,KNeighborsClassifier()
MLPClassifier,0.7673,0.7726,0.7673,0.7668,0.7396,0.7392,0.7396,0.7393,0.7667,0.7713,0.7667,0.7687,0.9193,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,MLPClassifier()
SVC,0.7872,0.8037,0.7872,0.7903,0.7639,0.7742,0.7639,0.767,0.7667,0.7713,0.7667,0.7687,0.8994,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,SVC(probability=True)
SVC,0.8646,0.8749,0.8646,0.8658,0.8646,0.8706,0.8646,0.8659,0.7667,0.7687,0.7667,0.7668,0.9448,smote,500,StandardScaler,"['storyPoints', 'polarity', 'stress', 'C']",10,SVC(probability=True)
DecisionTreeClassifier,0.8429,0.846,0.8429,0.8416,0.8646,0.8678,0.8646,0.8648,0.7667,0.7738,0.7667,0.7662,0.95,smote,500,MinMaxScaler,"['storyPoints', 'polarity', 'C']",10,DecisionTreeClassifier()
RandomForestClassifier,0.835,0.8401,0.835,0.8353,0.8785,0.8805,0.8785,0.8789,0.7667,0.7709,0.7667,0.7658,0.9433,smote,500,MinMaxScaler,"['storyPoints', 'polarity', 'C']",10,RandomForestClassifier()
RandomForestClassifier,0.8108,0.8135,0.8108,0.8093,0.7951,0.7946,0.7951,0.7938,0.7667,0.7688,0.7667,0.7656,0.9357,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'C']",10,RandomForestClassifier()
KNeighborsClassifier,0.8056,0.8129,0.8056,0.8073,0.7778,0.779,0.7778,0.7782,0.7667,0.7668,0.7667,0.7655,0.9285,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'C']",10,KNeighborsClassifier()
KNeighborsClassifier,0.8646,0.8668,0.8646,0.8629,0.8611,0.8634,0.8611,0.8614,0.7667,0.7646,0.7667,0.7647,0.9544,smote,500,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,KNeighborsClassifier()
KNeighborsClassifier,0.7934,0.8004,0.7934,0.7937,0.8229,0.8275,0.8229,0.8227,0.75,0.7768,0.75,0.7521,0.9186,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'C']",10,KNeighborsClassifier()
MLPClassifier,0.8385,0.8793,0.8385,0.8397,0.8299,0.8839,0.8299,0.8323,0.75,0.7909,0.75,0.7521,0.9578,smote,500,no_scaled,"['storyPoints', 'polarity', 'stress', 'C']",10,MLPClassifier()
MLPClassifier,0.8802,0.8844,0.8802,0.8814,0.9167,0.9227,0.9167,0.9179,0.75,0.7599,0.75,0.7511,0.9767,smote,500,StandardScaler,"['storyPoints', 'polarity', 'stress', 'C']",10,MLPClassifier()
MLPClassifier,0.8264,0.8357,0.8264,0.8258,0.8403,0.8413,0.8403,0.8404,0.75,0.7521,0.75,0.7507,0.9391,smote,500,StandardScaler,"['storyPoints', 'polarity', 'C']",10,MLPClassifier()
KNeighborsClassifier,0.8091,0.8151,0.8091,0.8076,0.8646,0.8671,0.8646,0.8644,0.75,0.75,0.75,0.75,0.9208,smote,500,StandardScaler,"['storyPoints', 'polarity', 'C']",10,KNeighborsClassifier()
DecisionTreeClassifier,0.8376,0.8446,0.8376,0.8374,0.8681,0.8681,0.8681,0.8679,0.75,0.7533,0.75,0.7434,0.9412,smote,500,StandardScaler,"['storyPoints', 'polarity', 'C']",10,DecisionTreeClassifier()
MLPClassifier,0.7595,0.7847,0.7595,0.7608,0.7743,0.7862,0.7743,0.776,0.7333,0.7481,0.7333,0.7369,0.9025,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'C']",10,MLPClassifier()
SVC,0.7326,0.7715,0.7326,0.7334,0.7465,0.7851,0.7465,0.7431,0.7333,0.7858,0.7333,0.7342,0.8478,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'C']",10,SVC(probability=True)
DecisionTreeClassifier,0.7847,0.7895,0.7847,0.7843,0.7604,0.7614,0.7604,0.7608,0.7333,0.7361,0.7333,0.7325,0.8376,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'C']",10,DecisionTreeClassifier()
RandomForestClassifier,0.9115,0.9152,0.9115,0.9123,0.9028,0.9122,0.9028,0.9041,0.7333,0.7347,0.7333,0.7317,0.9849,smote,500,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'C']",10,RandomForestClassifier()
DecisionTreeClassifier,0.9054,0.9106,0.9054,0.9062,0.9167,0.9223,0.9167,0.9178,0.7333,0.7316,0.7333,0.7312,0.9775,smote,500,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'C']",10,DecisionTreeClassifier()
KNeighborsClassifier,0.8325,0.8427,0.8325,0.8306,0.7743,0.7876,0.7743,0.7698,0.7333,0.7429,0.7333,0.7312,0.9258,smote,500,MinMaxScaler,"['storyPoints', 'polarity', 'C']",10,KNeighborsClassifier()
SVC,0.7804,0.8039,0.7804,0.7817,0.7535,0.78,0.7535,0.7533,0.7167,0.7417,0.7167,0.7216,0.9046,smote,500,StandardScaler,"['storyPoints', 'polarity', 'C']",10,SVC(probability=True)
RandomForestClassifier,0.8125,0.8181,0.8125,0.8129,0.8229,0.8232,0.8229,0.8218,0.7333,0.7494,0.7333,0.7181,0.9317,smote,500,no_scaled,"['storyPoints', 'polarity_mean', 'C']",10,RandomForestClassifier()
MLPClassifier,0.7508,0.7825,0.7508,0.7505,0.7674,0.803,0.7674,0.761,0.7167,0.7333,0.7167,0.7177,0.9238,smote,500,MinMaxScaler,"['storyPoints', 'polarity', 'C']",10,MLPClassifier()
LogisticRegression,0.6588,0.69,0.6588,0.654,0.6424,0.668,0.6424,0.6415,0.7167,0.7408,0.7167,0.7172,0.8295,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
SVC,0.7682,0.7987,0.7682,0.7683,0.7257,0.7687,0.7257,0.727,0.7167,0.7264,0.7167,0.7165,0.9037,smote,500,MinMaxScaler,"['storyPoints', 'polarity', 'C']",10,SVC(probability=True)
