Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,SMOTE Instances,Scale,Features,Folds,Model
KNeighborsClassifier,0.8227,0.8358,0.8227,0.8207,0.8406,0.8559,0.8406,0.8425,0.9167,0.9206,0.9167,0.9174,0.9343,smote,250,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,KNeighborsClassifier()
RandomForestClassifier,0.8913,0.8954,0.8913,0.8916,0.8551,0.8573,0.8551,0.8526,0.8833,0.886,0.8833,0.8832,0.9671,smote,250,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,RandomForestClassifier()
RandomForestClassifier,0.8824,0.8876,0.8824,0.8821,0.8696,0.8694,0.8696,0.8694,0.8667,0.8667,0.8667,0.8667,0.9664,smote,250,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,RandomForestClassifier()
SVC,0.8423,0.8606,0.8423,0.8439,0.8841,0.8879,0.8841,0.8851,0.8667,0.8673,0.8667,0.8666,0.9158,smote,250,StandardScaler,"['storyPoints', 'polarity', 'stress', 'C']",10,SVC(probability=True)
DecisionTreeClassifier,0.8132,0.8151,0.8132,0.8112,0.8696,0.8697,0.8696,0.8696,0.85,0.8564,0.85,0.8508,0.8595,smote,250,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,DecisionTreeClassifier()
RandomForestClassifier,0.8858,0.8946,0.8858,0.885,0.8986,0.8992,0.8986,0.8986,0.85,0.8526,0.85,0.8487,0.9778,smote,250,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'C']",10,RandomForestClassifier()
MLPClassifier,0.8588,0.8749,0.8588,0.8608,0.8188,0.8333,0.8188,0.8212,0.8333,0.8339,0.8333,0.8333,0.969,smote,250,StandardScaler,"['storyPoints', 'polarity', 'stress', 'C']",10,MLPClassifier()
SVC,0.7646,0.7817,0.7646,0.7659,0.6812,0.7268,0.6812,0.6923,0.8167,0.8594,0.8167,0.8167,0.882,smote,250,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,SVC(probability=True)
KNeighborsClassifier,0.8586,0.8664,0.8586,0.8602,0.8841,0.8831,0.8841,0.8829,0.8167,0.8175,0.8167,0.816,0.9617,smote,250,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'C']",10,KNeighborsClassifier()
DecisionTreeClassifier,0.8821,0.888,0.8821,0.8826,0.9058,0.9075,0.9058,0.9057,0.8167,0.8166,0.8167,0.8156,0.9674,smote,250,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'C']",10,DecisionTreeClassifier()
RandomForestClassifier,0.7823,0.7933,0.7823,0.7824,0.7101,0.7252,0.7101,0.7122,0.8167,0.8172,0.8167,0.8155,0.9281,smote,250,MinMaxScaler,"['storyPoints', 'polarity_mean', 'C']",10,RandomForestClassifier()
RandomForestClassifier,0.8623,0.8676,0.8623,0.8623,0.8696,0.8755,0.8696,0.8712,0.8167,0.8241,0.8167,0.8144,0.9686,smote,250,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,RandomForestClassifier()
SVC,0.8531,0.868,0.8531,0.8537,0.8696,0.8745,0.8696,0.8707,0.8,0.819,0.8,0.8014,0.9136,smote,250,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'C']",10,SVC(probability=True)
DecisionTreeClassifier,0.8386,0.8436,0.8386,0.837,0.8333,0.8387,0.8333,0.833,0.7833,0.7846,0.7833,0.7836,0.8785,smote,250,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,DecisionTreeClassifier()
MLPClassifier,0.797,0.8053,0.797,0.797,0.7681,0.7732,0.7681,0.7679,0.7833,0.7839,0.7833,0.7827,0.9227,smote,250,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,MLPClassifier()
KNeighborsClassifier,0.7954,0.8055,0.7954,0.7947,0.7246,0.7278,0.7246,0.7246,0.7833,0.7835,0.7833,0.7821,0.9161,smote,250,StandardScaler,"['storyPoints', 'polarity_mean', 'C']",10,KNeighborsClassifier()
KNeighborsClassifier,0.8859,0.8976,0.8859,0.8859,0.8696,0.8717,0.8696,0.8702,0.7833,0.7816,0.7833,0.7812,0.9593,smote,250,StandardScaler,"['storyPoints', 'polarity', 'stress', 'C']",10,KNeighborsClassifier()
KNeighborsClassifier,0.8771,0.8871,0.8771,0.8767,0.8116,0.8111,0.8116,0.8101,0.7833,0.7945,0.7833,0.7802,0.9531,smote,250,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,KNeighborsClassifier()
MLPClassifier,0.7448,0.7579,0.7448,0.7444,0.7174,0.7392,0.7174,0.7222,0.7667,0.7774,0.7667,0.7682,0.8914,smote,250,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,MLPClassifier()
DecisionTreeClassifier,0.8877,0.8994,0.8877,0.889,0.8841,0.8897,0.8841,0.8856,0.7667,0.7746,0.7667,0.7681,0.9755,smote,250,no_scaled,"['storyPoints', 'polarity', 'stress', 'C']",10,DecisionTreeClassifier()
