Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,SMOTE Instances,Scale,Features,Folds,Model
RandomForestClassifier,0.9586,0.9589,0.9586,0.9587,0.9607,0.9611,0.9607,0.9607,0.95,0.9499,0.95,0.9496,0.9895,smote,3000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,RandomForestClassifier()
KNeighborsClassifier,0.9464,0.9467,0.9464,0.9464,0.9512,0.9514,0.9512,0.9512,0.9333,0.9379,0.9333,0.934,0.9865,smote,3000,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,KNeighborsClassifier()
KNeighborsClassifier,0.9407,0.941,0.9407,0.9408,0.9517,0.9517,0.9517,0.9517,0.9333,0.934,0.9333,0.9333,0.9842,smote,3000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,KNeighborsClassifier()
RandomForestClassifier,0.9695,0.9698,0.9695,0.9697,0.9664,0.9666,0.9664,0.9665,0.9333,0.938,0.9333,0.9331,0.9961,smote,3000,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,RandomForestClassifier()
DecisionTreeClassifier,0.956,0.9561,0.956,0.956,0.9564,0.9564,0.9564,0.9563,0.9333,0.938,0.9333,0.9331,0.967,smote,3000,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,DecisionTreeClassifier()
DecisionTreeClassifier,0.9414,0.9416,0.9414,0.9415,0.9349,0.9351,0.9349,0.9348,0.9333,0.9332,0.9333,0.9329,0.9561,smote,3000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,DecisionTreeClassifier()
RandomForestClassifier,0.9565,0.9569,0.9565,0.9565,0.9562,0.9563,0.9562,0.9562,0.9167,0.9245,0.9167,0.9181,0.9907,smote,3000,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,RandomForestClassifier()
MLPClassifier,0.8548,0.8562,0.8548,0.855,0.8377,0.8384,0.8377,0.837,0.9,0.9034,0.9,0.8968,0.9553,smote,3000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,MLPClassifier()
MLPClassifier,0.9094,0.9117,0.9094,0.91,0.9001,0.9034,0.9001,0.9009,0.8833,0.9015,0.8833,0.886,0.9776,smote,3000,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,MLPClassifier()
KNeighborsClassifier,0.9579,0.9584,0.9579,0.9579,0.9581,0.9591,0.9581,0.9581,0.8833,0.8848,0.8833,0.8837,0.9912,smote,3000,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,KNeighborsClassifier()
DecisionTreeClassifier,0.8081,0.8093,0.8081,0.8084,0.7967,0.7993,0.7967,0.7977,0.8667,0.8692,0.8667,0.8669,0.9394,smote,3000,MinMaxScaler,"['storyPoints', 'polarity', 'C']",10,DecisionTreeClassifier()
RandomForestClassifier,0.8106,0.812,0.8106,0.8108,0.7889,0.791,0.7889,0.7895,0.8667,0.8692,0.8667,0.8669,0.9399,smote,3000,MinMaxScaler,"['storyPoints', 'polarity', 'C']",10,RandomForestClassifier()
DecisionTreeClassifier,0.9393,0.9396,0.9393,0.9394,0.9394,0.9395,0.9394,0.9394,0.85,0.862,0.85,0.8516,0.9545,smote,3000,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,DecisionTreeClassifier()
