Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,SMOTE Instances,Scale,Features,Folds,Model
RandomForestClassifier,0.949,0.9499,0.949,0.949,0.9558,0.9562,0.9558,0.9559,0.9333,0.9333,0.9333,0.9333,0.9906,smote,1000,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,RandomForestClassifier()
DecisionTreeClassifier,0.929,0.9303,0.929,0.9289,0.9422,0.9424,0.9422,0.9422,0.9333,0.9387,0.9333,0.9331,0.9466,smote,1000,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,DecisionTreeClassifier()
RandomForestClassifier,0.913,0.9136,0.913,0.9129,0.9191,0.9191,0.9191,0.9191,0.9167,0.9212,0.9167,0.9174,0.9724,smote,1000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,RandomForestClassifier()
KNeighborsClassifier,0.9095,0.9107,0.9095,0.9099,0.9235,0.9247,0.9235,0.9238,0.9167,0.9195,0.9167,0.917,0.9798,smote,1000,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,KNeighborsClassifier()
KNeighborsClassifier,0.8893,0.8905,0.8893,0.8891,0.9002,0.9026,0.9002,0.9007,0.8667,0.8704,0.8667,0.8674,0.9602,smote,1000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,KNeighborsClassifier()
RandomForestClassifier,0.9156,0.9165,0.9156,0.9156,0.9036,0.904,0.9036,0.9036,0.8667,0.8673,0.8667,0.8666,0.9707,smote,1000,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,RandomForestClassifier()
DecisionTreeClassifier,0.86,0.8617,0.86,0.8602,0.8847,0.8853,0.8847,0.8848,0.85,0.8519,0.85,0.8498,0.895,smote,1000,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,DecisionTreeClassifier()
KNeighborsClassifier,0.9001,0.9009,0.9001,0.9005,0.8795,0.8802,0.8795,0.8797,0.8333,0.8355,0.8333,0.8341,0.9647,smote,1000,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,KNeighborsClassifier()
DecisionTreeClassifier,0.8837,0.885,0.8837,0.8839,0.8726,0.8738,0.8726,0.8728,0.8333,0.8372,0.8333,0.8339,0.9128,smote,1000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,DecisionTreeClassifier()
KNeighborsClassifier,0.7984,0.8013,0.7984,0.7994,0.8158,0.8212,0.8158,0.8165,0.8333,0.8333,0.8333,0.8333,0.9172,smote,1000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'C']",10,KNeighborsClassifier()
DecisionTreeClassifier,0.8428,0.8464,0.8428,0.8428,0.8158,0.8188,0.8158,0.816,0.8167,0.8214,0.8167,0.8181,0.9454,smote,1000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'C']",10,DecisionTreeClassifier()
MLPClassifier,0.8605,0.8621,0.8605,0.8602,0.8726,0.8744,0.8726,0.8731,0.8167,0.8221,0.8167,0.818,0.9466,smote,1000,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,MLPClassifier()
DecisionTreeClassifier,0.8325,0.8344,0.8325,0.8315,0.8384,0.8382,0.8384,0.8378,0.8167,0.8181,0.8167,0.817,0.8746,smote,1000,no_scaled,"['storyPoints', 'polarity_mean', 'C']",10,DecisionTreeClassifier()
