Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,SMOTE Instances,Scale,Features,Folds,Model
RandomForestClassifier,0.9635,0.9636,0.9635,0.9635,0.9661,0.9661,0.9661,0.9661,0.9167,0.9195,0.9167,0.917,0.9926,smote,5000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,RandomForestClassifier()
KNeighborsClassifier,0.9531,0.9532,0.9531,0.9531,0.9527,0.9529,0.9527,0.9527,0.9167,0.9178,0.9167,0.9157,0.9879,smote,5000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,KNeighborsClassifier()
KNeighborsClassifier,0.9552,0.9553,0.9552,0.9552,0.9514,0.9513,0.9514,0.9513,0.9167,0.9178,0.9167,0.9157,0.9886,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,KNeighborsClassifier()
KNeighborsClassifier,0.9574,0.9576,0.9574,0.9574,0.9635,0.9635,0.9635,0.9635,0.9,0.906,0.9,0.9005,0.9921,smote,5000,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,KNeighborsClassifier()
RandomForestClassifier,0.9698,0.97,0.9698,0.9698,0.9726,0.9726,0.9726,0.9725,0.9,0.9015,0.9,0.9004,0.9965,smote,5000,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,RandomForestClassifier()
DecisionTreeClassifier,0.9464,0.9466,0.9464,0.9464,0.9493,0.9494,0.9493,0.9494,0.9,0.9021,0.9,0.8999,0.9604,smote,5000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,DecisionTreeClassifier()
DecisionTreeClassifier,0.9464,0.9465,0.9464,0.9464,0.952,0.952,0.952,0.952,0.8833,0.888,0.8833,0.8829,0.96,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,DecisionTreeClassifier()
DecisionTreeClassifier,0.9571,0.9572,0.9571,0.9571,0.9538,0.954,0.9538,0.9539,0.8833,0.8844,0.8833,0.8828,0.9679,smote,5000,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,DecisionTreeClassifier()
RandomForestClassifier,0.846,0.8488,0.846,0.8464,0.8598,0.8622,0.8598,0.8603,0.8667,0.8724,0.8667,0.8662,0.9583,smote,5000,no_scaled,"['storyPoints', 'polarity_mean', 'C']",10,RandomForestClassifier()
RandomForestClassifier,0.9644,0.9645,0.9644,0.9645,0.9601,0.9601,0.9601,0.9601,0.8667,0.8659,0.8667,0.8638,0.9929,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,RandomForestClassifier()
MLPClassifier,0.9177,0.9188,0.9177,0.9176,0.9208,0.9221,0.9208,0.9204,0.85,0.8607,0.85,0.8472,0.983,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,MLPClassifier()
DecisionTreeClassifier,0.8222,0.8229,0.8222,0.8226,0.8236,0.8246,0.8236,0.824,0.8167,0.8339,0.8167,0.8163,0.8702,smote,5000,no_scaled,"['storyPoints', 'polarity_mean', 'C']",10,DecisionTreeClassifier()
