Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,SMOTE Instances,Scale,Features,Folds,Model
RandomForestClassifier,0.9392,0.9404,0.9392,0.9392,0.9388,0.9388,0.9388,0.9387,0.9,0.9027,0.9,0.8998,0.988,smote,1000,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,RandomForestClassifier()
DecisionTreeClassifier,0.8514,0.853,0.8514,0.8518,0.833,0.8332,0.833,0.8327,0.8833,0.8924,0.8833,0.8855,0.8892,smote,1000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,DecisionTreeClassifier()
KNeighborsClassifier,0.8674,0.8753,0.8674,0.8673,0.8761,0.8798,0.8761,0.8766,0.8833,0.8955,0.8833,0.8848,0.9527,smote,1000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'C']",10,KNeighborsClassifier()
RandomForestClassifier,0.8966,0.8978,0.8966,0.8971,0.9122,0.912,0.9122,0.9121,0.8833,0.8848,0.8833,0.8837,0.9658,smote,1000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,RandomForestClassifier()
KNeighborsClassifier,0.8781,0.8784,0.8781,0.8782,0.8812,0.8819,0.8812,0.8808,0.8833,0.8832,0.8833,0.8829,0.9539,smote,1000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,KNeighborsClassifier()
SVC,0.8428,0.852,0.8428,0.8436,0.8933,0.9003,0.8933,0.8937,0.8667,0.8739,0.8667,0.8679,0.9161,smote,1000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'C']",10,SVC(probability=True)
MLPClassifier,0.8631,0.884,0.8631,0.865,0.8827,0.9113,0.8827,0.8859,0.8667,0.8682,0.8667,0.867,0.9721,smote,1000,no_scaled,"['storyPoints', 'polarity', 'stress', 'C']",10,MLPClassifier()
MLPClassifier,0.8777,0.8836,0.8777,0.8784,0.8675,0.874,0.8675,0.8686,0.8667,0.875,0.8667,0.8668,0.964,smote,1000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'C']",10,MLPClassifier()
DecisionTreeClassifier,0.9145,0.9198,0.9145,0.9156,0.8929,0.903,0.8929,0.8948,0.8667,0.8667,0.8667,0.8667,0.9847,smote,1000,no_scaled,"['storyPoints', 'polarity', 'stress', 'C']",10,DecisionTreeClassifier()
KNeighborsClassifier,0.8101,0.8132,0.8101,0.8102,0.7969,0.7965,0.7969,0.7963,0.85,0.8514,0.85,0.8504,0.9168,smote,1000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'C']",10,KNeighborsClassifier()
RandomForestClassifier,0.9018,0.9087,0.9018,0.903,0.915,0.9185,0.915,0.9158,0.85,0.8489,0.85,0.8491,0.9841,smote,1000,no_scaled,"['storyPoints', 'polarity', 'stress', 'C']",10,RandomForestClassifier()
MLPClassifier,0.8579,0.8594,0.8579,0.8576,0.8623,0.8622,0.8623,0.8621,0.85,0.8524,0.85,0.8488,0.9467,smote,1000,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,MLPClassifier()
