Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,SMOTE Instances,Scale,Features,Folds,Model
RandomForestClassifier,0.864,0.8658,0.864,0.8645,0.8598,0.8613,0.8598,0.8603,0.8667,0.8682,0.8667,0.867,0.959,smote,5000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'C']",10,RandomForestClassifier()
MLPClassifier,0.8796,0.8827,0.8796,0.88,0.8812,0.8829,0.8812,0.8815,0.8667,0.8665,0.8667,0.8662,0.9658,smote,5000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,MLPClassifier()
DecisionTreeClassifier,0.8336,0.8345,0.8336,0.8337,0.8272,0.8279,0.8272,0.8275,0.8667,0.8677,0.8667,0.8661,0.8787,smote,5000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'C']",10,DecisionTreeClassifier()
MLPClassifier,0.9269,0.9285,0.9269,0.9273,0.9279,0.9294,0.9279,0.9282,0.8333,0.8419,0.8333,0.8353,0.9869,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,MLPClassifier()
SVC,0.8719,0.8756,0.8719,0.8726,0.8796,0.8823,0.8796,0.8802,0.8333,0.8426,0.8333,0.8341,0.95,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,SVC(probability=True)
SVC,0.8604,0.8653,0.8604,0.861,0.8601,0.8667,0.8601,0.8612,0.8333,0.8338,0.8333,0.8322,0.9432,smote,5000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,SVC(probability=True)
KNeighborsClassifier,0.8438,0.8464,0.8438,0.843,0.8386,0.8472,0.8386,0.8391,0.8167,0.8285,0.8167,0.8184,0.9436,smote,5000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'C']",10,KNeighborsClassifier()
MLPClassifier,0.851,0.8517,0.851,0.851,0.8645,0.8639,0.8645,0.8639,0.8,0.7988,0.8,0.7991,0.9611,smote,5000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'C']",10,MLPClassifier()
RandomForestClassifier,0.8676,0.8692,0.8676,0.868,0.8728,0.8745,0.8728,0.8734,0.8,0.8036,0.8,0.7975,0.9629,smote,5000,no_scaled,"['storyPoints', 'polarity_mean', 'C']",10,RandomForestClassifier()
RandomForestClassifier,0.8587,0.859,0.8587,0.8583,0.8712,0.8716,0.8712,0.8702,0.8,0.7991,0.8,0.7966,0.9654,smote,5000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'C']",10,RandomForestClassifier()
DecisionTreeClassifier,0.8096,0.8132,0.8096,0.8102,0.8175,0.8228,0.8175,0.8185,0.7833,0.795,0.7833,0.7853,0.9426,smote,5000,MinMaxScaler,"['storyPoints', 'polarity', 'C']",10,DecisionTreeClassifier()
RandomForestClassifier,0.8653,0.8655,0.8653,0.8655,0.8561,0.8564,0.8561,0.8562,0.7833,0.7913,0.7833,0.7852,0.9664,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'C']",10,RandomForestClassifier()
KNeighborsClassifier,0.8621,0.863,0.8621,0.8624,0.8615,0.8626,0.8615,0.8619,0.7833,0.7863,0.7833,0.7845,0.9517,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'C']",10,KNeighborsClassifier()
SVC,0.8194,0.8298,0.8194,0.8218,0.8363,0.8397,0.8363,0.8374,0.7833,0.7865,0.7833,0.7837,0.9048,smote,5000,no_scaled,"['storyPoints', 'polarity', 'stress', 'C']",10,SVC(probability=True)
LogisticRegression,0.8298,0.8355,0.8298,0.8311,0.8172,0.8236,0.8172,0.819,0.7833,0.7917,0.7833,0.7831,0.93,smote,5000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'C']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
SVC,0.8506,0.8567,0.8506,0.8517,0.8531,0.858,0.8531,0.8539,0.7833,0.7854,0.7833,0.7822,0.926,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'C']",10,SVC(probability=True)
DecisionTreeClassifier,0.8352,0.8358,0.8352,0.8351,0.8427,0.8435,0.8427,0.8429,0.7833,0.786,0.7833,0.7789,0.879,smote,5000,no_scaled,"['storyPoints', 'polarity_mean', 'C']",10,DecisionTreeClassifier()
KNeighborsClassifier,0.7845,0.7983,0.7845,0.7833,0.7964,0.7967,0.7964,0.7962,0.7667,0.7957,0.7667,0.7707,0.9168,smote,5000,MinMaxScaler,"['storyPoints', 'polarity', 'C']",10,KNeighborsClassifier()
LogisticRegression,0.8327,0.8391,0.8327,0.8344,0.8273,0.8329,0.8273,0.8288,0.7667,0.7749,0.7667,0.7688,0.9341,smote,5000,no_scaled,"['storyPoints', 'polarity', 'stress', 'C']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
RandomForestClassifier,0.813,0.817,0.813,0.8139,0.8138,0.8146,0.8138,0.8138,0.7667,0.7739,0.7667,0.7678,0.9431,smote,5000,MinMaxScaler,"['storyPoints', 'polarity', 'C']",10,RandomForestClassifier()
MLPClassifier,0.7846,0.7929,0.7846,0.7862,0.7685,0.7781,0.7685,0.771,0.7667,0.7775,0.7667,0.7675,0.9221,smote,5000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'C']",10,MLPClassifier()
SVC,0.7755,0.7908,0.7755,0.7785,0.786,0.7982,0.786,0.7885,0.7667,0.7731,0.7667,0.767,0.8931,smote,5000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'C']",10,SVC(probability=True)
SVC,0.8385,0.8424,0.8385,0.8398,0.8323,0.8363,0.8323,0.8337,0.7667,0.7671,0.7667,0.7666,0.9171,smote,5000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'C']",10,SVC(probability=True)
SVC,0.7817,0.8029,0.7817,0.7848,0.7759,0.7986,0.7759,0.7792,0.7667,0.7671,0.7667,0.7666,0.8871,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'C']",10,SVC(probability=True)
MLPClassifier,0.862,0.8633,0.862,0.8618,0.8497,0.8491,0.8497,0.8493,0.7667,0.7672,0.7667,0.7659,0.9655,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'C']",10,MLPClassifier()
MLPClassifier,0.8055,0.81,0.8055,0.8027,0.7845,0.7863,0.7845,0.7851,0.7667,0.7646,0.7667,0.7653,0.942,smote,5000,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,MLPClassifier()
DecisionTreeClassifier,0.8662,0.8673,0.8662,0.8663,0.8594,0.8654,0.8594,0.8602,0.75,0.7564,0.75,0.7512,0.9696,smote,5000,no_scaled,"['storyPoints', 'polarity', 'stress', 'C']",10,DecisionTreeClassifier()
MLPClassifier,0.8406,0.8461,0.8406,0.8409,0.8397,0.841,0.8397,0.8403,0.75,0.7536,0.75,0.7509,0.9609,smote,5000,no_scaled,"['storyPoints', 'polarity', 'stress', 'C']",10,MLPClassifier()
DecisionTreeClassifier,0.859,0.8594,0.859,0.859,0.8625,0.8643,0.8625,0.863,0.75,0.7557,0.75,0.7487,0.9657,smote,5000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'C']",10,DecisionTreeClassifier()
MLPClassifier,0.788,0.7966,0.788,0.7895,0.8014,0.8221,0.8014,0.8045,0.7333,0.7506,0.7333,0.7356,0.9317,smote,5000,MinMaxScaler,"['storyPoints', 'polarity', 'C']",10,MLPClassifier()
DecisionTreeClassifier,0.8652,0.8648,0.8652,0.8644,0.8574,0.8578,0.8574,0.8566,0.7333,0.7418,0.7333,0.7355,0.9655,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'C']",10,DecisionTreeClassifier()
KNeighborsClassifier,0.865,0.8661,0.865,0.8654,0.8688,0.871,0.8688,0.8695,0.7333,0.7354,0.7333,0.7334,0.9536,smote,5000,no_scaled,"['storyPoints', 'polarity_mean', 'C']",10,KNeighborsClassifier()
RandomForestClassifier,0.8646,0.8646,0.8646,0.8644,0.8752,0.8746,0.8752,0.8745,0.7333,0.7343,0.7333,0.7327,0.969,smote,5000,no_scaled,"['storyPoints', 'polarity', 'stress', 'C']",10,RandomForestClassifier()
RandomForestClassifier,0.8671,0.869,0.8671,0.8676,0.8574,0.8589,0.8574,0.8579,0.7167,0.7269,0.7167,0.7185,0.9591,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'C']",10,RandomForestClassifier()
KNeighborsClassifier,0.8001,0.8028,0.8001,0.7996,0.787,0.7941,0.787,0.7889,0.7167,0.7222,0.7167,0.7184,0.9162,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'C']",10,KNeighborsClassifier()
RandomForestClassifier,0.8151,0.8194,0.8151,0.8158,0.8149,0.8216,0.8149,0.8161,0.7167,0.7245,0.7167,0.718,0.9463,smote,5000,no_scaled,"['storyPoints', 'polarity', 'C']",10,RandomForestClassifier()
MLPClassifier,0.8141,0.8153,0.8141,0.8143,0.8095,0.8093,0.8095,0.8094,0.7167,0.7264,0.7167,0.7179,0.9411,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'C']",10,MLPClassifier()
RandomForestClassifier,0.8131,0.813,0.8131,0.8121,0.8098,0.8105,0.8098,0.8087,0.7167,0.744,0.7167,0.7176,0.9433,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'C']",10,RandomForestClassifier()
SVC,0.7693,0.7728,0.7693,0.7704,0.7612,0.7688,0.7612,0.7625,0.7167,0.7196,0.7167,0.7172,0.8627,smote,5000,MinMaxScaler,"['storyPoints', 'polarity', 'C']",10,SVC(probability=True)
LogisticRegression,0.8297,0.8357,0.8297,0.8311,0.8189,0.8247,0.8189,0.8204,0.7167,0.7223,0.7167,0.7168,0.9313,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'C']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
SVC,0.7812,0.7979,0.7812,0.7843,0.7944,0.8138,0.7944,0.7977,0.7167,0.725,0.7167,0.7162,0.8926,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'C']",10,SVC(probability=True)
KNeighborsClassifier,0.8587,0.8605,0.8587,0.858,0.8296,0.8671,0.8296,0.8268,0.7333,0.7611,0.7333,0.7144,0.9508,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'C']",10,KNeighborsClassifier()
KNeighborsClassifier,0.8614,0.8637,0.8614,0.8606,0.845,0.8478,0.845,0.845,0.7167,0.7083,0.7167,0.7089,0.9489,smote,5000,no_scaled,"['storyPoints', 'polarity', 'stress', 'C']",10,KNeighborsClassifier()
DecisionTreeClassifier,0.8168,0.8218,0.8168,0.8176,0.8041,0.8098,0.8041,0.8052,0.7,0.7131,0.7,0.7016,0.943,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'C']",10,DecisionTreeClassifier()
MLPClassifier,0.8289,0.8336,0.8289,0.8297,0.8276,0.8306,0.8276,0.8284,0.7,0.7058,0.7,0.7011,0.9486,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'C']",10,MLPClassifier()
DecisionTreeClassifier,0.8315,0.8317,0.8315,0.8317,0.8319,0.8312,0.8319,0.8315,0.7,0.701,0.7,0.6994,0.8749,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'C']",10,DecisionTreeClassifier()
MLPClassifier,0.7039,0.7325,0.7039,0.7033,0.7252,0.7383,0.7252,0.7287,0.6833,0.6862,0.6833,0.6827,0.8703,smote,5000,no_scaled,"['storyPoints', 'polarity_mean', 'C']",10,MLPClassifier()
LogisticRegression,0.667,0.6711,0.667,0.6657,0.6787,0.6848,0.6787,0.6782,0.6833,0.6889,0.6833,0.6813,0.8561,smote,5000,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
LogisticRegression,0.6629,0.6673,0.6629,0.6618,0.6723,0.6772,0.6723,0.6705,0.6833,0.6881,0.6833,0.6801,0.8523,smote,5000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
LogisticRegression,0.6458,0.6573,0.6458,0.6419,0.6329,0.6481,0.6329,0.6303,0.6833,0.6934,0.6833,0.675,0.7568,smote,5000,no_scaled,"['storyPoints', 'polarity_mean', 'C']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
MLPClassifier,0.7452,0.7744,0.7452,0.7403,0.7882,0.7944,0.7882,0.7838,0.6833,0.6847,0.6833,0.6718,0.9138,smote,5000,no_scaled,"['storyPoints', 'polarity', 'C']",10,MLPClassifier()
DecisionTreeClassifier,0.8181,0.8196,0.8181,0.8187,0.8196,0.82,0.8196,0.8198,0.6667,0.6667,0.6667,0.6667,0.9453,smote,5000,no_scaled,"['storyPoints', 'polarity', 'C']",10,DecisionTreeClassifier()
LogisticRegression,0.6401,0.6516,0.6401,0.636,0.6417,0.6558,0.6417,0.6391,0.6667,0.6824,0.6667,0.653,0.7494,smote,5000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'C']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
KNeighborsClassifier,0.7961,0.8061,0.7961,0.7972,0.7992,0.809,0.7992,0.8003,0.6333,0.6486,0.6333,0.6362,0.9178,smote,5000,no_scaled,"['storyPoints', 'polarity', 'C']",10,KNeighborsClassifier()
LogisticRegression,0.6374,0.649,0.6374,0.6339,0.6575,0.6685,0.6575,0.6547,0.6333,0.6484,0.6333,0.6322,0.7488,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'C']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
SVC,0.6394,0.6632,0.6394,0.6403,0.6503,0.6765,0.6503,0.6533,0.6,0.6123,0.6,0.5992,0.845,smote,5000,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,SVC(probability=True)
SVC,0.564,0.5843,0.564,0.5578,0.5669,0.5888,0.5669,0.5631,0.5833,0.588,0.5833,0.5829,0.7861,smote,5000,no_scaled,"['storyPoints', 'polarity_mean', 'C']",10,SVC(probability=True)
SVC,0.6949,0.7555,0.6949,0.6983,0.6784,0.7472,0.6784,0.6845,0.55,0.6136,0.55,0.5541,0.8265,smote,5000,no_scaled,"['storyPoints', 'polarity', 'C']",10,SVC(probability=True)
LogisticRegression,0.6695,0.6735,0.6695,0.6681,0.6659,0.6721,0.6659,0.665,0.5167,0.5387,0.5167,0.5185,0.8543,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
LogisticRegression,0.5284,0.5784,0.5284,0.513,0.526,0.5831,0.526,0.5093,0.5167,0.5481,0.5167,0.4931,0.7674,smote,5000,MinMaxScaler,"['storyPoints', 'polarity', 'C']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
LogisticRegression,0.5274,0.5802,0.5274,0.5103,0.5318,0.5893,0.5318,0.5164,0.4833,0.5255,0.4833,0.4656,0.7708,smote,5000,no_scaled,"['storyPoints', 'polarity', 'C']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
LogisticRegression,0.5344,0.5739,0.5344,0.523,0.5461,0.5829,0.5461,0.5371,0.45,0.4852,0.45,0.4456,0.7681,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'C']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
