Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,SMOTE Instances,Scale,Features,Folds,Model
RandomForestClassifier,0.8394,0.8424,0.8394,0.8397,0.875,0.8743,0.875,0.874,0.7,0.7126,0.7,0.7039,0.9584,smote,500,no_scaled,"['storyPoints', 'polarity', 'stress', 'C']",10,RandomForestClassifier()
KNeighborsClassifier,0.7569,0.7689,0.7569,0.7564,0.8056,0.8049,0.8056,0.8051,0.7,0.7102,0.7,0.7011,0.9025,smote,500,no_scaled,"['storyPoints', 'polarity', 'C']",10,KNeighborsClassifier()
MLPClassifier,0.8056,0.8089,0.8056,0.8052,0.8819,0.8842,0.8819,0.8827,0.7,0.7151,0.7,0.7009,0.9429,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,MLPClassifier()
MLPClassifier,0.7152,0.7401,0.7152,0.7163,0.7153,0.7409,0.7153,0.7149,0.7,0.709,0.7,0.6993,0.8776,smote,500,MinMaxScaler,"['storyPoints', 'polarity', 'C']",10,MLPClassifier()
KNeighborsClassifier,0.8854,0.8881,0.8854,0.8845,0.8819,0.8871,0.8819,0.8826,0.7,0.6991,0.7,0.6962,0.9683,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,KNeighborsClassifier()
RandomForestClassifier,0.8186,0.8221,0.8186,0.8187,0.7708,0.7736,0.7708,0.7719,0.7,0.7227,0.7,0.6913,0.9411,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'C']",10,RandomForestClassifier()
LogisticRegression,0.8221,0.8312,0.8221,0.8231,0.8021,0.8111,0.8021,0.8038,0.6833,0.687,0.6833,0.6849,0.9294,smote,500,StandardScaler,"['storyPoints', 'polarity', 'stress', 'C']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
DecisionTreeClassifier,0.7838,0.7891,0.7838,0.7843,0.8125,0.8212,0.8125,0.8137,0.6667,0.6997,0.6667,0.6727,0.924,smote,500,no_scaled,"['storyPoints', 'polarity', 'C']",10,DecisionTreeClassifier()
RandomForestClassifier,0.7978,0.8002,0.7978,0.7973,0.7847,0.7993,0.7847,0.7838,0.6667,0.698,0.6667,0.6701,0.9278,smote,500,no_scaled,"['storyPoints', 'polarity', 'C']",10,RandomForestClassifier()
MLPClassifier,0.7396,0.7532,0.7396,0.739,0.7431,0.7599,0.7431,0.7453,0.6667,0.6867,0.6667,0.6693,0.9069,smote,500,StandardScaler,"['storyPoints', 'polarity', 'C']",10,MLPClassifier()
RandomForestClassifier,0.7804,0.7882,0.7804,0.7799,0.7569,0.7706,0.7569,0.759,0.6667,0.6929,0.6667,0.6617,0.9285,smote,500,StandardScaler,"['storyPoints', 'polarity', 'C']",10,RandomForestClassifier()
DecisionTreeClassifier,0.7839,0.7884,0.7839,0.7831,0.7951,0.7961,0.7951,0.7954,0.6667,0.6813,0.6667,0.6542,0.8378,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'C']",10,DecisionTreeClassifier()
SVC,0.599,0.6891,0.599,0.5756,0.6528,0.7413,0.6528,0.6476,0.65,0.6749,0.65,0.6481,0.8447,smote,500,no_scaled,"['storyPoints', 'polarity', 'stress', 'C']",10,SVC(probability=True)
MLPClassifier,0.7032,0.713,0.7032,0.6983,0.7049,0.7134,0.7049,0.7049,0.6333,0.6285,0.6333,0.6276,0.8687,smote,500,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,MLPClassifier()
MLPClassifier,0.7014,0.7082,0.7014,0.7014,0.7604,0.7622,0.7604,0.7604,0.6167,0.647,0.6167,0.6216,0.8764,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'C']",10,MLPClassifier()
LogisticRegression,0.6285,0.6408,0.6285,0.6207,0.5625,0.5876,0.5625,0.5597,0.6333,0.6921,0.6333,0.6176,0.745,smote,500,no_scaled,"['storyPoints', 'polarity_mean', 'C']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
DecisionTreeClassifier,0.7613,0.7684,0.7613,0.7609,0.809,0.816,0.809,0.8075,0.6167,0.6298,0.6167,0.616,0.9173,smote,500,StandardScaler,"['storyPoints', 'polarity', 'C']",10,DecisionTreeClassifier()
MLPClassifier,0.7326,0.7381,0.7326,0.7317,0.7326,0.7378,0.7326,0.734,0.6167,0.6252,0.6167,0.6141,0.9047,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,MLPClassifier()
KNeighborsClassifier,0.7734,0.7813,0.7734,0.7743,0.7847,0.7859,0.7847,0.7853,0.6167,0.6195,0.6167,0.611,0.9107,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'C']",10,KNeighborsClassifier()
SVC,0.8012,0.8084,0.8012,0.7999,0.7986,0.7973,0.7986,0.792,0.6,0.5841,0.6,0.5891,0.9166,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,SVC(probability=True)
SVC,0.7188,0.7475,0.7188,0.7215,0.7014,0.7438,0.7014,0.7049,0.5833,0.6088,0.5833,0.5879,0.8521,smote,500,StandardScaler,"['storyPoints', 'polarity', 'C']",10,SVC(probability=True)
MLPClassifier,0.626,0.677,0.626,0.6248,0.6319,0.6895,0.6319,0.6459,0.5833,0.6008,0.5833,0.5864,0.8106,smote,500,no_scaled,"['storyPoints', 'polarity', 'C']",10,MLPClassifier()
SVC,0.684,0.6987,0.684,0.6849,0.6493,0.6744,0.6493,0.6537,0.5667,0.5751,0.5667,0.5687,0.8482,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'C']",10,SVC(probability=True)
LogisticRegression,0.5712,0.687,0.5712,0.5337,0.5694,0.7364,0.5694,0.5298,0.5833,0.7119,0.5833,0.5561,0.7597,smote,500,no_scaled,"['storyPoints', 'polarity', 'C']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
LogisticRegression,0.6753,0.6821,0.6753,0.6734,0.6701,0.6704,0.6701,0.6688,0.5667,0.5487,0.5667,0.5518,0.8517,smote,500,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
SVC,0.6893,0.7024,0.6893,0.6885,0.691,0.7058,0.691,0.6946,0.55,0.5541,0.55,0.5486,0.8465,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'C']",10,SVC(probability=True)
LogisticRegression,0.6719,0.6788,0.6719,0.6675,0.6701,0.6732,0.6701,0.6696,0.55,0.5496,0.55,0.545,0.8456,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
LogisticRegression,0.5685,0.638,0.5685,0.5373,0.5382,0.6301,0.5382,0.5284,0.5667,0.5979,0.5667,0.5447,0.7386,smote,500,MinMaxScaler,"['storyPoints', 'polarity', 'C']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
LogisticRegression,0.6042,0.6066,0.6042,0.5993,0.6042,0.6024,0.6042,0.6012,0.55,0.5674,0.55,0.5443,0.7396,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'C']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
MLPClassifier,0.6024,0.6295,0.6024,0.5961,0.4931,0.468,0.4931,0.4562,0.5667,0.591,0.5667,0.5264,0.7771,smote,500,no_scaled,"['storyPoints', 'polarity_mean', 'C']",10,MLPClassifier()
LogisticRegression,0.6762,0.684,0.6762,0.6744,0.6528,0.655,0.6528,0.6504,0.5167,0.5171,0.5167,0.5156,0.857,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
LogisticRegression,0.5625,0.6489,0.5625,0.5317,0.5521,0.6587,0.5521,0.5416,0.5333,0.5278,0.5333,0.4938,0.755,smote,500,StandardScaler,"['storyPoints', 'polarity', 'C']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
SVC,0.5781,0.674,0.5781,0.55,0.559,0.6526,0.559,0.5207,0.5333,0.525,0.5333,0.4872,0.7275,smote,500,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'C']",10,SVC(probability=True)
SVC,0.5686,0.6808,0.5686,0.5399,0.5938,0.6408,0.5938,0.5775,0.5333,0.525,0.5333,0.4872,0.7183,smote,500,no_scaled,"['storyPoints', 'polarity_mean', 'C']",10,SVC(probability=True)
SVC,0.5738,0.6681,0.5738,0.5464,0.5903,0.666,0.5903,0.5578,0.5333,0.525,0.5333,0.4872,0.7946,smote,500,no_scaled,"['storyPoints', 'polarity', 'C']",10,SVC(probability=True)
LogisticRegression,0.5929,0.6006,0.5929,0.5777,0.5938,0.6104,0.5938,0.5826,0.4833,0.5126,0.4833,0.4805,0.7324,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'C']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
MLPClassifier,0.6571,0.6631,0.6571,0.6569,0.6667,0.6738,0.6667,0.6669,0.4833,0.479,0.4833,0.4798,0.8382,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'C']",10,MLPClassifier()
