Algorithm;Train Accuracy;Train Precision;Train Recall;Train F1 Score;Test Accuracy;Test Precision;Test Recall;Test F1 Score;Val. Accuracy;Val. Precision;Val. Recall;Val. F1 Score;Bal. Strategy;SMOTE Instances;Scale;Features;Folds;Hyper Params.;Model
RandomForestClassifier;0.9483;0.9497;0.9483;0.9483;0.9306;0.9334;0.9306;0.9312;0.8833;0.8883;0.8833;0.881;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 310};RandomForestClassifier(n_estimators=20, random_state=310)
RandomForestClassifier;0.9544;0.9559;0.9544;0.9545;0.9375;0.9429;0.9375;0.9377;0.8667;0.8731;0.8667;0.8651;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 744};RandomForestClassifier(n_estimators=20, random_state=744)
RandomForestClassifier;0.9437;0.9455;0.9437;0.9437;0.9792;0.9795;0.9792;0.9792;0.8667;0.8811;0.8667;0.8648;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 54};RandomForestClassifier(n_estimators=20, random_state=54)
RandomForestClassifier;0.9522;0.9541;0.9522;0.9522;0.9583;0.9583;0.9583;0.9583;0.8667;0.8736;0.8667;0.8641;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 310};RandomForestClassifier(n_estimators=20, random_state=310)
RandomForestClassifier;0.946;0.9476;0.946;0.946;0.9653;0.9673;0.9653;0.9654;0.8667;0.8736;0.8667;0.8641;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 744};RandomForestClassifier(n_estimators=20, random_state=744)
RandomForestClassifier;0.9506;0.9515;0.9506;0.9505;0.9514;0.9523;0.9514;0.9514;0.8667;0.8736;0.8667;0.8641;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 54};RandomForestClassifier(n_estimators=20, random_state=54)
RandomForestClassifier;0.9444;0.947;0.9444;0.9444;0.9097;0.9097;0.9097;0.9097;0.8667;0.875;0.8667;0.8632;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 54};RandomForestClassifier(n_estimators=10, random_state=54)
RandomForestClassifier;0.946;0.9471;0.946;0.946;0.9653;0.9673;0.9653;0.9654;0.8667;0.8737;0.8667;0.8625;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 310};RandomForestClassifier(n_estimators=10, random_state=310)
RandomForestClassifier;0.9459;0.9472;0.9459;0.9457;0.9653;0.9666;0.9653;0.9655;0.85;0.858;0.85;0.8492;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 54};RandomForestClassifier(n_estimators=20, random_state=54)
RandomForestClassifier;0.9537;0.9552;0.9537;0.9537;0.9514;0.9512;0.9514;0.9512;0.85;0.858;0.85;0.8492;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 310};RandomForestClassifier(n_estimators=20, random_state=310)
