Algorithm;Train Accuracy;Train Precision;Train Recall;Train F1 Score;Test Accuracy;Test Precision;Test Recall;Test F1 Score;Val. Accuracy;Val. Precision;Val. Recall;Val. F1 Score;Bal. Strategy;SMOTE Instances;Scale;Features;Folds;Hyper Params.;Model
RandomForestClassifier;0.9909;0.9909;0.9909;0.9909;0.9973;0.9973;0.9973;0.9973;0.95;0.9522;0.95;0.9499;smote;5000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 523};RandomForestClassifier(n_estimators=20, random_state=523)
RandomForestClassifier;0.9915;0.9916;0.9915;0.9915;0.9906;0.9907;0.9906;0.9906;0.9333;0.934;0.9333;0.9333;smote;5000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 600};RandomForestClassifier(n_estimators=20, random_state=600)
RandomForestClassifier;0.9911;0.9911;0.9911;0.9911;0.9873;0.9873;0.9873;0.9873;0.9333;0.934;0.9333;0.9333;smote;5000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 523};RandomForestClassifier(n_estimators=20, random_state=523)
RandomForestClassifier;0.9912;0.9912;0.9912;0.9912;0.9893;0.9894;0.9893;0.9893;0.9333;0.934;0.9333;0.9333;smote;5000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 512};RandomForestClassifier(n_estimators=20, random_state=512)
RandomForestClassifier;0.9914;0.9915;0.9914;0.9914;0.992;0.992;0.992;0.992;0.9333;0.934;0.9333;0.9333;smote;5000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 512};RandomForestClassifier(n_estimators=20, random_state=512)
RandomForestClassifier;0.9914;0.9915;0.9914;0.9914;0.99;0.99;0.99;0.99;0.9333;0.934;0.9333;0.9333;smote;5000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 512};RandomForestClassifier(n_estimators=20, random_state=512)
RandomForestClassifier;0.9899;0.9899;0.9899;0.9899;0.9906;0.9907;0.9906;0.9906;0.9333;0.934;0.9333;0.9333;smote;5000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 600};RandomForestClassifier(n_estimators=20, random_state=600)
RandomForestClassifier;0.9909;0.991;0.9909;0.9909;0.9933;0.9933;0.9933;0.9933;0.9333;0.934;0.9333;0.9333;smote;5000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 600};RandomForestClassifier(n_estimators=20, random_state=600)
RandomForestClassifier;0.9914;0.9915;0.9914;0.9914;0.99;0.99;0.99;0.99;0.9333;0.934;0.9333;0.9333;smote;5000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 600};RandomForestClassifier(n_estimators=20, random_state=600)
RandomForestClassifier;0.9905;0.9905;0.9905;0.9905;0.9926;0.9926;0.9926;0.9926;0.9333;0.934;0.9333;0.9333;smote;5000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 600};RandomForestClassifier(n_estimators=20, random_state=600)
RandomForestClassifier;0.9906;0.9907;0.9906;0.9906;0.99;0.99;0.99;0.99;0.9333;0.934;0.9333;0.9333;smote;5000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 523};RandomForestClassifier(n_estimators=20, random_state=523)
RandomForestClassifier;0.9911;0.9911;0.9911;0.9911;0.9913;0.9914;0.9913;0.9913;0.9167;0.9195;0.9167;0.917;smote;5000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 512};RandomForestClassifier(n_estimators=20, random_state=512)
RandomForestClassifier;0.9912;0.9912;0.9912;0.9912;0.992;0.992;0.992;0.992;0.9167;0.9195;0.9167;0.917;smote;5000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 512};RandomForestClassifier(n_estimators=20, random_state=512)
RandomForestClassifier;0.9911;0.9911;0.9911;0.9911;0.9946;0.9946;0.9946;0.9946;0.9167;0.9195;0.9167;0.917;smote;5000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 600};RandomForestClassifier(n_estimators=20, random_state=600)
