Algorithm;Train Accuracy;Train Precision;Train Recall;Train F1 Score;Test Accuracy;Test Precision;Test Recall;Test F1 Score;Val. Accuracy;Val. Precision;Val. Recall;Val. F1 Score;Bal. Strategy;SMOTE Instances;Scale;Features;Folds;Hyper Params.;Model
RandomForestClassifier;0.8949;0.8982;0.8949;0.8953;0.9016;0.9051;0.9016;0.9023;0.9;0.9006;0.9;0.8999;smote;3000;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 5, 'random_state': 276};RandomForestClassifier(n_estimators=5, random_state=276)
RandomForestClassifier;0.8932;0.8952;0.8932;0.8935;0.9049;0.9059;0.9049;0.9053;0.8833;0.8868;0.8833;0.884;smote;3000;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 276};RandomForestClassifier(n_estimators=20, random_state=276)
RandomForestClassifier;0.8937;0.8956;0.8937;0.8941;0.8848;0.8876;0.8848;0.8853;0.8833;0.8868;0.8833;0.884;smote;3000;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 5, 'random_state': 276};RandomForestClassifier(n_estimators=5, random_state=276)
RandomForestClassifier;0.8921;0.8947;0.8921;0.8926;0.8904;0.8912;0.8904;0.8906;0.8833;0.8868;0.8833;0.884;smote;3000;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 276};RandomForestClassifier(n_estimators=10, random_state=276)
MLPClassifier;0.8696;0.8714;0.8696;0.8693;0.8602;0.8611;0.8602;0.8592;0.8833;0.8868;0.8833;0.884;smote;3000;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 352, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=352)
RandomForestClassifier;0.895;0.8985;0.895;0.8953;0.896;0.8988;0.896;0.8967;0.8833;0.8868;0.8833;0.884;smote;3000;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 247};RandomForestClassifier(n_estimators=10, random_state=247)
RandomForestClassifier;0.8966;0.8999;0.8966;0.897;0.8702;0.871;0.8702;0.8705;0.8833;0.884;0.8833;0.8833;smote;3000;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 5, 'random_state': 34};RandomForestClassifier(n_estimators=5, random_state=34)
RandomForestClassifier;0.8925;0.8944;0.8925;0.8929;0.8893;0.891;0.8893;0.8896;0.8833;0.884;0.8833;0.8833;smote;3000;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 5, 'random_state': 34};RandomForestClassifier(n_estimators=5, random_state=34)
MLPClassifier;0.8685;0.8749;0.8685;0.8684;0.8893;0.8899;0.8893;0.8887;0.8833;0.8832;0.8833;0.8829;smote;3000;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 754, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=754)
MLPClassifier;0.8684;0.8756;0.8684;0.8684;0.8803;0.8805;0.8803;0.8804;0.8833;0.888;0.8833;0.8829;smote;3000;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 754, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=754)
