Algorithm;Train Accuracy;Train Precision;Train Recall;Train F1 Score;Test Accuracy;Test Precision;Test Recall;Test F1 Score;Val. Accuracy;Val. Precision;Val. Recall;Val. F1 Score;Bal. Strategy;SMOTE Instances;Scale;Features;Folds;Hyper Params.;Model
RandomForestClassifier;0.8866;0.8893;0.8866;0.8871;0.8333;0.852;0.8333;0.8368;0.85;0.8627;0.85;0.8483;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 326};RandomForestClassifier(n_estimators=10, random_state=326)
RandomForestClassifier;0.8804;0.8826;0.8804;0.8805;0.9097;0.913;0.9097;0.9108;0.85;0.8627;0.85;0.8483;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 952};RandomForestClassifier(n_estimators=20, random_state=952)
RandomForestClassifier;0.8897;0.8927;0.8897;0.8897;0.8611;0.8622;0.8611;0.8585;0.8333;0.836;0.8333;0.832;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 326};RandomForestClassifier(n_estimators=20, random_state=326)
RandomForestClassifier;0.8874;0.891;0.8874;0.8877;0.9167;0.916;0.9167;0.9161;0.8333;0.8454;0.8333;0.8318;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 990};RandomForestClassifier(n_estimators=20, random_state=990)
RandomForestClassifier;0.8858;0.8883;0.8858;0.8861;0.875;0.8748;0.875;0.8735;0.8333;0.8454;0.8333;0.8318;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 952};RandomForestClassifier(n_estimators=20, random_state=952)
RandomForestClassifier;0.8943;0.8968;0.8943;0.8947;0.9028;0.9051;0.9028;0.9034;0.8333;0.8396;0.8333;0.8318;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 990};RandomForestClassifier(n_estimators=20, random_state=990)
RandomForestClassifier;0.8866;0.8897;0.8866;0.8867;0.8611;0.8688;0.8611;0.8624;0.8333;0.8323;0.8333;0.8314;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 326};RandomForestClassifier(n_estimators=20, random_state=326)
KNeighborsClassifier;0.8071;0.8092;0.8071;0.8067;0.8958;0.8985;0.8958;0.8953;0.8333;0.8337;0.8333;0.831;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 13, 'weights': 'distance'};"KNeighborsClassifier(metric='manhattan', n_neighbors=13, p=1,
                     weights='distance')"
RandomForestClassifier;0.8842;0.8867;0.8842;0.8847;0.9167;0.9166;0.9167;0.9164;0.8333;0.8511;0.8333;0.8305;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 990};RandomForestClassifier(n_estimators=10, random_state=990)
RandomForestClassifier;0.8789;0.8822;0.8789;0.8791;0.9167;0.918;0.9167;0.9171;0.8167;0.8329;0.8167;0.8169;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 326};RandomForestClassifier(n_estimators=20, random_state=326)
RandomForestClassifier;0.8874;0.8909;0.8874;0.8876;0.9028;0.9033;0.9028;0.903;0.8167;0.8329;0.8167;0.8169;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 326};RandomForestClassifier(n_estimators=10, random_state=326)
RandomForestClassifier;0.8889;0.891;0.8889;0.889;0.875;0.8774;0.875;0.8758;0.8167;0.8329;0.8167;0.8169;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 952};RandomForestClassifier(n_estimators=20, random_state=952)
RandomForestClassifier;0.8989;0.9016;0.8989;0.8987;0.8819;0.8877;0.8819;0.8832;0.8167;0.8223;0.8167;0.8169;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 952};RandomForestClassifier(n_estimators=20, random_state=952)
KNeighborsClassifier;0.8303;0.8329;0.8303;0.8303;0.8958;0.8959;0.8958;0.8953;0.8167;0.8209;0.8167;0.8158;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(weights='distance')
KNeighborsClassifier;0.8256;0.8277;0.8256;0.825;0.8819;0.8835;0.8819;0.8825;0.8167;0.8209;0.8167;0.8158;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 9, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=9, weights='distance')
KNeighborsClassifier;0.8264;0.83;0.8264;0.8263;0.8681;0.8795;0.8681;0.8701;0.8167;0.8209;0.8167;0.8158;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 7, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=7, weights='distance')
KNeighborsClassifier;0.8226;0.8269;0.8226;0.8218;0.875;0.8745;0.875;0.8736;0.8167;0.8209;0.8167;0.8158;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 7, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=7, weights='distance')
RandomForestClassifier;0.8959;0.8991;0.8959;0.8961;0.8819;0.8825;0.8819;0.8822;0.8167;0.8289;0.8167;0.8152;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 952};RandomForestClassifier(n_estimators=20, random_state=952)
RandomForestClassifier;0.8943;0.8981;0.8943;0.8943;0.8403;0.8393;0.8403;0.8394;0.8167;0.8195;0.8167;0.8148;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 990};RandomForestClassifier(n_estimators=10, random_state=990)
