Algorithm;Train Accuracy;Train Precision;Train Recall;Train F1 Score;Test Accuracy;Test Precision;Test Recall;Test F1 Score;Val. Accuracy;Val. Precision;Val. Recall;Val. F1 Score;Bal. Strategy;SMOTE Instances;Scale;Features;Folds;Hyper Params.;Model
KNeighborsClassifier;0.7978;0.8027;0.7978;0.7976;0.8542;0.8531;0.8542;0.8525;0.7833;0.7935;0.7833;0.7814;smote;500;no_scaled;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 11, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=11, weights='distance')
KNeighborsClassifier;0.8249;0.8261;0.8249;0.8247;0.7847;0.7826;0.7847;0.7833;0.7833;0.7935;0.7833;0.7814;smote;500;no_scaled;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(weights='distance')
RandomForestClassifier;0.8294;0.834;0.8294;0.8303;0.8403;0.8472;0.8403;0.8412;0.7667;0.7927;0.7667;0.7684;smote;500;no_scaled;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 362};RandomForestClassifier(n_estimators=20, random_state=362)
RandomForestClassifier;0.8364;0.8412;0.8364;0.837;0.8264;0.8361;0.8264;0.8284;0.7667;0.7927;0.7667;0.7684;smote;500;no_scaled;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 641};RandomForestClassifier(n_estimators=10, random_state=641)
DecisionTreeClassifier;0.8233;0.8319;0.8233;0.8249;0.8681;0.8666;0.8681;0.8669;0.7667;0.8009;0.7667;0.7669;smote;500;no_scaled;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 10, 'random_state': 191};DecisionTreeClassifier(max_depth=10, min_samples_leaf=10, random_state=191)
DecisionTreeClassifier;0.8218;0.8288;0.8218;0.8231;0.8681;0.8801;0.8681;0.8701;0.7667;0.8009;0.7667;0.7669;smote;500;no_scaled;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 613};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=613)
RandomForestClassifier;0.8248;0.8299;0.8248;0.8255;0.8542;0.855;0.8542;0.8535;0.7667;0.7878;0.7667;0.7665;smote;500;no_scaled;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 5, 'random_state': 298};RandomForestClassifier(n_estimators=5, random_state=298)
RandomForestClassifier;0.8203;0.8237;0.8203;0.8207;0.8264;0.8273;0.8264;0.8266;0.7667;0.781;0.7667;0.7665;smote;500;no_scaled;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 641};RandomForestClassifier(n_estimators=10, random_state=641)
KNeighborsClassifier;0.7978;0.8046;0.7978;0.7969;0.7569;0.7515;0.7569;0.7486;0.7667;0.7783;0.7667;0.7655;smote;500;no_scaled;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 11, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=11, weights='distance')
DecisionTreeClassifier;0.8171;0.8294;0.8171;0.8195;0.8403;0.8395;0.8403;0.8398;0.7667;0.7938;0.7667;0.7652;smote;500;no_scaled;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 10, 'random_state': 513};DecisionTreeClassifier(max_depth=10, min_samples_leaf=10, random_state=513)
