Algorithm;Train Accuracy;Train Precision;Train Recall;Train F1 Score;Test Accuracy;Test Precision;Test Recall;Test F1 Score;Val. Accuracy;Val. Precision;Val. Recall;Val. F1 Score;AUC;Bal. Strategy;SMOTE Instances;Scale;Features;Folds;Hyper Params.;Model
KNeighborsClassifier;0.8341;0.8348;0.8341;0.8335;0.8435;0.8525;0.8435;0.8444;0.85;0.85;0.85;0.85;0.9381;smote;1000;no_scaled;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 15, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=15, weights='distance')
KNeighborsClassifier;0.8277;0.8318;0.8277;0.828;0.8503;0.8532;0.8503;0.8514;0.8333;0.8355;0.8333;0.8341;0.9353;smote;1000;no_scaled;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 11, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=11, weights='distance')
KNeighborsClassifier;0.8201;0.8242;0.8201;0.8202;0.8435;0.8499;0.8435;0.8444;0.8333;0.8355;0.8333;0.8341;0.9358;smote;1000;no_scaled;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 7, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=7, weights='distance')
KNeighborsClassifier;0.842;0.8455;0.842;0.8424;0.8503;0.8524;0.8503;0.8509;0.8333;0.8355;0.8333;0.8341;0.9346;smote;1000;no_scaled;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 15, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=15, weights='distance')
KNeighborsClassifier;0.8311;0.8352;0.8311;0.8315;0.881;0.8817;0.881;0.8811;0.8333;0.8355;0.8333;0.8341;0.9359;smote;1000;no_scaled;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 15, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=15, weights='distance')
KNeighborsClassifier;0.8322;0.8357;0.8322;0.8324;0.8503;0.8518;0.8503;0.8509;0.8333;0.8355;0.8333;0.8341;0.9376;smote;1000;no_scaled;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 13, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=13, weights='distance')
KNeighborsClassifier;0.8322;0.8383;0.8322;0.8319;0.8061;0.8165;0.8061;0.8077;0.8333;0.8355;0.8333;0.8341;0.9363;smote;1000;no_scaled;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 13, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=13, weights='distance')
KNeighborsClassifier;0.833;0.8385;0.833;0.834;0.8503;0.8648;0.8503;0.853;0.8333;0.8355;0.8333;0.8341;0.9396;smote;1000;no_scaled;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 9, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=9, weights='distance')
KNeighborsClassifier;0.8269;0.8283;0.8269;0.827;0.8707;0.8757;0.8707;0.8722;0.8333;0.8355;0.8333;0.8341;0.9301;smote;1000;no_scaled;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 13, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=13, weights='distance')
KNeighborsClassifier;0.8322;0.8374;0.8322;0.8326;0.8673;0.8785;0.8673;0.8691;0.8333;0.8355;0.8333;0.8341;0.9374;smote;1000;no_scaled;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 11, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=11, weights='distance')
