Algorithm;Train Accuracy;Train Precision;Train Recall;Train F1 Score;Test Accuracy;Test Precision;Test Recall;Test F1 Score;Val. Accuracy;Val. Precision;Val. Recall;Val. F1 Score;AUC;Bal. Strategy;SMOTE Instances;Scale;Features;Folds;Hyper Params.;Model
RandomForestClassifier;0.8343;0.8459;0.8343;0.8338;0.8551;0.8568;0.8551;0.8557;0.8833;0.884;0.8833;0.8833;0.9603;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 89};RandomForestClassifier(n_estimators=20, random_state=89)
KNeighborsClassifier;0.781;0.7867;0.781;0.7801;0.7391;0.7333;0.7391;0.7317;0.8667;0.8667;0.8667;0.8667;0.9141;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 15, 'weights': 'distance'};"KNeighborsClassifier(metric='manhattan', n_neighbors=15, p=1,
                     weights='distance')"
RandomForestClassifier;0.8373;0.8457;0.8373;0.8381;0.8696;0.8774;0.8696;0.871;0.8667;0.8667;0.8667;0.8667;0.9526;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 765};RandomForestClassifier(n_estimators=10, random_state=765)
RandomForestClassifier;0.8405;0.8502;0.8405;0.8405;0.9275;0.9297;0.9275;0.9278;0.8667;0.8675;0.8667;0.8656;0.9509;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 833};RandomForestClassifier(n_estimators=20, random_state=833)
KNeighborsClassifier;0.7776;0.7896;0.7776;0.7775;0.7681;0.8054;0.7681;0.7727;0.85;0.8514;0.85;0.8504;0.9185;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 11, 'weights': 'distance'};"KNeighborsClassifier(metric='manhattan', n_neighbors=11, p=1,
                     weights='distance')"
DecisionTreeClassifier;0.8148;0.8203;0.8148;0.8144;0.8406;0.871;0.8406;0.842;0.85;0.8563;0.85;0.8504;0.8612;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 516};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=516)
RandomForestClassifier;0.8421;0.8489;0.8421;0.8431;0.7971;0.8058;0.7971;0.7984;0.85;0.8514;0.85;0.8504;0.9515;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 89};RandomForestClassifier(n_estimators=20, random_state=89)
RandomForestClassifier;0.8277;0.8325;0.8277;0.8278;0.8696;0.8691;0.8696;0.8685;0.85;0.8554;0.85;0.8504;0.9488;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 89};RandomForestClassifier(n_estimators=10, random_state=89)
RandomForestClassifier;0.8375;0.8461;0.8375;0.8384;0.8261;0.8338;0.8261;0.8282;0.85;0.85;0.85;0.85;0.9549;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 833};RandomForestClassifier(n_estimators=20, random_state=833)
RandomForestClassifier;0.8406;0.8468;0.8406;0.8414;0.7971;0.7975;0.7971;0.7971;0.85;0.8506;0.85;0.8499;0.9535;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 89};RandomForestClassifier(n_estimators=20, random_state=89)
RandomForestClassifier;0.8406;0.8496;0.8406;0.8406;0.8116;0.8182;0.8116;0.8115;0.85;0.8506;0.85;0.8499;0.9561;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 833};RandomForestClassifier(n_estimators=10, random_state=833)
DecisionTreeClassifier;0.8324;0.838;0.8324;0.8318;0.8406;0.8495;0.8406;0.8409;0.85;0.8517;0.85;0.8498;0.8745;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 806};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=806)
RandomForestClassifier;0.8374;0.8467;0.8374;0.8383;0.8261;0.8342;0.8261;0.8273;0.85;0.8519;0.85;0.8498;0.9485;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 765};RandomForestClassifier(n_estimators=20, random_state=765)
RandomForestClassifier;0.8373;0.8468;0.8373;0.8377;0.8116;0.8107;0.8116;0.8109;0.85;0.8524;0.85;0.8497;0.9529;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 833};RandomForestClassifier(n_estimators=20, random_state=833)
RandomForestClassifier;0.8358;0.8443;0.8358;0.8369;0.8406;0.8435;0.8406;0.8418;0.85;0.8497;0.85;0.8495;0.9512;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 765};RandomForestClassifier(n_estimators=20, random_state=765)
RandomForestClassifier;0.8389;0.8444;0.8389;0.8392;0.8116;0.8309;0.8116;0.8146;0.85;0.849;0.85;0.8491;0.9511;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 765};RandomForestClassifier(n_estimators=20, random_state=765)
DecisionTreeClassifier;0.8196;0.8218;0.8196;0.8183;0.7681;0.7835;0.7681;0.7719;0.85;0.8563;0.85;0.8487;0.8645;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 806};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=806)
RandomForestClassifier;0.8405;0.8527;0.8405;0.8406;0.8406;0.8501;0.8406;0.8429;0.8333;0.8409;0.8333;0.8349;0.9552;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 833};RandomForestClassifier(n_estimators=20, random_state=833)
DecisionTreeClassifier;0.8261;0.8323;0.8261;0.8264;0.7826;0.7815;0.7826;0.7803;0.8333;0.8444;0.8333;0.8345;0.8697;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 997};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=997)
DecisionTreeClassifier;0.802;0.8071;0.802;0.8018;0.8116;0.8147;0.8116;0.808;0.8333;0.8372;0.8333;0.8339;0.8515;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 806};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=806)
DecisionTreeClassifier;0.8421;0.8441;0.8421;0.841;0.8406;0.8422;0.8406;0.8411;0.8333;0.8372;0.8333;0.8339;0.8817;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 806};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=806)
KNeighborsClassifier;0.773;0.7824;0.773;0.7723;0.8551;0.8593;0.8551;0.8561;0.8333;0.8348;0.8333;0.8337;0.9218;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 9, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=9, weights='distance')
RandomForestClassifier;0.8342;0.8384;0.8342;0.8339;0.7971;0.8009;0.7971;0.798;0.8333;0.836;0.8333;0.8335;0.9456;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 765};RandomForestClassifier(n_estimators=20, random_state=765)
RandomForestClassifier;0.8471;0.8596;0.8471;0.8481;0.8986;0.8972;0.8986;0.8976;0.8333;0.8339;0.8333;0.8333;0.9524;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 833};RandomForestClassifier(n_estimators=20, random_state=833)
RandomForestClassifier;0.8437;0.8544;0.8437;0.8446;0.8261;0.8264;0.8261;0.826;0.8333;0.8339;0.8333;0.8333;0.9577;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 89};RandomForestClassifier(n_estimators=10, random_state=89)
RandomForestClassifier;0.8374;0.8462;0.8374;0.8382;0.7826;0.8024;0.7826;0.7862;0.8333;0.8333;0.8333;0.8333;0.9563;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 89};RandomForestClassifier(n_estimators=10, random_state=89)
RandomForestClassifier;0.831;0.8352;0.831;0.8295;0.8841;0.8883;0.8841;0.8841;0.8333;0.8339;0.8333;0.8333;0.9564;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 765};RandomForestClassifier(n_estimators=10, random_state=765)
DecisionTreeClassifier;0.8374;0.8429;0.8374;0.8373;0.8551;0.8657;0.8551;0.8543;0.8333;0.8339;0.8333;0.8333;0.8783;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 806};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=806)
KNeighborsClassifier;0.7987;0.807;0.7987;0.799;0.7971;0.8299;0.7971;0.8024;0.8333;0.8357;0.8333;0.8331;0.9275;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 9, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=9, weights='distance')
RandomForestClassifier;0.8405;0.8499;0.8405;0.8417;0.8551;0.853;0.8551;0.853;0.8333;0.8331;0.8333;0.8329;0.956;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 765};RandomForestClassifier(n_estimators=20, random_state=765)
DecisionTreeClassifier;0.8325;0.8393;0.8325;0.8319;0.8116;0.8135;0.8116;0.8117;0.8333;0.8383;0.8333;0.8327;0.8746;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 997};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=997)
RandomForestClassifier;0.8519;0.8591;0.8519;0.8528;0.8261;0.8323;0.8261;0.8267;0.8333;0.8341;0.8333;0.8327;0.9564;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 765};RandomForestClassifier(n_estimators=20, random_state=765)
