Algorithm;Train Accuracy;Train Precision;Train Recall;Train F1 Score;Test Accuracy;Test Precision;Test Recall;Test F1 Score;Val. Accuracy;Val. Precision;Val. Recall;Val. F1 Score;AUC;Bal. Strategy;SMOTE Instances;Scale;Features;Folds;Hyper Params.;Model
DecisionTreeClassifier;0.831;0.8383;0.831;0.8305;0.8261;0.8405;0.8261;0.8287;0.8167;0.8215;0.8167;0.8165;0.8729;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 627};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=627)
RandomForestClassifier;0.8599;0.8645;0.8599;0.8602;0.8261;0.8308;0.8261;0.8216;0.8167;0.8187;0.8167;0.8163;0.9559;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 89};RandomForestClassifier(n_estimators=20, random_state=89)
DecisionTreeClassifier;0.8036;0.8067;0.8036;0.8021;0.6957;0.6972;0.6957;0.6949;0.8167;0.8217;0.8167;0.816;0.8522;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 10, 'random_state': 209};DecisionTreeClassifier(max_depth=10, min_samples_leaf=10, random_state=209)
DecisionTreeClassifier;0.8196;0.824;0.8196;0.8185;0.7826;0.7933;0.7826;0.786;0.8167;0.8184;0.8167;0.8153;0.8644;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 273};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=273)
DecisionTreeClassifier;0.7972;0.8019;0.7972;0.7964;0.8116;0.8119;0.8116;0.8115;0.8;0.8119;0.8;0.8001;0.8479;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 209};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=209)
RandomForestClassifier;0.8502;0.8605;0.8502;0.8503;0.7391;0.7649;0.7391;0.7374;0.7833;0.7913;0.7833;0.7833;0.9575;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 549};RandomForestClassifier(n_estimators=20, random_state=549)
RandomForestClassifier;0.847;0.8527;0.847;0.8451;0.7681;0.7695;0.7681;0.7665;0.7833;0.7873;0.7833;0.7831;0.9549;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 89};RandomForestClassifier(n_estimators=20, random_state=89)
RandomForestClassifier;0.839;0.8425;0.839;0.8382;0.8696;0.8719;0.8696;0.8705;0.7833;0.7873;0.7833;0.7831;0.949;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 160};RandomForestClassifier(n_estimators=20, random_state=160)
RandomForestClassifier;0.8406;0.8488;0.8406;0.8411;0.913;0.9129;0.913;0.9127;0.7833;0.7873;0.7833;0.7831;0.9498;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 160};RandomForestClassifier(n_estimators=20, random_state=160)
RandomForestClassifier;0.8277;0.8344;0.8277;0.827;0.8986;0.9047;0.8986;0.8991;0.7833;0.7854;0.7833;0.783;0.9451;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 549};RandomForestClassifier(n_estimators=10, random_state=549)
