Algorithm;Train Accuracy;Train Precision;Train Recall;Train F1 Score;Test Accuracy;Test Precision;Test Recall;Test F1 Score;Val. Accuracy;Val. Precision;Val. Recall;Val. F1 Score;AUC;Bal. Strategy;SMOTE Instances;Scale;Features;Folds;Hyper Params.;Model
RandomForestClassifier;0.9506;0.9522;0.9506;0.9506;0.9375;0.9386;0.9375;0.9378;0.85;0.858;0.85;0.8492;0.9927;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 531};RandomForestClassifier(n_estimators=20, random_state=531)
RandomForestClassifier;0.956;0.9578;0.956;0.9561;0.9236;0.9249;0.9236;0.9238;0.85;0.858;0.85;0.8492;0.995;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 567};RandomForestClassifier(n_estimators=20, random_state=567)
RandomForestClassifier;0.9506;0.953;0.9506;0.9506;0.9236;0.928;0.9236;0.9242;0.85;0.8577;0.85;0.8488;0.9948;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 5, 'random_state': 567};RandomForestClassifier(n_estimators=5, random_state=567)
RandomForestClassifier;0.9522;0.9531;0.9522;0.9522;0.9306;0.9326;0.9306;0.9308;0.85;0.8627;0.85;0.8483;0.9948;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 531};RandomForestClassifier(n_estimators=20, random_state=531)
RandomForestClassifier;0.9483;0.9495;0.9483;0.9484;0.9306;0.9307;0.9306;0.9306;0.85;0.8587;0.85;0.8461;0.9936;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 877};RandomForestClassifier(n_estimators=20, random_state=877)
RandomForestClassifier;0.9537;0.9544;0.9537;0.9537;0.9514;0.9553;0.9514;0.9516;0.85;0.8587;0.85;0.8461;0.9938;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 877};RandomForestClassifier(n_estimators=20, random_state=877)
DecisionTreeClassifier;0.9167;0.9171;0.9167;0.9165;0.8889;0.8899;0.8889;0.889;0.8333;0.8524;0.8333;0.835;0.9375;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 417};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=417)
DecisionTreeClassifier;0.926;0.9274;0.926;0.9261;0.9028;0.9023;0.9028;0.9025;0.8333;0.8518;0.8333;0.8346;0.9445;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 870};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=870)
KNeighborsClassifier;0.8611;0.8621;0.8611;0.8603;0.9444;0.9459;0.9444;0.9441;0.8333;0.8354;0.8333;0.833;0.9639;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(weights='distance')
KNeighborsClassifier;0.8596;0.8606;0.8596;0.859;0.9375;0.9379;0.9375;0.9376;0.8333;0.8354;0.8333;0.833;0.9631;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(weights='distance')
KNeighborsClassifier;0.8495;0.8506;0.8495;0.8487;0.9167;0.9174;0.9167;0.9164;0.8333;0.8354;0.8333;0.833;0.9658;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(weights='distance')
KNeighborsClassifier;0.8703;0.8723;0.8703;0.8698;0.8472;0.8609;0.8472;0.8497;0.8333;0.8354;0.8333;0.833;0.9671;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(weights='distance')
RandomForestClassifier;0.9445;0.9461;0.9445;0.9445;0.9792;0.9797;0.9792;0.9792;0.8333;0.8431;0.8333;0.8323;0.9936;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 567};RandomForestClassifier(n_estimators=20, random_state=567)
RandomForestClassifier;0.9414;0.944;0.9414;0.9415;0.9722;0.9731;0.9722;0.9724;0.8333;0.8454;0.8333;0.8318;0.9948;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 567};RandomForestClassifier(n_estimators=20, random_state=567)
DecisionTreeClassifier;0.9213;0.9239;0.9213;0.9214;0.8889;0.888;0.8889;0.8876;0.8333;0.8454;0.8333;0.8318;0.941;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 870};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=870)
RandomForestClassifier;0.9475;0.9496;0.9475;0.9476;0.9444;0.9441;0.9444;0.944;0.8333;0.8454;0.8333;0.8318;0.9936;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 531};RandomForestClassifier(n_estimators=20, random_state=531)
RandomForestClassifier;0.9444;0.9462;0.9444;0.9443;0.9167;0.9218;0.9167;0.9173;0.8333;0.8454;0.8333;0.8318;0.9941;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 531};RandomForestClassifier(n_estimators=20, random_state=531)
DecisionTreeClassifier;0.9136;0.9146;0.9136;0.9136;0.9097;0.9096;0.9097;0.9096;0.8333;0.844;0.8333;0.8311;0.9352;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 417};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=417)
DecisionTreeClassifier;0.9066;0.9084;0.9066;0.9065;0.875;0.8782;0.875;0.876;0.8333;0.844;0.8333;0.8311;0.93;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 967};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=967)
DecisionTreeClassifier;0.9221;0.9231;0.9221;0.922;0.875;0.8757;0.875;0.8753;0.8333;0.844;0.8333;0.8311;0.9416;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 967};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=967)
DecisionTreeClassifier;0.9043;0.9057;0.9043;0.9037;0.9167;0.9203;0.9167;0.9168;0.8333;0.844;0.8333;0.8311;0.9283;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 417};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=417)
RandomForestClassifier;0.9521;0.9532;0.9521;0.9521;0.9514;0.9538;0.9514;0.9517;0.8333;0.844;0.8333;0.8311;0.9933;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 531};RandomForestClassifier(n_estimators=20, random_state=531)
RandomForestClassifier;0.9537;0.9548;0.9537;0.9536;0.9722;0.9722;0.9722;0.9722;0.8333;0.844;0.8333;0.8311;0.9933;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 531};RandomForestClassifier(n_estimators=20, random_state=531)
RandomForestClassifier;0.9483;0.9498;0.9483;0.9484;0.9583;0.9597;0.9583;0.9585;0.8333;0.8383;0.8333;0.831;0.9928;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 567};RandomForestClassifier(n_estimators=20, random_state=567)
RandomForestClassifier;0.9522;0.9538;0.9522;0.9523;0.9236;0.9253;0.9236;0.9226;0.8333;0.8444;0.8333;0.8296;0.993;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 877};RandomForestClassifier(n_estimators=20, random_state=877)
DecisionTreeClassifier;0.9112;0.9133;0.9112;0.9111;0.9306;0.9304;0.9306;0.9299;0.8167;0.8432;0.8167;0.8176;0.9334;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 967};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=967)
KNeighborsClassifier;0.8642;0.8671;0.8642;0.8644;0.8889;0.8881;0.8889;0.8883;0.8167;0.8171;0.8167;0.8166;0.9652;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
KNeighborsClassifier;0.8672;0.8693;0.8672;0.8671;0.9097;0.9127;0.9097;0.9102;0.8167;0.8175;0.8167;0.816;0.9669;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
KNeighborsClassifier;0.8588;0.8607;0.8588;0.8584;0.9306;0.9332;0.9306;0.9311;0.8167;0.8175;0.8167;0.816;0.9627;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(weights='distance')
KNeighborsClassifier;0.8534;0.8547;0.8534;0.8527;0.9514;0.9512;0.9514;0.9511;0.8167;0.8175;0.8167;0.816;0.961;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
KNeighborsClassifier;0.8596;0.8625;0.8596;0.8592;0.9097;0.9124;0.9097;0.9102;0.8167;0.8175;0.8167;0.816;0.9669;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
DecisionTreeClassifier;0.9174;0.918;0.9174;0.9172;0.8542;0.8551;0.8542;0.8537;0.8167;0.8302;0.8167;0.8159;0.938;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 967};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=967)
DecisionTreeClassifier;0.9189;0.9208;0.9189;0.9189;0.8542;0.8681;0.8542;0.8562;0.8167;0.8302;0.8167;0.8159;0.9392;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 870};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=870)
KNeighborsClassifier;0.8665;0.8684;0.8665;0.8661;0.875;0.8769;0.875;0.8727;0.8167;0.8209;0.8167;0.8158;0.9626;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(weights='distance')
RandomForestClassifier;0.956;0.9574;0.956;0.9562;0.9653;0.9655;0.9653;0.9651;0.8167;0.8264;0.8167;0.8157;0.9943;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 567};RandomForestClassifier(n_estimators=20, random_state=567)
DecisionTreeClassifier;0.9144;0.9163;0.9144;0.9143;0.9236;0.9238;0.9236;0.9224;0.8167;0.829;0.8167;0.8157;0.9358;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 967};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=967)
KNeighborsClassifier;0.8588;0.8607;0.8588;0.8586;0.9028;0.909;0.9028;0.9041;0.8167;0.8172;0.8167;0.8155;0.9619;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
DecisionTreeClassifier;0.9167;0.9177;0.9167;0.9165;0.9167;0.9171;0.9167;0.9168;0.8167;0.8289;0.8167;0.8152;0.9375;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 967};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=967)
DecisionTreeClassifier;0.9205;0.9214;0.9205;0.9203;0.8889;0.8882;0.8889;0.8881;0.8167;0.8289;0.8167;0.8152;0.9404;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 417};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=417)
DecisionTreeClassifier;0.9113;0.9131;0.9113;0.9114;0.9167;0.9181;0.9167;0.9166;0.8167;0.8289;0.8167;0.8152;0.9334;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 417};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=417)
RandomForestClassifier;0.956;0.957;0.956;0.9561;0.9514;0.9576;0.9514;0.9521;0.8167;0.829;0.8167;0.8147;0.9943;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 567};RandomForestClassifier(n_estimators=20, random_state=567)
RandomForestClassifier;0.9422;0.9447;0.9422;0.9423;0.9653;0.9654;0.9653;0.9653;0.8167;0.829;0.8167;0.8147;0.9931;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 877};RandomForestClassifier(n_estimators=20, random_state=877)
RandomForestClassifier;0.9529;0.9542;0.9529;0.953;0.9236;0.9238;0.9236;0.9234;0.8167;0.829;0.8167;0.8147;0.9939;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 877};RandomForestClassifier(n_estimators=20, random_state=877)
RandomForestClassifier;0.9506;0.9523;0.9506;0.9506;0.9861;0.9863;0.9861;0.9861;0.8167;0.829;0.8167;0.8147;0.994;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 531};RandomForestClassifier(n_estimators=20, random_state=531)
DecisionTreeClassifier;0.9067;0.9101;0.9067;0.9068;0.8958;0.9082;0.8958;0.8968;0.8;0.8261;0.8;0.8016;0.93;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 870};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=870)
DecisionTreeClassifier;0.9152;0.9167;0.9152;0.9152;0.8889;0.893;0.8889;0.8899;0.8;0.8115;0.8;0.8007;0.9364;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 967};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=967)
DecisionTreeClassifier;0.9228;0.9247;0.9228;0.9228;0.8889;0.8921;0.8889;0.8899;0.8;0.8115;0.8;0.8007;0.9421;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 870};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=870)
DecisionTreeClassifier;0.9059;0.9068;0.9059;0.9057;0.8958;0.8977;0.8958;0.8948;0.8;0.8157;0.8;0.8004;0.9294;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 870};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=870)
DecisionTreeClassifier;0.9182;0.9209;0.9182;0.9181;0.9167;0.9179;0.9167;0.9162;0.8;0.8151;0.8;0.8001;0.9387;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 870};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=870)
MLPClassifier;0.8025;0.8132;0.8025;0.8012;0.7986;0.818;0.7986;0.8026;0.8;0.8049;0.8;0.7999;0.9361;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 959, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=959)
DecisionTreeClassifier;0.9183;0.92;0.9183;0.9182;0.875;0.8804;0.875;0.876;0.8;0.8144;0.8;0.7997;0.9387;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 870};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=870)
DecisionTreeClassifier;0.9105;0.9117;0.9105;0.9102;0.8958;0.8999;0.8958;0.8965;0.8;0.8144;0.8;0.7997;0.9328;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 417};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=417)
KNeighborsClassifier;0.8534;0.8549;0.8534;0.8526;0.9375;0.9394;0.9375;0.9374;0.8;0.7989;0.8;0.7991;0.9634;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', n_neighbors=7, p=1, weights='distance')
KNeighborsClassifier;0.8572;0.8597;0.8572;0.8571;0.9236;0.923;0.9236;0.9227;0.8;0.7989;0.8;0.7991;0.9618;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
KNeighborsClassifier;0.8627;0.8653;0.8627;0.8627;0.8889;0.8953;0.8889;0.8872;0.8;0.8012;0.8;0.7981;0.9627;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
RandomForestClassifier;0.9452;0.9469;0.9452;0.9454;0.9306;0.9358;0.9306;0.9315;0.8;0.8144;0.8;0.7981;0.9906;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 531};RandomForestClassifier(n_estimators=10, random_state=531)
KNeighborsClassifier;0.8595;0.8625;0.8595;0.8594;0.9514;0.9529;0.9514;0.9517;0.8;0.8012;0.8;0.7981;0.9655;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
KNeighborsClassifier;0.8627;0.8638;0.8627;0.8623;0.9306;0.9306;0.9306;0.9306;0.8;0.8012;0.8;0.7981;0.9626;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
KNeighborsClassifier;0.865;0.8687;0.865;0.8652;0.9097;0.9108;0.9097;0.91;0.8;0.8012;0.8;0.7981;0.9662;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
KNeighborsClassifier;0.8619;0.8656;0.8619;0.8614;0.9653;0.9653;0.9653;0.9652;0.8;0.8012;0.8;0.7981;0.9634;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
KNeighborsClassifier;0.8665;0.8686;0.8665;0.8662;0.9444;0.9447;0.9444;0.9445;0.8;0.8012;0.8;0.7981;0.965;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
KNeighborsClassifier;0.8581;0.86;0.8581;0.8578;0.9514;0.9537;0.9514;0.9516;0.8;0.8012;0.8;0.7981;0.9651;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
