Algorithm;Train Accuracy;Train Precision;Train Recall;Train F1 Score;Test Accuracy;Test Precision;Test Recall;Test F1 Score;Val. Accuracy;Val. Precision;Val. Recall;Val. F1 Score;AUC;Bal. Strategy;SMOTE Instances;Scale;Features;Folds;Hyper Params.;Model
RandomForestClassifier;0.9846;0.9848;0.9846;0.9846;0.9799;0.98;0.9799;0.9799;0.9333;0.9349;0.9333;0.9337;0.999;smote;3000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 847};RandomForestClassifier(n_estimators=20, random_state=847)
RandomForestClassifier;0.9838;0.9839;0.9838;0.9838;0.9866;0.9867;0.9866;0.9866;0.9167;0.9212;0.9167;0.9174;0.9991;smote;3000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 518};RandomForestClassifier(n_estimators=20, random_state=518)
RandomForestClassifier;0.9839;0.9841;0.9839;0.9839;0.9871;0.9873;0.9871;0.9871;0.9167;0.9206;0.9167;0.9174;0.999;smote;3000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 527};RandomForestClassifier(n_estimators=20, random_state=527)
DecisionTreeClassifier;0.9732;0.9733;0.9732;0.9732;0.9446;0.9453;0.9446;0.9448;0.9;0.9015;0.9;0.9004;0.9799;smote;3000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 832};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=832)
DecisionTreeClassifier;0.972;0.9722;0.972;0.972;0.9553;0.9556;0.9553;0.9553;0.9;0.9006;0.9;0.8999;0.979;smote;3000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 836};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=836)
DecisionTreeClassifier;0.9746;0.9747;0.9746;0.9746;0.943;0.9436;0.943;0.9431;0.8833;0.8848;0.8833;0.8837;0.9809;smote;3000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 853};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=853)
KNeighborsClassifier;0.9617;0.962;0.9617;0.9617;0.9838;0.9838;0.9838;0.9838;0.8833;0.8939;0.8833;0.8836;0.9938;smote;3000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', n_neighbors=7, p=1, weights='distance')
KNeighborsClassifier;0.9603;0.9605;0.9603;0.9603;0.9849;0.9849;0.9849;0.9849;0.8833;0.8939;0.8833;0.8836;0.9941;smote;3000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
KNeighborsClassifier;0.962;0.9622;0.962;0.9619;0.9871;0.9872;0.9871;0.9871;0.8667;0.8722;0.8667;0.8667;0.9951;smote;3000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
MLPClassifier;0.8728;0.8744;0.8728;0.8724;0.8909;0.8905;0.8909;0.8906;0.85;0.8541;0.85;0.851;0.9675;smote;3000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 218, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=218)
